"as_of_date","fiscal_year","region","borrower_country","borrower_country_code","project_id","project_name","procurement_category","procurement_method","major_sector","wb_contract_number","contract_description","contract_signing_date","supplier","supplier_country","supplier_country_code","supplier_contract_amount_usd","borrower_contract_reference_number"
"2022-09-12T00:00:00.000","2023","SOUTH ASIA","Bangladesh","BD","P149553","Bangladesh NATP-2: National Agricultural Technology Program - Phase II Project","Consultant Services","Direct Selection","Information and Communications Technologies;Agriculture, Fishing and Forestry","1710868","Technical Assistance-National Individual Short Term Consultant for Research Priority Setting for Fisheries sub-Sector under PIU-BARC, NATP-2.","2022-09-01T00:00:00.000","PROFESSOR DR. MD. JAHANGIR ALAM","People's Republic of Bangladesh","BD","18153.0","NATP-2/PIU-BARC/SD-10E-5"
"2022-09-12T00:00:00.000","2022","Eastern and Southern Africa","Ethiopia","ET","P148591","Second Agricultural Growth Project","Goods","Request for Bids","Agriculture, Fishing and Forestry","1710719","Hatchery and Related Equipment for Fishery","2022-03-17T00:00:00.000","GRADICO GLOBAL RELIEF, AID DEVELOPMENT COMPANY B.V","Kingdom of the Netherlands","NL","146957.0","ICB-EIAR-AGPII/HATCHERY-01/2021"
"2022-09-12T00:00:00.000","2023","EAST ASIA AND PACIFIC","Marshall Islands","MH","P178544","Republic of the Marshall Islands: Pacific Islands Regional Oceanscape Program - Second Phase for Economic Resilience","Consultant Services","Individual Consultant Selection","","1710627","Coastal Fisheries Specialist Consultant","2022-08-31T00:00:00.000","Individual Consultant","Kingdom of Spain","ES","16500.0","MH-MIMRA-287374-CS-INDV"
"2022-09-12T00:00:00.000","2022","Eastern and Southern Africa","Kenya","KE","P163980","Marine Fisheries and Socio-Economic Development Project","Goods","Request for Quotations","Education;Agriculture, Fishing and Forestry","1710306","supply and delivery of branded staff uniforms","2022-04-26T00:00:00.000","GLOBAL SPACE INVESTMENTS LTD","Republic of Kenya","KE","20804.0","KE-KLF-KEMFSED-012-2022-GO-RFQ"
"2022-09-12T00:00:00.000","2023","Eastern and Southern Africa","Eastern and Southern Africa",,"P155642","Third South West Indian Ocean Fisheries Governance and Shared Growth Project (SWIOFish3)","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1710301","Consultancy Assignment: Preparation of Seychelles&#8217; 3rd national report to the fisheries transparency initiative; Contract Num: N07/SWIO3/C/2022/C2
between Department of Blue Economy and Daniella Larue","2022-08-30T00:00:00.000","Individual Consultant","Republic of Seychelles","SC","10585.0","GEF60/IC/2022-SWF3-C2"
"2022-09-12T00:00:00.000","2023","SOUTH ASIA","Bangladesh","BD","P161568","Bangladesh Sustainable Coastal and Marine Fisheries","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1709953","Selection of Training Specialist(Individual Consultant &#8211; National)","2022-07-21T00:00:00.000","Individual Consultant","People's Republic of Bangladesh","BD","47363.0","SD54"
"2022-09-12T00:00:00.000","2023","SOUTH ASIA","Bangladesh","BD","P161568","Bangladesh Sustainable Coastal and Marine Fisheries","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1709940","Selection of Hatchery Expert (SPF-BTS and Golda)-National","2022-08-16T00:00:00.000","Individual Consultant","People's Republic of Bangladesh","BD","47363.0","SD 24"
"2022-09-12T00:00:00.000","2018","EAST ASIA AND PACIFIC","Lao People's Democratic Republic","LA","P104806","Mekong Integrated Water Resources Management","Consultant Services","Individual Consultant Selection","Transportation;Water, Sanitation and Waste Management;Public Administration","1709873","C3.2-CS-001	Fishery Management Consultant","2018-01-01T00:00:00.000","Individual Consultant","Lao People's Democratic Republic","LA","103300.0","C3.2-CS-001"
"2022-09-12T00:00:00.000","2022","Eastern and Southern Africa","Ethiopia","ET","P159382","Livestock and Fisheries Sector Development Project","Civil Works","Request for Quotations","Agriculture, Fishing and Forestry;Industry, Trade and Services","1709697","Lot 2: 1 Feed Store at Farta woreda, Gasagn kebele","2022-06-13T00:00:00.000","MESERT, GETIE & HIS FRIENDES","Federal Democratic Republic of Ethiopia","ET","62870.0","1709697"
"2022-09-12T00:00:00.000","2022","Eastern and Southern Africa","Ethiopia","ET","P159382","Livestock and Fisheries Sector Development Project","Civil Works","Request for Quotations","Agriculture, Fishing and Forestry;Industry, Trade and Services","1709694","Lot 1: 1 Feed Store at Jabitehinan Woreda, Mankusa town","2022-06-13T00:00:00.000","ABEBA LINGEREW & HIS FRIENDES (LOT 1)","Federal Democratic Republic of Ethiopia","ET","62853.0","1709694"
"2022-09-12T00:00:00.000","2022","Eastern and Southern Africa","Ethiopia","ET","P159382","Livestock and Fisheries Sector Development Project","Civil Works","Request for Quotations","Agriculture, Fishing and Forestry;Industry, Trade and Services","1709657","2.	Lot 2: 2 Poultry house at D/Eliyas twon, Makisegnit town (Site A & B),","2022-06-08T00:00:00.000","DEREJE, ZEMENE & HIS FRIENDS (LOT 2) (SITE A & B)","Federal Democratic Republic of Ethiopia","ET","126909.0","1709657"
"2022-09-12T00:00:00.000","2022","Eastern and Southern Africa","Ethiopia","ET","P159382","Livestock and Fisheries Sector Development Project","Civil Works","Request for Quotations","Agriculture, Fishing and Forestry;Industry, Trade and Services","1709653","1.	Lot 1: 2 Poultry house at Gondar Zuriy Woreda, Makisegnit town (Site A & B)","2022-06-08T00:00:00.000","3.	SITOTAW,BELET & HIS FRIENDS (LOT 1) (SITE A & B)","Federal Democratic Republic of Ethiopia","ET","101140.0","1709653"
"2022-09-12T00:00:00.000","2022","SOUTH ASIA","India","IN","P158522","Tamil Nadu Irrigated Agriculture Modernization Project","Goods","Direct Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","1709652","Procurement of Fish seed for Aquaculture Farm Pond in Chinnar sub basin.","2021-11-11T00:00:00.000","ASSISTANT DIRECTOR OF FISHERIES","Republic of India","IN","601.0","02/IAMP/FISHERIES/CNR/FPS/G/III/"
"2022-09-12T00:00:00.000","2023","Eastern and Southern Africa","Eastern and Southern Africa",,"P155642","Third South West Indian Ocean Fisheries Governance and Shared Growth Project (SWIOFish3)","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1708797","Development of a Market Intelligence Plan
N06/SWIO3/C/2022/C2 between Department of Blue Economy and SHARON GAPPY","2022-08-11T00:00:00.000","Individual Consultant","Republic of Seychelles","SC","43835.0","GEF53/IC/2021-SWF3"
"2022-09-12T00:00:00.000","2023","Eastern and Southern Africa","Eastern and Southern Africa",,"P155642","Third South West Indian Ocean Fisheries Governance and Shared Growth Project (SWIOFish3)","Consultant Services","Consultant Qualification  Selection","Agriculture, Fishing and Forestry","1708777","Development of Management Plans for sustainable use areas (MSP Zone 2)
Contract Number: N05/SWIO3/C/2022-C1between Department of Blue Economy and C2O FISHERIES","2022-08-11T00:00:00.000","C2O FISHERIES","Commonwealth of Australia","AU","337632.0","GEF4-SWIOFISH3"
"2022-09-12T00:00:00.000","2022","Eastern and Southern Africa","Kenya","KE","P163980","Marine Fisheries and Socio-Economic Development Project","Goods","Request for Quotations","Education;Agriculture, Fishing and Forestry","1708761","Supply and delivery of office furniture","2022-03-18T00:00:00.000","SPLASH MOUNTAIN ENTERPRISES","Republic of Kenya","KE","23347.0","KE-KLF-KEMFSED-013-2022-GO-RFQ"
"2022-09-12T00:00:00.000","2022","Eastern and Southern Africa","Eastern and Southern Africa",,"P132123","AFCC2/RI-South West Indian Ocean Fisheries Governance and Shared Growth Project 1","Goods","Request for Bids","Agriculture, Fishing and Forestry","1708182","Supply and Installation of Demarcation Buoys for Selected Marine Conservation Areas","2022-06-30T00:00:00.000","ZANZIBAR MARINE AND DIVING SERVICES","United Republic of Tanzania","TZ","283637.0","TZ-MANRLF-8273-GO-RFB"
"2022-09-12T00:00:00.000","2021","Eastern and Southern Africa","Southern Africa",,"P153370","Second South West Indian Ocean Fisheries Governance and Shared Growth Project - Madagascar","Non-consulting Services","Request for Quotations","Social Protection;Agriculture, Fishing and Forestry","1708172","H&#233;bergement mail professionnel du projet SWIOFish2","2020-11-19T00:00:00.000","PAOMA LTDB/ GOOGLE","Republic of Mauritius","MU","13793.0","MG-MRHP-REG2020-NC-RFQ"
"2022-09-12T00:00:00.000","2023","Eastern and Southern Africa","Southern Africa",,"P153370","Second South West Indian Ocean Fisheries Governance and Shared Growth Project - Madagascar","Consultant Services","Consultant Qualification  Selection","Social Protection;Agriculture, Fishing and Forestry","1708105","La r&#233;alisation des ET, l&#8217;&#233;laboration du PGES et le contr&#244;le et surveillance des travaux de construction des b&#226;timents abritant les chambres froide (Lot 02)","2022-07-19T00:00:00.000","THE BEST","Republic of Madagascar","MG","42793.0","MG-MRHP-264080-CS-CQS_LOT 2"
"2022-09-12T00:00:00.000","2023","Eastern and Southern Africa","Southern Africa",,"P153370","Second South West Indian Ocean Fisheries Governance and Shared Growth Project - Madagascar","Consultant Services","Consultant Qualification  Selection","Social Protection;Agriculture, Fishing and Forestry","1708104","La r&#233;alisation des ET, l&#8217;&#233;laboration du PGES et le contr&#244;le et surveillance des travaux de construction des b&#226;timents abritant les chambres froide (Lot 01)","2022-07-11T00:00:00.000","BUREAU D'ÉTUDES LYMA BTP INGÉNIERIE","Republic of Madagascar","MG","19996.0","MG-MRHP-264080-CS-CQS_LOT 1"
"2022-09-12T00:00:00.000","2023","Eastern and Southern Africa","Southern Africa",,"P153370","Second South West Indian Ocean Fisheries Governance and Shared Growth Project - Madagascar","Consultant Services","Consultant Qualification  Selection","Social Protection;Agriculture, Fishing and Forestry","1708099","La r&#233;alisation des ET, l&#8217;&#233;laboration du PGES et le contr&#244;le et surveillance des travaux de construction des b&#226;timents abritant les chambres froide (Lot 03)","2022-07-19T00:00:00.000","THE BEST","Republic of Madagascar","MG","48647.0","MG-MRHP-264080-CS-CQS_LOT 3"
"2022-09-12T00:00:00.000","2023","Eastern and Southern Africa","Southern Africa",,"P153370","Second South West Indian Ocean Fisheries Governance and Shared Growth Project - Madagascar","Consultant Services","Consultant Qualification  Selection","Social Protection;Agriculture, Fishing and Forestry","1708080","La r&#233;alisation des ET, &#233;laboration du PGES et C&S des travaux construction des petites infrastructures de p&#234;ches_ Lot1","2022-07-19T00:00:00.000","THE BEST","Republic of Madagascar","MG","51706.0","MG-MRHP-263393-CS-CQS_LOT1"
