"as_of_date","fiscal_year","region","borrower_country","borrower_country_code","project_id","project_name","procurement_category","procurement_method","major_sector","wb_contract_number","contract_description","contract_signing_date","supplier","supplier_country","supplier_country_code","supplier_contract_amount_usd"
"2022-09-12T00:00:00.000","2023","EUROPE AND CENTRAL ASIA","Romania","RO","P093775","Romania Integrated Nutrient Pollution Control Project","Civil Works","Request for Bids","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","1709998","Crearea unor sisteme de gestionare eficient&#259; a gunoiului de grajd &#238;n ora&#537;ul Fl&#259;m&#226;nzi, jude&#539;ul Botosani - 20/NCB/2021","2022-07-21T00:00:00.000","SC CONSTRUCT &DRUM SRL","Romania","RO","809702.0"
"2022-09-12T00:00:00.000","2023","EUROPE AND CENTRAL ASIA","Romania","RO","P166302","Strengthening Disaster Risk Management Project","Civil Works","Request for Bids","Public Administration","1705005","Works for CALARASI the investment objective - &#8220;Retrofitting of and attic adding to the headquarters of CIES Calarasi and Calarasi Fire Detachment","2022-07-29T00:00:00.000","AXA TRANS CONSTRUCT","Romania","RO","5552777.0"
"2022-09-12T00:00:00.000","2022","EUROPE AND CENTRAL ASIA","Romania","RO","P166302","Strengthening Disaster Risk Management Project","Civil Works","Request for Bids","Public Administration","1702490","Demolition and construction Works for Obor investment objective","2022-06-16T00:00:00.000","ATHENAEUM CONSTRUCT","Romania","RO","5680386.0"
"2022-09-12T00:00:00.000","2022","EUROPE AND CENTRAL ASIA","Romania","RO","P166302","Strengthening Disaster Risk Management Project","Civil Works","Request for Bids","Public Administration","1700367","Building works for the investment objective: Demolition and reconstruction of Tecuci Fire Department, CIES Galati","2022-05-09T00:00:00.000","SERVLAND","Romania","RO","3146239.0"
"2022-09-12T00:00:00.000","2022","EUROPE AND CENTRAL ASIA","Romania","RO","P160751","Justice Services Improvement Project","Civil Works","Request for Bids","Public Administration","1697142","Rehabilitation of Carei FIC","2022-05-25T00:00:00.000","CONSTRUCTII BIHOR","Romania","RO","2354239.0"
"2022-09-12T00:00:00.000","2022","EUROPE AND CENTRAL ASIA","Romania","RO","P166302","Strengthening Disaster Risk Management Project","Civil Works","Request for Quotations","Public Administration","1690687","Execution of the demolition works for Tecuci, including related/adjacent services","2022-02-18T00:00:00.000","STALGEN CONS","Romania","RO","47622.0"
"2022-09-12T00:00:00.000","2022","EUROPE AND CENTRAL ASIA","Romania","RO","P166302","Strengthening Disaster Risk Management Project","Civil Works","Request for Bids","Public Administration","1688569","Works for the investment objective Demolition and reconstruction of the Headquarters Mizil Fire Detachment under the Inspectorate for Emergency Situations ""&#536;erban Cantacuzino"" Prahova County","2022-02-17T00:00:00.000","ATHENAEUM CONSTRUCT","Romania","RO","3276539.0"
"2022-09-12T00:00:00.000","2022","EUROPE AND CENTRAL ASIA","Romania","RO","P166302","Strengthening Disaster Risk Management Project","Civil Works","Request for Bids","Public Administration","1683405","Demolition and reconstruction of CAREI Fire Detachment Headquarters under Satu Mare County Inspectorate for Emergency Situations ""SOME&#536;"" - works","2021-12-30T00:00:00.000","IGNA CONSTRUCT","Romania","RO","3248147.0"
"2022-09-12T00:00:00.000","2022","EUROPE AND CENTRAL ASIA","Romania","RO","P093775","Romania Integrated Nutrient Pollution Control Project","Civil Works","Request for Bids","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","1675212","Lot 7: Construirea unei platforme comunale de depozitare &#537;i gospod&#259;rire a gunoiului de grajd &#238;n ora&#537;ul Mizil, jude&#539;ul Prahova","2021-09-20T00:00:00.000","SC IMPA&I SRL","Romania","RO","184036.0"
"2022-09-12T00:00:00.000","2022","EUROPE AND CENTRAL ASIA","Romania","RO","P093775","Romania Integrated Nutrient Pollution Control Project","Civil Works","Request for Bids","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","1675207","Lot 5: Platform&#259; gunoi de grajd &#238;n comuna Mihai Viteazu, jude&#539;ul Constan&#539;a","2021-09-20T00:00:00.000","SC IMPA&I SRL","Romania","RO","258251.0"
"2022-09-12T00:00:00.000","2022","EUROPE AND CENTRAL ASIA","Romania","RO","P093775","Romania Integrated Nutrient Pollution Control Project","Civil Works","Request for Bids","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","1675205","Lot 8: Construirea unei platforme comunale de depozitare &#537;i gospod&#259;rire a gunoiului de grajd, comuna Vidra, jude&#539;ul Ilfov","2021-09-20T00:00:00.000","SC IMPA&I SRL","Romania","RO","213860.0"
"2022-09-12T00:00:00.000","2022","EUROPE AND CENTRAL ASIA","Romania","RO","P093775","Romania Integrated Nutrient Pollution Control Project","Civil Works","Request for Bids","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","1675203","Lot 6: Construirea unei platforme comunale de depozitare &#537;i gospod&#259;rire a gunoiului de grajd, comuna Miroslove&#537;ti, jude&#539;ul Ia&#537;i","2021-09-14T00:00:00.000","SC BOGDY TRANS SRL","Romania","RO","192031.0"
"2022-09-12T00:00:00.000","2022","EUROPE AND CENTRAL ASIA","Romania","RO","P093775","Romania Integrated Nutrient Pollution Control Project","Civil Works","Request for Bids","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","1675201","Lot 4: Platform&#259; de depozitare a gunoiului de grajd &#238;n comuna Horle&#537;ti, jude&#539;ul Ia&#537;i","2021-08-16T00:00:00.000","SC LAURENTIU H SRL","Romania","RO","393044.0"
"2022-09-12T00:00:00.000","2022","EUROPE AND CENTRAL ASIA","Romania","RO","P093775","Romania Integrated Nutrient Pollution Control Project","Civil Works","Request for Bids","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","1675200","Lot 3: Construirea unei platforme de depozitare &#537;i gospod&#259;rire a gunoiului de grajd &#238;n comuna Hele&#537;teni, judetul Ia&#537;i","2021-09-14T00:00:00.000","SC BOGDY TRANS SRL","Romania","RO","210145.0"
"2022-09-12T00:00:00.000","2022","EUROPE AND CENTRAL ASIA","Romania","RO","P093775","Romania Integrated Nutrient Pollution Control Project","Civil Works","Request for Bids","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","1675199","Lot 1: Construirea unei platforme comunale de depozitare &#537;i gospod&#259;rire a gunoiului de grajd &#238;n comuna Boiu Mare, jude&#539;ul Maramure&#537;","2021-09-20T00:00:00.000","SC IMPA&I SRL","Romania","RO","250633.0"
