"end_of_period","credit_number","region","country_code","country","borrower","credit_status","service_charge_rate","currency_of_commitment","project_id","project_name","original_principal_amount","cancelled_amount","undisbursed_amount","disbursed_amount","repaid_to_ida","due_to_ida","exchange_adjustment","borrower_s_obligation","sold_3rd_party","repaid_3rd_party","due_3rd_party","credits_held","first_repayment_date","last_repayment_date","agreement_signing_date","board_approval_date","effective_date_most_recent_","closed_date_most_recent_","last_disbursement_date"
"2022-07-31T00:00:00.000","IDA00350","EASTERN AND SOUTHERN AFRICA","ET","Ethiopia","Ministry of Finance","Fully Repaid","0.75","USD","P000663","HIGHWAYS III","16179959.94","0.00","0.00","16179959.94","16179959.94","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1973-11-01T00:00:00.000","2013-05-01T00:00:00.000","1963-02-27T00:00:00.000","1963-02-26T00:00:00.000","1963-08-27T00:00:00.000","1973-12-31T00:00:00.000",
"2022-07-31T00:00:00.000","IDA00840","EASTERN AND SOUTHERN AFRICA","ET","Ethiopia","Ministry of Finance","Fully Repaid","0.75","USD","P000666","EDUCATION","8667874.95","0.00","0.00","8667874.95","8667874.95","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1976-05-01T00:00:00.000","2015-11-01T00:00:00.000","1966-02-16T00:00:00.000","1966-02-15T00:00:00.000","1966-06-22T00:00:00.000","1972-06-30T00:00:00.000",
"2022-07-31T00:00:00.000","IDA01110","EASTERN AND SOUTHERN AFRICA","ET","Ethiopia","Ministry of Finance","Fully Repaid","0.75","USD","P000667","HIGHWAYS IV","8866396.67","0.00","0.00","8866396.67","8866396.67","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1978-01-15T00:00:00.000","2017-07-15T00:00:00.000","1968-01-15T00:00:00.000","1968-01-09T00:00:00.000","1968-07-18T00:00:00.000","1975-06-30T00:00:00.000",
"2022-07-31T00:00:00.000","IDA01690","EASTERN AND SOUTHERN AFRICA","ET","Ethiopia","Ministry of Finance","Fully Repaid","0.75","USD","P000670","WOLAMO AGRIC DEVELOP","3928693.90","0.00","0.00","3928693.90","3928693.90","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1979-12-15T00:00:00.000","2019-06-15T00:00:00.000","1969-11-26T00:00:00.000","1969-10-21T00:00:00.000","1970-04-28T00:00:00.000","1976-06-30T00:00:00.000",
"2022-07-31T00:00:00.000","IDA01880","EASTERN AND SOUTHERN AFRICA","ET","Ethiopia","Ministry of Finance","Fully Repaid","0.75","USD","P000671","SETTIT HUMERA AG DEV","3333881.74","178419.06","0.00","3155462.68","3155462.68","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1980-08-15T00:00:00.000","2020-02-15T00:00:00.000","1970-05-28T00:00:00.000","1970-04-28T00:00:00.000","1970-09-30T00:00:00.000","1976-12-31T00:00:00.000",
"2022-07-31T00:00:00.000","IDA02430","EASTERN AND SOUTHERN AFRICA","ET","Ethiopia","Ministry of Finance","Fully Repaid","0.75","USD","P000672","EDUCATION II","9524294.43","0.00","0.00","9524294.43","9524294.43","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1981-04-15T00:00:00.000","2020-10-15T00:00:00.000","1971-05-06T00:00:00.000","1971-03-30T00:00:00.000","1971-08-26T00:00:00.000","1979-07-31T00:00:00.000",
"2022-07-31T00:00:00.000","IDA02690","EASTERN AND SOUTHERN AFRICA","ET","Ethiopia","Ministry of Finance","Fully Repaid","0.75","USD","P000673","LIVESTOCK I(DAIRY)","4428725.10","204921.19","0.00","4223803.91","4223803.91","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1981-07-01T00:00:00.000","2021-01-01T00:00:00.000","1971-08-30T00:00:00.000","1971-07-06T00:00:00.000","1972-05-01T00:00:00.000","1981-06-30T00:00:00.000",
"2022-07-31T00:00:00.000","IDA02900","EASTERN AND SOUTHERN AFRICA","ET","Ethiopia","Ministry of Finance","Fully Repaid","0.75","USD","P000674","COFFEE PROCESSING I","6300000.00","0.00","0.00","6300000.00","6300000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1982-03-01T00:00:00.000","2021-09-01T00:00:00.000","1972-03-20T00:00:00.000","1972-01-18T00:00:00.000","1972-12-15T00:00:00.000","1980-12-31T00:00:00.000",
"2022-07-31T00:00:00.000","IDA03040","EASTERN AND SOUTHERN AFRICA","ET","Ethiopia","Ministry of Finance","Fully Repaid","0.75","USD","P000675","AGRICULTURE & DFC.","11017149.14","0.00","0.00","11017149.14","11017149.14","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1982-07-01T00:00:00.000","2022-01-01T00:00:00.000","1972-05-10T00:00:00.000","1972-04-25T00:00:00.000","1972-10-25T00:00:00.000","1976-12-31T00:00:00.000",
"2022-07-31T00:00:00.000","IDA03320","EASTERN AND SOUTHERN AFRICA","ET","Ethiopia","Ministry of Finance","Fully Repaid","0.75","USD","P000676","ROADS V-FEEDER ROADS","17000000.00","141313.85","0.00","16858686.15","16858686.15","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1982-08-15T00:00:00.000","2022-02-15T00:00:00.000","1972-09-29T00:00:00.000","1972-06-27T00:00:00.000","1973-07-24T00:00:00.000","1980-12-31T00:00:00.000",
"2022-07-31T00:00:00.000","IDA03650","EASTERN AND SOUTHERN AFRICA","ET","Ethiopia","Ministry of Finance","Fully Repaid","0.75","USD","P000680","LIVESTOCK II","5000000.00","2547552.07","0.00","2452447.93","2452447.93","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1983-02-15T00:00:00.000","2022-08-15T00:00:00.000","1973-04-02T00:00:00.000","1973-03-13T00:00:00.000","1973-08-24T00:00:00.000","1979-12-31T00:00:00.000",
"2022-07-31T00:00:00.000","IDA04160","EASTERN AND SOUTHERN AFRICA","ET","Ethiopia","Ministry of Finance","Fully Repaid","0.75","USD","P000678","AGRIC.MINIMUM PACKAG","21000000.00","0.00","0.00","21000000.00","21000000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1983-08-01T00:00:00.000","2023-02-01T00:00:00.000","1973-07-05T00:00:00.000","1973-06-07T00:00:00.000","1974-04-15T00:00:00.000","1978-03-31T00:00:00.000",
"2022-07-31T00:00:00.000","IDA04170","EASTERN AND SOUTHERN AFRICA","ET","Ethiopia","Ministry of Finance","Fully Repaid","0.75","USD","P000681","EDUCATION III","10000000.00","0.00","0.00","10000000.00","10000000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1983-10-15T00:00:00.000","2023-04-15T00:00:00.000","1973-07-05T00:00:00.000","1973-06-26T00:00:00.000","1974-08-30T00:00:00.000","1980-12-31T00:00:00.000",
