"as_of_date","fiscal_year","region","borrower_country","borrower_country_code","project_id","project_name","procurement_category","procurement_method","major_sector","wb_contract_number","contract_description","contract_signing_date","supplier","supplier_country","supplier_country_code","supplier_contract_amount_usd","borrower_contract_reference_number"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","India","IN","P119085","IN National Ganga River Basin Project","Civil Works","Request for Bids","Water, Sanitation and Waste Management","1543993","Design & Build Sewage Treatment Plant of capacity 18MLD & 6MLD; Survey, review designs, redesign Sewerage Network o f 247Km length; O&M of complete works in Barrackpore","2016-10-26T00:00:00.000","LARSEN & TOUBRO LTD","Republic of India","IN","39138279.0","IN-NMCG-2710-CW-RFB"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","India","IN","P148775","Capacity Augmentation of the National Waterway- 1 (JAL MARG VIKAS)  Project","Civil Works","Request for Bids","Information and Communications Technologies;Transportation","1544752","Procurement of EPC Contract for Construction of Navigation Lock at Farakka, West Bengal","2017-01-01T00:00:00.000","LARSEN & TOUBRO LIMITED","Republic of India","IN","52544648.0","CANW-1/IWAI/JMV/16"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","India","IN","P148775","Capacity Augmentation of the National Waterway- 1 (JAL MARG VIKAS)  Project","Civil Works","Request for Bids","Information and Communications Technologies;Transportation","1544754","Construction  of  IWT  Terminal at Sahinganj - Jharkhand","2017-01-12T00:00:00.000","LARSEN & TOUBRO LIMITED","Republic of India","IN","40963713.0","CANW-1-IWAI-JMV-11"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","India","IN","P119085","IN National Ganga River Basin Project","Civil Works","Request for Bids","Water, Sanitation and Waste Management","1547668","Survey, review, designs, redesign where necessary & build new sewerage network of about 180 km length & all appurtenant structures and O&M of Sewerage network for a period of 10 years at Beur in Patna","2017-03-30T00:00:00.000","LARSEN & TOUBRO LTD","Republic of India","IN","61829768.0","IN-NMCG-1877-CW-RFB"
"2022-09-12T00:00:00.000","2018","MIDDLE EAST AND NORTH AFRICA","Egypt, Arab Republic of","EG","P100047","EG-Ain Sokhna Power Project","Goods","International Competitive Bidding","Energy and Extractives","1558342","engineering, designing, manufacture, factory testing, site delivery, civil works, erection, testing at site, setting to work, putting in operation","2018-02-08T00:00:00.000","LARSEN & TOUBRO LIMITED","Republic of India","IN","28787916.0",
"2022-09-12T00:00:00.000","2018","MIDDLE EAST AND NORTH AFRICA","Egypt, Arab Republic of","EG","P113416","Egypt - Wind Power Development Project","Goods","International Competitive Bidding","Energy and Extractives","1561854","Design, manufacture, deliver, install, complete and commission of NORTH HURGADA S/S & ELQUSAIR  OVERHEAD TRANSMISSION LINES INTERCONNECTION TO 220 K.V GRID,","2018-05-10T00:00:00.000","LARSEN & TOUBRO LIMITED","Republic of India","IN","19898970.0",
"2022-09-12T00:00:00.000","2018","SOUTH ASIA","India","IN","P150158","Eastern Dedicated Freight Corridor-3","Civil Works","Request for Bids","Transportation","1556710","Design and Construction of Civil, Structures and Track Works, involving formation in embankment/cutting, ballast on formation, track works, bridges, etc. for CP-303","2018-03-15T00:00:00.000","LARSEN & TOUBRO LIMITED","Republic of India","IN","442575843.0","IN-DFCCIL-1848-CW-RFB"
"2022-09-12T00:00:00.000","2018","SOUTH ASIA","India","IN","P144726","National Cyclone Risk Mitigation Project-II","Civil Works","Request for Bids","Transportation;Water, Sanitation and Waste Management;Public Administration","1557735","Construction of 11 KV & LT underground power cable distribution network replacing  existing 11 KV & LT over head line including augmentation of existing 11/0.4 KV Distribution Transformer at Digha-San","2018-05-08T00:00:00.000","LARSEN AND TOUBRO LIMITED","Republic of India","IN","16418662.0","IN-DMD-WB-2705-CW-RFB"
"2022-09-12T00:00:00.000","2018","SOUTH ASIA","India","IN","P143382","Tamil Nadu and Puducherry Coastal Disaster Risk Reduction Project","Civil Works","Request for Bids","Social Protection;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration;Industry, Trade and Services","1559563","Contract agreement executed between TANGEDCO and M/s.Larsen & Toubro Ltd., Chennai on 10.04.2018 for execution of conversion of OH system into UG cabling System in Cuddalore Town on total turnkeybasis","2018-04-10T00:00:00.000","M/S. LARSEN & TOUBRO LIMITED","Republic of India","IN","21033955.0","TN/CDRRP/TANGEDCO/CUD/03"
"2022-09-12T00:00:00.000","2018","Eastern and Southern Africa","Kenya","KE","P120014","KE Electricity Modernization Project","Civil Works","Request for Bids","Energy and Extractives","1552070","Supply of Line Hardwares,Installation and Commissioning of Extensions of MV Lines,LV Single Phase Lines and Service Cables for Electrification Program.Contract:KP1/6E.2/PT/2/17/A61:LOT6(Mt.Kenya)","2017-11-09T00:00:00.000","LARSEN & TOUBRO LIMITED","Republic of India","IN","18116487.0","KE-KPLC-5745-CW-RFB"
