"as_of_date","fiscal_year","region","borrower_country","borrower_country_code","project_id","project_name","procurement_category","procurement_method","major_sector","wb_contract_number","contract_description","contract_signing_date","supplier","supplier_country","supplier_country_code","supplier_contract_amount_usd","borrower_contract_reference_number"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P129663","Afghanistan: System Enhancement for Health Action in Transition Project","Consultant Services","Single Source Selection","Health","1545194","Consultant Services for implementing Essential Package of Health Services in Wardak Province","2017-01-01T00:00:00.000","SWEDISH COMMITTEE FOR AFGHANISTAN","Islamic  Republic of Afghanistan","AF","304093.0","AFG/MOPH/GCMU/SEHAT/113"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P146184","Higher Education Development Project","Goods","Request for Quotations","Education","1644651","Procurement of Furniture for HEDP Office Meeting Room","2016-07-25T00:00:00.000","PARWAZ MURUAT LTD","Islamic  Republic of Afghanistan","AF","3894.0","G-3"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P128048","Afghanistan Access to Finance","Consultant Services","Fixed Budget Selection","Financial Sector","1543918","Technical  Assistant  for  SME Capcity  Building : FINCA Afghanistan and  OXUSE  Afghanistan","2016-11-09T00:00:00.000","SME CLIENT SUPPORT AFGHANISTAN","Islamic  Republic of Afghanistan","AF","188010.0","MISFA/CS-6/2016"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P112872","Second Customs Reform and Trade Facilitation Project","Consultant Services","Single Source Selection","Information and Communications Technologies;Transportation;Industry, Trade and Services","1544007","Provision of Technical Assistance for ACD","2016-11-14T00:00:00.000","UNITED NATIONS CONFERENCE ON TRADE AND DEVELOPMENT (UNCTAD)","World","1W","4192840.0","SCRTFP/IDA/SSS/2016/001"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P120427","Public Financial Management Reform II","Consultant Services","Single Source Selection","Financial Sector","1544379","AFGHANISTAN REVENUE DEPARTMENT-MINISTRY OF FINANCE","2016-08-13T00:00:00.000","BLERAT UKAJ","Republic of Kosovo","XK","126000.0","ARD/AF/C-5"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P143841","Afghanistan: National Horticulture and Livestock Productivity Project","Consultant Services","Consultant Qualification  Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","1542493","International Monitoring and Evaluation Specialist","2016-08-28T00:00:00.000","BISMARCK SAKUNDA NDHLOVU","Islamic  Republic of Afghanistan","AF","158100.0","MAIL/ARTF/NHLP/IC/CONT-9373/S.27"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P128048","Afghanistan Access to Finance","Non-consulting Services","Direct Selection","Financial Sector","1544540","Purchase and Implementation of State of the Sector (SoS) Online Application","2016-12-10T00:00:00.000","THE PAKISTAN MICROFINANCE NETWORK","Islamic  Republic of Afghanistan","AF","17500.0","MISFA-58-CD-B-4"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P122235","AF Irrigation Restoration and Development Project","Consultant Services","Direct Selection","Agriculture, Fishing and Forestry","1552378","FAO TA for IRDP Project","2017-04-26T00:00:00.000","FOOD AND AGRICULTURE ORGANIZATION OF UNITED NATIONS (FAO)","World","1W","32494453.0","MEW-REF-C957"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P120397","Afghanistan Agricultural Inputs Project (AAIP)","Consultant Services","Direct Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","1542111","Procurement Specialist","2016-07-25T00:00:00.000","MIRWAIS SAJJAD","Islamic  Republic of Afghanistan","AF","8530.0","MAIL/WB/AAIP/IC-S.020"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P146184","Higher Education Development Project","Goods","Request for Quotations","Education","1645130","Supply & Installation of Shelf Partition for HEDP Office","2017-04-22T00:00:00.000","WATANDAR CONSTRUCTION COMPANY","Islamic  Republic of Afghanistan","AF","4142.0","G-8"
