"as_of_date","fiscal_year","region","borrower_country","borrower_country_code","project_id","project_name","procurement_category","procurement_method","major_sector","wb_contract_number","contract_description","contract_signing_date","supplier","supplier_country","supplier_country_code","supplier_contract_amount_usd","borrower_contract_reference_number"
"2022-09-02T00:00:00.000","2017","EUROPE AND CENTRAL ASIA","Tajikistan","TJ","P148291","Higher Education Project","Consultant Services","Individual Consultant Selection","Education","1683697","International consultant on Graduate Tracer Studies: Project Manager","2017-03-13T00:00:00.000","Individual Consultant","Canada","CA","47.0","MOES/HEP/IC/2016-03"
"2022-09-02T00:00:00.000","2017","Eastern and Southern Africa","Burundi","BI","P133610","BI-Jiji and Mulembwe Hydropower","Consultant Services","Quality And Cost-Based Selection","Energy and Extractives","1665429","Firme charg&#233;e de la surveillance des travaux des am&#233;nagements hydro&#233;lectriques, de la ligne d&#8217;&#233;vacuation de l&#8217;&#233;nergie, des postes associ&#233;s et du r&#233;seau secondaire de distribution","2017-06-27T00:00:00.000","AECOM","Canada","CA","7764066.0","IC1A"
"2022-09-02T00:00:00.000","2017","Western and Central Africa","Cameroon","CM","P144637","Community Development Program Support Project-Phase III","Consultant Services","Individual Consultant Selection","Social Protection;Public Administration","1581371","Suivi-contr&#244;le des travaux de construction et d'&#233;quipement d'un Centre de Promotion de la Femme et de la Famille (CPFF) avec latrines incorpor&#233;es de Mayo Bal&#233;o, Commune de Mayo Bal&#233;o, D&#233;partement du F","2017-05-31T00:00:00.000","Individual Consultant","Canada","CA","5401.0","CM-CRC ADAMAOUA-50155-CS-INDV"
"2022-09-02T00:00:00.000","2017","SOUTH ASIA","Sri Lanka","LK","P122735","Metro Colombo Urban Development Project","Goods","Request for Quotations","Transportation;Water, Sanitation and Waste Management;Public Administration","1577410","Procurement of CAD Software for Sri Lanka Land Reclamation and Development Corporation","2016-11-10T00:00:00.000","GEO SLOPE INTERNATIONAL","Canada","CA","5395.0","LK-MOMWD-1760-GO-RFQ"
"2022-09-02T00:00:00.000","2017","SOUTH ASIA","Bhutan","BT","P159600","Preparation of Strategic Program for Climate Resilience","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management","1570384","Contract agreement was signed between GHNC and Mr. Peter J Hayes for the preparation of Strategic program for climate resilience.","2017-06-08T00:00:00.000","Individual Consultant","Canada","CA","74105.0","BT-GNHC-8305-CS-INDV"
"2022-09-02T00:00:00.000","2017","LATIN AMERICA AND CARIBBEAN","Colombia","CO","P104687","Mainstreaming Sustainable Cattle Ranching","Goods","Comercial Practices","Agriculture, Fishing and Forestry","1563403","Compra transmisores para monitore de biodiversidad","2017-03-06T00:00:00.000","HOLOHIL SYSTEMS LTD.","Canada","CA","2280.0","CO-TNC-35397-GO-CP"
"2022-09-02T00:00:00.000","2017","Western and Central Africa","Burkina Faso","BF","P124648","Mineral Development Support Project","Consultant Services","Direct Selection","Education;Energy and Extractives","1561777","Avenant n 1 au Contrat n: 26/00/02/03/80/2016/00009/MEMC/SG/PADSEM  pour la mise en ligne et la s&#233;curisation de la base de donn&#233;es g&#233;oscientifiques du BUMIGEB et la r&#233;alisation d'une cartographie g&#233;ol","2017-06-15T00:00:00.000","EFFIGIS GEO-SOLUTIONS INC.","Canada","CA","750000.0","BF-PADSEM-15751-CS-CDS"
"2022-09-02T00:00:00.000","2017","SOUTH ASIA","Bhutan","BT","P154477","Hydromet Services and Disaster Resilience Regional project","Non-consulting Services","Request for Quotations","Information and Communications Technologies;Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry","1561236","Commercial Pilot License (H)- Ab-Initio course for Royal Bhutan Helicopter Services Limited (rbhsl) helicopter trainee pilots","2016-11-01T00:00:00.000","CHINOOK HELICOPTERS","Canada","CA","268322.0","BT-DDM-2263-NC-DIR"
"2022-09-02T00:00:00.000","2017","Western and Central Africa","Burkina Faso","BF","P149827","BF REDD+ Readiness Preparation","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1554167","Recrutement d'un expert International MNV au profit du Programme d'Investissement Forestier (PIF)","2017-05-23T00:00:00.000","Individual Consultant","Canada","CA","224400.0","BF-PIF-12879-CS-INDV"
"2022-09-02T00:00:00.000","2017","Eastern and Southern Africa","Congo, Democratic Republic of","ZR","P149233","DR Congo - Quality and Relevance of Secondary and Tertiary Education Project","Consultant Services","Single Source Selection","Education","1553597","CONTRAT DU CONSULTANT NATIONAL CHARGE DE L&#195;&#402;&#194;&#162;  ACCOMPAGNEMENT DU PEQPESU DANS L&#195;&#402;&#194;&#162;  ELABORATION DU CADRE NORMATIF DU SYSTEME LMD DE L' ENSEIGNEMENT SUPERIEUR ET UNIVERSITAIRE DE LA RDC","2016-07-25T00:00:00.000","JACQUES DESAUTELS","Canada","CA","43750.0","13/16/PEQPESU/SC"
