"date_disclosed","project_name","document_type","project_number","product_line","company_name","country","ifc_country_code","industry","environmental_category","department","status","project_board_date","ifc_investment_for_risk_management_million_usd","ifc_investment_for_guarantee_million_usd","ifc_investment_for_loan_million_usd","ifc_investment_for_equity_million_usd","total_ifc_investment_as_approved_by_board_million_usd","country_code","as_of_date"
"2010-05-18T00:00:00.000","UBF Seguros","Summary of Proposed Investment (Disclosure Policy 2006)","28710","Equity","SWISS RE CORPORATE SOLUTIONS BRASIL SEGUROS S/A.","Brazil","BRA","Financial Institutions","FI","Regional Industry - FIG LAC","Completed","2010-06-21T00:00:00.000",,,,"10.51","10.51","BR","2022-09-02T03:05:00.000"
"2016-12-24T00:00:00.000","Loggi Technology International","Summary of Investment Information (AIP Policy 2012)","39134","Equity","LOGGI TECHNOLOGY INTERNATIONAL","Brazil","BRA","Infrastructure","B","TMT, Venture Capital & Funds","Active","2016-12-26T00:00:00.000",,,,"5.0","5.0","BR","2022-09-02T03:05:00.000"
"2014-01-08T00:00:00.000","Anima Equity","Summary of Investment Information (AIP Policy 2012)","34325","Equity","ANIMA HOLDING S.A.","Brazil","BRA","Health and Education","B","Gbl Ind, Manufact, Agribus &amp; Services","Completed","2013-10-21T00:00:00.000",,,,"20.0","20.0","BR","2022-09-02T03:05:00.000"
"2013-12-19T00:00:00.000","Mauricio Equity","Summary of Investment Information (AIP Policy 2012)","33578","Equity","SER EDUCACIONAL S.A.","Brazil","BRA","Health and Education","B","Gbl Ind, Manufact, Agribus &amp; Services","Completed","2013-10-16T00:00:00.000",,,,"20.0","20.0","BR","2022-09-02T03:05:00.000"
"2009-12-18T00:00:00.000","Constellation","Summary of Proposed Investment (Disclosure Policy 2006)","28512","Equity","CIPEF CONSTELLATION COINVESTMENT FUND LP","Brazil","BRA","Oil, Gas, and Mining","B","Regional Industry - INF LAC","Completed","2010-01-21T00:00:00.000",,,,"103.0","103.0","BR","2022-09-02T03:05:00.000"
"2004-12-17T00:00:00.000","GP Capital III","Summary of Proposed Investment (Disclosure Policy 2006)","23747","Equity","GP CAPITAL PARTNERS III LP","Brazil","BRA","other","FI","Disruptive Technologies and Funds","Completed","2005-01-28T00:00:00.000",,,,"15.0","15.0","BR","2022-09-02T03:05:00.000"
"2019-11-20T00:00:00.000","Valor VOF I","Summary of Investment Information (AIP Policy 2012)","43308","Equity","VALOR OPPORTUNITY FUND I, LP","Brazil","BRA","Funds","FI-3","Disruptive Technologies and Funds","Active","2019-12-16T00:00:00.000",,,,"20.50","20.5","BR","2022-09-02T03:05:00.000"
"2014-04-28T00:00:00.000","Borborema","Summary of Investment Information (AIP Policy 2012)","34022","Equity","CRUSADER RESOURCES LIMITED","Brazil","BRA","Oil, Gas, and Mining","B","Energy & Mining - Global Infra","Completed","2014-05-30T00:00:00.000",,,,"6.49","6.49","BR","2022-09-02T03:05:00.000"
"2010-08-17T00:00:00.000","Tribanco Eq","Summary of Proposed Investment (Disclosure Policy 2006)","29362","Equity","BANCO TRIANGULO SA","Brazil","BRA","Financial Institutions","FI","Global Industry, Financial Markets","Completed","2010-09-20T00:00:00.000",,,,"23.52","23.52","BR","2022-09-02T03:05:00.000"
"2014-04-10T00:00:00.000","Vix Logistica","Summary of Investment Information (AIP Policy 2012)","33782","Equity","VIX LOGISTICA S/A.","Brazil","BRA","Infrastructure","B","Regional Industry - INF LAC","Active","2014-05-22T00:00:00.000",,,,"76.03","76.03","BR","2022-09-02T03:05:00.000"
"2014-04-04T00:00:00.000","DARP SSF Plural","Summary of Investment Information (AIP Policy 2012)","34608","Equity","Brasil Plural Special Situations Fundo de Investimento Multimercado Credito Privado","Brazil","BRA","Financial Institutions","FI-2","Regional Industry - FIG LAC","Completed","2014-05-05T00:00:00.000",,,,"22.36","22.36","BR","2022-09-02T03:05:00.000"
