"as_of_date","fiscal_year","region","borrower_country","borrower_country_code","project_id","project_name","procurement_category","procurement_method","major_sector","wb_contract_number","contract_description","contract_signing_date","supplier","supplier_country","supplier_country_code","supplier_contract_amount_usd","borrower_contract_reference_number"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P132742","Afghanistan - Second Skills Development Project","Consultant Services","Individual Consultant Selection","Education","1545700","Consultancy Services as ""ANIM Faculty for Oboe and Piano""","2016-08-11T00:00:00.000","Individual Consultant","World","1W","66000.0","DMTVET/C-7.1"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P118028","AF: ARTF-2nd Judicial Reform Project","Consultant Services","Quality And Cost-Based Selection","Public Administration","1552868","Consultancy Services for Conducting Training Needs Assessment for Supreme Court & Attorney General' Offices","2016-10-15T00:00:00.000","ADAM SMITH INTERNATIONAL (ASI)","United Kingdom of Great Britain and Nort","GB","383448.0","SC/1855/QCBS"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P143841","Afghanistan: National Horticulture and Livestock Productivity Project","Consultant Services","Quality And Cost-Based Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","1546165","Hiring of Implementation Partner for Implementation of 30 Layer Improved Backyard Poultry Production for Herat","2017-04-18T00:00:00.000","BESO","Islamic  Republic of Afghanistan","AF","584086.0","MAIL/ARTF/NHLP/RFP-4241/S.319"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P128048","Afghanistan Access to Finance","Goods","Request for Quotations","Financial Sector","1599292","PROCUREMENT OF IT EQUIPMENTS FOR MISFA & AMA, G7","2016-11-22T00:00:00.000","FLORENCE TRADING CO. LTD.","Islamic  Republic of Afghanistan","AF","10427.0","G7"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P147147","URBAN DEVELOPMENT SUPPORT PROJECT","Goods","Request for Quotations","Information and Communications Technologies;Public Administration","1605357","Procurement Laptops and Printer for Urban Development Support Project","2017-05-10T00:00:00.000","MUSTAFA GROUP","Islamic  Republic of Afghanistan","AF","6380.0","MUDH/UDSP/GO-SH-7"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P129663","Afghanistan: System Enhancement for Health Action in Transition Project","Consultant Services","Single Source Selection","Health","1546005","Consultant Services for implementing Basic Package of Health Services in Nagarhar Provinces","2017-01-01T00:00:00.000"," AADA","Islamic  Republic of Afghanistan","AF","3638606.0","AFG/MOPH/GCMU/SEHAT/95"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P128048","Afghanistan Access to Finance","Non-consulting Services","Direct Selection","Financial Sector","1545006","House No. Plot # 148, 4th Street, Ansari Square, Opp. Holland Embassy, Shahr-e-naw, Kabul-Afghanistan","2016-11-22T00:00:00.000","FMBF-AFGHANISTAN","Islamic  Republic of Afghanistan","AF","180291.0","MISFA/AFP/CBF-04"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P160567","Citizens' Charter Afghanistan Project","Consultant Services","Fixed Budget Selection","Education;Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Social Protection","1546243","Contract for Consultant's Services (as Facilitating Partner for the CCAP in select rural communities in the provinces of Bamyan and Daikundi)","2017-05-06T00:00:00.000","AGA KHAN DEVELOPMENT NETWORK","Switzerland","CH","3450000.0","CCEP-I/MRRD/CS/FP-7"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P143841","Afghanistan: National Horticulture and Livestock Productivity Project","Consultant Services","Quality And Cost-Based Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","1546164","Hiring of Implementation Partner for Implementation of 30 Layer Improved Backyard Poultry Production for Kabul and Logar Provinces","2017-04-22T00:00:00.000","BESO","Islamic  Republic of Afghanistan","AF","555967.0","MAIL/ARTF/NHLP/RFP-4424/S.262"
"2022-09-12T00:00:00.000","2017","SOUTH ASIA","Afghanistan","AF","P143841","Afghanistan: National Horticulture and Livestock Productivity Project","Consultant Services","Quality And Cost-Based Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","1541644","Implementing Partner for Commercial Broiler Poultry Production (CBPP) of NHLP/MAIL for Parwan Province","2016-07-20T00:00:00.000","BASIC VOCATIONAL, EDUCATIONAL & SOCIAL ORGANIZATION","Islamic  Republic of Afghanistan","AF","131961.0","MAIL/ARTF/NHLP/RFP-4244/S.246"
