"end_of_period","credit_number","region","country_code","country","borrower","credit_status","service_charge_rate","currency_of_commitment","project_id","project_name","original_principal_amount","cancelled_amount","undisbursed_amount","disbursed_amount","repaid_to_ida","due_to_ida","exchange_adjustment","borrower_s_obligation","sold_3rd_party","repaid_3rd_party","due_3rd_party","credits_held","first_repayment_date","last_repayment_date","agreement_signing_date","board_approval_date","effective_date_most_recent_","closed_date_most_recent_","last_disbursement_date"
"2022-07-31T00:00:00.000","IDA03390","SOUTH ASIA","BD","Bangladesh","MINISTRY OF FINANCE","Repaying","0.75","USD","P009360","CYCLONE AREA REHAB.","25000000.00","0.00","0.00","25000000.00","24614560.34","385439.66","0.00","385439.66","0.00","0.00","0.00","385439.66","1983-04-15T00:00:00.000","2022-10-15T00:00:00.000","1972-10-18T00:00:00.000","1972-10-03T00:00:00.000","1973-01-17T00:00:00.000","1980-06-30T00:00:00.000",
"2022-07-31T00:00:00.000","IDA03400","SOUTH ASIA","BD","Bangladesh","MINISTRY OF FINANCE","Repaying","0.75","USD","P009356","IRRIG. CHANDAPOUR II","13129923.28","6440.31","0.00","13123482.97","13111769.07","11713.90","0.00","11713.90","0.00","0.00","0.00","11713.90","1982-11-01T00:00:00.000","2022-05-01T00:00:00.000","1972-10-18T00:00:00.000","1972-10-03T00:00:00.000","1973-01-17T00:00:00.000","1979-12-31T00:00:00.000",
"2022-07-31T00:00:00.000","IDA03410","SOUTH ASIA","BD","Bangladesh","MINISTRY OF FINANCE","Repaying","0.75","USD","P009357","IRRIG. TUBEWELLS","14030480.08","539431.75","0.00","13491048.33","13284725.72","206322.61","0.00","206322.61","0.00","0.00","0.00","206322.61","1983-04-01T00:00:00.000","2022-10-01T00:00:00.000","1972-11-06T00:00:00.000","1972-10-24T00:00:00.000","1973-01-17T00:00:00.000","1983-02-28T00:00:00.000",
"2022-07-31T00:00:00.000","IDA03430","SOUTH ASIA","BD","Bangladesh","MINISTRY OF FINANCE","Repaying","0.75","USD","P009353","TECHNICAL ASSISTANCE","7730434.27","28257.00","0.00","7702177.27","7578523.09","123654.18","0.00","123654.18","0.00","0.00","0.00","123654.18","1983-06-15T00:00:00.000","2022-12-15T00:00:00.000","1972-11-15T00:00:00.000","1972-11-14T00:00:00.000","1973-01-17T00:00:00.000","1980-06-30T00:00:00.000",
"2022-07-31T00:00:00.000","IDA03450","SOUTH ASIA","BD","Bangladesh","MINISTRY OF FINANCE","Repaying","0.75","USD","P009362","REHAB. PROGRAM CREDI","50000000.00","0.00","0.00","50000000.00","49980719.97","19280.03","0.00","19280.03","0.00","0.00","0.00","19280.03","1983-01-15T00:00:00.000","2022-07-15T00:00:00.000","1972-11-30T00:00:00.000","1972-11-21T00:00:00.000","1973-01-30T00:00:00.000","1975-08-31T00:00:00.000",
"2022-07-31T00:00:00.000","IDA03530","SOUTH ASIA","BD","Bangladesh","MINISTRY OF FINANCE","Repaying","0.75","USD","P009359","SMALL INDUSTRIES I","3038474.92","8944.57","0.00","3029530.35","2983192.85","46337.50","0.00","46337.50","0.00","0.00","0.00","46337.50","1983-04-01T00:00:00.000","2022-10-01T00:00:00.000","1973-01-19T00:00:00.000","1973-01-09T00:00:00.000","1973-05-14T00:00:00.000","1977-12-31T00:00:00.000",
"2022-07-31T00:00:00.000","IDA03670","SOUTH ASIA","BD","Bangladesh","MINISTRY OF FINANCE","Repaying","0.75","USD","P009344","CHITTAGONG WATER SUP","7681579.68","0.00","0.00","7681579.68","7564087.95","117491.73","0.00","117491.73","0.00","0.00","0.00","117491.73","1983-04-01T00:00:00.000","2022-10-01T00:00:00.000","1973-04-09T00:00:00.000","1973-03-27T00:00:00.000","1973-06-07T00:00:00.000","1979-01-31T00:00:00.000",
"2022-07-31T00:00:00.000","IDA03680","SOUTH ASIA","BD","Bangladesh","MINISTRY OF FINANCE","Repaying","0.75","USD","P009345","DACCA WATER SUPPLY","14445531.28","0.00","0.00","14445531.28","14224583.50","220947.78","0.00","220947.78","0.00","0.00","0.00","220947.78","1983-04-01T00:00:00.000","2022-10-01T00:00:00.000","1973-04-09T00:00:00.000","1973-03-27T00:00:00.000","1973-06-07T00:00:00.000","1979-01-31T00:00:00.000",
"2022-07-31T00:00:00.000","IDA03810","SOUTH ASIA","BD","Bangladesh","MINISTRY OF FINANCE","Repaying","0.75","USD","P009347","FOODGRAIN STORAGE","23506826.12","0.00","0.00","23506826.12","23142135.16","364690.96","0.00","364690.96","0.00","0.00","0.00","364690.96","1983-07-01T00:00:00.000","2023-01-01T00:00:00.000","1973-05-18T00:00:00.000","1973-05-08T00:00:00.000","1973-07-17T00:00:00.000","1977-09-30T00:00:00.000",
"2022-07-31T00:00:00.000","IDA04070","SOUTH ASIA","BD","Bangladesh","MINISTRY OF FINANCE","Repaying","0.75","USD","P009341","EDUCATION","22584928.03","1392633.51","0.00","21192294.52","20868153.82","324140.70","0.00","324140.70","0.00","0.00","0.00","324140.70","1983-04-01T00:00:00.000","2022-10-01T00:00:00.000","1973-06-29T00:00:00.000","1973-06-07T00:00:00.000","1973-09-27T00:00:00.000","1980-12-31T00:00:00.000",
