"fiscal_year","borrower_country","procurement_category","procurement_method","major_sector","supplier","supplier_country","supplier_contract_amount_usd"
"2017","St. Lucia","Civil Works","Shopping","Transportation;Social Protection;Water, Sanitation and Waste Management","CEPAL","Dominican Republic","395670.0"
"2018","St. Lucia","Civil Works","International Competitive Bidding","Transportation;Social Protection;Water, Sanitation and Waste Management","TRAYVIS EURL","St. Lucia","5080585.0"
"2019","St. Lucia","Consultant Services","Direct Selection","Information and Communications Technologies;Health","BITRAN & ASOCIADOS","Republic of Chile","291524.0"
"2020","St. Lucia","Consultant Services","Direct Selection","Information and Communications Technologies;Health","MARILENE LESHOMMES","St. Lucia","1956.0"
"2020","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","SHERWIN JANKIE","St. Lucia","53129.0"
"2020","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","IGNATIUS GIFFORD","St. Lucia","97899.0"
"2020","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","AMEDEE PAUL","St. Lucia","141562.0"
"2020","St. Lucia","Civil Works","Request for Bids","Transportation;Social Protection;Water, Sanitation and Waste Management","SKELLY CONSTRUCTION SERVICES LTD","St. Lucia","1238876.0"
"2020","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","DESMOND ROSEMAND","St. Lucia","41906.0"
"2020","St. Lucia","Civil Works","Request for Bids","Transportation;Social Protection;Water, Sanitation and Waste Management","MEGA CONTRACTING INC.","St. Lucia","1698317.0"
"2020","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","MARY ANTHONY","St. Lucia","26911.0"
"2020","St. Lucia","Consultant Services","Consultant Qualification  Selection","Information and Communications Technologies;Health","SANIGEST INTERNATIONAL","Republic of Panama","147420.0"
"2020","St. Lucia","Goods","Request for Quotations","Information and Communications Technologies;Health","COMPUTER WORLD (ST. LUCIA) LTD","St. Lucia","9042.0"
"2020","St. Lucia","Goods","Request for Quotations","Information and Communications Technologies;Health","COMPUTER & ELECTRICAL SERVICES","St. Lucia","54863.0"
"2020","St. Lucia","Goods","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","DIGICEL ST.LUCIA","St. Lucia","140341.0"
"2020","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","CHARLENE EUDOVIQUE","St. Lucia","21295.0"
"2020","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","HARRY SOOKWA","St. Lucia","84306.0"
"2020","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","RUPERT FEVRIER","St. Lucia","2672.0"
"2020","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","BRUTHNIE ANTOINE","St. Lucia","35657.0"
"2020","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","LEO HIPPOLYTE","St. Lucia","32854.0"
"2020","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","MAURICE JN PIERRE","St. Lucia","31953.0"
"2020","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","HILRAN FARREL","St. Lucia","21959.0"
"2020","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","TERRY VALCIN","St. Lucia","28726.0"
"2020","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","ALOYSIUS ALTENOR","St. Lucia","29001.0"
"2020","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","DAVIDSON EDWARD","St. Lucia","22487.0"
"2020","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","BRENT DARIAH","St. Lucia","22649.0"
"2020","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","WINSTON VALCIN","St. Lucia","25917.0"
"2020","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","VICTOR CHARLES","St. Lucia","31173.0"
"2020","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","JEREMY CHICOT","St. Lucia","28718.0"
"2020","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","MARIE JOHNNY","St. Lucia","20665.0"
"2020","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","DOMITIANA RENE","St. Lucia","27581.0"
"2020","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","KERVAN SYLVAIN","St. Lucia","16581.0"
"2020","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","DARRELL MONROSE","St. Lucia","23509.0"
"2020","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","IRMA HIPPOLYTE","St. Lucia","25079.0"
"2020","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","ANNIE SEMPLE","St. Lucia","46910.0"
"2020","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","ANNETT RAMPERSAD","St. Lucia","43716.0"
"2020","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","HARRY SOOKWA","St. Lucia","84306.0"
"2020","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","ANTHONY KHODRA","St. Lucia","151754.0"
"2020","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","PHILLIPA HIPPOLYTE","St. Lucia","44887.0"
"2020","St. Lucia","Consultant Services","Direct Selection","Information and Communications Technologies;Health","JACINTA BURNETT","St. Lucia","2675.0"
"2020","St. Lucia","Consultant Services","Direct Selection","Information and Communications Technologies;Health","SYLVIA JOSEPH MON LOUIS","St. Lucia","1952.0"
"2020","St. Lucia","Consultant Services","Direct Selection","Information and Communications Technologies;Health","ELVINA PHILLIP RAVENNEAU","St. Lucia","1952.0"
"2020","St. Lucia","Consultant Services","Direct Selection","Information and Communications Technologies;Health","LINDA CHARLEY","St. Lucia","1952.0"
"2020","St. Lucia","Consultant Services","Direct Selection","Information and Communications Technologies;Health","BENEDICTA PAYNE","St. Lucia","2675.0"
"2020","St. Lucia","Consultant Services","Direct Selection","Information and Communications Technologies;Health","ELVINA LAWRENCE","St. Lucia","1952.0"
"2020","St. Lucia","Consultant Services","Direct Selection","Information and Communications Technologies;Health","ANGELA ANDREW","St. Lucia","1952.0"
"2020","St. Lucia","Consultant Services","Direct Selection","Information and Communications Technologies;Health","MEGNON BARTON","St. Lucia","1952.0"
"2020","St. Lucia","Consultant Services","Direct Selection","Information and Communications Technologies;Health","MARIA BOULOGNE","St. Lucia","1952.0"
"2020","St. Lucia","Consultant Services","Direct Selection","Information and Communications Technologies;Health","DINA ELEUTHER","St. Lucia","1952.0"
"2020","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","PETER HENRY","St. Lucia","36715.0"
"2020","St. Lucia","Consultant Services","Direct Selection","Information and Communications Technologies;Health","LENA AUGUSTIN","St. Lucia","1952.0"
"2020","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","AARON BEERO","St. Lucia","119019.0"
"2020","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","ROSEMARIE O' CHILLIEN","St. Lucia","34835.0"
"2020","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","NIGEL ELIBOX","St. Lucia","116098.0"
"2020","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","ST. ROSE EUGENE","St. Lucia","108383.0"
"2020","St. Lucia","Civil Works","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","SARAH ALCEE","St. Lucia","79070.0"
"2020","St. Lucia","Goods","Request for Quotations","Transportation;Social Protection;Water, Sanitation and Waste Management","COMPUTER & BUSINESS SERVICES LIMITED","St. Lucia","100171.0"
"2020","St. Lucia","Consultant Services","Direct Selection","Information and Communications Technologies;Health","ROSE MARY SIMON","St. Lucia","2680.0"
"2020","St. Lucia","Consultant Services","Direct Selection","Information and Communications Technologies;Health","ALBERTA HARRIS","St. Lucia","2680.0"
"2020","St. Lucia","Consultant Services","Direct Selection","Information and Communications Technologies;Health","MERLANA GABRIEL","St. Lucia","1956.0"
"2020","St. Lucia","Consultant Services","Direct Selection","Information and Communications Technologies;Health","CATHERINE BARBARA JOHN","St. Lucia","1956.0"
"2020","St. Lucia","Consultant Services","Direct Selection","Information and Communications Technologies;Health","LAUVINA REYNOLDS","St. Lucia","1956.0"
"2020","St. Lucia","Consultant Services","Direct Selection","Information and Communications Technologies;Health","JULIANA EMMANUEL","St. Lucia","1956.0"
"2020","St. Lucia","Consultant Services","Direct Selection","Information and Communications Technologies;Health","PHILLIPA DORNELLY","St. Lucia","1956.0"
"2020","St. Lucia","Consultant Services","Direct Selection","Information and Communications Technologies;Health","MARY INGRID SMITH","St. Lucia","1956.0"
"2020","St. Lucia","Consultant Services","Direct Selection","Information and Communications Technologies;Health","JENNIFER LAMBERT","St. Lucia","1956.0"
"2020","St. Lucia","Consultant Services","Direct Selection","Information and Communications Technologies;Health","TAMARA VERNA BELONG","St. Lucia","1956.0"
"2020","St. Lucia","Consultant Services","Direct Selection","Information and Communications Technologies;Health","ANNA AIMABLE","St. Lucia","1956.0"
"2020","St. Lucia","Consultant Services","Direct Selection","Information and Communications Technologies;Health","FENELLA ATIL","St. Lucia","1956.0"
"2020","St. Lucia","Consultant Services","Direct Selection","Information and Communications Technologies;Health","KERSHAMA FRANCOIS","St. Lucia","1956.0"
"2020","St. Lucia","Consultant Services","Direct Selection","Information and Communications Technologies;Health","ALICE BLANCHARD","St. Lucia","1956.0"
