"end_of_period","loan_number","region","country_code","country","borrower","guarantor_country_code","guarantor","loan_type","loan_status","interest_rate","currency_of_commitment","project_id","project_name","original_principal_amount","cancelled_amount","undisbursed_amount","disbursed_amount","repaid_to_ibrd","due_to_ibrd","exchange_adjustment","borrower_s_obligation","sold_3rd_party","repaid_3rd_party","due_3rd_party","loans_held","first_repayment_date","last_repayment_date","agreement_signing_date","board_approval_date","effective_date_most_recent_","closed_date_most_recent_","last_disbursement_date"
"2022-07-31T00:00:00.000","IBRD01830","EAST ASIA AND PACIFIC","PH","Philippines","National Power Corporation","PH","Philippines","NPL","Fully Repaid","6.0000",,"P004407","BINGA POWER","21000000.00","2611541.42","0.00","18388458.58","14096930.63","0.00","0.00","0.00","4291527.95","4291527.95","0.00","0.00","1960-12-01T00:00:00.000","1982-06-01T00:00:00.000","1957-11-22T00:00:00.000","1957-11-19T00:00:00.000","1958-02-26T00:00:00.000","1963-09-30T00:00:00.000",
"2022-07-31T00:00:00.000","IBRD02900","EAST ASIA AND PACIFIC","PH","Philippines","CENTRAL BANK OF PHILIPPINES","PH","Philippines","NPL","Fully Repaid","5.7500",,"P004409","PORT DREDGING","8500000.00","0.00","0.00","7375525.89","6080525.89","0.00","0.00","0.00","1295000.00","1295000.00","0.00","0.00","1963-09-15T00:00:00.000","1978-09-15T00:00:00.000","1961-07-26T00:00:00.000","1961-07-20T00:00:00.000","1961-10-10T00:00:00.000","1966-08-31T00:00:00.000",
"2022-07-31T00:00:00.000","IBRD02970","EAST ASIA AND PACIFIC","PH","Philippines","National Power Corporation","PH","Philippines","NPL","Fully Repaid","5.7500",,"P004408","ANGAT POWER","34000000.00","530074.01","0.00","33469925.99","30549321.96","0.00","-0.01","-0.01","2920604.03","2920604.03","0.00","0.00","1965-06-01T00:00:00.000","1986-12-01T00:00:00.000","1961-10-13T00:00:00.000","1961-10-12T00:00:00.000","1961-11-24T00:00:00.000","1968-06-30T00:00:00.000",
"2022-07-31T00:00:00.000","IBRD03250","EAST ASIA AND PACIFIC","PH","Philippines","National Power Corporation","PH","Philippines","NPL","Fully Repaid","5.5000",,"P004411","MARIA CRISTINA POWER","3700000.00","261332.31","0.00","3438667.69","3048667.69","0.00","0.00","0.00","390000.00","390000.00","0.00","0.00","1965-06-01T00:00:00.000","1980-12-01T00:00:00.000","1962-11-07T00:00:00.000","1962-11-06T00:00:00.000","1963-01-04T00:00:00.000","1968-03-31T00:00:00.000",
"2022-07-31T00:00:00.000","IBRD03310","EAST ASIA AND PACIFIC","PH","Philippines","PRIVATE DEVELOPMENT CORPORATIO","PH","Philippines","NPL","Fully Repaid","0.0000",,"P004410","PDCP I (DFC)","15000000.00","0.00","0.00","14833339.93","14833339.93","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1965-01-01T00:00:00.000","1978-01-01T00:00:00.000","1963-02-15T00:00:00.000","1962-12-20T00:00:00.000","1963-07-13T00:00:00.000","1968-12-31T00:00:00.000",
"2022-07-31T00:00:00.000","IBRD03860","EAST ASIA AND PACIFIC","PH","Philippines","Metropolitan Waterworks And Sewerage","PH","Philippines","NPL","Fully Repaid","5.5000",,"P004413","WATER SUPPLY","20200000.00","552830.57","0.00","19647169.43","18627169.43","0.00","0.00","0.00","1020000.00","1020000.00","0.00","0.00","1969-07-01T00:00:00.000","1989-07-01T00:00:00.000","1964-07-22T00:00:00.000","1964-07-21T00:00:00.000","1964-11-04T00:00:00.000","1970-06-30T00:00:00.000",
"2022-07-31T00:00:00.000","IBRD03930","EAST ASIA AND PACIFIC","PH","Philippines","Department of Finance","PH","Philippines","NPL","Fully Repaid","5.5000",,"P004412","EDUCATION","6000000.00","135600.74","0.00","5864399.26","5864399.26","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1975-01-01T00:00:00.000","1995-01-01T00:00:00.000","1964-10-28T00:00:00.000","1964-10-13T00:00:00.000","1965-02-01T00:00:00.000","1972-12-31T00:00:00.000",
"2022-07-31T00:00:00.000","IBRD04320","EAST ASIA AND PACIFIC","PH","Philippines","CENTRAL BANK OF PHILIPPINES","PH","Philippines","NPL","Fully Repaid","5.5000",,"P004414","AGRICULTURAL CREDIT","5000000.00","0.00","0.00","4999836.18","3999836.18","0.00","0.00","0.00","1000000.00","1000000.00","0.00","0.00","1968-12-01T00:00:00.000","1977-12-01T00:00:00.000","1965-11-02T00:00:00.000","1965-11-02T00:00:00.000","1966-01-27T00:00:00.000","1968-12-31T00:00:00.000",
"2022-07-31T00:00:00.000","IBRD04670","EAST ASIA AND PACIFIC","PH","Philippines","PHILIPPINE NATIONAL BANK","PH","Philippines","NPL","Fully Repaid","0.0000",,"P004415","PDCP II (DFC)","25000000.00","144419.67","0.00","24855580.33","24855580.33","0.00","-0.01","-0.01","0.00","0.00","0.00","0.00","1968-01-01T00:00:00.000","1984-01-01T00:00:00.000","1966-09-23T00:00:00.000","1966-09-22T00:00:00.000","1966-12-22T00:00:00.000","1972-01-31T00:00:00.000",
"2022-07-31T00:00:00.000","IBRD04910","EAST ASIA AND PACIFIC","PH","Philippines","National Power Corporation","PH","Philippines","NPL","Fully Repaid","6.0000",,"P004416","POWER IV","12000000.00","0.00","0.00","12000000.00","10895000.00","0.00","0.00","0.00","1105000.00","1105000.00","0.00","0.00","1970-12-01T00:00:00.000","1987-06-01T00:00:00.000","1967-04-05T00:00:00.000","1967-04-04T00:00:00.000","1967-06-12T00:00:00.000","1973-12-31T00:00:00.000",
