"end_of_period","loan_number","region","country_code","country","borrower","guarantor_country_code","guarantor","loan_type","loan_status","interest_rate","currency_of_commitment","project_id","project_name","original_principal_amount","cancelled_amount","undisbursed_amount","disbursed_amount","repaid_to_ibrd","due_to_ibrd","exchange_adjustment","borrower_s_obligation","sold_3rd_party","repaid_3rd_party","due_3rd_party","loans_held","first_repayment_date","last_repayment_date","agreement_signing_date","board_approval_date","effective_date_most_recent_","closed_date_most_recent_","last_disbursement_date"
"2022-07-31T00:00:00.000","IBRD02100","EAST ASIA AND PACIFIC","MY","Malaysia","NATIONAL ELECTRICITY BOARD","MY","Malaysia","NPL","Fully Repaid","5.7500",,"P004214","CAMERON HIGHLAND POW","35600000.00","7000000.00","0.00","28600000.00","25438997.85","0.00","-0.01","-0.01","3161002.15","3161002.15","0.00","0.00","1964-01-15T00:00:00.000","1983-07-15T00:00:00.000","1958-09-22T00:00:00.000","1958-09-19T00:00:00.000","1958-12-11T00:00:00.000","1966-08-31T00:00:00.000",
"2022-07-31T00:00:00.000","IBRD03480","EAST ASIA AND PACIFIC","MY","Malaysia","IND. DEV. FIN. BERHAD","MY","Malaysia","NPL","Fully Repaid","0.0000",,"P004215","MIDFL I (DFC)","8000000.00","157295.76","0.00","7842704.24","7842704.24","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1965-04-01T00:00:00.000","1985-10-01T00:00:00.000","1963-07-15T00:00:00.000","1963-07-11T00:00:00.000","1963-10-08T00:00:00.000","1970-04-01T00:00:00.000",
"2022-07-31T00:00:00.000","IBRD03500","EAST ASIA AND PACIFIC","MY","Malaysia","NATIONAL ELECTRICITY BOARD","MY","Malaysia","NPL","Fully Repaid","5.5000",,"P004216","POWER II","51900000.00","764191.49","0.00","51135808.51","47940804.58","0.00","0.00","0.00","3195003.93","3195003.93","0.00","0.00","1968-05-01T00:00:00.000","1988-05-01T00:00:00.000","1963-08-07T00:00:00.000","1963-08-06T00:00:00.000","1963-10-25T00:00:00.000","1969-07-31T00:00:00.000",
"2022-07-31T00:00:00.000","IBRD04340","EAST ASIA AND PACIFIC","MY","Malaysia","MINISTRY OF FINANCE","MY","Malaysia","NPL","Fully Repaid","5.5000",,"P004217","MUDA IRRIGATION","45000000.00","0.00","0.00","45000000.00","41231469.44","0.00","0.00","0.00","3768530.56","3768530.56","0.00","0.00","1970-10-01T00:00:00.000","1990-10-01T00:00:00.000","1965-11-17T00:00:00.000","1965-11-16T00:00:00.000","1966-02-01T00:00:00.000","1973-12-31T00:00:00.000",
"2022-07-31T00:00:00.000","IBRD04580","EAST ASIA AND PACIFIC","MY","Malaysia","NATIONAL ELECTRICITY BOARD","MY","Malaysia","NPL","Fully Repaid","6.0000",,"P004219","POWER","37000000.00","9331958.55","0.00","27668041.45","23264396.02","0.00","0.00","0.00","4403645.43","4403645.43","0.00","0.00","1970-10-15T00:00:00.000","1986-10-15T00:00:00.000","1966-07-26T00:00:00.000","1966-07-26T00:00:00.000","1966-08-30T00:00:00.000","1972-03-31T00:00:00.000",
"2022-07-31T00:00:00.000","IBRD05000","EAST ASIA AND PACIFIC","MY","Malaysia","MINISTRY OF FINANCE","MY","Malaysia","NPL","Fully Repaid","6.0000",,"P004218","KEMUBU IRRIGATION","10000000.00","0.00","0.00","10000000.00","9603686.49","0.00","0.00","0.00","396313.51","396313.51","0.00","0.00","1972-08-01T00:00:00.000","1992-08-01T00:00:00.000","1967-06-15T00:00:00.000","1967-06-13T00:00:00.000","1967-10-31T00:00:00.000","1973-12-31T00:00:00.000",
"2022-07-31T00:00:00.000","IBRD05330","EAST ASIA AND PACIFIC","MY","Malaysia","MINISTRY OF FINANCE","MY","Malaysia","NPL","Fully Repaid","6.2500",,"P004220","LAND SETTLEMENT-JENG","14000000.00","0.00","0.00","14000000.00","13288259.64","0.00","-0.01","-0.01","711740.36","711740.36","0.00","0.00","1976-06-01T00:00:00.000","1988-06-01T00:00:00.000","1968-04-17T00:00:00.000","1968-04-11T00:00:00.000","1968-08-12T00:00:00.000","1975-12-31T00:00:00.000",
"2022-07-31T00:00:00.000","IBRD05600","EAST ASIA AND PACIFIC","MY","Malaysia","MINISTRY OF FINANCE","MY","Malaysia","NPL","Fully Repaid","6.5000",,"P004221","TELECOMMUNICATIONS","4400000.00","0.00","0.00","4400000.00","4090000.00","0.00","0.00","0.00","310000.00","310000.00","0.00","0.00","1972-03-01T00:00:00.000","1988-09-01T00:00:00.000","1968-09-27T00:00:00.000","1968-09-10T00:00:00.000","1968-11-08T00:00:00.000","1973-09-30T00:00:00.000",
"2022-07-31T00:00:00.000","IBRD05610","EAST ASIA AND PACIFIC","MY","Malaysia","MINISTRY OF FINANCE","MY","Malaysia","NPL","Fully Repaid","6.5000",,"P004224","WATER SUPPLY","3600000.00","0.00","0.00","3600000.00","3540000.00","0.00","0.00","0.00","60000.00","60000.00","0.00","0.00","1972-09-15T00:00:00.000","1988-09-15T00:00:00.000","1968-09-27T00:00:00.000","1968-09-10T00:00:00.000","1969-01-15T00:00:00.000","1974-12-31T00:00:00.000",
"2022-07-31T00:00:00.000","IBRD05790","EAST ASIA AND PACIFIC","MY","Malaysia","NATIONAL ELECTRICITY BOARD","MY","Malaysia","NPL","Fully Repaid","6.5000",,"P004223","NEB POWER IV","11500000.00","3000000.00","0.00","8500000.00","8006443.99","0.00","0.00","0.00","493556.01","493556.01","0.00","0.00","1973-06-15T00:00:00.000","1988-12-15T00:00:00.000","1969-01-09T00:00:00.000","1969-01-07T00:00:00.000","1969-03-04T00:00:00.000","1974-03-31T00:00:00.000",
