"as_of_date","fiscal_year","borrower_country","project_name","procurement_method","major_sector","contract_description","contract_signing_date","supplier","supplier_country","supplier_contract_amount_usd","borrower_contract_reference_number"
"2022-09-12T00:00:00.000","2017","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Request for Quotations","Education","EQUIPAMIENTO APRENDER","2017-06-13T00:00:00.000","MARINELLI SA","Argentine Republic","1279.0","AR-NA-385-B-CP-LP"
"2022-09-12T00:00:00.000","2017","Argentina","Forests and Community","Request for Quotations","Agriculture, Fishing and Forestry","&#8220;Contrataci&#243;n de los servicios para la realizaci&#243;n de Talleres de Capacitaci&#243;n, Provincia de Salta, Junio - Octubre 2017&#8221;.","2017-06-19T00:00:00.000","HOTEL MAJOY DE OLGA IRENE JUSTINIANO","Argentine Republic","7154.0","AR-MADS-10850-NC-RFQ"
"2022-09-12T00:00:00.000","2017","Argentina","Forests and Community","Request for Quotations","Agriculture, Fishing and Forestry","Contrataci&#243;n de los servicios para la &#8220;Org. de Capacitaciones relativas a: G&#233;nero; Planif. de Obras y salvaguardas; Com. I y Planificaci&#243;n de cuenca; y Com. II: Certificaci&#243;n"", pcia. del Chaco.","2017-06-29T00:00:00.000","HOTEL TERRANOVA","Argentine Republic","5274.0","AR-MADS-10847-NC-RFQ"
"2022-09-12T00:00:00.000","2017","Argentina","Unleashing Productive Innovation Project","Direct Selection","Information and Communications Technologies;Education;Industry, Trade and Services","Segundo Operativo de Encuesta Nacional de la Din&#225;mica del Empleo y la Innovaci&#243;n en el Sector Manufacturero","2017-04-12T00:00:00.000","ORGANIZACIÓN IBEROAMERICANA DE SEGURIDAD SOCIAL","Argentine Republic","449361.0","8634 - AR-MINCYT-14287-CS-CDS"
"2022-09-12T00:00:00.000","2017","Argentina","Essential Public Health Functions Programs II Project","Request for Bids","Health","Lote 7: Rifampicina (Jarabe 100mg/5ml botella)","2016-11-29T00:00:00.000","KLONAL S.R.L.","Argentine Republic","113448.0","FESPII-1065-LPI-B"
"2022-09-12T00:00:00.000","2017","Argentina","Adaptation Fund: Increasing Climate Resilience & Enhancing Sustainable Land Management in the Southwest of the Buenos Aires Province","Request for Quotations","Agriculture, Fishing and Forestry","Lote 16: Ca&#241;os de PVC de 110mm","2017-06-22T00:00:00.000","RIEGOS PIGUE SRL","Argentine Republic","15982.0","AR-PIRCMGS-96-B-CP"
"2022-09-12T00:00:00.000","2017","Argentina","AR Socio-Economic Inclusion In Rural Areas","Individual Consultant Selection","Social Protection;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","Promotor Territorial para el Componente III - Acceso a Mercados - Provincia Corrientes","2017-04-01T00:00:00.000","Individual Consultant","Argentine Republic","18270.0","AR-UCAR-1529-CS-INDV"
"2022-09-12T00:00:00.000","2017","Argentina","Forests and Community","Request for Quotations","Agriculture, Fishing and Forestry","&#8220;Adquisici&#243;n de T&#243;ners para las impresoras del Proyecto Bosques Nativos y Comunidad&#8221;
Lote N&#186; 01
Lote N&#186; 02","2017-06-29T00:00:00.000","CILINCOP S.A.","Argentine Republic","2145.0","AR-MADS-16291-GO-RFQ"
"2022-09-12T00:00:00.000","2017","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Individual Consultant Selection","Education","CONTRATO MIRETTI","2016-12-01T00:00:00.000","Individual Consultant","Argentine Republic","3622.0","AR-NA-572-CI-3CV-COR MIRETTI"
"2022-09-12T00:00:00.000","2017","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Individual Consultant Selection","Education","MERKIS","2017-05-01T00:00:00.000","Individual Consultant","Argentine Republic","535.0","AR-ME-13991-CS-INDV MERKIS"
"2022-09-12T00:00:00.000","2017","Argentina","Argentina Renewable Energy for Rural Areas Project","Request for Bids","Energy and Extractives","Lote 1  512 usuarios de Catamarca","2016-12-27T00:00:00.000","CORADIR","Argentine Republic","960554.0","AR-SE-2252-CW-RFB"
