"as_of_date","fiscal_year","region","borrower_country","borrower_country_code","project_id","project_name","procurement_category","procurement_method","major_sector","wb_contract_number","contract_description","contract_signing_date","supplier","supplier_country","supplier_country_code","supplier_contract_amount_usd"
"2022-09-12T00:00:00.000","2023","SOUTH ASIA","Nepal","NP","P164783","Integrated Public Financial Management Reform Project","Consultant Services","Individual Consultant Selection","Information and Communications Technologies;Public Administration","1710807","procurement of National PFM consultant services","2022-08-07T00:00:00.000","Individual Consultant","Nepal","NP","7045.0"
"2022-09-12T00:00:00.000","2021","SOUTH ASIA","Nepal","NP","P164319","Food and Nutrition Security Enhancement Project","Goods","Request for Quotations","Health;Agriculture, Fishing and Forestry;Industry, Trade and Services","1710602","Procurement of portable projectors","2021-01-17T00:00:00.000","GLOBAL TECH IT SUPPORT PVT. LTD.","Nepal","NP","12785.0"
"2022-09-12T00:00:00.000","2021","SOUTH ASIA","Nepal","NP","P164783","Integrated Public Financial Management Reform Project","Goods","Request for Quotations","Information and Communications Technologies;Public Administration","1710206","procurement of video conferencing peripherals","2021-04-21T00:00:00.000","CONNEPSYS PVT.LTD","Nepal","NP","1966.0"
"2022-09-12T00:00:00.000","2022","SOUTH ASIA","Nepal","NP","P160696","Youth Employment Transformation Initiative Project","Non-consulting Services","Request for Quotations","Social Protection","1710128","Production of AV contents to promote domestic employment opportunities, non-discrimination and dignity of labor at the work place","2022-06-06T00:00:00.000","RESEARCH AND COMMUNICATIONS INTERNATIONAL","Nepal","NP","11507.0"
"2022-09-12T00:00:00.000","2023","SOUTH ASIA","Nepal","NP","P160696","Youth Employment Transformation Initiative Project","Consultant Services","Quality And Cost-Based Selection","Social Protection","1710098","Mid-term Evaluation of Prime Minister Employment Programme (PMEP) and Youth Employment Transformation Initiative (YETI) Project","2022-09-01T00:00:00.000","FULL BRIGHT CONSULTING PVT. LTD.","Nepal","NP","17202.0"
"2022-09-12T00:00:00.000","2022","SOUTH ASIA","Nepal","NP","P160696","Youth Employment Transformation Initiative Project","Non-consulting Services","Request for Quotations","Social Protection","1709981","Production of Short Videos to highlight Progress, Lesson Learnt and Success Stories","2022-04-28T00:00:00.000","EXCLUSIVE PRODUCTION MEDIA PVT. LTD.","Nepal","NP","11690.0"
"2022-09-12T00:00:00.000","2022","SOUTH ASIA","Nepal","NP","P162067","MDTF Funding for Earthquake Housing Reconstruction Project","Consultant Services","Individual Consultant Selection","Social Protection;Industry, Trade and Services","1709976","Selection of Monitoring and Evaluation Expert","2022-04-06T00:00:00.000","Individual Consultant","Nepal","NP","5690.0"
"2022-09-12T00:00:00.000","2022","SOUTH ASIA","Nepal","NP","P162067","MDTF Funding for Earthquake Housing Reconstruction Project","Consultant Services","Individual Consultant Selection","Social Protection;Industry, Trade and Services","1709973","Selection of Monitoring and Evaluation Expert","2022-04-06T00:00:00.000","Individual Consultant","Nepal","NP","5690.0"
"2022-09-12T00:00:00.000","2023","SOUTH ASIA","Nepal","NP","P149239","Nepal:  Private Sector-Led Mini-Grid Energy Access Project","Consultant Services","Individual Consultant Selection","Energy and Extractives","1709918","Contract signed with the selected consultant Mr. Ashis Dutta Bhatta as Site Engineer","2022-08-26T00:00:00.000","Individual Consultant","Nepal","NP","1662.0"
"2022-09-12T00:00:00.000","2023","SOUTH ASIA","Nepal","NP","P149239","Nepal:  Private Sector-Led Mini-Grid Energy Access Project","Consultant Services","Individual Consultant Selection","Energy and Extractives","1709917","Contract signed with the selected consultant Mr. Bishnu Dawadi as Site Engineer","2022-08-26T00:00:00.000","Individual Consultant","Nepal","NP","4804.0"
"2022-09-12T00:00:00.000","2023","SOUTH ASIA","Nepal","NP","P149239","Nepal:  Private Sector-Led Mini-Grid Energy Access Project","Consultant Services","Individual Consultant Selection","Energy and Extractives","1709915","Contract signed with the selected consultant Mr. Pitamber Pandey as Site Engineer","2022-08-26T00:00:00.000","Individual Consultant","Nepal","NP","1662.0"
"2022-09-12T00:00:00.000","2023","SOUTH ASIA","Nepal","NP","P149239","Nepal:  Private Sector-Led Mini-Grid Energy Access Project","Consultant Services","Individual Consultant Selection","Energy and Extractives","1709914","Contract signed with the selected consultant Mr. Sujan Paudel as Site Engineer","2022-08-26T00:00:00.000","Individual Consultant","Nepal","NP","6375.0"
"2022-09-12T00:00:00.000","2023","SOUTH ASIA","Nepal","NP","P149239","Nepal:  Private Sector-Led Mini-Grid Energy Access Project","Consultant Services","Individual Consultant Selection","Energy and Extractives","1709913","Contract signed with the selected consultant Mr. Ramesh Ranabhat as Provincial Project Coordinator","2022-08-26T00:00:00.000","Individual Consultant","Nepal","NP","3955.0"
"2022-09-12T00:00:00.000","2023","SOUTH ASIA","Nepal","NP","P149239","Nepal:  Private Sector-Led Mini-Grid Energy Access Project","Consultant Services","Individual Consultant Selection","Energy and Extractives","1709912","Contract signed with the selected consultant Mr. Rabindra Prasad Dhital as Municipal Waste to Energy Project Coordinator","2022-08-26T00:00:00.000","Individual Consultant","Nepal","NP","4817.0"
"2022-09-12T00:00:00.000","2023","SOUTH ASIA","Nepal","NP","P149239","Nepal:  Private Sector-Led Mini-Grid Energy Access Project","Consultant Services","Individual Consultant Selection","Energy and Extractives","1709906","Contract signed with selected consultant Mr. Lok Raj Pathak as Senior Monitoring & Evaluation Specialist","2022-08-26T00:00:00.000","Individual Consultant","Nepal","NP","17451.0"
"2022-09-12T00:00:00.000","2023","SOUTH ASIA","Nepal","NP","P149239","Nepal:  Private Sector-Led Mini-Grid Energy Access Project","Consultant Services","Individual Consultant Selection","Energy and Extractives","1709905","Contract signed with selected consultant Mr. Anupam Bhusal as Programme Officer","2022-08-26T00:00:00.000","Individual Consultant","Nepal","NP","11315.0"
"2022-09-12T00:00:00.000","2023","SOUTH ASIA","Nepal","NP","P149239","Nepal:  Private Sector-Led Mini-Grid Energy Access Project","Consultant Services","Individual Consultant Selection","Energy and Extractives","1709904","Contract signed with selected consultant  Mr. Nabin Kumar Shrestha as Technical Officer","2022-08-26T00:00:00.000","Individual Consultant","Nepal","NP","5800.0"
"2022-09-12T00:00:00.000","2023","SOUTH ASIA","Nepal","NP","P149239","Nepal:  Private Sector-Led Mini-Grid Energy Access Project","Consultant Services","Individual Consultant Selection","Energy and Extractives","1709901","Contract signed with selected consultant Mr. Prabhat Kumar Jha as Site Engineer","2022-08-26T00:00:00.000","Individual Consultant","Nepal","NP","18569.0"
"2022-09-12T00:00:00.000","2022","SOUTH ASIA","Nepal","NP","P164783","Integrated Public Financial Management Reform Project","Consultant Services","Direct Selection","Information and Communications Technologies;Public Administration","1709893","Procurement of consulting service for development of New ICAN Syllabus","2022-04-13T00:00:00.000","THE LNSTITUTE OF CHARTERED ACCOUNTANTS IN ENGLAND AND WALES (ICAEW)","United Kingdom of Great Britain and Nort","GB","172500.0"
"2022-09-12T00:00:00.000","2022","SOUTH ASIA","Nepal","NP","P162067","MDTF Funding for Earthquake Housing Reconstruction Project","Consultant Services","Direct Selection","Social Protection;Industry, Trade and Services","1709796","Selection of Firm for Emergency Preparedness and Rescue (EPR) System considering Four Levels Emergency Operations Center (EOC) including Health Emergency Operation","2022-04-07T00:00:00.000","GREENLINE ENGINEERING CONSULTANT PVT. LTD.","Nepal","NP","71258.0"
"2022-09-12T00:00:00.000","2023","SOUTH ASIA","Nepal","NP","P160696","Youth Employment Transformation Initiative Project","Goods","Request for Quotations","Social Protection","1709795","Procurement of Laptop Computers","2022-07-05T00:00:00.000","WORLD DISTRIBUTION NEPAL","Nepal","NP","7736.0"
"2022-09-12T00:00:00.000","2022","SOUTH ASIA","Nepal","NP","P162067","MDTF Funding for Earthquake Housing Reconstruction Project","Consultant Services","Direct Selection","Social Protection;Industry, Trade and Services","1709786","Hiring of consulting services for the support and enhancement of the web-based EHRP Management Information System (EHRP-MIS)","2022-04-10T00:00:00.000","TRIMAX IT INFRASTRUCTURE & SERVICES PVT LTD","Nepal","NP","27274.0"
"2022-09-12T00:00:00.000","2022","SOUTH ASIA","Nepal","NP","P162067","MDTF Funding for Earthquake Housing Reconstruction Project","Consultant Services","Direct Selection","Social Protection;Industry, Trade and Services","1709775","Hiring of consulting services for the review and verification of data in the EHRP-MIS of IDA Beneficiary","2022-04-07T00:00:00.000","SITARA CONSULT PVT. LTD.","Nepal","NP","26213.0"
"2022-09-12T00:00:00.000","2022","SOUTH ASIA","Nepal","NP","P162067","MDTF Funding for Earthquake Housing Reconstruction Project","Consultant Services","Direct Selection","Social Protection;Industry, Trade and Services","1709683","Hiring of consulting services for the IDA Compliance Support","2022-05-08T00:00:00.000","ARCHITECTS & ALLIED","Nepal","NP","51228.0"
"2022-09-12T00:00:00.000","2022","SOUTH ASIA","Nepal","NP","P162067","MDTF Funding for Earthquake Housing Reconstruction Project","Goods","Direct Selection","Social Protection;Industry, Trade and Services","1709674","Procurement of assistive devices for earthquake affected persons with disabilities","2022-06-22T00:00:00.000","BLUE MOON MEDITECH PHARMA","Nepal","NP","219825.0"
"2022-09-12T00:00:00.000","2023","SOUTH ASIA","Nepal","NP","P170215","Rural Enterprise and Economic Development Project","Goods","Direct Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","1709626","Contract Signed with selected Supplier Hansraj Hulaschand and Company P. Ltd.","2022-08-26T00:00:00.000","M/S. HANSARAJ HULAS & CO PVT. LTD","Nepal","NP","4274.0"
"2022-09-12T00:00:00.000","2022","SOUTH ASIA","Nepal","NP","P162067","MDTF Funding for Earthquake Housing Reconstruction Project","Consultant Services","Direct Selection","Social Protection;Industry, Trade and Services","1709548","consulting services for the modification of 32 households and mobile mason training on making homes accessible to all","2022-04-15T00:00:00.000","SUB STRUCTURAL CONSULT PVT. LTD.","Nepal","NP","47285.0"
"2022-09-12T00:00:00.000","2022","SOUTH ASIA","Nepal","NP","P162067","MDTF Funding for Earthquake Housing Reconstruction Project","Goods","Direct Selection","Social Protection;Industry, Trade and Services","1709474","Publication of National Policy, Act, Regulation, Guidelines, and Other Documents","2022-06-24T00:00:00.000","NEPAL EXPLORERS MEDIA PVT. LTD.","Nepal","NP","10410.0"
"2022-09-12T00:00:00.000","2022","SOUTH ASIA","Nepal","NP","P162067","MDTF Funding for Earthquake Housing Reconstruction Project","Goods","Direct Selection","Social Protection;Industry, Trade and Services","1709347","Procurement of Communication and IT System","2022-06-10T00:00:00.000","DRISTI TECH PVT. LTD.","Nepal","NP","91910.0"
"2022-09-12T00:00:00.000","2023","SOUTH ASIA","Nepal","NP","P149239","Nepal:  Private Sector-Led Mini-Grid Energy Access Project","Consultant Services","Individual Consultant Selection","Energy and Extractives","1709224","Contract signed with the Selected Consultant Mr. Sushim Man Amatya as Senior Bioenergy Specialist","2022-08-10T00:00:00.000","Individual Consultant","Nepal","NP","22042.0"
"2022-09-12T00:00:00.000","2022","SOUTH ASIA","Nepal","NP","P160696","Youth Employment Transformation Initiative Project","Non-consulting Services","Direct Selection","Social Protection","1709203","Production and dissemination of Audio/Visual (Television) messages and materials.","2022-03-09T00:00:00.000","NEPAL TELEVISION","Nepal","NP","40736.0"
"2022-09-12T00:00:00.000","2023","SOUTH ASIA","Nepal","NP","P149239","Nepal:  Private Sector-Led Mini-Grid Energy Access Project","Consultant Services","Individual Consultant Selection","Energy and Extractives","1709190","Contract signed with the Selected Consultant Mr. Shreejan Ram Shrestha as Climate and Carbon Specialist","2022-08-11T00:00:00.000","Individual Consultant","Nepal","NP","10512.0"
"2022-09-12T00:00:00.000","2022","SOUTH ASIA","Nepal","NP","P162067","MDTF Funding for Earthquake Housing Reconstruction Project","Consultant Services","Direct Selection","Social Protection;Industry, Trade and Services","1709183","Resource Mapping System for disaster response and entering of data for all 77 districts","2022-04-15T00:00:00.000","CLOUD TECH IT SOLUTIONS PVT. LTD.","Nepal","NP","27616.0"
"2022-09-12T00:00:00.000","2022","SOUTH ASIA","Nepal","NP","P162067","MDTF Funding for Earthquake Housing Reconstruction Project","Consultant Services","Direct Selection","Social Protection;Industry, Trade and Services","1709177","Hiring of Consulting firm for Building Capacity of NDRRMA & Designing E-Learning Platform","2022-04-11T00:00:00.000","YOUNG INNOVATION PVT. LTD.","Nepal","NP","35538.0"
"2022-09-12T00:00:00.000","2023","SOUTH ASIA","Nepal","NP","P170215","Rural Enterprise and Economic Development Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry;Industry, Trade and Services","1709138","SIGNED CONTRACT FOR CONSULTING SERVICES
(Time-Based) (Mr Laxman Khatiwada)","2022-08-11T00:00:00.000","Individual Consultant","World","1W","57322.0"
"2022-09-12T00:00:00.000","2022","SOUTH ASIA","Nepal","NP","P162067","MDTF Funding for Earthquake Housing Reconstruction Project","Consultant Services","Direct Selection","Social Protection;Industry, Trade and Services","1709134","Hiring of Consulting Firm for Municipal DRRM Plan of 10 LGs","2022-04-22T00:00:00.000","A NOT ARCHITECTURE N ARCHITECTS PVT. LTD.","Nepal","NP","138650.0"
"2022-09-12T00:00:00.000","2022","SOUTH ASIA","Nepal","NP","P162067","MDTF Funding for Earthquake Housing Reconstruction Project","Consultant Services","Direct Selection","Social Protection;Industry, Trade and Services","1709133","Municipality Capacity Assessment for National Building Code Implementation and Preparation of a National Framework to Implement NBCs to make Nepal resilient from disasters caused by various hazards","2022-02-24T00:00:00.000","N.D. ENGINEERING CONSULTANCY PVT. LTD.","Nepal","NP","75563.0"
"2022-09-12T00:00:00.000","2022","SOUTH ASIA","Nepal","NP","P155969","Earthquake Housing Reconstruction Project","Consultant Services","Individual Consultant Selection","Public Administration;Industry, Trade and Services","1708994","Hiring of Disaster Risk Management Specialist","2022-02-17T00:00:00.000","Individual Consultant","Nepal","NP","32348.0"
"2022-09-12T00:00:00.000","2022","SOUTH ASIA","Nepal","NP","P155969","Earthquake Housing Reconstruction Project","Consultant Services","Individual Consultant Selection","Public Administration;Industry, Trade and Services","1708990","Hiring of Structural Engineer","2022-02-15T00:00:00.000","Individual Consultant","Nepal","NP","32348.0"
"2022-09-12T00:00:00.000","2022","SOUTH ASIA","Nepal","NP","P155969","Earthquake Housing Reconstruction Project","Consultant Services","Individual Consultant Selection","Public Administration;Industry, Trade and Services","1708985","Hiring of MIS Specialist","2022-02-15T00:00:00.000","Individual Consultant","Nepal","NP","22071.0"
"2022-09-12T00:00:00.000","2022","SOUTH ASIA","Nepal","NP","P155969","Earthquake Housing Reconstruction Project","Consultant Services","Individual Consultant Selection","Public Administration;Industry, Trade and Services","1708980","Hiring of Senior Financial Management Specialist","2022-02-21T00:00:00.000","Individual Consultant","Nepal","NP","22228.0"
"2022-09-12T00:00:00.000","2022","SOUTH ASIA","Nepal","NP","P155969","Earthquake Housing Reconstruction Project","Consultant Services","Individual Consultant Selection","Public Administration;Industry, Trade and Services","1708965","Hiring of Financial Management Analyst","2022-02-20T00:00:00.000","Individual Consultant","Nepal","NP","21681.0"
"2022-09-12T00:00:00.000","2022","SOUTH ASIA","Nepal","NP","P155969","Earthquake Housing Reconstruction Project","Consultant Services","Individual Consultant Selection","Public Administration;Industry, Trade and Services","1708964","Hiring of Project Support Consultant","2022-02-18T00:00:00.000","Individual Consultant","Nepal","NP","16090.0"
"2022-09-12T00:00:00.000","2022","SOUTH ASIA","Nepal","NP","P155969","Earthquake Housing Reconstruction Project","Consultant Services","Individual Consultant Selection","Public Administration;Industry, Trade and Services","1708960","Hiring of Sr. Management Information Specialist","2022-02-15T00:00:00.000","Individual Consultant","Nepal","NP","38757.0"
"2022-09-12T00:00:00.000","2022","SOUTH ASIA","Nepal","NP","P155969","Earthquake Housing Reconstruction Project","Consultant Services","Individual Consultant Selection","Public Administration;Industry, Trade and Services","1708947","Hiring of Project Support Consultant","2022-04-08T00:00:00.000","Individual Consultant","Nepal","NP","10960.0"
"2022-09-12T00:00:00.000","2022","SOUTH ASIA","Nepal","NP","P155969","Earthquake Housing Reconstruction Project","Consultant Services","Individual Consultant Selection","Public Administration;Industry, Trade and Services","1708941","Hiring of Project Analyst","2022-02-20T00:00:00.000","Individual Consultant","Nepal","NP","22134.0"
"2022-09-12T00:00:00.000","2022","SOUTH ASIA","Nepal","NP","P155969","Earthquake Housing Reconstruction Project","Consultant Services","Individual Consultant Selection","Public Administration;Industry, Trade and Services","1708919","Hiring of Communication Specialist","2022-03-22T00:00:00.000","Individual Consultant","Nepal","NP","22703.0"
"2022-09-12T00:00:00.000","2023","SOUTH ASIA","Nepal","NP","P125198","Nepal REDD Readiness Preparation Program","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","1708910","Procurement of Safeguard consultant","2022-08-18T00:00:00.000","Individual Consultant","Nepal","NP","5227.0"
"2022-09-12T00:00:00.000","2023","SOUTH ASIA","Nepal","NP","P163018","Enhanced Vocational Education and Training Project II","Non-consulting Services","Request for Quotations","Education","1708902","Junior Vocational Training Assistant 1 Number for 12 Months.","2022-08-03T00:00:00.000","HIRA KUMARI DARLAMI","Nepal","NP","3842.0"
"2022-09-12T00:00:00.000","2023","SOUTH ASIA","Nepal","NP","P163018","Enhanced Vocational Education and Training Project II","Non-consulting Services","Request for Quotations","Education","1708899","Junior Monitoring Assistant 1 No for 12 Months","2022-08-03T00:00:00.000","PRAMILA THAPALIYA","Nepal","NP","3842.0"
"2022-09-12T00:00:00.000","2023","SOUTH ASIA","Nepal","NP","P163018","Enhanced Vocational Education and Training Project II","Non-consulting Services","Request for Quotations","Education","1708896","Monitoring Assistant 1 Number for 12 Months","2022-08-03T00:00:00.000","SIMMI PANDEY","Nepal","NP","4319.0"
"2022-09-12T00:00:00.000","2023","SOUTH ASIA","Nepal","NP","P163018","Enhanced Vocational Education and Training Project II","Non-consulting Services","Request for Quotations","Education","1708806","Vocational Training Assistant 1 No. for 12 months","2022-08-03T00:00:00.000","NARESH CHANDRA KHANAL","Nepal","NP","4307.0"
"2022-09-12T00:00:00.000","2023","SOUTH ASIA","Nepal","NP","P163018","Enhanced Vocational Education and Training Project II","Non-consulting Services","Request for Quotations","Education","1708791","Financial Management Assistant 1 Number for 12 Months","2022-08-03T00:00:00.000","PRAMILA BHUJEL","Nepal","NP","4307.0"
"2022-09-12T00:00:00.000","2023","SOUTH ASIA","Nepal","NP","P163018","Enhanced Vocational Education and Training Project II","Non-consulting Services","Request for Quotations","Education","1708720","Monitoring Assistant 1 Number for 12 Months.","2022-08-03T00:00:00.000","LAXMI ADHIKARI","Nepal","NP","4307.0"
"2022-09-12T00:00:00.000","2022","SOUTH ASIA","Nepal","NP","P164783","Integrated Public Financial Management Reform Project","Goods","Request for Bids","Information and Communications Technologies;Public Administration","1708655","Procurement of Laptop","2022-06-09T00:00:00.000","BABA INFOTECH & GENERAL TRADERS PVT.LTD.","Nepal","NP","90982.0"
"2022-09-12T00:00:00.000","2022","SOUTH ASIA","Nepal","NP","P164783","Integrated Public Financial Management Reform Project","Goods","Request for Bids","Information and Communications Technologies;Public Administration","1708555","procurement of IT equipment","2022-04-26T00:00:00.000","STAR OFFICE INTERNATIONAL","Nepal","NP","62503.0"
"2022-09-12T00:00:00.000","2022","SOUTH ASIA","Nepal","NP","P162067","MDTF Funding for Earthquake Housing Reconstruction Project","Consultant Services","Direct Selection","Social Protection;Industry, Trade and Services","1708540","Hiring of a Consulting Firm for Preliminary Damage Assessment for Long-Term Disaster Resilience in Nepal","2022-05-09T00:00:00.000","GAUMUKHI ENGINEERING SERVICES PVT. LTD.","Nepal","NP","21092.0"
