"as_of_date","fiscal_year","region","borrower_country","borrower_country_code","project_id","project_name","procurement_category","procurement_method","major_sector","wb_contract_number","contract_description","contract_signing_date","supplier","supplier_country","supplier_country_code","supplier_contract_amount_usd","borrower_contract_reference_number"
"2022-09-12T00:00:00.000","2022","AFRICA","Africa",,"P178159","Horn of Africa Coordination Support Team Fiduciary Institution","Consultant Services","Direct Selection","","1704622","Executive Assistant - Djibouti HoAI office","2022-05-19T00:00:00.000","MALIKA MOHAMED AHMED","Republic of Djibouti","DJ","18000.0","UG-IUCEA-287702-CS-CDS"
"2022-09-12T00:00:00.000","2022","AFRICA","Africa",,"P178159","Horn of Africa Coordination Support Team Fiduciary Institution","Consultant Services","Direct Selection","","1700248","Team Leader for the Horn of Africa Initiative Secretariat","2022-05-19T00:00:00.000","IRADJ AMIR-ALIKHANI","United States of America","US","345600.0","UG-IUCEA-287698-CS-CDS"
"2022-09-12T00:00:00.000","2022","AFRICA","Africa",,"P176300","Strengthening Pandemic Preparedness in the Eastern, Central and Southern Africa Health Community Project","Consultant Services","Direct Selection","Health","1693884","Recruitment of Procurement and Project Officer","2022-02-18T00:00:00.000","STEPHEN FADSON BIDUDA","United Republic of Tanzania","TZ","150000.0","TZ-ECSA-285537-CS-CDS"
"2022-09-12T00:00:00.000","2022","AFRICA","Africa",,"P176300","Strengthening Pandemic Preparedness in the Eastern, Central and Southern Africa Health Community Project","Consultant Services","Direct Selection","Health","1693876","Recruitment of the Medical Epidemiologist","2022-01-07T00:00:00.000","DR. WILLY ABWOKA WERE","Republic of Uganda","UG","220000.0","TZ-ECSA-285490-CS-CDS"
"2022-09-12T00:00:00.000","2019","AFRICA","Africa",,"P152821","AFR RI-GLR: Displaced Persons & Border Communities","Goods","Request for Quotations","Social Protection","1595317","Bujumbura Office supplies 2019","2018-12-21T00:00:00.000","MICEM","Republic of Burundi","BI","5878.0","BI-ICGLR-50756-GO-RFQ"
"2022-09-12T00:00:00.000","2019","AFRICA","Africa",,"P152821","AFR RI-GLR: Displaced Persons & Border Communities","Consultant Services","Individual Consultant Selection","Social Protection","1570371","Accountant Assistant","2018-08-27T00:00:00.000","Individual Consultant","World","1W","12000.0","BI-ICGLR-50813-CS-INDV"
"2022-09-12T00:00:00.000","2019","AFRICA","Africa",,"P152821","AFR RI-GLR: Displaced Persons & Border Communities","Consultant Services","Consultant Qualification  Selection","Social Protection","1566432","Displacement Specialist","2018-09-01T00:00:00.000","GEOFFREY MUGUMYA","Republic of Uganda","UG","66000.0","C/ICGLR/WB/001/DPHC/2018"
"2022-09-12T00:00:00.000","2019","AFRICA","Africa",,"P152821","AFR RI-GLR: Displaced Persons & Border Communities","Consultant Services","Individual Consultant Selection","Social Protection","1566421","Project Accountant and Technical Assistant","2018-09-01T00:00:00.000","Individual Consultant","World","1W","16800.0","C/ICGLR/WB/002/DPHC/2018"
"2022-09-12T00:00:00.000","2018","AFRICA","Africa",,"P097201","AFCC2/RI-Regional and Domestic Power Markets Development Project  (Southern Africa Power Market Project:  APL-1b)","Civil Works","Request for Bids","Energy and Extractives;Public Administration","1562268","GOUVERNANCE SNEL - MARCHE M 22.1.2 ASSAINISSEMENT DES LOCAUX DE 6 CENTRES DE VENTES ET SERVICES (CVS) PILOTE DE LA SNEL S.ASous - Lot 1 & 2.","2018-06-28T00:00:00.000","CA NDONDOBONI","Democratic Republic of the Congo","ZR","334364.0","120/SNEL SA/DG/DEQ/CPM/2018/TM"
"2022-09-12T00:00:00.000","2018","AFRICA","Africa",,"P097201","AFCC2/RI-Regional and Domestic Power Markets Development Project  (Southern Africa Power Market Project:  APL-1b)","Civil Works","Request for Bids","Energy and Extractives;Public Administration","1562267","ASSAINISSEMENT DES LOCAUX DE 6 CENTRES DE VENTES ET SERVICES (CVS) PILOTE DE LA SNEL S.ASous - Lot 3.","2018-06-29T00:00:00.000","K&PARTNERS LIMITED","Democratic Republic of the Congo","ZR","126.0","122/PMDE/SNEL/DG/DEQ/CPM/2018/TM"
