"year","region","category","indicator","characteristic","age","sex","result","unit","significants_g","comments","table"
"2001","NSW","Illicit Drugs","Recent use","Any drug (a)","14+","Persons","15.6","Per cent",,,"S.23"
"2001","VIC","Illicit Drugs","Recent use","Any drug (a)","14+","Persons","15.9","Per cent",,,"S.23"
"2001","QLD","Illicit Drugs","Recent use","Any drug (a)","14+","Persons","16.3","Per cent",,,"S.23"
"2001","WA","Illicit Drugs","Recent use","Any drug (a)","14+","Persons","21.7","Per cent",,,"S.23"
"2001","SA","Illicit Drugs","Recent use","Any drug (a)","14+","Persons","17.6","Per cent",,,"S.23"
"2001","TAS","Illicit Drugs","Recent use","Any drug (a)","14+","Persons","14.4","Per cent",,,"S.23"
"2001","ACT","Illicit Drugs","Recent use","Any drug (a)","14+","Persons","17.8","Per cent",,,"S.23"
"2001","NT","Illicit Drugs","Recent use","Any drug (a)","14+","Persons","28.7","Per cent",,,"S.23"
"2001","Australia","Illicit Drugs","Recent use","Any drug (a)","14+","Persons","16.7","Per cent",,,"S.23"
"2004","NSW","Illicit Drugs","Recent use","Any drug (a)","14+","Persons","14.6","Per cent",,,"S.23"
"2004","VIC","Illicit Drugs","Recent use","Any drug (a)","14+","Persons","14.3","Per cent",,,"S.23"
"2004","QLD","Illicit Drugs","Recent use","Any drug (a)","14+","Persons","15.9","Per cent",,,"S.23"
"2004","WA","Illicit Drugs","Recent use","Any drug (a)","14+","Persons","17.3","Per cent",,,"S.23"
"2004","SA","Illicit Drugs","Recent use","Any drug (a)","14+","Persons","15.4","Per cent",,,"S.23"
"2004","TAS","Illicit Drugs","Recent use","Any drug (a)","14+","Persons","15.4","Per cent",,,"S.23"
"2004","ACT","Illicit Drugs","Recent use","Any drug (a)","14+","Persons","17.6","Per cent",,,"S.23"
"2004","NT","Illicit Drugs","Recent use","Any drug (a)","14+","Persons","26","Per cent",,,"S.23"
"2004","Australia","Illicit Drugs","Recent use","Any drug (a)","14+","Persons","15.3","Per cent",,,"S.23"
"2007","NSW","Illicit Drugs","Recent use","Any drug (a)","14+","Persons","12.1","Per cent",,,"S.23"
"2007","VIC","Illicit Drugs","Recent use","Any drug (a)","14+","Persons","12.8","Per cent",,,"S.23"
"2007","QLD","Illicit Drugs","Recent use","Any drug (a)","14+","Persons","13.7","Per cent",,,"S.23"
"2007","WA","Illicit Drugs","Recent use","Any drug (a)","14+","Persons","16.2","Per cent",,,"S.23"
"2007","SA","Illicit Drugs","Recent use","Any drug (a)","14+","Persons","14.7","Per cent",,,"S.23"
"2007","TAS","Illicit Drugs","Recent use","Any drug (a)","14+","Persons","14.8","Per cent",,,"S.23"
"2007","ACT","Illicit Drugs","Recent use","Any drug (a)","14+","Persons","13.8","Per cent",,,"S.23"
"2007","NT","Illicit Drugs","Recent use","Any drug (a)","14+","Persons","20.4","Per cent",,,"S.23"
"2007","Australia","Illicit Drugs","Recent use","Any drug (a)","14+","Persons","13.4","Per cent",,,"S.23"
"2010","NSW","Illicit Drugs","Recent use","Any drug (a)","14+","Persons","13.8","Per cent",,,"S.23"
"2010","VIC","Illicit Drugs","Recent use","Any drug (a)","14+","Persons","13.7","Per cent",,,"S.23"
"2010","QLD","Illicit Drugs","Recent use","Any drug (a)","14+","Persons","15.1","Per cent",,,"S.23"
"2010","WA","Illicit Drugs","Recent use","Any drug (a)","14+","Persons","18.6","Per cent",,,"S.23"
"2010","SA","Illicit Drugs","Recent use","Any drug (a)","14+","Persons","14.9","Per cent",,,"S.23"
"2010","TAS","Illicit Drugs","Recent use","Any drug (a)","14+","Persons","12","Per cent",,,"S.23"
"2010","ACT","Illicit Drugs","Recent use","Any drug (a)","14+","Persons","13.9","Per cent",,,"S.23"
"2010","NT","Illicit Drugs","Recent use","Any drug (a)","14+","Persons","21.3","Per cent",,,"S.23"
"2010","Australia","Illicit Drugs","Recent use","Any drug (a)","14+","Persons","14.7","Per cent",,,"S.23"
"2013","NSW","Illicit Drugs","Recent use","Any drug (a)","14+","Persons","14.2","Per cent",,,"S.23"
"2013","VIC","Illicit Drugs","Recent use","Any drug (a)","14+","Persons","14.3","Per cent",,,"S.23"
"2013","QLD","Illicit Drugs","Recent use","Any drug (a)","14+","Persons","15.5","Per cent",,,"S.23"
