"anzsco","title","status"
"111111","Chief Executive or Managing Director","Closed"
"111211","Corporate General Manager","Closed"
"111212","Defence Force Senior Officer","Closed"
"121111","Aquaculture Farmer","Closed"
"121211","Cotton Grower","Closed"
"121212","Flower Grower","Closed"
"121213","Fruit or Nut Grower","Closed"
"121214","Grain, Oilseed or Pasture Grower  ","Closed"
"121215","Grape Grower","Closed"
"121216","Mixed Crop Farmer","Closed"
"121217","Sugar Cane Grower","Closed"
"121218","Turf Grower","Closed"
"121221","Vegetable Grower","Closed"
"121299","Crop Farmers nec","Closed"
"121311","Apiarist","Closed"
"121312","Beef Cattle Farmer","Closed"
"121313","Dairy Cattle Farmer","Closed"
"121314","Deer Farmer","Closed"
"121315","Goat Farmer","Closed"
"121316","Horse Breeder","Closed"
"121317","Mixed Livestock Farmer","Closed"
"121318","Pig Farmer","Closed"
"121321","Poultry Farmer","Closed"
"121322","Sheep Farmer","Closed"
"121399","Livestock Farmers nec","Closed"
"121411","Mixed Crop and Livestock Farmer","Closed"
"131112","Sales and Marketing Manager","Limited"
"131113","Advertising Manager","Limited"
"131114","Public Relations Manager","Limited"
"132111","Corporate Services Manager","Closed"
"132211","Finance Manager","Closed"
"132311","Human Resource Manager","Closed"
"132411","Policy and Planning Manager","Closed"
"132511","Research and Development Manager","Closed"
"133111","Construction Project Manager","Limited"
"133112","Project Builder","Limited"
"133211","Engineering Manager","Open"
"133311","Importer or Exporter","Closed"
"133312","Wholesaler","Closed"
"133411","Manufacturer","Closed"
"133511","Production Manager (Forestry)","Closed"
"133512","Production Manager (Manufacturing)","Limited"
"133513","Production Manager (Mining)","Closed"
"133611","Supply and Distribution  Manager","Closed"
"133612","Procurement Manager","Closed"
"134111","Child Care Centre Manager","Open"
"134211","Medical Administrator","Closed"
"134212","Nursing Clinical Director","Closed"
"134213","Primary Health Organisation Manager","Closed"
"134214","Welfare Centre Manager","Closed"
"134299","Health and Welfare Serv. Managers","Closed"
"134311","School Principal","Closed"
"134411","Faculty Head","Closed"
"134412","Regional Education Manager","Closed"
"134499","Education Managers nec","Closed"
"135111","Chief Information Officer","Closed"
"135112","ICT Project Manager","Closed"
"135199","ICT Managers nec","Closed"
"139111","Commissioned Defence Force Officer","Closed"
"139112","Commissioned Fire Officer","Closed"
"139113","Commissioned Police Officer","Closed"
"139211","Senior Non-Comm. Defence Member","Closed"
"139911","Art Administrator or Manager","Closed"
"139912","Environmental Manager","Closed"
"139913","Laboratory Manager","Closed"
"139914","Quality Assurance Manager","Closed"
"139915","Sports Administrator","Closed"
"139999","Specialist Managers nec ","Closed"
"141111","Cafe or Rest Manager (excl fast food)","Closed"
"141211","Caravan Park/ Camping Manager","Closed"
"141311","Hotel or Motel Manager","Closed"
"141411","Licensed Club Manager","Closed"
"141911","Bed and Breakfast Operator","Closed"
"141912","Retirement Village Manager","Closed"
"141999","Accom. and Hospitality Managers nec","Closed"
"142112","Antique Dealer","Closed"
"142113","Betting Agency Manager","Closed"
"142114","Hair or Beauty Salon Manager","Closed"
"142115","Post Office Manager","Closed"
"142116","Travel Agency Manager","Closed"
"149111","Amusement Centre Manager","Closed"
"149112","Fitness Centre Manager","Closed"
"149113","Sports Centre Manager","Closed"
"149211","Call or Contact Centre Manager","Closed"
"149212","Customer Service Manager","Closed"
"149311","Conference and Event Organiser","Closed"
"149411","Fleet Manager","Closed"
"149412","Railway Station Manager","Closed"
"149413","Transport Company Manager","Closed"
"149911","Boarding Kennel or Cattery Operator","Closed"
"149912","Cinema or Theatre Manager","Closed"
"149913","Facilities Manager","Closed"
"149914","Financial Institution Branch Manager","Closed"
"149915","Equipment Hire Manager","Closed"
"211111","Actor","Closed"
"211112","Dancer or Choreographer","Closed"
"211113","Entertainer or Variety Artist","Closed"
"211199","Actors, Dancers and Other Entertainers nec","Closed"
"211211","Composer","Closed"
"211212","Music Director","Closed"
"211213","Musician (Instrumental)","Closed"
"211214","Singer","Closed"
"211299","Music Professionals nec","Closed"
"211311","Photographer","Closed"
"211411","Painter (Visual Arts)","Closed"
"211412","Potter or Ceramic Artist","Closed"
"211413","Sculptor","Closed"
"211499","Visual Arts and Crafts Prof. Nec","Closed"
"212111","Artistic Director","Closed"
"212112","Media Producer (Excluding Video)","Closed"
"212113","Radio Presenter","Closed"
"212114","Television Presenter","Closed"
"212211","Author","Closed"
"212212","Book or Script Editor","Closed"
"212311","Art Director (Film, Television or Stage)","Closed"
"212312","Director (Film, TV, Radio or Stage)","Closed"
"212313","Director of Photography","Closed"
"212314","Film and Video Editor","Closed"
"212315","Program Director (Television or Radio)","Closed"
"212316","Stage Manager","Closed"
"212317","Technical Director","Closed"
"212318","Video Producer","Closed"
"212399","Film, TV, Radio and Stage Directors","Closed"
"212411","Copywriter","Closed"
"212412","Newspaper or Periodical Editor","Closed"
"212413","Print Journalist","Closed"
"212414","Radio Journalist","Closed"
"212415","Technical Writer","Closed"
"212416","Television Journalist","Closed"
"212499","Journalists and Other Writers nec","Closed"
"221111","Accountant (General)","Limited"
"221112","Management Accountant","Limited"
"221113","Taxation Accountant","Limited"
"221211","Company Secretary","Limited"
"221212","Corporate Treasurer","Limited"
"221213","External Auditor","Limited"
"221214","Internal Auditor","Limited"
"222111","Commodities Trader","Closed"
"222112","Finance Broker","Closed"
"222113","Insurance Broker","Closed"
"222199","Financial Brokers nec","Closed"
"222211","Financial Market Dealer","Closed"
"222212","Futures Trader","Closed"
"222213","Stockbroking Dealer","Closed"
"222299","Financial Dealers nec","Closed"
"222311","Financial Investment Adviser","Closed"
"222312","Financial Investment Manager","Closed"
"223111","Human Resource Adviser","Closed"
"223112","Recruitment Consultant","Limited"
"223113","Workplace Relations Adviser","Limited"
"223211","ICT Trainer","Closed"
"223311","Training and Development Prof.","Closed"
"224111","Actuary","Closed"
"224112","Mathematician","Closed"
"224113","Statistician","Closed"
"224211","Archivist","Closed"
"224212","Gallery or Museum Curator","Closed"
"224213","Health Information Manager","Closed"
"224214","Records Manager","Closed"
"224311","Economist","Closed"
"224411","Intelligence Officer","Closed"
"224412","Policy Analyst","Closed"
"224511","Land Economist","Closed"
"224512","Valuer","Closed"
"224611","Librarian","Closed"
"224711","Management Consultant","Closed"
"224712","Organisation and Methods Analyst","Closed"
"224911","Electorate Officer","Closed"
"224912","Liaison Officer","Closed"
"224913","Migration Agent (Aus) ","Closed"
"224914","Patents Examiner","Closed"
"224999","Information and Org. Prof. Nec","Closed"
"225111","Advertising Specialist","Limited"
"225112","Market Research Analyst","Limited"
"225113","Marketing Specialist","Closed"
"225211","ICT Account Manager","Closed"
"225212","ICT Business Development Manager","Closed"
"225213","ICT Sales Representative","Closed"
"225311","Public Relations Professional","Limited"
"225411","Sales Representative (Ind. Products)","Closed"
"225412","Sales Rep (Medical and Pharm.)","Closed"
"225499","Technical Sales Representatives nec","Closed"
"231111","Aeroplane Pilot","Closed"
"231112","Air Traffic Controller","Closed"
"231113","Flying Instructor","Closed"
"231114","Helicopter Pilot","Closed"
"231199","Air Transport Professionals nec","Closed"
"231211","Master Fisher","Closed"
"231212","Ship's Engineer","Closed"
"231213","Ship's Master","Closed"
"231214","Ship's Officer","Closed"
"231215","Ship's Surveyor","Closed"
"231299","Marine Transport Professionals nec","Closed"
"232111","Architect","Closed"
"232112","Landscape Architect","Closed"
"232212","Surveyor","Open"
"232213","Cartographer","Open"
"232214","Other Spatial Scientist","Open"
"232311","Fashion Designer","Closed"
"232312","Industrial Designer","Closed"
"232313","Jewellery Designer","Closed"
"232411","Graphic Designer","Closed"
"232412","Illustrator","Closed"
"232413","Multimedia Designer","Closed"
"232414","Web Designer","Closed"
"232511","Interior Designer","Closed"
"232611","Urban and Regional Planner","Closed"
"233111","Chemical Engineer","Closed"
"233112","Materials Engineer","Closed"
"233211","Civil Engineer","Open"
"233212","Geotechnical Engineer","Open"
"233213","Quantity Surveyor","Open"
"233214","Structural Engineer","Open"
"233215","Transport Engineer","Open"
"233311","Electrical Engineer","Open"
"233411","Electronics Engineer","Closed"
"233511","Industrial Engineer","Limited"
"233512","Mechanical Engineer","Limited"
"233513","Production or Plant Engineer","Limited"
"233611","Mining Engineer (Excluding Petroleum)","Closed"
"233612","Petroleum Engineer","Closed"
"233911","Aeronautical Engineer","Limited"
"233912","Agricultural Engineer","Limited"
"233913","Biomedical Engineer","Limited"
"233914","Engineering Technologist","Limited"
"233915","Environmental Engineer","Limited"
"233916","Naval Architect ","Limited"
"233999","Engineering Professional nec","Limited"
"234111","Agricultural Consultant","Closed"
"234112","Agricultural Scientist","Closed"
"234113","Forester ","Closed"
"234211","Chemist","Closed"
"234212","Food Technologist","Closed"
"234213","Wine Maker","Closed"
"234311","Conservation Officer","Closed"
"234312","Environmental Consultant","Closed"
"234313","Environmental Research Scientist","Closed"
"234314","Park Ranger","Closed"
"234399","Environmental Scientists nec","Closed"
"234411","Geologist","Closed"
"234412","Geophysicist","Closed"
"234511","Life Scientist (General)","Closed"
"234513","Biochemist","Closed"
"234514","Biotechnologist","Closed"
"234515","Botanist","Closed"
"234516","Marine Biologist","Closed"
"234517","Microbiologist","Closed"
"234518","Zoologist","Closed"
"234599","Life Scientists nec","Closed"
"234611","Medical Laboratory Scientist","Closed"
"234711","Veterinarian","Closed"
"234911","Conservator","Closed"
"234912","Metallurgist","Closed"
"234913","Meteorologist","Closed"
"234914","Physicist","Closed"
"234999","Natural and Physical Science Prof nec","Closed"
"241111","Early Childhood (Pre-Primary ) Teacher","Open"
"241213","Primary School Teacher","Closed"
"241311","Middle School Teacher ","Closed"
"241411","Secondary School  Teacher","Limited"
"241511","Special Needs Teacher","Closed"
"241512","Teacher of the Hearing Impaired","Closed"
"241513","Teacher of the Sight Impaired","Closed"
"241599","Special Education Teachers nec","Closed"
"242111","University Lecturer (Suitable for the","Closed"
"242112","University Tutor","Closed"
"242211","Vocational Education Teacher (Non Trades)","Closed"
"242211","Vocational Education Teacher (Trades)","Closed"
"249111","Education Adviser","Closed"
"249112","Education Reviewer","Closed"
"249211","Art Teacher (Private Tuition)","Closed"
"249212","Dance Teacher (Private Tuition)","Closed"
"249213","Drama Teacher (Private Tuition)","Closed"
"249214","Music Teacher (Private Tuition)","Closed"
"249299","Private Tutors and Teachers nec","Closed"
"249311","Teacher (TESOL)","Closed"
"251111","Dietician","Closed"
"251112","Nutritionist","Closed"
"251211","Medical Diagnostic Radiographer","Open"
"251212","Medical Radiation Therapist","Open"
"251213","Nuclear Medicine Technologist","Open"
"251214","Sonographer","Open"
"251311","Environmental Health Officer","Limited"
"251312","Occupational Health and Safety Advisor","Open"
"251411","Optometrist","Open"
"251412","Orthoptist","Open"
"251511","Hospital Pharmacist","Closed"
"251512","Industrial Pharmacist","Closed"
"251513","Retail Pharmacist","Closed"
"251911","Health Promotion Officer","Closed"
"251912","Orthotist or Prosthetist","Closed"
"251999","Health Diagnostic and Promotion Prof. ","Closed"
"252111","Chiropractor","Closed"
"252112","Osteopath","Closed"
"252211","Acupuncturist","Closed"
"252212","Homoeopath","Closed"
"252213","Naturopath","Closed"
"252214","Traditional Chinese Medicine Prac.","Closed"
"252299","Complementary Health Therapists nec","Closed"
"252311","Dental Specialist","Closed"
"252312","Dentist","Closed"
"252411","Occupational Therapist","Open"
"252511","Physiotherapist","Open"
"252611","Podiatrist","Closed"
"252711","Audiologist","Closed"
"252712","Speech Pathologist","Closed"
"253111","General Medical Practitioner","Open"
"253112","Resident Medical Officer ","Open"
"253211","Anaesthetist","Closed"
"253311","Specialist Physician (General Medicine)","Closed"
"253312","Cardiologist","Closed"
"253313","Clinical Haematologist","Closed"
"253314","Medical Oncologist","Closed"
"253315","Endocrinologist","Closed"
"253316","Gastroenterologist","Closed"
"253317","Intensive Care Specialist","Closed"
"253318","Neurologist","Closed"
"253321","Paediatrician","Closed"
"253322","Renal Medicine Specialist","Closed"
"253323","Rheumatologist","Closed"
"253324","Thoracic Medicine Specialist","Closed"
"253399","Specialist Physicians nec","Closed"
"253411","Psychiatrist","Closed"
"253511","Surgeon (General)","Closed"
"253512","Cardiothoracic Surgeon","Closed"
"253513","Neurosurgeon","Closed"
"253514","Orthopaedic Surgeon","Closed"
"253515","Otorhinolaryngologist","Closed"
"253516","Paediatric Surgeon","Closed"
"253517","Plastic and Reconstructive Surgeon","Closed"
"253518","Urologist","Closed"
"253521","Vascular Surgeon","Closed"
"253911","Dermatologist","Closed"
"253912","Emergency Medicine Specialist","Closed"
"253913","Obstetrician and Gynaecologist","Closed"
"253914","Ophthalmologist","Closed"
"253915","Pathologist","Closed"
"253917","Diagnostic and Interventional Radiologist","Closed"
"253918","Radiation Oncologist","Closed"
"253999","Medical Practitioners nec","Closed"
"254111","Midwife","Closed"
"254211","Nurse Educator","Closed"
"254212","Nurse Researcher","Closed"
"254311","Nurse Manager","Closed"
"254411","Nurse Practitioner","Open"
"254412","Registered Nurse (Aged Care)","Open"
"254413","Registered Nurse (Child and Family Health)","Open"
"254414","Registered Nurse (Community Health)","Open"
"254415","Registered Nurse (Critical Care and Emerg.)","Open"
"254416","Registered Nurse (Development Disability)","Open"
"254417","Registered Nurse (Disability and Rehab.)","Open"
"254418","Registered Nurse (Medical)","Open"
"254421","Registered Nurse (Medical Practice)","Open"
"254422","Registered Nurse (Mental Health)","Open"
"254423","Registered Nurse (Perioperative)","Open"
"254424","Registered Nurse (Surgical)","Open"
"254425","Registered Nurse (Paedriatric)","Open"
"254499","Registered Nurse nec","Open"
"261111","ICT Business Analyst","Limited"
"261112","Systems Analyst","Limited"
"261211","Multimedia Specialist","Limited"
"261212","Web Developer","Limited"
"261311","Analyst Programmer","Closed"
"261312","Developer Programmer","Closed"
"261313","Software Engineer","Closed"
"261314","Software Tester","Closed"
"261399","Software and Applications Prog. nec","Closed"
"262111","Database Administrator","Closed"
"262112","ICT Security Specialist","Closed"
"262113","Systems Administrator","Closed"
"263111","Computer Network and Systems Engineer","Closed"
"263112","Network Administrator","Closed"
"263113","Network Analyst","Closed"
"263211","ICT Quality Assurance Engineer","Limited"
"263212","ICT Support Engineer","Limited"
"263213","ICT Systems Test Engineer","Limited"
"263299","ICT Support and Test Engineers nec","Limited"
"263311","Telecommunications Engineer","Limited"
"263312","Telecommunications Network Engineer","Limited"
"271111","Barrister","Closed"
"271211","Judge","Closed"
"271212","Magistrate","Closed"
"271213","Tribunal Member","Closed"
"271214","Intellectual Property Lawyer","Closed"
"271299","Judicial and Other Legal Professionals nec","Closed"
"271311","Solicitor","Closed"
"272111","Careers Counsellor","Closed"
"272112","Drug and Alcohol Counsellor","Closed"
"272113","Family and Marriage Counsellor","Closed"
"272114","Rehabilitation Counsellor","Closed"
"272115","Student Counsellor","Closed"
"272199","Counsellors nec","Closed"
"272211","Minister of Religion","Closed"
"272311","Clinical Psychologist","Open"
"272312","Educational Psychologist","Open"
"272313","Organisational Psychologist","Open"
"272314","Psychotherapist","Open"
"272399","Psychologists nec","Open"
"272411","Historian","Closed"
"272412","Interpreter","Closed"
"272413","Translator","Closed"
"272414","Archaeologist","Closed"
"272499","Social Professionals nec","Closed"
"272511","Social Worker","Open"
"272611","Community Arts Worker","Limited"
"272612","Recreation Officer","Limited"
"272613","Welfare Worker","Limited"
"311111","Agricultural Technician","Closed"
"311211","Anaesthetic Technician","Closed"
"311212","Cardiac Technician","Closed"
"311213","Medical Laboratory Technician","Closed"
"311214","Operating Theatre Technician","Closed"
"311215","Pharmacy Technician","Closed"
"311216","Pathology Collector  ","Closed"
"311299","Medical Technicians nec","Closed"
"311311","Fisheries Officer","Closed"
"311312","Meat Inspector","Closed"
"311313","Quarantine Officer","Closed"
"311399","Primary Products Inspectors nec","Closed"
"311411","Chemistry Technician","Closed"
"311412","Earth Science Technician","Closed"
"311413","Life Science Technician","Closed"
"311414","School Laboratory Technician","Closed"
"311415","Hydrographer","Closed"
"311499","Science Technicians nec","Closed"
"312111","Architectural Draftsperson","Limited"
"312112","Building Associate","Limited"
"312113","Building Inspector","Limited"
"312114","Construction Estimator","Limited"
"312115","Plumbing Inspector","Limited"
"312116","Surveying or Spatial Science Technician","Limited"
"312199","Arch., Building and Surv. Technicians nec","Limited"
"312211","Civil Engineering Draftsperson","Open"
"312212","Civil Engineering Technician","Open"
"312311","Electrical Engineering Draftsperson","Closed"
"312312","Electrical Engineering Technician","Closed"
"312411","Electronic Engineering Draftsperson","Closed"
"312412","Electronic Engineering Technician","Closed"
"312511","Mechanical Engineering Draftsperson","Closed"
"312512","Mechanical Engineering Technician","Closed"
"312611","Safety Inspector","Closed"
"312911","Maintenance Planner","Closed"
"312912","Metallurgical or Materials Technician","Closed"
"312913","Mine Deputy","Closed"
"312999","Building and Engineering Technicians nec","Open"
"313111","Hardware Technician","Closed"
"313112","ICT Customer Support Officer","Closed"
"313113","Web Administrator","Closed"
"313199","ICT Support Technicians nec","Closed"
"313211","Radio Communications Technician","Closed"
"313212","Telecommunications Field Engineer","Closed"
"313213","Telecommunications Network Planner","Closed"
"313214","Telecommunications Technical Officer ","Closed"
"321111","Automotive Electrician","Closed"
"321211","Motor Mechanic (General)","Closed"
"321212","Diesel Motor Mechanic","Closed"
"321213","Motorcycle Mechanic","Closed"
"321214","Small Engine Mechanic","Closed"
"322111","Blacksmith","Closed"
"322112","Electroplater","Closed"
"322113","Farrier","Closed"
"322114","Metal Casting Trades Worker","Closed"
"322115","Metal Polisher","Closed"
"322211","Sheetmetal Trades Worker","Closed"
"322311","Metal Fabricator","Open"
"322312","Pressure Welder","Open"
"322313","Welder (First Class)","Open"
"323111","Aircraft Maintenance Engineer (Avionics)","Closed"
"323112","Aircraft Maintenance Engineer (Mech.)","Closed"
"323113","Aircraft Maintenance Engineer (Structures)","Closed"
"323211","Fitter (General)","Closed"
"323212","Fitter and Turner","Closed"
"323213","Fitter-Welder","Closed"
"323214","Metal Machinist (First Class)","Closed"
"323215","Textile, Clothing and Footwear Mechanic","Closed"
"323299","Metal Fitters and Machinists nec","Closed"
"323311","Engraver","Closed"
"323312","Gunsmith","Closed"
"323313","Locksmith","Closed"
"323314","Precision Instrument Maker and Repairer","Closed"
"323315","Saw Maker and Repairer","Closed"
"323316","Watch and Clock Maker and Repairer","Closed"
"323411","Engineering Patternmaker","Closed"
"323412","Toolmaker","Closed"
"324111","Panel beater","Open"
"324211","Vehicle Body Builder","Closed"
"324212","Vehicle Trimmer","Closed"
"324311","Vehicle Painter","Closed"
"331111","Bricklayer","Closed"
"331112","Stonemason","Closed"
"331211","Carpenter and Joiner","Open"
"331212","Carpenter ","Open"
"331213","Joiner","Open"
"332111","Floor Finisher","Closed"
"332211","Painting trades workers","Closed"
"333111","Glazier","Closed"
"333211","Fibrous Plasterer","Closed"
"333212","Solid Plasterer","Closed"
"333311","Roof Tiler","Open"
"333411","Wall and Floor Tiler","Closed"
"334111","Plumber (General)","Open"
"334112","Airconditioning and Mech. Serv. Plumber","Open"
"334113","Drainer ","Open"
"334114","Gasfitter","Open"
"334115","Roof plumber","Open"
"341111","Electrician (General)","Closed"
"341112","Electrician (Special Class)","Closed"
"341113","Lift Mechanic","Closed"
"342111","Airconditioning and Refrigeration Mechanic","Limited"
"342211","Electrical Linesworker ","Closed"
"342212","Technical Cable Jointer","Closed"
"342311","Business Machine Mechanic","Open"
"342312","Communications Operator","Open"
"342313","Electronic Equipment Trades Worker","Open"
"342314","Electronic Instrument Trades (General)","Open"
"342315","Electronic Instr.Trades (Special Class)","Open"
"342411","Cabler (Data and Telecommunications)","Closed"
"342412","Telecommunications Cable Jointer","Closed"
"342413","Telecommunications Linesworker","Closed"
"342414","Telecommunications Technician","Closed"
"351111","Baker","Open"
"351112","Pastry cook","Open"
"351211","Butcher or Smallgoods Maker","Open"
"351311","Chef","Open"
"351411","Cook","Open"
"361111","Dog Handler or Trainer","Closed"
"361112","Horse Trainer","Closed"
"361114","Zookeeper","Closed"
"361199","Animal Attendants and Trainers nec","Closed"
"361211","Shearer","Closed"
"361311","Veterinary Nurse","Closed"
"362111","Florist","Closed"
"362211","Gardener (General)","Closed"
"362212","Arborist","Closed"
"362213","Landscape Gardener","Closed"
"362311","Green keeper","Closed"
"362411","Nurseryperson","Closed"
"391111","Hairdresser","Open"
"392111","Print Finisher","Closed"
"392112","Screen Printer","Closed"
"392211","Graphic Pre-press Trades Worker","Closed"
"392311","Printing Machinist","Closed"
"392312","Small Offset Printer","Closed"
"393111","Canvas Goods Fabricator","Closed"
"393112","Leather Goods Maker","Closed"
"393113","Sail Maker","Closed"
"393114","Shoemaker","Closed"
"393211","Apparel Cutter","Closed"
"393212","Clothing Patternmaker","Closed"
"393213","Dressmaker or Tailor","Closed"
"393299","Clothing Trades Workers nec","Closed"
"393311","Upholsterer","Closed"
"394111","Cabinetmaker","Open"
"394211","Furniture Finisher","Closed"
"394212","Picture Framer","Closed"
"394213","Wood Machinist","Closed"
"394214","Wood Turner","Closed"
"394299","Wood Machinists / Wood Trades Workers","Closed"
"399111","Boat Builder and Repairer","Closed"
"399112","Shipwright","Closed"
"399211","Chemical Plant Operator","Closed"
"399212","Gas or Petroleum Operator","Closed"
"399213","Power Generation Plant Operator","Closed"
"399311","Gallery or Museum Technician","Closed"
"399312","Library Technician","Closed"
"399411","Jeweller","Closed"
"399511","Broadcast Transmitter Operator","Closed"
"399512","Camera Operator (Film, TV or Video)","Closed"
"399513","Light Technician","Closed"
"399514","Make Up Artist","Closed"
"399515","Musical Instrument Maker or Repairer","Closed"
"399516","Sound Technician","Closed"
"399517","Television Equipment Operator","Closed"
"399599","Performing Arts Technicians nec","Closed"
"399611","Sign writer","Closed"
"399911","Diver","Closed"
"399912","Interior Decorator","Limited"
"399913","Optical Dispenser","Limited"
"399914","Optical Mechanic","Limited"
"399916","Plastics Technician","Closed"
"399917","Wool Classer","Closed"
"399918","Fire Protection Equipment Technician","Limited"
"399999","Technicians and Trades Workers nec","Limited"
"411111","Ambulance Officer","Closed"
