"closure_type","reason_for_closure","global_id","closure_description","object_id","roads_closed","closure_start_time","closure_end_time","related_suburbs","location","project_title"
"roadWorks","Hinder Street (Southbound) between Anthony Rolfe Avenue and Efkarpidis Street.","2e5c6e4b-6a59-4f78-8151-004f160d4d2e","","411","Works associated with the Ernest Cavanagh Street Extension project","2018-09-02T21:00:00.000","2018-10-18T06:00:00.000","GUNGAHLIN","POINT (149.13747648315643 -35.184851219073884)","Ernest Cavanagh Street Extension"
"buildingConstruction","Constitution Avenue: (eastbound direction) from Vernon Circle to London Circuit
","94d7f6a4-068c-4dc9-97e2-ff9f74dfedd5","","627","Construction works.","2018-09-21T20:00:00.000","2018-09-22T08:00:00.000","CITY","POINT (149.13052669585676 -35.2829624693624)","TTE18-CC2-1607 Construction Control, Constitution Avenue Road Closure, City"
"buildingConstruction","Cameron Avenue (both directions): from Edmonstone Place to Eastern Valley Way.","e99b1945-5aa7-47a7-8bf1-fc7a8975bdaf","","963","Roadworks associated with the redevelopment of Block 200 Belconnen.","2018-11-19T07:30:00.000","2018-11-21T19:00:00.000","BELCONNEN","POINT (149.0720036921836 -35.241174020401516)","Mixed Use development"
"lightRail","Elouera Street (both directions): from Northbourne Avenue to Mort Street.<br>
(Access for local residents will be maintained during these works)","f224c680-29a3-42e0-bc62-7f614605d76b","","1084","Works associated with the Transport Canberra Light Rail project.","2018-11-27T19:00:00.000","2018-11-30T09:00:00.000","BRADDON","POINT (149.13088473919464 -35.2731832136507)","Resub - TTE17-MET-6197 CMC, Elouera St Closure"
"specialEvent","Rond Terrace Car Park Closure","18a92df8-872e-48c9-8bbe-fb3cd53ff418","","1099","Special Event","2019-04-30T21:00:00.000","2019-05-01T00:00:00.000","PARKES","POINT (149.13953388034005 -35.291100962743535)","2019 National Memorial Service"
"roadWorks","Hibberson Street (westbound direction) will be closed at Gungahlin Place (West).<br>
7 pm - 12 midnight (nightly) from Monday 10 December 2018 to Friday 14 December 2018.<br>
It is expected that these works will be completed in one night during the nominated dates.","e46562a0-f26a-4638-be0c-f31203cc4592","","1119","Streetlight installation works.","2018-12-10T08:00:00.000","2018-12-13T13:00:00.000","GUNGAHLIN","POINT (149.13366321675295 -35.185334868892994)","TTM 18147 Hibberson Street - Street light  Installation"
"roadWorks","Anketell Street (both directions): from Pitman Street to Reed Street (North)","217d7c45-a48e-4a62-aa29-fb8fc4f9813e","","1212","Stage two of Anketell Street upgrade.","2019-01-13T20:00:00.000","2019-07-31T07:00:00.000","GREENWAY","POINT (149.067641612037 -35.41571122681187)","TTM 18152 Anketell Street Upgrade - TTM 1"
"roadWorks","Anketell Street (northbound and southbound): from Reed Street to Pitman Street.","baf317a2-a039-45b6-b6ac-0fdf5f63e4a0","","1289","New Aligment Works","2019-01-13T20:00:00.000","2019-07-31T07:00:00.000","GREENWAY","POINT (149.067641612037 -35.41571122681187)","TTM 18152 Anketell Street Upgrade - TTM 1"
"specialEvent","Parliament Square (northbound and southbound): from King George Terrace to Queen Victoria Terrace.","4665cd87-b210-4f35-b7eb-eaa1fd91cfb9","","2331","Federal Election Day Event","2019-05-17T22:00:00.000","2019-05-18T08:00:00.000","PARKES","POINT (149.1295464095419 -35.302470118291076)","TTM 19059 Federal Election Day - MoAD Polling Place"
"specialEvent","Sir Thomas Blamey Square: between R1 car park access and Constitution Avenue.","0e7d5de5-46a4-40a9-809e-53339701b5cf","","2633","Special Event - Army Demonstration Day","2019-08-22T20:30:00.000","2019-08-23T04:00:00.000","RUSSELL","POINT (149.15005 -35.29779)","Army Demonstration Day 2019"
"buildingConstruction","Jessie Street (westbound): from Amy Ackman Street to Denoon Street.","7d842378-b74c-4371-b21e-2a0af51770eb","","2736","Crane lift.","2019-06-16T23:30:00.000","2019-06-28T06:00:00.000","FORDE","POINT (149.14445436552205 -35.16498116264623)","Crane Lift"
"specialEvent","King Edward Terrace: between Parkes Place (West) and Parkes Place (East).","5121c72e-c2de-4d4d-92d9-a2360fc01a05","","2908","Kanga Cup Launch","2019-07-06T22:00:00.000","2019-07-07T09:00:00.000","PARKES","POINT (149.13157537058277 -35.29943835290345)","TTM 19076 TCCS - Kanga Cup Launch Event"
"specialEvent","Regatta Place: between Archbishops Residence and Barrine Drive.","1e2a102e-95d5-4743-bb24-32f7de143564","","3205","Floriade","2019-08-18T21:00:00.000","2019-10-28T18:00:00.000","PARKES","POINT (149.12995682871536 -35.28893502869717)","TTM 19079 Floriade"
"utilities","Townshend Street (both directions): from Bellona Court to Parramatta Street.<br>
Parramatta Street (both directions): from the eastern side of Salamander Court (West) to the eastern side of Salamander Court (East).<br>
Salamander Court (East) will be closed at Parramatta Street.","94d8381f-f1b9-4270-a871-90cd611e1dbe","","3226","Works associated with the Woden Bus Depot project.","2019-08-09T21:00:00.000","2019-09-06T08:00:00.000","PHILLIP","POINT (149.0909216 -35.34707341)","Woden Bus Depot"
"specialEvent","Uriarra Road (both directions): Opperman Avenue to Fairlight Road

Opperman Avenue (both directions): Uriarra Road to John Gorton Drive","c98ecf59-d4f9-496d-8d87-305b8cecce94","","3266","ACT Duathlon Championships","2019-09-13T22:00:00.000","2019-09-14T03:00:00.000","WRIGHT","POINT (149.02362280023135 -35.311947545464534)","TTM 18077 Duathlon Championships"
"specialEvent","Callan Street (east): at Vicar Street","4c18b04e-fa09-4cc8-ab7d-5c3cabb91ecb","","3331","Special Event: Big Things in Store","2019-10-04T22:00:00.000","2019-10-05T06:00:00.000","MITCHELL","POINT (149.1440338274291 -35.214505308025295)","TTM 15092 Big Things in Store"
"buildingConstruction","Irving Street stub road (both directions): located on the eastern side of 15 Irving Street will be closed at Irving Street.","1fa408b7-e6c8-41bb-b03a-287bbd117630","","3491","Building construction.","2019-09-18T10:00:00.000","2019-11-01T09:00:00.000","PHILLIP","POINT (149.0909216 -35.34707341)","Building Works"
"roadWorks","Angas Street (northbound direction): between Wakefield Avenue and Sherbrooke Street.","42c22e09-10a0-4365-b156-ae0fdd8fc4a3","","3907","Car park upgrade.","2019-11-07T20:00:00.000","2020-03-28T06:00:00.000","AINSLIE","POINT (149.13935033550428 -35.26000816021045)","TTE19-CCC-1672 - Complex Civil - Angas St Carpark"
"specialEvent","Federation Mall: from Parliament Drive to Queen Victoria Terrace.","cba3b83e-9fb4-4fc1-b211-cd6528666a20","","4467","People Climate Asembly Protest","2020-02-03T21:00:00.000","2020-02-04T04:00:00.000","CAPITAL_HILL","POINT (149.1437674891959 -35.286803224740005)","TTM 20014 TCCS - People Climate Assembly Protest"
"roadWorks","Kingsley Place (both directions): from Kingsley Street to approximately 55 metres east of Kingsley Street.","6f42b934-c461-4338-93ff-020a1e4f4aa8","","4603","Pedestrian safety improvements.","2020-02-16T20:00:00.000","2020-06-12T07:00:00.000","ACTON","POINT (149.12363725787202 -35.276935235362885)"," TTE20-CCC-2075 -Complex Civil - Kingsley Place - ANU"
"roadWorks","Game Court (both directions) from Sydney Avenue to Game Court.<br>
6 am - 5 pm (daily) Saturday and Sunday from Saturday 31 August 2019 to Sunday 29 September 2019.","ada79f35-5fa4-4a13-9ea6-6fb0735cbae6","","3187","Crane works.","2019-08-30T20:00:00.000","2019-09-29T07:00:00.000","FORREST","POINT (149.13065731996812 -35.312758196620926)","TTE19-CC4-1499 - Capital Cranes - 25 National Cct"
"roadWorks","Beasley Street (both directions): between Athllon Drive and Marr Street.<br>
Will be closed on periodic days as required.<br>
9.30 am - 4 pm Monday to Friday.<br>
7 am - 5 pm Saturdays.","b4f3cf82-6264-446b-8fed-011d50adfa8f","","4404","Resealing works.","2020-01-23T22:30:00.000","2020-04-24T06:00:00.000","TORRENS","POINT (149.08685612450222 -35.36588115729229)","2019-20 Reseal Programme - MSR167"
"lightRail","Sandford Street: westbound direction between Winchcombe Court (east & west).<br>
8 pm - 6 am (nightly) Monday to Sunday","9412b29d-dcdb-4535-8cdc-eb1203794047","","614","Works associated with the Transport Canberra Light Rail project.","2018-10-01T10:00:00.000","2018-10-07T19:00:00.000","MITCHELL","POINT (149.1416773447486 -35.22087351452778)","Resub - TTE18-MET-4261CMC, Sandford Street - Median Works"
"specialEvent","Intersection of Lennox Crossing and Lawson Crescent - All directions.","24290079-7f73-4201-935e-be6b9542360d","","4049","Bus access only","2019-12-06T05:00:00.000","2019-12-07T09:00:00.000","ACTON","POINT (149.1181688047118 -35.29059297519519)","TTE19-MSC-7323 - National Museum Aus - Formal Nights"
"utilities","Ellison Harvie Close (southbound direction): from the northern side of Drakeford Drive / Ellison Harvie Close signalised intersection to the end.","5af195e3-7ebb-4686-bdc1-9d13fbd1e774","","3124","EVO Energy works.","2019-08-04T21:00:00.000","2019-08-30T07:00:00.000","GREENWAY","POINT (149.07357975688683 -35.4141644674135)","TTE19-SE1-1486 Shepherd Electrical Ellison Harvie Cl Greenway"
"buildingConstruction","Fussell Lane (both directions) from the driveway to 51 Ernest Cavanagh Street to Anthony Rolfe Avenue.
Will be closed on periodic days as required between the hours of 6 am - 6 pm (daily) Monday to Sunday from Thursday 28 February 2019 to Tuesday 31 December 2019.","77759238-b1ef-4c2e-8fde-577ce9030cab","","1821","Concrete pour works.","2019-02-27T19:00:00.000","2019-12-31T07:00:00.000","GUNGAHLIN","POINT (149.1356498274717 -35.18387744219313)","B2 S59 Gungahlin"
"specialEvent","The Rond Terrace car park will be closed.","512db93c-6eff-4b29-adeb-203477d287ce","","4499","Gift of Life Walk","2020-02-25T19:00:00.000","2020-02-25T22:00:00.000","PARKES","POINT (149.13958147502225 -35.29113270475345)","Gift of Life Walk"
"lightRail","Federal Highway (northbound direction): from Phillip Avenue to Flemington Road.","380dca1d-ddfa-42d6-922f-f02229117738","","906","Works associated with the Transport Canberra Light Rail project.","2018-11-10T12:00:00.000","2018-11-10T19:00:00.000","DOWNER","POINT (149.14489810360288 -35.23506142386995)","Resub - TTE18-MET-4162 CMC, Federal Hwy / Flemington Rd Northbound (Phillip Ave to Randwick Rd) Closure"
"roadWorks","Maribyrnong Avenue (eastboun): between Baldwin Drive and Calladonna Street.<br>
Will be closed on periodic days as required between the hours of,<br>
9.30 am - 4 pm Monday to Friday.<br>
7 am - 5 pm Saturdays.<br>
","4c83e84f-48cf-4c25-ae6c-7fcf076ec7b0","","3829","Resealing works.","2019-10-30T22:30:00.000","2019-11-29T05:00:00.000","KALEEN","POINT (149.10503046382445 -35.218657357050795)","2019-20 Reseal Remediation from previous Reseal Programmes - Maribyrnong Avenue, Kaleen"
"lightRail","Northbourne Avenue (centre median): at the Girrahween Street / Masson Street intersection.","b68e8d23-2cf4-4641-988d-195e46da4aa1","","748","Works associated with the Transport Canberra Light Rail project.","2018-10-16T09:00:00.000","2018-10-16T19:00:00.000","BRADDON","POINT (149.13057541194644 -35.27038297136666)","TTE18-MET-6341, CMC, Northbourne Avenue / Girrahween Street / Masson Street - traffic signal installation"
"buildingConstruction","Cameron Avenue (eastbound and westbound): from Edmondstone Place to Eastern Valley Way.","7468a11c-4043-40c3-95af-222839c91d9b","","2354","Building construction works.","2019-05-06T08:30:00.000","2021-11-25T19:00:00.000","BELCONNEN","POINT (149.0720036921836 -35.241174020401516)","Republic - Mixed Use development"
"specialEvent","Regatta Place (all directions: from Albert Street to Barrine Drive. ","ea2fdc0e-fb72-4501-89dc-b1d18562950f","","1710","Event Parking","2019-02-24T00:00:00.000","2019-02-24T12:00:00.000","PARKES","POINT (149.12823 -35.28972)","Stage 88"
"buildingConstruction","Stage 2 works.
Monaro Crescent (southbound direction) between the driveway to 181 and Cygnet Crescent.

Monaro Crescent (northbound direction) between Cygnet Crescent and the driveway to house number 181.

Esperence Street (both directions) between the driveway to house number 38 and Monaro Crescent.

Stage 3 works.
Disovery Street (both directions) between Monaro Crescent to approximately 40 metres west towards La Perouse Street.

These works will be staged with only one stage of works being undertaken at any given time during the nominated timeframe.","d960c9d5-75d1-4497-860f-fbea0ab00c05","","4187","Civil works.","2019-12-05T20:00:00.000","2020-01-24T07:00:00.000","RED_HILL","POINT (149.1321839414204 -35.34218567578774)","RESUB ASAP TTE19-BMU-1418 BMD Urban, Verge and Road Closure, Monaro Cres, Red Hill Precinct, Red Hill"
"buildingConstruction","Atlantic Street (both directions): will be closed at the entry / exit located adjacent to Scarborough House.<br>
Will be closed on periodic days as required between the hours of 6 am - 6 pm (daily) Monday to Sunday from Wednesday 26 February 2019 to Monday 30 September 2019.","eb9ce3e5-c124-43df-be88-58366a499129","","1645","Crane works.","2019-02-25T19:00:00.000","2019-09-30T08:00:00.000","PHILLIP","POINT (149.08471743410774 -35.343062592466936)","Multi Unit Residential Development"
"buildingConstruction","McMichael Terrace (both directions): on the eastern side of Eureka Way.","a36e484d-ffab-4f76-91d2-43d5b429870f","","3123","Building construction works.","2019-08-06T20:00:00.000","2020-01-31T07:00:00.000","DENMAN_PROSPECT","POINT (149.02661744446812 -35.2994218246999)","Lifestyle Homes - Balcome Terraces"
"lightRail","Flemington Road (centre median): at the Lysaght Street intersection.<br>
Will be closed on periodic days, nights and weekends as required between the hours of:<br>
9.30 am - 4 pm Monday to Friday.<br>
8 pm - 6 am Monday to Thursday.<br>
8 pm Friday to 6 am Monday (inclusive).","a768b597-60eb-487e-a8ca-cb36e0180a45","","1334","Works associated with the Transport Canberra Light Rail project.","2018-12-21T05:00:00.000","2019-01-31T05:00:00.000","MITCHELL","POINT (149.14554458364506 -35.216059399006426)","Ext - TTE18-MET-4212 CMC, Flemington Rd / Lysaght St - Median Intersection Closure"
"buildingConstruction","Furzer Street (both directions): between the Department of Health building undergound car park entry / exit  and the southern end at the rear of the Woden Library.<br>
Furzer Street (both directions): will be closed approximately 45 metres east of Corinna Street (south).<br>
Corinna Street (north) (both directions): between Furzer Street and approximately 45 metres west towards Melrose Drive.<br>
6 am Thursday 30 January 2020 to 6 pm Friday 31 January 2020.,br>
6 am Monday 3 February 2020 to 6 pm Friday 7 February 2020.<br>
There will not be any access to the Woden Library car park during these times. Temporary car parking will be available along Furzer Street located on the northern side of the Woden Library.<br>

Furzer Street (both directions): between the Department of Health building undergound car park entry / exit  and approximately 135 metres south towards the Woden Library.<br>
Corinna Street (north) (both directions): between Furzer Street and approximately 45 metres west towards Melrose Drive.<br>
6 pm Friday 31 January 2020 to 12 midday Saturday 1 February 2020.<br>
6 pm Friday 7 February 2020 to 12 midday Saturday 8 February 2020.
Access to the car park at the rear of the Woden Library will be maintained during these times.","5af77466-769e-4bc5-bdf5-07aa27617169","","4405","Crane works","2020-01-29T19:00:00.000","2020-02-08T07:00:00.000","PHILLIP","POINT (149.08427199272495 -35.34359836053934)","A & A Apartments"
"other","Barrine Drive (westbound): from Regatta Place to Regatta Place, adjacent to the National Capital Exhibition Building. ","fd20f503-f939-4ff3-b856-df093b532ca7","Crane Lift","2520","Crane lift.","2019-05-26T21:00:00.000","2019-08-02T07:00:00.000","PARKES","POINT (149.13011970469938 -35.290000824295774)","TTE19-EW1-1278, Ecowise Services, Road Closure, Barrine Dr, Regatta Point, Parkes"
