"stop_id","stop_name","_09_05_2016","_16_05_2016","_23_05_2016","_30_05_2016","_06_06_2016","_13_06_2016","_20_06_2016","_27_06_2016","_04_07_2016","_11_07_2016","_18_07_2016","_25_07_2016","_01_08_2016","_08_08_2016","_15_08_2016","_22_08_2016","_29_08_2016","_05_09_2016","_12_09_2016","_19_09_2016","_26_09_2016","_03_10_2016","_10_10_2016","_17_10_2016","_24_10_2016","_31_10_2016","_07_11_2016","_14_11_2016","_21_11_2016","_28_11_2016","_05_12_2016","_12_12_2016","_19_12_2016","_26_12_2016","_02_01_2017","_09_01_2017","_16_01_2017","_23_01_2017","_30_01_2017","_06_02_2017","_13_02_2017","_20_02_2017","_27_02_2017","_06_03_2017","_13_03_2017","_20_03_2017","_27_03_2017","_03_04_2017","_10_04_2017","_17_04_2017","_24_04_2017","_01_05_2017","_08_05_2017","_15_05_2017","_22_05_2017","_29_05_2017","_05_06_2017","_12_06_2017","_19_06_2017","_26_06_2017","_03_07_2017","_10_07_2017","_17_07_2017","total","location","location_1"
"1772","Newcastle St after Isa St","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","(-35.325413, 149.172592)","(-35.325413, 149.172592)"
"2079","Hodgson Cr opp Pearce Shops","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","(-35.363022, 149.082047)","(-35.363022, 149.082047)"
"2234","Wentworth Av after Dawes St","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","(-35.317356, 149.146317)","(-35.317356, 149.146317)"
"4241","Bingley Cr after Brophy St","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","(-35.191048, 149.05571)","(-35.191048, 149.05571)"
"5085","Gozzard St Gungahlin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","(-35.181183, 149.13324)","(-35.181183, 149.13324)"
"3022","Denison St Royal Australian Mint","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","(-35.318825, 149.093979)","(-35.318825, 149.093979)"
"4034","Maribyrnong Av before 2nd Staaten Cr","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","2","(-35.218605, 149.105133)","(-35.218605, 149.105133)"
"1155","Bugden Av before Demaine Cr","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","(-35.404228, 149.122452)","(-35.404228, 149.122452)"
"4359","Southern Cross Dr 2nd after Kingsford Smith Dr","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","(-35.225052, 149.031311)","(-35.225052, 149.031311)"
"3322","Collie St after Wollongong St","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","1","5","(-35.326817, 149.179733)","(-35.326817, 149.179733)"
