"lobbyist_id","lobbyist_last_name","lobbyist_first_name","reporting_period","employer","recipient","date","amount","nature_of_gift"
"1155","Johansen","Michael","11/01/2005 - 04/30/2006",,"Governor and Mrs. Ehrlich/Secty Fielder & spouse attended on Gov's behalf","2005-11-20T00:00:00.000","500.00","Tickets"
"2943","Lewis","Thomas","11/01/2005 - 04/30/2006","Johns Hopkins Institutions","Governor Ehrlich, President Miller and Speaker Busch","2006-01-17T00:00:00.000","300.00","Other"
"2998","Heavner","Brad","11/01/2005 - 04/30/2006","MaryPIRG Citizen Lobby","General Assembly Members","2006-01-23T00:00:00.000","350.00","Other"
"2932","Redding","Helen","12/01/2005 - 04/30/2006","Carroll County Chamber of Commerce","Robert Ehrlich","2006-02-14T00:00:00.000","23.00","N/A"
"1783","Alborn","Salliann","11/01/2005 - 04/30/2006","Maryland Community Health System","John J. Hafer","2006-04-04T00:00:00.000","89.83","Other"
"1783","Alborn","Salliann","11/01/2005 - 04/30/2006","Maryland Community Health System","Leonhard Teitlebaum","2006-04-04T00:00:00.000","89.83","Other"
"1783","Alborn","Salliann","11/01/2005 - 04/30/2006","Maryland Community Health System","Paula C. Hollinger","2006-04-04T00:00:00.000","131.25","Engraving"
"1783","Alborn","Salliann","11/01/2005 - 04/30/2006","Maryland Community Health System","Robert L. Ehrlich, Jr. ","2006-04-04T00:00:00.000","131.25","Engraving"
"1783","Alborn","Salliann","11/01/2005 - 04/30/2006","Maryland Community Health System","Thomas M. Middleton","2006-04-04T00:00:00.000","131.25","Engraving"
"2943","Lewis","Thomas","11/01/2005 - 04/30/2006","Johns Hopkins Institutions","Senator Dyson","2006-04-05T00:00:00.000","30.00","Other"
"5319","FITZSIMMONS","ERIN","05/01/2006 - 10/31/2006","WATERKEEPER ALLIANCE","ten legislators","2006-07-20T00:00:00.000","16.77","Award"
"5996","McCammon","Sherry","05/01/2006 - 10/31/2006",,"Senator Teitelbaum","2006-08-31T00:00:00.000","170.35","Plaque"
"4532","Lynch","William ","05/01/2006 - 10/31/2006",,"Anthony Brown ","2006-09-07T00:00:00.000","417.22","N/A"
"6057","Levitan","Laurence","11/01/2006 - 04/30/2007","Chimes Family of Services","Don Dwyer","2006-11-18T00:00:00.000","275.00","Tickets"
"6057","Levitan","Laurence","11/01/2006 - 04/30/2007","Chimes Family of Services","Mary-Dulaney James","2006-11-18T00:00:00.000","275.00","Tickets"
"6057","Levitan","Laurence","11/01/2006 - 04/30/2007","Chimes Family of Services","Paula Hollinger","2006-11-18T00:00:00.000","275.00","Tickets"
"11726","Leaman","Donna","11/01/2006 - 04/30/2007",,"Pamela R. Johnson","2006-12-08T00:00:00.000","67.51","N/A"
"6749","Schlener","Denise ","11/01/2006 - 04/30/2007","Trust for Public Land, The","Robert L. Ehrlich, Jr.","2007-01-02T00:00:00.000","114.00","Honorarium"
"7082","Carroll, Jr.","David","11/01/2006 - 04/30/2007","Washington Gas","Maryland General Assembly (188 Legislators)","2007-01-08T00:00:00.000","2141.32","Other"
"7084","Johnson","Robert","11/01/2006 - 04/30/2007","Washington Gas","Maryland General Assembly (188 legislators)","2007-01-08T00:00:00.000","2141.32","Other"
"7086","Sidh","Sushant","11/01/2006 - 04/30/2007","Washington Gas","Maryland General Assembly (188 legislators)","2007-01-08T00:00:00.000","2141.32","Other"
"7557",,,"11/01/2006 - 04/30/2007","Chesapeake Bay Foundation","Every member of the General Assembly","2007-02-12T00:00:00.000","2752.32","Other"
"8742","McEwan","Robert","01/01/2007 - 04/30/2007","MEDBANK of Maryland, Inc."," Anthony Brown","2007-02-23T00:00:00.000","67.00","N/A"
"10304","Day","A Marie","05/01/2007 - 10/31/2007","Bank of America Corporation","Anthony Brown","2007-06-12T00:00:00.000","50.00","N/A"
"10304","Day","A Marie","05/01/2007 - 10/31/2007","Bank of America Corporation","Earl Adams and spouse","2007-06-12T00:00:00.000","150.00","N/A"
"11522","Heisner","Linda","05/01/2007 - 10/31/2007","Advocates For Children and Youth, Inc.","Edward J. Kasemeyer","2007-10-12T00:00:00.000","313.64","Award"
"10173","Day","A Marie","11/01/2007 - 03/01/2008","Bank of America Corporation","David Roose","2008-01-18T00:00:00.000","30.00","N/A"
"10173","Day","A Marie","11/01/2007 - 03/01/2008","Bank of America Corporation","Keith Akers","2008-01-18T00:00:00.000","30.00","N/A"
"10173","Day","A Marie","11/01/2007 - 03/01/2008","Bank of America Corporation","Len Foxwell","2008-01-18T00:00:00.000","30.00","N/A"
"10173","Day","A Marie","11/01/2007 - 03/01/2008","Bank of America Corporation","Linda Tanton","2008-01-18T00:00:00.000","30.00","N/A"
"10173","Day","A Marie","11/01/2007 - 03/01/2008","Bank of America Corporation","Peter Franchot","2008-01-18T00:00:00.000","30.00","N/A"
"12270","Shaner","Thomas","11/01/2007 - 04/30/2008","Maryland Association of Mortgage Brokers","Jay Hutchins","2008-03-11T00:00:00.000","110.00","N/A"
"12270","Shaner","Thomas","11/01/2007 - 04/30/2008","Maryland Association of Mortgage Brokers","Raymond Skinner","2008-03-11T00:00:00.000","110.00","N/A"
"16721","Abramson","Arthur","05/01/2008 - 10/31/2008",,"Ann Mahes","2008-05-28T00:00:00.000","8360.00","Other"
"16721","Abramson","Arthur","05/01/2008 - 10/31/2008",,"Cynthia Abbor Busch","2008-05-28T00:00:00.000","8360.00","Other"
"19816","Snyder","Rebecca","12/18/2008 - 04/30/2009","Daily Record, The","Baltimore County Register of Wills staff","2008-12-18T00:00:00.000","825.00","Dinner"
"19816","Snyder","Rebecca","12/18/2008 - 04/30/2009","Daily Record, The","Baltimore County Register of Wills staff","2009-04-15T00:00:00.000","481.42","Lunch"
"19816","Snyder","Rebecca","12/18/2008 - 04/30/2009","Daily Record, The","Baltimore County Register of Wills staff","2009-04-22T00:00:00.000","475.11","Lunch"
"22349","Lavin","Angel","05/01/2009 - 10/31/2009","Marine Trades Association of Maryland","Nicole Sandusky","2009-05-17T00:00:00.000","83.32","Other"
"22349","Lavin","Angel","05/01/2009 - 10/31/2009","Marine Trades Association of Maryland","Nicole Sandusky","2009-06-30T00:00:00.000","63.60","Other"
"20909",,,"05/01/2009 - 10/31/2009","Chesapeake Bay Foundation","Del. Maggie McIntosh","2009-07-07T00:00:00.000","45.22","Plaque"
"20909",,,"05/01/2009 - 10/31/2009","Chesapeake Bay Foundation","Del. Steve Lafferty","2009-07-07T00:00:00.000","45.22","Plaque"
"20909",,,"05/01/2009 - 10/31/2009","Chesapeake Bay Foundation","Senator David Harrington","2009-07-07T00:00:00.000","45.22","Plaque"
"20909",,,"05/01/2009 - 10/31/2009","Chesapeake Bay Foundation","Senator Mike Lennet","2009-07-07T00:00:00.000","45.22","Plaque"
"20909",,,"05/01/2009 - 10/31/2009","Chesapeake Bay Foundation","Sec. John Griffin, Eric Schwab, Frank Dawson","2009-10-22T00:00:00.000","185.78","Other"
"20909",,,"05/01/2009 - 10/31/2009","Chesapeake Bay Foundation","Thomas O'Connell","2009-10-22T00:00:00.000","185.78","Other"
"20909",,,"05/01/2009 - 10/31/2009","Chesapeake Bay Foundation","Gov. Martin O'Malley","2009-10-24T00:00:00.000","242.28","Other"
"20909",,,"05/01/2009 - 10/31/2009","Chesapeake Bay Foundation","Governor Martin O'Malley","2009-10-24T00:00:00.000","50.00","N/A"
"21419",,,"05/01/2009 - 10/31/2009",,"Doug Gansler","2009-10-26T00:00:00.000","23.29","N/A"
"23570","Neily Mutch","Alice","11/01/2009 - 04/30/2010","Hospice Network of Maryland","all members of legislature","2010-01-28T00:00:00.000","1418.75","N/A"
"25256","Coyne","Martin","03/15/2010 - 04/30/2010","Maryland Energy Marketers Coalition","Catherine E. Pugh Senator","2010-03-01T00:00:00.000","22.36","N/A"
"25256","Coyne","Martin","03/15/2010 - 04/30/2010","Maryland Energy Marketers Coalition","Catherine E. Pugh Senator","2010-05-12T00:00:00.000","22.26","N/A"
"25833","Lennig","Dorothy","05/01/2010 - 10/31/2010",,"Ben Barnes","2010-07-15T00:00:00.000","180.00","Tickets"
"25833","Lennig","Dorothy","05/01/2010 - 10/31/2010",,"Kathleen Dumais","2010-07-15T00:00:00.000","180.00","Tickets"
"27164","Brown","James","05/01/2010 - 10/31/2010","Capital One Financial Corporation","Alexandra Miles","2010-07-26T00:00:00.000","88.00","Other"
"27164","Brown","James","05/01/2010 - 10/31/2010","Capital One Financial Corporation","Ann Humphrey","2010-07-26T00:00:00.000","88.00","Other"
"27164","Brown","James","05/01/2010 - 10/31/2010","Capital One Financial Corporation","Anne Healey","2010-07-26T00:00:00.000","88.00","Other"
"27164","Brown","James","05/01/2010 - 10/31/2010","Capital One Financial Corporation","Anthony O'Donnell","2010-07-26T00:00:00.000","88.00","Other"
"27164","Brown","James","05/01/2010 - 10/31/2010","Capital One Financial Corporation","Brian Feldman","2010-07-26T00:00:00.000","88.00","Other"
"27164","Brown","James","05/01/2010 - 10/31/2010","Capital One Financial Corporation","Charles Barkley","2010-07-26T00:00:00.000","88.00","Other"
"27164","Brown","James","05/01/2010 - 10/31/2010","Capital One Financial Corporation","Heather Mizeur","2010-07-26T00:00:00.000","88.00","Other"
"27164","Brown","James","05/01/2010 - 10/31/2010","Capital One Financial Corporation","Mia Ortolaza","2010-07-26T00:00:00.000","88.00","Other"
"27164","Brown","James","05/01/2010 - 10/31/2010","Capital One Financial Corporation","Robert Garagiola","2010-07-26T00:00:00.000","88.00","Other"
"27070","Stokes","Richard","05/01/2010 - 10/31/2010","Property Casualty Insurers Association of America","Elizabeth Sammis","2010-08-03T00:00:00.000","125.00","Dinner"
"27728","Stierhoff","John","05/01/2010 - 10/31/2010","Abbott Laboratories","Kistin Jones and Joe Bryce ","2010-10-02T00:00:00.000","156.00","Other"
"27853","Brock-Cancellieri","Jen","05/01/2010 - 10/31/2010","Maryland League of Conservation Voters, Inc.","Mike Busch","2010-10-19T00:00:00.000","145.20","Award"
"34072","Johnson","Sean","12/01/2010 - 04/30/2011","Maryland State Education Association","Douglas Gansler","2011-01-12T00:00:00.000","29.00","N/A"
"30840",,,"01/15/2011 - 04/30/2011","Human Rights Campaign","Senator Rich Madaleno","2011-03-31T00:00:00.000","19.91","N/A"
"31670","Garner","Julie","05/01/2011 - 10/31/2011","MedImmune, LLC","Douglas Gansler","2011-09-08T00:00:00.000","16.50","N/A"
"31499","Ewing","James ","10/04/2011 - 10/04/2011","Cisco Systems, Inc.","Christian S. Johansson","2011-10-04T00:00:00.000","142.50","Meal & Beverage"
"35776","Dempsey","Mary","11/01/2011 - 04/30/2012","Constellation Energy Group","Douglas Gansler","2011-12-09T00:00:00.000","65.25","N/A"
"35776","Dempsey","Mary","11/01/2011 - 04/30/2012","Constellation Energy Group","Mrs. Douglas Gansler","2011-12-09T00:00:00.000","65.25","N/A"
"34415","Pennino","Bonita","11/30/2011 - 04/30/2012",,"Cathrine Pugh","2012-04-10T00:00:00.000","75.00","Award"
"34415","Pennino","Bonita","11/30/2011 - 04/30/2012",,"James Mathias","2012-04-10T00:00:00.000","25.00","Award"
"34415","Pennino","Bonita","11/30/2011 - 04/30/2012",,"Shirely Nathan-Pullium","2012-04-10T00:00:00.000","25.00","Award"
"34104","Dantoni","Susan","12/02/2011 - 04/30/2012",,"Anthony Brown","2012-04-18T00:00:00.000","105.00","N/A"
"37288",,,"05/01/2012 - 10/31/2012",,"Alfred Nance","2012-06-07T00:00:00.000","1395.72","Other"
"37288",,,"05/01/2012 - 10/31/2012",,"Christopher Shank ","2012-06-07T00:00:00.000","1200.23","Other"
"37288",,,"05/01/2012 - 10/31/2012",,"Faye Matthews","2012-06-07T00:00:00.000","1246.23","Other"
"37288",,,"05/01/2012 - 10/31/2012",,"Kathleen Dumais","2012-06-07T00:00:00.000","1654.04","Other"
"37288",,,"05/01/2012 - 10/31/2012",,"Kevin Loeb","2012-06-07T00:00:00.000","1455.23","Other"
"37288",,,"05/01/2012 - 10/31/2012",,"Michael Stouffer","2012-06-07T00:00:00.000","1315.23","Other"
"37288",,,"05/01/2012 - 10/31/2012",,"John McDonohough","2012-07-15T00:00:00.000","103.13","Meal & Beverage"
"37288",,,"05/01/2012 - 10/31/2012",,"Mary Lou McDonohough","2012-07-15T00:00:00.000","103.13","Meal & Beverage"
"37288",,,"05/01/2012 - 10/31/2012",,"Nancy King ","2012-10-14T00:00:00.000","840.74","Other"
"37288",,,"05/01/2012 - 10/31/2012",,"Bonnie Birkel","2012-10-17T00:00:00.000","80.10","Meal & Beverage"
