"lobbyist_id","lobbyist_last_name","lobbyist_first_name","employer","report_period","b1_expenses","b2_expenses","b3_expenses","b4_expenses","b5_expenses","b6_expenses","b7_expenses","b8_expenses","b9_expenses","b10_expenses","b11_expenses","b12_expenses","b13_expenses"
"1006","Miedusiewski","American Joe","YMCA of Central Maryland","11/01/2005 - 04/30/2006","0.00","0.00","0.00","0.00","0.00","0.00","10000.00","0.00","879.46","0.00","0.00","0.00","0.00"
"1007","Alexander","Gary","Time Warner, Inc.","11/01/2005 - 12/31/2005","0.00","0.00","0.00","0.00","0.00","0.00","5200.00","0.00","50.00","0.00","0.00","0.00","0.00"
"1008","Ornstein","Chantel","Time Warner, Inc.","11/01/2005 - 12/31/2005","0.00","0.00","0.00","0.00","0.00","0.00","1000.00","0.00","50.00","0.00","0.00","0.00","0.00"
"1009","Battle","J. Kenneth","Time Warner, Inc.","11/01/2005 - 12/31/2005","0.00","0.00","0.00","0.00","0.00","0.00","550.00","0.00","50.00","0.00","0.00","0.00","0.00"
"1011","Folk","Cassie","Feld Entertainment, Inc.","11/01/2005 - 04/30/2006","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1013","Snider","Kipp","Amgen","11/01/2005 - 04/30/2006","0.00","0.00","0.00","0.00","0.00","0.00","233.00","0.00","12.00","0.00","0.00","0.00","13.50"
"1014","Carroll, Jr.","David","Cable Telecommunications Association of MD, D E & DC","11/01/2005 - 01/17/2006","0.00","0.00","0.00","0.00","0.00","0.00","1250.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1015","Johnson","Robert","Cable Telecommunications Association of MD, D E & DC","11/01/2005 - 01/17/2006","0.00","0.00","0.00","0.00","0.00","0.00","1250.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1016","Sidh","Sushant","Cable Telecommunications Association of MD, D E & DC","11/01/2005 - 01/17/2006","0.00","0.00","0.00","0.00","0.00","0.00","1250.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1018","Levitan","Laurence","Committee to Save the Trail (COST)","11/01/2005 - 12/05/2005","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1020","Green, Jr.","Joseph","Prince George's County Council","01/11/2006 - 02/03/2006","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1021","Proctor, Jr.","Gregory","Prince George's County Council","01/11/2006 - 02/03/2006","0.00","0.00","0.00","0.00","0.00","0.00","20000.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1022","Rozner","Joel","Committee to Save the Trail (COST)","11/01/2005 - 12/05/2005","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1023","Johansen","Michael","Committee to Save the Trail (COST)","11/01/2005 - 12/05/2005","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1024","Greenfield","Aaron ","Maryland Business Council","11/01/2005 - 04/30/2006","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1580.00","0.00","0.00","0.00","0.00","0.00"
"1025","Alexander","Gary","Elder Health","11/01/2005 - 02/28/2006","0.00","0.00","0.00","0.00","0.00","0.00","500.00","0.00","50.00","0.00","0.00","0.00","0.00"
"1026","Ornstein","Chantel","SCI Atlantic Region","11/01/2005 - 04/30/2006","0.00","0.00","0.00","0.00","0.00","0.00","1000.00","0.00","50.00","0.00","0.00","0.00","0.00"
"1027","Taylor, Jr.","Casper","SCI Atlantic Region","11/01/2005 - 01/31/2006","0.00","0.00","0.00","0.00","0.00","0.00","1000.00","0.00","50.00","0.00","0.00","0.00","0.00"
"1028","Ray","Kelley","SCI Atlantic Region","11/01/2005 - 01/31/2006","0.00","0.00","0.00","0.00","0.00","0.00","2000.00","0.00","50.00","0.00","0.00","0.00","0.00"
"1029","Shaivitz","Robin","Time Warner, Inc.","11/01/2005 - 12/31/2005","0.00","0.00","0.00","0.00","0.00","0.00","1000.00","0.00","50.00","0.00","0.00","0.00","0.00"
"1030","Battle","J. Kenneth","SCI Atlantic Region","11/01/2005 - 04/30/2006","0.00","0.00","0.00","0.00","0.00","0.00","3000.00","0.00","50.00","0.00","0.00","0.00","0.00"
"1031","Shaivitz","Robin","SCI Atlantic Region","11/01/2005 - 01/31/2006","0.00","0.00","0.00","0.00","0.00","0.00","1000.00","0.00","50.00","0.00","0.00","0.00","0.00"
"1034","FITZSIMMONS","ERIN","WATERKEEPER ALLIANCE","12/15/2005 - 04/30/2006","0.00","0.00","0.00","0.00","0.00","0.00","11178.00","0.00","760.00","0.00","0.00","0.00","0.00"
"1035","Shaivitz","Robin","Elder Health","11/01/2005 - 04/30/2006","0.00","0.00","0.00","0.00","0.00","0.00","1250.00","0.00","50.00","0.00","0.00","0.00","0.00"
"1036","Ornstein","Chantel","Elder Health","11/01/2005 - 04/30/2006","0.00","0.00","0.00","0.00","0.00","0.00","500.00","0.00","50.00","0.00","0.00","0.00","0.00"
"1037","Battle","J. Kenneth","Elder Health","11/01/2005 - 04/30/2006","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","50.00","0.00","0.00","0.00","0.00"
"1038","Taylor, Jr.","Casper","Elder Health","11/01/2005 - 04/30/2006","0.00","0.00","0.00","0.00","0.00","0.00","500.00","0.00","50.00","0.00","0.00","0.00","0.00"
"1039","Silver","Edgar","Committee to Save the Trail (COST)","11/01/2005 - 12/05/2005","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1040","Roddy","Patrick","Committee to Save the Trail (COST)","11/01/2005 - 12/05/2005","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1042","Hystad","Cheryl","Maryland Consumer Rights Coalition, Inc.","11/01/2005 - 02/13/2006","0.00","0.00","0.00","0.00","0.00","0.00","200.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1045","Satterfield","John","Delmarva Poultry Industry, Inc.","11/01/2005 - 04/30/2006","196.16","0.00","0.00","0.00","0.00","0.00","5000.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1046","Silver","Edgar","ACA Capital","11/01/2005 - 04/30/2006","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1050","Levine","Brian","Technology Council of Maryland","02/16/2006 - 04/30/2006","0.00","0.00","0.00","0.00","0.00","0.00","7000.00","0.00","2520.00","0.00","0.00","0.00","282.00"
"1051","Graziano","Michael ","Prince George's County Association of Realtors","02/15/2006 - 04/30/2006","0.00","0.00","0.00","0.00","0.00","0.00","18750.00","0.00","0.00","0.00","0.00","0.00","110.00"
"1053","Livingston","Scott","Second Genesis Foundation, Inc.","11/01/2005 - 04/30/2006","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1055","Holman","Mark ","Intrado","11/01/2005 - 04/30/2006","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1056","Holman","Mark ","Intrado","05/01/2006 - 10/31/2006","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1059","Lucas","Joe","Americans for Balanced Energy Choices","03/06/2006 - 04/30/2006","0.00","0.00","0.00","0.00","0.00","0.00","521.00","0.00","0.00","0.00","139848.00","0.00","0.00"
"1060","Kramer","Janis","Professional Investigator's Alliance of Maryland, Inc.","01/06/2006 - 04/30/2006","0.00","0.00","0.00","0.00","0.00","0.00","4200.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1061","Kramer","Janis","Frank D. Boston, III","01/20/2006 - 04/30/2006","0.00","0.00","0.00","0.00","0.00","0.00","7000.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1062","Won","Darleen","Maryland Association of Osteopathic Physicians","11/01/2005 - 04/30/2006","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1063","Lovgren","Lori","National Council on Compensation Insurance, Inc.","11/01/2005 - 04/30/2006","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1064","Davis, Jr.","Charles","Maryland State Firemen's Association","11/01/2005 - 04/30/2006","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1217","Bryant","Eric","ESP, Inc.","11/01/2005 - 04/30/2006","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1065","Davis, Jr.","Charles","Maryland State Firemen's Association","05/01/2006 - 10/31/2006","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1066","Steinwedel","Alverta","Maryland Society of Accountants, Inc.","11/01/2005 - 04/30/2006","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1067","Steinwedel","Alverta","Maryland Society of Accountants, Inc.","05/01/2006 - 10/31/2006","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1069","Withers","Janice","Mothers Against Drunk Driving","11/01/2005 - 04/30/2006","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1070","Withers","Janice","Mothers Against Drunk Driving","05/01/2006 - 10/31/2006","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1071","Baker","Ross","AT & T","11/01/2005 - 04/30/2006","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1072","Eder","Anne","March of Dimes, Maryland Chapter","11/01/2005 - 04/30/2006","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1073","McDonough","John","St. John Properties, Inc.","03/03/2006 - 04/30/2006","0.00","0.00","0.00","0.00","0.00","0.00","3450.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1076","Mackertich","Sheila","Health Facilities Association of Maryland (HFAM)","11/01/2005 - 04/30/2006","0.00","0.00","0.00","0.00","0.00","0.00","25000.00","0.00","0.00","0.00","0.00","2500.00","0.00"
"1079","Rose","Deborah ","Coaltion for Patients Rights","01/13/2006 - 04/30/2006","0.00","0.00","0.00","0.00","0.00","0.00","1000.00","50.00","0.00","0.00","0.00","0.00","0.00"
"1080","McEwan","Robert","Medbank of Maryland, Inc.","11/01/2005 - 04/30/2006","0.00","0.00","0.00","0.00","0.00","0.00","2894.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1082","Dryden","James","Maryland Association of Elementary School Principals","11/01/2005 - 04/30/2006","0.00","0.00","0.00","0.00","0.00","0.00","4800.00","0.00","0.00","0.00","0.00","0.00","0.00"
"1083","Lieberman","Eric","Washington Post, The","01/06/2006 - 04/30/2006","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
