"vendor_id","vendor_name","vendor_status","city","state","zip"
"b124b55c79e5c681","1-800-Reconex","Inactive","Atlanta","GA","30303"
"6ddf6f96ef6e1667","Kenneth Vanhoose","Active","Atlanta","GA","30303"
"4b51b0713ce00bf1","Wayne D. Casey","Active","Atlanta","GA","30303"
"be25160e04b318e3","3m Telemarketing","Active","Tucker","GA","30024"
"abdeaf93c998814d","3m Traffic Safety System","Inactive","Dallas","TX","75284-4127"
"abdeaf93c998814d","3m Traffic Safety System","Inactive","St Paul","MN","55144-1000"
"30a3250496edddd6","Ambulatory Anesthesia Of Atlanta","Active","Atlanta","GA","30394-5881"
"6d89b2ff719de0a3","Ambulatory Anesthesia Alliance Of Georgia LLC","Active","Atlanta","GA","30338"
"c14097df5cdfcac9","Ambulatory Anesthesia Consultants Pc","Active","Alpharetta","GA","30009-0839"
"4fb84b30f8d4792b","Aashto Publications","Active","Washington","DC","20090-6716"
"7ca6a96256c259c7","Greystone Apartment Homes","Active","Atlanta","GA","30328"
"4c9b6165fe88b54e","Abc Distributing, LLC","Active","North Miami","FL","33261-9000"
"66ebe6ce4eab4d2f","Abc Septic Tank Service","Active","Jonesboro","GA","30236"
"be3ce6d3b53b52ae","Abc School Supply Company, Inc.","Active","Landisville","PA","17538"
"be3ce6d3b53b52ae","Abc School Supply Company, Inc.","Active","Decatur","GA","30034"
"a8fddc3670d908b7","Abl Management Inc","Active","New Orleans","LA","70195"
"cbb0c4af25625a1a","Atlanta Center For Breast And Aesthetic Surgery","Active","Atlanta","GA","30308"
"28798b0bf942df11","Accord Services","Active","Acworth","GA","30102"
"10b1f5b16dbe1151","Acc Environmental Consultants","Active","Atlanta","GA","31139"
"a7feb43e23f02ba9","Access Intergrated","Inactive","Atlanta","GA","30303"
"1e569e1ff2c0e997","Access Point Inc.","Inactive","Atlanta","GA","30303"
"d327286fa3f86952","Abs Precision Inc.","Active","College Park","GA","30349"
"9892efada8969b48","Accura Analytical Laboratory","Active","Norcross","GA","30071"
"cd6ed5dcd9a381dc","Ace Computer Center","Active","Marietta","GA","30067"
"f1591de592bb07e7","Atlantic Cod Emergency Physicians, LLC","Active","Philadelphia","PA","19101"
"250211eadb2278af","Atlanta Center For Atheletes","Active","Duluth","GA","30097"
"b4e771e305201be3","Always Care Of Georgia, Inc.","Active","Atlanta","GA","30355"
