"indicator","type","topic","description","response","year","respondent_group","sample_size","result","format"
"1","Council Plan Indicator","Physical activity","Participate in adequate physical activity","Yes, 30 minutes or more on 4 or more days per week","2020","City of Melbourne","1280","47.3","Per cent"
"1","Council Plan Indicator","Physical activity","Participate in adequate physical activity","Yes, 30 minutes or more on 4 or more days per week","2020","Carlton 3053","138","50.1","Per cent"
"1","Council Plan Indicator","Physical activity","Participate in adequate physical activity","Yes, 30 minutes or more on 4 or more days per week","2020","Docklands 3008","114","46.6","Per cent"
"1","Council Plan Indicator","Physical activity","Participate in adequate physical activity","Yes, 30 minutes or more on 4 or more days per week","2020","East Melbourne 3002","91","55.2","Per cent"
"1","Council Plan Indicator","Physical activity","Participate in adequate physical activity","Yes, 30 minutes or more on 4 or more days per week","2020","Kensington / Flemington 3031","113","42.6","Per cent"
"1","Council Plan Indicator","Physical activity","Participate in adequate physical activity","Yes, 30 minutes or more on 4 or more days per week","2020","Melbourne 3000","280","39.1","Per cent"
"1","Council Plan Indicator","Physical activity","Participate in adequate physical activity","Yes, 30 minutes or more on 4 or more days per week","2020","North Melbourne 3051 / West Melbourne 3003","212","54.6","Per cent"
"1","Council Plan Indicator","Physical activity","Participate in adequate physical activity","Yes, 30 minutes or more on 4 or more days per week","2020","Parkville 3052","90","48.7","Per cent"
"1","Council Plan Indicator","Physical activity","Participate in adequate physical activity","Yes, 30 minutes or more on 4 or more days per week","2020","South Wharf / Southbank 3006","137","48.6","Per cent"
"1","Council Plan Indicator","Physical activity","Participate in adequate physical activity","Yes, 30 minutes or more on 4 or more days per week","2020","South Yarra 3141 / Melbourne/St Kilda Road 3004","105","65.5","Per cent"
"1","Council Plan Indicator","Physical activity","Participate in adequate physical activity","Yes, 30 minutes or more on 4 or more days per week","2020","Male","602","50.5","Per cent"
"1","Council Plan Indicator","Physical activity","Participate in adequate physical activity","Yes, 30 minutes or more on 4 or more days per week","2020","Female","664","45.1","Per cent"
"1","Council Plan Indicator","Physical activity","Participate in adequate physical activity","Yes, 30 minutes or more on 4 or more days per week","2020","18-24 years","329","38.8","Per cent"
"1","Council Plan Indicator","Physical activity","Participate in adequate physical activity","Yes, 30 minutes or more on 4 or more days per week","2020","25-34 years","399","46.2","Per cent"
"1","Council Plan Indicator","Physical activity","Participate in adequate physical activity","Yes, 30 minutes or more on 4 or more days per week","2020","35-44 years","199","49.1","Per cent"
"1","Council Plan Indicator","Physical activity","Participate in adequate physical activity","Yes, 30 minutes or more on 4 or more days per week","2020","45-54 years","137","54.2","Per cent"
"1","Council Plan Indicator","Physical activity","Participate in adequate physical activity","Yes, 30 minutes or more on 4 or more days per week","2020","55-64 years","89","64.3","Per cent"
"1","Council Plan Indicator","Physical activity","Participate in adequate physical activity","Yes, 30 minutes or more on 4 or more days per week","2020","65+ years","122","63.4","Per cent"
"2a","Other","Physical activity","Participate in sports and exercise activities","Yes, in the last 3 months","2020","City of Melbourne","1345","57.5","Per cent"
"2a","Other","Physical activity","Participate in sports and exercise activities","Yes, in the last 3 months","2020","Carlton 3053","143","61.2","Per cent"
"2a","Other","Physical activity","Participate in sports and exercise activities","Yes, in the last 3 months","2020","Docklands 3008","118","56.3","Per cent"
"2a","Other","Physical activity","Participate in sports and exercise activities","Yes, in the last 3 months","2020","East Melbourne 3002","94","66.7","Per cent"
"2a","Other","Physical activity","Participate in sports and exercise activities","Yes, in the last 3 months","2020","Kensington / Flemington 3031","119","59.6","Per cent"
"2a","Other","Physical activity","Participate in sports and exercise activities","Yes, in the last 3 months","2020","Melbourne 3000","296","53.4","Per cent"
"2a","Other","Physical activity","Participate in sports and exercise activities","Yes, in the last 3 months","2020","North Melbourne 3051 / West Melbourne 3003","222","57.2","Per cent"
"2a","Other","Physical activity","Participate in sports and exercise activities","Yes, in the last 3 months","2020","Parkville 3052","100","63.0","Per cent"
"2a","Other","Physical activity","Participate in sports and exercise activities","Yes, in the last 3 months","2020","South Wharf / Southbank 3006","142","57.4","Per cent"
"2a","Other","Physical activity","Participate in sports and exercise activities","Yes, in the last 3 months","2020","South Yarra 3141 / Melbourne/St Kilda Road 3004","111","58.9","Per cent"
"2a","Other","Physical activity","Participate in sports and exercise activities","Yes, in the last 3 months","2020","Male","629","59.0","Per cent"
"2a","Other","Physical activity","Participate in sports and exercise activities","Yes, in the last 3 months","2020","Female","701","56.1","Per cent"
"2a","Other","Physical activity","Participate in sports and exercise activities","Yes, in the last 3 months","2020","18-24 years","353","57.1","Per cent"
"2a","Other","Physical activity","Participate in sports and exercise activities","Yes, in the last 3 months","2020","25-34 years","427","57.6","Per cent"
"2a","Other","Physical activity","Participate in sports and exercise activities","Yes, in the last 3 months","2020","35-44 years","208","54.4","Per cent"
"2a","Other","Physical activity","Participate in sports and exercise activities","Yes, in the last 3 months","2020","45-54 years","138","55.5","Per cent"
"2a","Other","Physical activity","Participate in sports and exercise activities","Yes, in the last 3 months","2020","55-64 years","90","77.8","Per cent"
"2a","Other","Physical activity","Participate in sports and exercise activities","Yes, in the last 3 months","2020","65+ years","124","49.4","Per cent"
"2b","Other","Physical activity","Participate in sports and exercise activities in City of Melbourne","Yes, in the last 3 months","2020","City of Melbourne","1345","50.7","Per cent"
"2b","Other","Physical activity","Participate in sports and exercise activities in City of Melbourne","Yes, in the last 3 months","2020","Carlton 3053","143","55.8","Per cent"
"2b","Other","Physical activity","Participate in sports and exercise activities in City of Melbourne","Yes, in the last 3 months","2020","Docklands 3008","118","43.6","Per cent"
"2b","Other","Physical activity","Participate in sports and exercise activities in City of Melbourne","Yes, in the last 3 months","2020","East Melbourne 3002","94","46.7","Per cent"
"2b","Other","Physical activity","Participate in sports and exercise activities in City of Melbourne","Yes, in the last 3 months","2020","Kensington / Flemington 3031","119","53.9","Per cent"
"2b","Other","Physical activity","Participate in sports and exercise activities in City of Melbourne","Yes, in the last 3 months","2020","Melbourne 3000","296","48.2","Per cent"
"2b","Other","Physical activity","Participate in sports and exercise activities in City of Melbourne","Yes, in the last 3 months","2020","North Melbourne 3051 / West Melbourne 3003","222","48.4","Per cent"
"2b","Other","Physical activity","Participate in sports and exercise activities in City of Melbourne","Yes, in the last 3 months","2020","Parkville 3052","100","55.3","Per cent"
"2b","Other","Physical activity","Participate in sports and exercise activities in City of Melbourne","Yes, in the last 3 months","2020","South Wharf / Southbank 3006","142","54.9","Per cent"
"2b","Other","Physical activity","Participate in sports and exercise activities in City of Melbourne","Yes, in the last 3 months","2020","South Yarra 3141 / Melbourne/St Kilda Road 3004","111","51.6","Per cent"
"2b","Other","Physical activity","Participate in sports and exercise activities in City of Melbourne","Yes, in the last 3 months","2020","Male","629","51.0","Per cent"
"2b","Other","Physical activity","Participate in sports and exercise activities in City of Melbourne","Yes, in the last 3 months","2020","Female","701","50.8","Per cent"
"2b","Other","Physical activity","Participate in sports and exercise activities in City of Melbourne","Yes, in the last 3 months","2020","18-24 years","353","53.8","Per cent"
"2b","Other","Physical activity","Participate in sports and exercise activities in City of Melbourne","Yes, in the last 3 months","2020","25-34 years","427","50.4","Per cent"
"2b","Other","Physical activity","Participate in sports and exercise activities in City of Melbourne","Yes, in the last 3 months","2020","35-44 years","208","48.1","Per cent"
