"station_id","division","name","region","type","address","city","state","latitude","longitude","postal_code","about_this_set"
"301","Veterans Benefits Administration","Boston VA Regional Office","Eastern Area Office","Benefits Office","JFK Federal Building, 15 New Sudbury Street","Boston","MA","42.361778","-71.060064","2203",
"304","Veterans Benefits Administration","Providence Regional Office","Eastern Area Office","Benefits Office","380 Westminster Street","Providence","RI","41.82111","-71.414661","2903",
"306","Veterans Benefits Administration","New York Regional Office","Eastern Area Office","Benefits Office","245 W Houston St.","New York","NY","40.7285842","-74.0052196","10014",
"307","Veterans Benefits Administration","Buffalo Regional Office","Eastern Area Office","Benefits Office","130 S. Elmwood Avenue","Buffalo","NY","42.888878","-78.879005","14202",
"308","Veterans Benefits Administration","Hartford Regional Office","Eastern Area Office","Benefits Office","555 Willard Avenue","Newington","CT","41.701337","-72.74016","6111",
"309","Veterans Benefits Administration","Newark Regional Office","Eastern Area Office","Benefits Office","20 Washington Place","Newark","NJ","40.7425501","-74.1703075","7102",
"310","Veterans Benefits Administration","Philadelphia Regional Office","Eastern Area Office","Benefits Office","5000 Wissahickon Avenue","Philadelphia","PA","40.017103","-75.174498","19144",
"311","Veterans Benefits Administration","Pittsburgh Regional Office","Eastern Area Office","Benefits Office","1000 Liberty Avenue","Pittsburgh","PA","40.4436548","-79.9952415","15222",
"313","Veterans Benefits Administration","Baltimore Regional Office","Eastern Area Office","Benefits Office","31 Hopkins Plaza","Baltimore","MD","39.288083","-76.617486","21201",
"314","Veterans Benefits Administration","Roanoke Regional Office","Southern Area Office","Benefits Office","116 North Jefferson Street","Roanoke","VA","37.268352","-79.94432","24016",
"315","Veterans Benefits Administration","Huntington Regional Office","Southern Area Office","Benefits Office","640 Fourth Ave.","Huntington","WV","38.4199561","-82.4482618","25701",
"317","Veterans Benefits Administration","St. Petersburg Regional Office","Southern Area Office","Benefits Office","9500 Bay Pines Boulevard","St. Petersburg","FL","27.813118","-82.771334","33708",
"318","Veterans Benefits Administration","Winston-Salem Regional Office","Southern Area Office","Benefits Office","Federal Building, 251N. Main Street","Winston-Salem","NC","36.0926186","-80.2430143","27155",
"319","Veterans Benefits Administration","Columbia Regional Office","Southern Area Office","Benefits Office","6437 Garners Ferry Road","Columbia","SC","33.978611","-80.964056","29209",
"320","Veterans Benefits Administration","Nashville Regional Office","Southern Area Office","Benefits Office","110 9th Avenue South","Nashville","TN","36.1577092","-86.7829646","37203",
"321","Veterans Benefits Administration","New Orleans Regional Office","Central Area Office","Benefits Office","1250 Poydras Street","New Orleans","LA","29.95102","-90.076755","70113",
"322","Veterans Benefits Administration","Montgomery Regional Office","Southern Area Office","Benefits Office","345 Perry Hill Rd.","Montgomery","AL","32.3743776","-86.246422","36109",
"323","Veterans Benefits Administration","Jackson Regional Office","Southern Area Office","Benefits Office","1600 E. Woodrow Wilson Avenue","Jackson","MS","32.3267885","-90.1701704","39216",
"325","Veterans Benefits Administration","Cleveland Regional Office","Eastern Area Office","Benefits Office","A.J. Celebrezze Federal Building, 1240 East 9th Street","Cleveland","OH","41.505163","-81.691632","44199",
"326","Veterans Benefits Administration","Indianapolis Regional Office","Eastern Area Office","Benefits Office","575 N Pennsylvania St.","Indianapolis","IN","39.774749","-86.155077","46204",
"327","Veterans Benefits Administration","Louisville Regional Office","Southern Area Office","Benefits Office","321 West Main Street, Suite 390","Louisville","KY","38.2564908","-85.7551677","40202",
"328","Veterans Benefits Administration","Chicago Regional Office","Central Area Office","Benefits Office","2122 W Taylor Street","Chicago","IL","41.869326","-87.67924","60612",
"329","Veterans Benefits Administration","Detroit Regional Office","Eastern Area Office","Benefits Office","Patrick V. McNamara Federal Bldg., 477 Michigan Ave.","Detroit","MI","42.331153","-83.053221","48226",
"330","Veterans Benefits Administration","Milwaukee Regional Office","Central Area Office","Benefits Office","5400 West National Avenue","Milwaukee","WI","43.0187904","-87.9802916","53214",
"331","Veterans Benefits Administration","St. Louis Regional Office","Central Area Office","Benefits Office","400 South, 18th Street","St. Louis","MO","38.6260307","-90.2073252","63103",
"333","Veterans Benefits Administration","Des Moines VA Regional Office","Central Area Office","Benefits Office","210 Walnut Street","Des Moines","IA","41.586101","-93.620355","50309",
"334","Veterans Benefits Administration","Lincoln Regional Office","Central Area Office","Benefits Office","3800 Village Drive","Lincoln","NE","40.754409","-96.665869","68516",
