"organization_name","quarter_start","quarter_end","total_gender","gender","gender_count"
"Austin Free-Net","2018-10-01T00:00:00.000","2019-06-30T00:00:00.000","207","Female","97"
"Austin Free-Net","2018-10-01T00:00:00.000","2019-06-30T00:00:00.000","207","Male","53"
"Austin Free-Net","2018-10-01T00:00:00.000","2019-06-30T00:00:00.000","207","Transgender Female","0"
"Austin Free-Net","2018-10-01T00:00:00.000","2019-06-30T00:00:00.000","207","Transgender Male","0"
"Austin Free-Net","2018-10-01T00:00:00.000","2019-06-30T00:00:00.000","207","Gender - Balance Not Specified","57"
"Austin Free-Net","2019-07-01T00:00:00.000","2019-09-30T00:00:00.000","138","Female","73"
"Austin Free-Net","2019-07-01T00:00:00.000","2019-09-30T00:00:00.000","138","Male","47"
"Austin Free-Net","2019-07-01T00:00:00.000","2019-09-30T00:00:00.000","138","Transgender Female","0"
"Austin Free-Net","2019-07-01T00:00:00.000","2019-09-30T00:00:00.000","138","Transgender Male","0"
"Austin Free-Net","2019-07-01T00:00:00.000","2019-09-30T00:00:00.000","138","Gender - Balance Not Specified","18"
"Austin Free-Net","2019-10-01T00:00:00.000","2019-12-31T00:00:00.000","82","Female","27"
"Austin Free-Net","2019-10-01T00:00:00.000","2019-12-31T00:00:00.000","82","Male","12"
"Austin Free-Net","2019-10-01T00:00:00.000","2019-12-31T00:00:00.000","82","Transgender Female","0"
"Austin Free-Net","2019-10-01T00:00:00.000","2019-12-31T00:00:00.000","82","Transgender Male","0"
"Austin Free-Net","2019-10-01T00:00:00.000","2019-12-31T00:00:00.000","82","Gender - Balance Not Specified","43"
