"fedid","sm_rep","pe1_enddate","pe2_enddate","row_enddate","con_enddate","sm_status","podi","fin_no","start_ineligible","end_ineligible","fv_request","fv_request_date","islandfed","county","contactperson","contactoffice","pe1_enddate_orig","pe2_enddate_orig","row_enddate_orig","con_enddate_orig","recipient_project_number","project_title","project_status","project_status_description","demoid","est_con_date","latest_payment_date","pe_date","right_of_way_date","construction_date","spr_date","other_date","earliest_auth_date","final_voucher_paid_date","obligations_amount","expenditure_amount","fyexpenditure_amount","adv_con","stip_ref","remarksfhwa","remarksstate","project_end_date","sumoffedmoneyremaining","finaldispositionlogdate","projecttitle","materialcertstatus","responsibleperson","uastatus","rowinfo","final_con_acceptance_date","as_built_date_filled_district","office","percentcomplete","ntpdate","projectnumber","projectid","currentphase","projectstatus","fiscalcloseoutpending","design_project_status","construction_project_status","row_project_status","branch","iscountyproject","substantialcomplete","matchfed","popdate","popphase","popestimatedcompletiondate","popvariance","popcurrentdatevariance","popstatus","inactivedays","prioritydate","extendedphase","currentstatus","popvariancerank","email","notpursuepopext","pe10","originalpopthisphase","pe10reqmet","pe10repayby","pe10repaydate","uuid"
"ER15012",,,,,,,"FALSE",,,,"FALSE",,,"FALSE",,,,,,,"er-15(12)","mamalahoa highway and kuakini highway debris removal and emergency repairs, mp 108.90 - 109.22 and 113.66 - 117.60 (con)","11","closed",,,"2008-06-05T00:00:00.000",,,"2006-10-15T00:00:00.000",,,"2006-10-15T00:00:00.000","2010-10-07T00:00:00.000","75096.63","75096.63","0","0",,"06/--/2007:  new authorization/project agreement authorized; funds obligated.
09-04-2007:  this agreement covers damage assessment report number 11-3.  
                   retroactive authorization granted - 10-15-2006  emergency date.

10/07/2010:  project closed without final voucher under 23 cfr 1.36.  project final accepted based on the division's project monitoring program.","056/04/07:  request retroactive authorization for debris removal and emergency repair work that started soon after the earthquake (10/15/06) damage began.",,"0",,"MAMALAHOA HIGHWAY AND KUAKINI HIGHWAY DEBRIS REMOVAL AND EMERGENCY REPAIRS, MP 108.90 - 109.22 AND 113.66 - 117.60 (CON)","District hasn't requested",,"Not Applicable",,,,,"100",,"er-15(12)",,,,,,,,"#N/A#","FALSE",,"TRUE",,,"2022-08-28T00:00:00.000",,,,"5197",,"Closed","Closed","554",,"FALSE","false",,,,,"d6fff097-99de-40c0-96f8-057918603601"
"NBIS035","scot urada",,,,,,"FALSE",,,,"TRUE","2009-06-17T00:00:00.000",,"FALSE",,,,,,,"br-nbis(35)","bridge inspection and appraisal, various maui county bridges (pe)","11","closed",,,"2009-04-23T00:00:00.000","2005-12-05T00:00:00.000",,,,,"2005-12-05T00:00:00.000","2009-06-30T00:00:00.000","115072.65","115072.65","0","0","fy2006 mc2","12/5/2005:  new project agreement -- 1) request for project authorized; 2) estimate is for one (1) year period (fy 2006).

02/26/2008:  project agreement modification no. 1 authorized to update estimate.  (dg/di)

05/27/2009:  project agreement modification no. 2 authorized.

06/30/2009:  project reviewed/approved for closure by te dgalicinao; final voucher no. sf09/12 processed; project closed.","05/21/09:  update cost estimate.
02/13/08:  update estimate.",,"0",,"BRIDGE INSPECTION AND APPRAISAL, VARIOUS MAUI COUNTY BRIDGES (PE)","District hasn't requested",,"Not Applicable",,,,,"100",,"br-nbis(35)",,,,,,,,"#N/A#","FALSE",,"TRUE",,,"2022-08-28T00:00:00.000",,,,"4875",,"Closed","Closed","554",,"FALSE","false",,,,,"8b468ebd-8407-4a49-9904-2bf354e693d9"
"0921015",,,,,,,"FALSE",,,,"FALSE",,,"FALSE",,,,,,,,"rte 92 ala hoana blvd ala wai canal to keawe , con - resurf & recon","11","closed",,,"1986-02-28T00:00:00.000",,,"1980-06-01T00:00:00.000",,,"1980-06-01T00:00:00.000","1986-02-01T00:00:00.000","1089283.61","1089283.61","0","0",,,,,"0",,"RTE 92 ALA HOANA BLVD ALA WAI CANAL TO KEAWE , CON - RESURF & RECON","District hasn't requested",,"Not Applicable",,,,,"100",,,,,,,,,,"#N/A#","FALSE",,"TRUE",,,"2022-08-28T00:00:00.000",,,,"13330",,"Closed","Closed","554",,"FALSE","false",,,,,"ba5b0ce2-3385-4fd9-b521-cc6a076f7257"
"0001002",,,,,,,"FALSE",,,,"FALSE",,,"FALSE",,,,,,,,"us naval as, gr,drain high type pavt","11","closed",,,"1989-01-31T00:00:00.000","1980-02-01T00:00:00.000","1958-06-01T00:00:00.000","1946-11-30T00:00:00.000","1965-10-01T00:00:00.000",,"1946-11-30T00:00:00.000","1989-01-01T00:00:00.000","1513511.4","1513511.4","0","0",,,,,"0",,"US NAVAL AS, GR,DRAIN HIGH TYPE PAVT","District hasn't requested",,"Not Applicable",,,,,"100",,,,,,,,,,"#N/A#","FALSE",,"TRUE",,,"2022-08-28T00:00:00.000",,,,"12262",,"Closed","Closed","554",,"FALSE","false",,,,,"63f6da75-f906-4b0d-a305-ebd5a0bd6e96"
"9001012",,,,,,,"FALSE",,,,"FALSE",,,"FALSE",,,,,,,,"rte 90 leoole-leoku streets, install traffic signals","11","closed",,,,,,"1972-12-01T00:00:00.000",,,"1972-12-01T00:00:00.000","1975-01-01T00:00:00.000","8174.47","8174.47","0","0",,,,,"0",,"RTE 90 LEOOLE-LEOKU STREETS, INSTALL TRAFFIC SIGNALS","District hasn't requested",,"Not Applicable",,,,,"100",,,,,,,,,,"#N/A#","FALSE",,"TRUE",,,"2022-08-28T00:00:00.000",,,,,,"Closed","Closed","554",,"FALSE","false",,,,,"72a21d1d-c3f6-4adb-a86a-74ee301698ea"
"0561006",,,,,,,"FALSE",,,,"FALSE",,,"FALSE",,,,,,,,,"11","closed",,,,,,"1958-09-01T00:00:00.000",,,"1958-09-01T00:00:00.000","1960-08-01T00:00:00.000","225400","225400","0","0",,,,,"0",,,"District hasn't requested",,"Not Applicable",,,,,"100",,,,,,,,,,"#N/A#","FALSE",,"TRUE",,,"2022-08-28T00:00:00.000",,,,,,"Closed","Closed","554",,"FALSE","false",,,,,"d5158a99-fbe5-4152-b344-501ab4251301"
"0831069","kam kin sin",,,,"2017-12-18T00:00:00.000",,"FALSE",,,,"TRUE","2017-12-18T00:00:00.000","oahu","FALSE",,,,,,,"hsip-083-1(069)","hon state - kamehameha highway safety improvements, waikane valley road to kaaawa bridge (p, c)","11","closed",,"2015-02-01T00:00:00.000","2017-06-27T00:00:00.000","2011-06-06T00:00:00.000",,"2014-09-08T00:00:00.000",,,"2011-06-06T00:00:00.000","2018-01-10T00:00:00.000","1109585.23","1109585.23","0","0","fy2011-14 os60","06/06/2011:  new project (pe) approved/authorized.  original project description: ""kamehameha highway safetey improvements, vicnity of waikane valley road to pohuehue road (pe).""
06/17/2014:  right-of-way certification memo hwy-rl 3.91068 issued.
08/04/2014:  documentation for categorical exclusions listed under 23 cfr 771.117(d) approved by fhwa.
09/08/2014:  mod no. 1 (con) approved/authorized.  note:  project must advance from authorization to ntp within 180 days (3/7/2015) or federal-aid funds will be subject to deobligation, and project must be closed within 365 days of hdot's or the county's final acceptance or federal-aid funds will be subject to deobligation.
01/21/2015:  mod no. 2 approved/authorized.
01/28/2015:  contract awarded to road and highway builders, llc, via ltr con 5.0746.
03/13/2015:  hdot's requests (02/24/2015 hwy-ap 2.9089 & 03/09/2015 hwy-ap-2.9252) for an extension to the 180-day notice to proceed condition of authorization, due to delays caused by the udbe rule change and approval of the archaeological monitoring plan, approved until 05/01/2015 for ntp.
04/17/2015:  notice to proceed ltr hwy-cc 2.9501 issued to road and highway builders, llc; ntp as of 04/20/2015 and to complete project on/before 08/27/2015.
04/20/2017:  materials certification ltr hwy-l 17.022 issued, indicating there are no exceptions to the plans and specifications on project.
04/25/2017:  all construction work on project final accepted as of 04/24/2017, via ltr hwy-cc 2.4679.
01/10/2018:  final voucher no. 2018-42 dated 12/18/2017 processed; total $89,211.94 ($44.86 pc-ls30 + $89,167.08 pc-ls5e) released; project closed.","12/18/17: updated detail lines to reflect final project costs.
01/12/15:  mod. #2 updates estimate based on anticipated construction award.
08/27/14:  this is project os60 in the fy2011-14 stip.  project description has been revised from ""...vicinity of waikane valley road to pohuehue road"" to ""...waikane valley road to kaaawa bridge.""  this modification requests authorization of construction phase which is scheduled for fy2014 in the current stip.
05/25/11:  this is project os60 in the fy2011 stip.  request authorization for preliminary engineering.  this agreement is subject to the following award terms: http://edocket.access.gpo.gov/2010/pdf/2010-22705.pdf and http://edocket.access.gpo.gov/2010/pdf/2010-22706.pdf","2017-12-18T00:00:00.000","0","2018-01-26T00:00:00.000","KAMEHAMEHA HIGHWAY SAFETY IMPROVEMENTS, VICINITY OF WAIKANE VALLEY ROAD TO KAAAWA BRIDGE","Issued  4/20/2017","matthew morita","Not Applicable","Not Applicable","2017-04-24T00:00:00.000","2018-01-26T00:00:00.000","oahu","100","2015-04-20T00:00:00.000","hsip-083-1(069)","0083-1055-D1C1","Construction","3","TRUE","3","3",,"hwy-o","FALSE","2017-01-14T00:00:00.000","TRUE","2017-12-18T00:00:00.000","CON","2018-01-14T00:00:00.000","27","-1714","Critical","1888","2017-12-08T00:00:00.000","Construction Closeout","Construction Closeout with the following milestones left to complete:   ConsultContract","207","Matthew.S.Morita@hawaii.gov","FALSE","false",,,,,"b79aa28b-f6a4-44bd-b6ab-216d40902083"
"0130026","scot urada",,,,,,"FALSE",,,,"TRUE","2015-11-10T00:00:00.000","hawaii","FALSE",,,,,,,"stp-0130(26)","hi state - rt 130 keeau-pahoa rd, vic of pahoa bypass rd, pe & con for drainage improvements","11","closed",,,"2013-12-13T00:00:00.000","1998-04-20T00:00:00.000",,"1998-11-17T00:00:00.000",,,"1998-04-20T00:00:00.000","2016-04-20T00:00:00.000","73013.46","73013.46","0","0",,"04/20/1998:  new federal-aid project agreement executed.
10/07/1998:  contract awarded to virgilio n. casuga dba vc engineering via ltr con 5.6464.
11/17/1998:  mod no. 1 -- include construction phase in project agreement; preliminary engineering estimate revised -- effected.
11/05/2001:  mod no. 2 -- update estimate -- approved/authorized.
12/10/2013:  mod no. 3 -- deobligate $4,396.00 pc-33d0 -- approved/authorized.
10/27/2015:  materials certification ltr hwy-l 15.071 issued.
04/20/2016:  per te, via e-mail, hdot/hwy-h final accepts and requests that project be closed without issuance of a final acceptance letter inasmuch as the contractor, vc engineer, closed in 2000 and there is no entity to whom a final acceptance letter can be issued.  via memo hwy-c 2.6029 dated 11/13/2013, hwy-c advises that vc engineering is no longer in business; that it verified with dotax that there is no outstanding debt; and requests that contract no. 44831 be closed.  final voucher no. 2015-56 (dated 11/16/2015) processed; $22.54 pc-33d0 released; project closed.","11/25/13:  mod. no. 3 releases estimated excess funds from project.",,"0",,"KEAAU-PAHOA ROAD DRAINAGE IMPROVEMENTS, VICINITY OF PAHOA BYPASS ROAD","Issued  10/29/2015","sal panem","Not Applicable","Not Applicable",,,"hwy-h","100",,"stp-0130(26)","0130-1010-D1C1","Design","3",,"3",,,"hwy-h","FALSE",,"TRUE",,,"2022-08-28T00:00:00.000",,,,"3180",,"Federal Closeout Pending","Federal Closeout Pending","554",,"FALSE","false",,,,,"7ad428db-591b-4d06-9f70-6355ac9dd4da"
"0031050",,,,,,,"FALSE",,,,"TRUE","2004-04-07T00:00:00.000",,"FALSE",,,,,,,,"rte h-3:  windward hwy, con for 4-lane divided hwy","11","closed",,,"1997-07-14T00:00:00.000",,,"1983-09-01T00:00:00.000",,,"1983-09-01T00:00:00.000","2004-10-27T00:00:00.000","22119739.35","22119739.35","0","0",,"10/26/04:  final voucher received and processed; close project.",,,"0",,"RTE H-3:  WINDWARD HWY, CON FOR 4-LANE DIVIDED HWY","District hasn't requested",,"Not Applicable",,,,,"100",,,,,,,,,,"#N/A#","FALSE",,"TRUE",,,"2022-08-28T00:00:00.000",,,,"9176",,"Closed","Closed","554",,"FALSE","false",,,,,"0c936709-9943-4b27-87b7-40a82b29ae68"
"0900032","kam kin sin",,,,,,"FALSE",,,,"TRUE","2007-06-14T00:00:00.000",,"FALSE",,,,,,,"stp-0900(032)","statewide, rideshare system","11","closed",,"1994-05-01T00:00:00.000","1998-12-11T00:00:00.000","1993-07-01T00:00:00.000",,,,,"1993-07-01T00:00:00.000","2008-05-15T00:00:00.000","245359.42","245359.42","0","0",,"05/15/2008:  fhwa final acceptance report completed.  final voucher no. 2007-32 processed.  project closed.",,,"0",,"STATEWIDE, RIDESHARE SYSTEM","District hasn't requested",,"Not Applicable",,,,,"100",,"stp-0900(032)",,,,,,,,"#N/A#","FALSE",,"TRUE",,,"2022-08-28T00:00:00.000",,,,"8661",,"Closed","Closed","554",,"FALSE","false",,,,,"b300396d-aead-455d-b845-2233a9bda467"
"0721024",,,,,,,"FALSE",,,,"FALSE",,,"FALSE",,,,,,,,"rte 72,keolu hills towards saddle city, gr.dr.,hi-type pavt","11","closed",,,,,,"1969-06-01T00:00:00.000",,,"1969-06-01T00:00:00.000","1974-01-01T00:00:00.000","186867.16","186867.16","0","0",,,,,"0",,"RTE 72,KEOLU HILLS TOWARDS SADDLE CITY, GR.DR.,HI-TYPE PAVT","District hasn't requested",,"Not Applicable",,,,,"100",,,,,,,,,,"#N/A#","FALSE",,"TRUE",,,"2022-08-28T00:00:00.000",,,,,,"Closed","Closed","554",,"FALSE","false",,,,,"5265f2a7-424d-4a7f-9de6-71781f0c6ded"
