opportunity_id,content_id,vol_requests,event_time,title,hits,summary,is_priority,category_id,category_desc,amsl,amsl_unit,org_title,org_content_id,addresses_count,locality,region,postalcode,primary_loc,display_url,recurrence_type,hours,created_date,last_modified_date,start_date_date,end_date_date,status,Bronx Congressional Districts,Bronx School Districts 2010-11,2010 Bronx Census Tracts,Zip Codes
5060,37474,30,0,Winter Literacy Night!,118,Take part in a fun night of reading and creating crafts with children!,,3,Education,,,Jumpstart for Young Children,3756,1,"560 Theriot Avenue Bronx, NY 10473 (40.8165172103251, -73.8608405743061)
Bronx, NY 10473
(40.81654470840732, -73.86080538662503)",NY,10473,,/opportunities/5060,onetime,,01/31/2011 12:00:00 AM,02/01/2011 12:00:00 AM,02/17/2011 12:00:00 AM,02/17/2011 12:00:00 AM,approved,7,5,224,11611
5011,37039,50,0,John Kieran Volunteer Day,129,Join us as we restore the beautiful John Kieran Nature Trail and the forest.,,1,Strengthening Communities,,,Friends of Van Cortlandt Park,161,1,"124 Gale Pl Bronx, NY 10463 (40.88463029202243, -73.89251933209881)
Bronx, NY 10463
(40.88462746996477, -73.89252810248739)",NY,10463,,/opportunities/5011,onetime,,01/14/2011 12:00:00 AM,03/15/2011 12:00:00 AM,06/11/2011 12:00:00 AM,06/11/2011 12:00:00 AM,approved,17,2,83,11272
5003,37029,50,0,Eastern John Muir Volunteer Day,108,Restore the forest through invasive removal and tree planting as well as maintenance work along the trail itself,,1,Strengthening Communities,,,Friends of Van Cortlandt Park,161,1,"124 Gale Place Bronx, NY 10463 (40.88463029202243, -73.89251933209881)
Bronx, NY 10463
(40.88462746996477, -73.89252810248739)",NY,10463,,/opportunities/5003,onetime,,01/14/2011 12:00:00 AM,01/25/2011 12:00:00 AM,05/07/2011 12:00:00 AM,05/07/2011 12:00:00 AM,approved,17,2,83,11272
5757,52578,1,0,Bronx: Water Aerobics Instructor For Shape Up NYC at St. Mary's recreation center,30,"NYC Parks and Recreation seeks your participation to enrich our recreation facilities! Shape Up New York is a free fitness program for all ages and is looking for additional instructors at St. Mary’s Recreation Center (St. Ann’s Avenue at East 145th street, Bronx, NY 10455)",y,5,Health,,,New York City Department of Parks & Recreation,3706,1,"450 St Anns Ave Bronx, NY 10455 (40.81200330013793, -73.91424241425239)
Bronx, NY 10455
(40.8120054817815, -73.91417906952829)",NY,10455,,/opportunities/5757,ongoing,,09/16/2011 12:00:00 AM,09/19/2011 12:00:00 AM,06/01/2011 12:00:00 AM,06/30/2012 12:00:00 AM,approved,16,1,5,10933
5001,37024,50,0,Spring Volunteer Kickoff ,266,Projects throughout the Park will include tree plantings and invasive plant removal.,,1,Strengthening Communities,,,Friends of Van Cortlandt Park,161,1,"124 Gale Place Bronx, NY 10463 (40.88463029202243, -73.89251933209881)
Bronx, NY 10463
(40.88462746996477, -73.89252810248739)",NY,10463,,/opportunities/5001,onetime,,01/14/2011 12:00:00 AM,01/25/2011 12:00:00 AM,04/16/2011 12:00:00 AM,04/16/2011 12:00:00 AM,approved,17,2,83,11272
5759,52582,1,0,Bronx: Zumba Instructor for Shape Up NYC at St. Mary's Recreation Center,59,"NYC Parks and Recreation seeks your participation to enrich our recreation facilities! Shape Up New York is a free fitness program for all ages and is looking for additional instructors at St. Mary’s Recreation Center (St. Ann’s Avenue at East 145th street, Bronx, NY 10455)",y,5,Health,,,New York City Department of Parks & Recreation,3706,1,"450 St Anns Ave Bronx, NY 10455 (40.81200330013793, -73.91424241425239)
Bronx, NY 10455
(40.8120054817815, -73.91417906952829)",NY,10455,,/opportunities/5759,ongoing,,09/16/2011 12:00:00 AM,09/19/2011 12:00:00 AM,06/01/2011 12:00:00 AM,06/30/2012 12:00:00 AM,approved,16,1,5,10933
5567,49101,2,0,Girl Scout Series - Bronx ,59,"We are New York City’s largest girls-only youth and leadership development program where girls learn to lead with courage, confidence and character to make their communities and the world  a better place.",,1,Strengthening Communities,,,Girl Scouts NYC,44253,1,"40 Tremont Ave Bronx, NY 10453 (40.851398678685044, -73.90858151296997)
Bronx, NY 10453
(40.85139344822615, -73.9086095448547)",NY,10453,,/opportunities/5567,ongoing,,07/29/2011 12:00:00 AM,08/22/2011 12:00:00 AM,09/19/2011 12:00:00 AM,12/12/2011 12:00:00 AM,approved,16,4,191,10931
5747,52510,3,0,Bronx Non-Profit Legal Service Provider Seeks Interns,81,Part of the Solution (POTS) Legal Clinic (www.potsbronx.org) serves low-income residents of the Bronx.,,2,Helping Neighbors in Need,,,Part of the Solution (POTS),46,1,"2763 Webster Ave Bronx, NY 10458 (40.86579443967629, -73.88632317887395)
Bronx, NY 10458
(40.86573513564895, -73.88637984032619)",NY,10458,,/opportunities/5747,ongoing,,09/15/2011 12:00:00 AM,09/15/2011 12:00:00 AM,09/15/2011 12:00:00 AM,09/14/2012 12:00:00 AM,approved,16,2,64,10936
5203,38579,35,0,Youth Service Day: Neighborhood Festival 2011,357,Join KHCC and Horace Mann High School for a celebration of service learning!,,3,Education,,,Kingsbridge Heights Community Center (KHCC),1691,1,"3101 Kingsbridge Terrace Bronx, NY 10463 (40.877585488561785, -73.90026905620573)
Bronx, NY 10463
(40.87742632202986, -73.90049919618622)",NY,10463,,/opportunities/5203,onetime,,03/15/2011 12:00:00 AM,03/25/2011 12:00:00 AM,04/16/2011 12:00:00 AM,04/16/2011 12:00:00 AM,approved,17,2,103,11272
5612,49978,10,0,Personal Shopper,286,Personal Shoppers work one-on-one with Dress for Success clients to help select their interview suit. Personal shopping is a wonderful way to boost women’s confidence and make a direct impact on our clients’ lives.,,2,Helping Neighbors in Need,,,Dress for Success - Bronx Branch,49954,1,"2038 Davidson Avenue Bronx, NY 10453 (40.85374837851653, -73.90853996733885)
Bronx, NY 10453
(40.85373397884938, -73.90849162367107)",NY,10453,,/opportunities/5612,ongoing,,08/10/2011 12:00:00 AM,08/10/2011 12:00:00 AM,08/10/2011 12:00:00 AM,01/01/2012 12:00:00 AM,approved,16,2,41,10931
5736,52433,25,0,Paint and beautify a transitional residence for homeless men & women,294,Beautify a transitional housing residence for 75 homeless men and women. We are painting the interior walls of this residence. No experience needed!,y,1,Strengthening Communities,,,"Services for the UnderServed, Inc.",38951,1,"2350 Davidson Avenue Bronx, NY 10468 (40.86014769900449, -73.9039466708318)
Bronx, NY 10468
(40.86017732550789, -73.90393460633811)",NY,10468,,/opportunities/5736,onetime,,09/13/2011 12:00:00 AM,09/26/2011 12:00:00 AM,10/22/2011 12:00:00 AM,10/22/2011 12:00:00 AM,approved,16,2,38,11606
5195,38547,10,0,Science Center Open House Volunteers!,28,"The Iridescent NYC Science Studio (www.iridescentlearning.org) aims to evolve the press-and-watch science center model into a hub of design, creativity, and learning by doing. We are looking for volunteers to operate cool exhibits at our first open house!",,3,Education,,,Iridescent,38544,1,"890 Garrison Ave Bronx, NY 10474 (40.817114194167054, -73.89198548226072)
Bronx, NY 10474
(40.81709792726003, -73.89193887913964)",NY,10474,,/opportunities/5195,onetime,,03/15/2011 12:00:00 AM,03/15/2011 12:00:00 AM,03/18/2011 12:00:00 AM,03/18/2011 12:00:00 AM,approved,16,5,282,12343
5613,49979,10,0,Career Counselor ,196,Volunteers help our clients by reviewing and editing résumés/coverletters and giving interview tips to a woman in need. They also meet with clients to perform mock interviews and informational interviews in order to give them a chance to practice and improve their communication skills.,,2,Helping Neighbors in Need,,,Dress for Success - Bronx Branch,49954,1,"2038 Davidson Avenue Bronx, NY 10453 (40.85374837851653, -73.90853996733885)
Bronx, NY 10453
(40.85373397884938, -73.90849162367107)",NY,10453,,/opportunities/5613,ongoing,,08/10/2011 12:00:00 AM,08/10/2011 12:00:00 AM,08/10/2011 12:00:00 AM,01/01/2012 12:00:00 AM,approved,16,2,41,10931
5708,51584,100,0,Fall Forest Restoration Volunteer Kickoff,125,Join us as we start our fall volunteer season with events in three areas of Van Cortlandt Park,,1,Strengthening Communities,,,Friends of Van Cortlandt Park,161,1,"80 Van Cortlandt Park Bronx, NY 10463 (40.88465843017383, -73.88990186467265)
Bronx, NY 10463
(40.88463651690127, -73.88989809704469)",NY,10463,,/opportunities/5708,onetime,,09/01/2011 12:00:00 AM,09/06/2011 12:00:00 AM,09/24/2011 12:00:00 AM,09/24/2011 12:00:00 AM,approved,17,2,83,11272
