Name,Type,Breed,Color,Sex,Size,Date Of Birth,Impound Number,Kennel Number,Animal ID,Intake Date,Outcome Date,Days in Shelter,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Intake Condition,Outcome Condition,Intake Jurisdiction,Outcome Jurisdiction,Outcome Zip Code,Location,Count,Zip Codes
,DOG,LABRADOR RETR,BLACK,Female,MED,,K17-025612,TRUCK,A362423,10/08/2017,10/08/2017,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1,26079
JUNO,DOG,RAT TERRIER/GERM SHEPHERD,BLACK/WHITE,Spayed,TOY,11/19/2015,K17-025654,RECEIVING,A339755,10/09/2017,10/10/2017,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WALKIN,UNKNOWN,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1,26080
OSCAR,DOG,SHIH TZU,BROWN/BLACK,Neutered,TOY,12/21/2005,K17-025614,RECEIVING,A257654,10/09/2017,10/10/2017,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,HEALTHY,COUNTY,COUNTY,95403,"95403(38.486997, -122.749134)",1,26076
RADER,DOG,GERM SHEPHERD,TAN/BROWN,Neutered,LARGE,03/01/2006,K17-025620,DS74,A285675,10/09/2017,10/21/2017,12,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95409,"95409(38.458965, -122.630156)",1,26080
HOMER,DOG,BASSET HOUND/GERM SHEPHERD,BROWN/BLACK,Neutered,MED,10/10/2010,K17-025622,DS82,A362432,10/10/2017,10/10/2017,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,HEALTHY,COUNTY,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1,26080
,DOG,GERM SHEPHERD,BLACK/BROWN,Male,LARGE,,K17-025642,DQ111,A362450,10/10/2017,11/21/2017,42,STRAY,OVER THE COUNTER,EUTHANIZE,AGGRESSIVE,UNKNOWN,UNTREATABLE,SANTA ROSA,,,,1,
*QUINN,DOG,CHIHUAHUA SH/MIX,CREAM,Neutered,SMALL,11/14/2014,K17-025638,DA46,A362444,10/10/2017,11/22/2017,43,STRAY,FIELD,TRANSFER,EBSPCA,UNKNOWN,HEALTHY,SANTA ROSA,OUT OF COUNTY,94805,"94805(37.941502, -122.32399)",1,1507
CUZ,DOG,AMER BULLDOG,WHITE/BROWN,Male,LARGE,03/28/2015,K17-025661,RECEIVING,A350284,10/10/2017,10/10/2017,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,HEALTHY,COUNTY,COUNTY,94952,"94952(38.236012, -122.730241)",1,11138
BEEKER,DOG,GREAT PYRENEES,WHITE,Male,X-LRG,10/10/2012,K17-025652,DS64,A362456,10/10/2017,10/16/2017,6,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,HEALTHY,COUNTY,COUNTY,95404,"95404(38.458384, -122.675588)",1,26080
HARLEY,DOG,CHIHUAHUA SH/MIX,BROWN/WHITE,Neutered,SMALL,12/27/2010,K17-025659,DS87,A270894,10/10/2017,10/11/2017,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,HEALTHY,SANTA ROSA,*CLOVERDALE,95425,"95425(38.790859, -123.010876)",1,23501
DOTTY,DOG,PARSON RUSS TER,WHITE,Spayed,MED,02/08/2004,K17-025650,DS87,A349327,10/10/2017,10/10/2017,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WALKIN,UNKNOWN,HEALTHY,COUNTY,*WINDSOR,95492,"95492(38.541541, -122.809202)",1,31428
,DOG,POODLE TOY/MIX,BLACK/GRAY,Female,SMALL,,K17-025624,VET,A362434,10/10/2017,10/11/2017,1,STRAY,FIELD,TRANSFER,SF SPCA,UNKNOWN,TREATABLE/REHAB,SANTA ROSA,OUT OF COUNTY,94103,"94103(37.772469, -122.411853)",1,28853
SCOOBY,DOG,CHIHUAHUA SH,TAN,Neutered,TOY,11/13/2003,K17-025641,DS59,A362447,10/10/2017,11/28/2017,49,STRAY,OVER THE COUNTER,TRANSFER,MUTTVILLE,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94103,"94103(37.772469, -122.411853)",1,28853
