"year","case_individual_id","case_vehicle_id","victim_status","role_type","seating_position","ejection","license_state_code","gender","transported_by","safety_equipment","injury_descriptor","injury_location","injury_severity","age"
"2020","630000","17395743",,"Registrant","Not Entered",,,"U",,,,,"Uninjured",
"2020","630001","17396454",,"Registrant","Not Entered",,,"U",,,,,"Uninjured",
"2020","630002","17396895",,"Driver -- Missing Information","Driver",,,"U",,,,,"Uninjured",
"2020","630003","17396906",,"Registrant","Not Entered",,,"U",,,,,"Uninjured",
"2020","630004","17396907",,"Registrant","Not Entered",,,"U",,,,,"Uninjured",
"2020","630005","17396966",,"Driver -- Missing Information","Driver",,,"U",,,,,"Uninjured",
"2020","630006","17396969",,"Driver -- Missing Information","Driver",,,"U",,,,,"Uninjured",
"2020","630007","17397003",,"Driver -- Missing Information","Driver",,,"U",,,,,"Uninjured",
"2020","630008","17397023",,"Driver -- Missing Information","Driver",,,"U",,,,,"Uninjured",
"2020","630009","17397025",,"Driver -- Missing Information","Driver",,,"U",,,,,"Uninjured",
"2020","630010","17397027",,"Driver -- Missing Information","Driver",,,"U",,,,,"Uninjured",
"2020","630011","17397043",,"Driver -- Missing Information","Driver",,,"U",,,,,"Uninjured",
"2020","630012","17397052",,"Driver -- Missing Information","Driver",,,"U",,,,,"Uninjured",
"2020","630013","17398269",,"Driver -- Missing Information","Driver",,,"U",,,,,"Uninjured",
"2020","630014","17400439",,"Driver -- Missing Information","Driver",,,"U",,,,,"Uninjured",
"2020","630015","17400538",,"Driver -- Missing Information","Driver",,,"U",,,,,"Uninjured",
"2020","630016","17400879",,"Driver -- Missing Information","Driver",,,"U",,,,,"Uninjured",
"2020","630017","17401445",,"Driver -- Missing Information","Driver",,,"U",,,,,"Uninjured",
"2020","630019","17402396",,"Driver -- Missing Information","Driver",,,"U",,,,,"Uninjured",
"2020","630020","17402815",,"Driver -- Missing Information","Driver",,,"U",,,,,"Uninjured",
"2020","630021","17402821",,"Driver -- Missing Information","Driver",,,"U",,,,,"Uninjured",
"2020","630022","17402864",,"Driver -- Missing Information","Driver",,,"U",,,,,"Uninjured",
