County,Market Name,Market Location,Address Line 1,City,State,Zip,Contact,Phone,Market Link,Operation Hours,Operation Season,Operating Months,FMNP,SNAP,FCC Issued,FCC Accepted,Latitude,Longitude,Georeference_1
Clinton,Rouses Point Farmers' Market,Dodge Memorial Library 144 Lake St,144 Lake Street,Rouses Point,NY,12979,Jim Rabideau,5182983878,,Fri 3pm-7pm,June 24-September 30,M,Y,N,N,Y,44.99038,-73.36434,POINT (-73.36434 44.99038)
Franklin,Bickford Acres Farm Stand,10 Maple Drive Ft. Covington,10 Maple Drive,Fort Covington,NY,12937,Kay-Lynn Bickford,5183197105,,Daily 10am-7pm,June 15-September 15,M,Y,N,N,Y,44.98738,-74.50265,POINT (-74.50265 44.98738)
Clinton,Champlain Farmers' Market,Paquette Park Gazebo Main St (Rte 9),Main Street,Champlain,NY,12919,Janet McFetridge,5182984152,http://www.vchamplain.com,Sat 9am-12pm,July 1-Sept 30,M,Y,Y,N,Y,44.98721,-73.44961,POINT (-73.44961 44.98721)
Franklin,Akwesasne Farmers' Market,580 State Route 37,30 Margaret Terrance Memorial Way,Akwesasne,NY,13655,John Bonaparte,5186516283,,Wed/Sat 11am-2pm,June 18-November 5,M,Y,N,N,Y,44.9867,-74.6755,POINT (-74.6755 44.9867)
Franklin,JCEO MM-Akwesasne Generations Park,30 Margaret Margaret Terrace Memorial Way Generations Park Akwesasne (Hogansburg),Margaret Terrace Memorial Way,Hogansburg,NY,12195,Robert King,5183194028,http://www.jceo.org,Wed 12:10pm-2pm,June 1-September 30,M,Y,Y,N,Y,44.98041,-74.66642,POINT (-74.66642 44.98041)
Clinton,JCEO MM-Akwasasne Housing Authority,29 Business Park Rd Hoagansburg,29 business Park Rd,Hoagansburg,NY,12195,Robert King,5183194028,http://www.jceo.org,Wed 10am-12pm,June 1-September 30,M,Y,Y,N,Y,44.97626,-74.67137,POINT (-74.67137 44.97626)
Clinton,JCEO MM-Churubusco Senior Center,23 Smith St. Churubusco,23 Smith St.,Churubusco,NY,12934,Robert King,5183194028,http://www.jceo.org,Mon 10am-11:45am,June 1-September 30,M,Y,Y,N,Y,44.95591,-73.92805,POINT (-73.92805 44.95591)
St. Lawrence,Massena Farmers and Artisans Co-op-Sunday,Tractor Supply 105 Harte Haven Plaza,105 Harte Haven Plaza,Massena,NY,13662,Wendy Chapman,3157057935,,Sun 10am-2pm,July 10-October 23,M,Y,Y,N,Y,44.92199,-74.88432,POINT (-74.88432 44.92199)
Clinton,JCEO MM-Ellenburg Center Senior Ctr,5538 Old State Rd Ellenburg Center,5538 Old State Rd,Ellenburg Center,NY,12934,Robert King,5183194028,http://www.jceo.org,Mon 12:10pm-2pm,June 1-September 30,M,Y,Y,N,Y,44.89508,-73.87197,POINT (-73.87197 44.89508)
Franklin,JCEO MM-Alice Center,45 6th St Malone,45 6th St,Malone,NY,12953,Robert King,5183194028,http://www.jceo.org,Thu 10am-11:30am,June 1-September 30,M,Y,Y,N,Y,44.86017,-74.29201,POINT (-74.29201 44.86017)
Franklin,JCEO MM-Elm St. Housing,215 Elm St Malone,215 Elm St,Malone,NY,12953,Robert King,5183194028,http://www.jceo.org,Tue 11:15am-11:45pm,June 1-September 30,M,Y,Y,N,Y,44.85535,-74.28165,POINT (-74.28165 44.85535)
Franklin,JCEO MM-Franklin Co Courthouse,355 W Main St.  Malone,355 W Main St.,Malone,NY,12953,Robert King,5183194028,http://www.jceo.org,Tue 12pm-2pm,June 1-September 30,M,Y,Y,N,Y,44.84882,-74.29518,POINT (-74.29518 44.84882)
Franklin,JCEO MM-Riverside Haven Apartments,"77 Catherine St. Malone, Catherine St. Housing",50 Catherine St.,Malone,NY,12953,Robert King,5183194028,http://www.jceo.org,Tue 10am-11am,June 3-September 30,M,Y,Y,N,Y,44.84783,-74.29156,POINT (-74.29156 44.84783)
Franklin,Malone Farmers' Market,"27 Airport Rd (Rte 11) , Pavilion at Marcy Airfield",27 Airport Road,Malone,NY,12953,Vicky Rayl,5186517680,http://www.adirondackfarmersmarket.com,Wed 12pm-4:30pm,May 25-October 5,P/M,Y,N,N,Y,44.84733,-74.32773,POINT (-74.32773 44.84733)
Franklin,JCEO MM-Citizen Advocates,125 Finney Blvd Malone,125 Finney Blvd,Malone,NY,12953,Robert King,5183194028,http://www.jceo.org,Fri 10am-11:30am,June 1-September 30,M,Y,Y,N,Y,44.84193,-74.30111,POINT (-74.30111 44.84193)
Franklin,JCEO MM-Malone DSS,184 Finney Blvd Malone,184 Finney Blvd,Malone,NY,12953,Robert King,5183194028,http://www.jceo.org,Fri 11:45am-2pm,June 4-October 1,M,Y,Y,N,Y,44.83873,-74.30102,POINT (-74.30102 44.83873)
Franklin,JCEO MM-Trails at Malone,156 Falling Leaf Dr. Malone,166 Falling Leave Dr.,Malone,NY,12953,Robert King,5183194028,http://www.jceo.org,Wed 10am-12pm,June 1-September 30,M,Y,Y,N,Y,44.83505,-74.2986,POINT (-74.2986 44.83505)
St. Lawrence,Whitten Family Farm Stand,1101 Cty Route 49 Winthrop,1101 County Road 49,Winthrop,NY,13697,Cherie Whitten,5183595112,http://www.whittenfamilyfarm.com,Mon-Wed 10am-7pm,June 20-October 26,M,Y,Y,N,Y,44.75203,-74.752,POINT (-74.752 44.75203)
Clinton,Shield's Vegetables Farm Stand,6303 State Route 22 Plattsburgh,6303 State Route 22,Plattsburgh,NY,12901,Sam Dyer,5185610473,,Daily 10am-6pm,July 15-October 31,M,Y,Y,N,Y,44.73789,-73.47064,POINT (-73.47064 44.73789)
Clinton,Plattsburgh Farmers' and Craft Sat Market,Green Street,Broad St and Durkee St,Plattsburgh,NY,12901,Julie Baughn,5188027164,,Sat 9am-3pm,May 7-October 8,P/M,Y,N,N,Y,44.69538,-73.45226,POINT (-73.45226 44.69538)
Clinton,Prays Family Farm Stand-Plattsburgh,605 State Route 3 Plattsburgh,605 State Route 3,Plattsburgh,NY,12944,Maureen Pray,5185695307,,Daily  8:30am-6pm,Year-round,YR,N,N,N,Y,44.6948,-73.5069,POINT (-73.5069 44.6948)
Franklin,JCEO MM-Owls Head,Old Catholic Church 	197 Rte 27 Owls Head,197 ounty Route27,Owls Head,NY,12969,Robert King,5183194028,http://www.jceo.org,Wed  12:30pm-2:00pm,June 1-September 30,M,Y,Y,N,Y,44.69206,-74.11341,POINT (-74.11341 44.69206)
Franklin,JCEO MM-Waverly Municipal Lot,"6 North Main St St Regis Falls, Municipal Complex",6 North Main St,St. Regis Falls,NY,12980,Robert King,5183194028,http://www.jceo.org,"Tue 10am-11:30am, Thu 10am-11:15am",June 1-September 30,M,Y,Y,N,Y,44.67283,-74.54355,POINT (-74.54355 44.67283)
St. Lawrence,Martin's Farm Stand,11 Needham Rd. Potsdam,11 Needham Rd.,Potsdam,NY,13676,Daniel Martin,3152651246,http://www.martinsfarmstand.com,Mon-Sat 10am-6pm,Year-Round,YR,Y,Y,N,Y,44.67107,-74.90401,POINT (-74.90401 44.67107)
St. Lawrence,Potsdam Farmers' Market,Main St near Ives Park adjacent to Clarkson Inn,Main St and Union St,Potsdam,NY,13676,Carlene G Doane,3152618054,,Sat 9am-2pm,May 14-October 29,P/M,Y,Y,N,Y,44.66865,-74.98493,POINT (-74.98493 44.66865)
St. Lawrence,Canton Tuesday Farmers' Market,Village Green Park 17 Park st at Main St.,Main St and Park St,Canton,NY,13617,Carlene Doane,3156058133,,Tue 9am-2pm,May 27-October 28,P/M,Y,Y,N,Y,44.59564,-75.16921,POINT (-75.16921 44.59564)
St. Lawrence,Canton Friday Farmers' Market,Village Green Park 17 Park St at Main St.,Village Green Park  Main St.,Canton,NY,13617,Carlene Doane,3156058133,https://www.facebook.com/CantonNYFarmersMarket/,Fri 9am-2pm,May 27-October 28,P/M,Y,Y,N,Y,44.59564,-75.16728,POINT (-75.16728 44.59564)
Clinton,Rulfs Orchard Farm Stand,531 Bear Swamp Rd Peru,531 Bear Swamp Road,Peru,NY,12972,Shannon Wilkins,5186438636,http://www.rulfsorchard.com,Daily 6am-6pm,Year-round,YR,Y,N,N,Y,44.5786,-73.49804,POINT (-73.49804 44.5786)
Clinton,Northern Orchard Farm Stand,470 Union Rd Peru,470 Union Road,Peru,NY,12972,Jenna Mulbury,5186439718,http://www.northernorchard.com,Daily 10am-5pm,May 1-December 23,P/M/X,Y,Y,N,Y,44.5569,-73.53324,POINT (-73.53324 44.5569)
St. Lawrence,Hammond Farmers' and Artisans Market,"Hammond Museum , 14 North Main St. Route 37",14 North Main Street,Hammond,NY,13646,Lori Thistle,3153245032,,Wed 3pm-6pm,June 15-September 14,M,Y,Y,N,Y,44.45118,-75.69312,POINT (-75.69312 44.45118)
Essex,Wilmington Farmers Market,5733 NYS Rt 86,5753 NYS Rt 86,Wilmington,NY,12997,Michelle Preston,5189462255,http://www.whitefaceregion.com,Wed 9am-1pm,June 1-September 14,M,Y,N,N,Y,44.38895,-73.81642,POINT (-73.81642 44.38895)
Essex,Willsboro Farmers' Market,Route 22 South of Champlain National Bank,3900 NY Rt 22,Willsboro,NY,12996,Vicky Rayl,5186517680,,Thu 9am-1pm,June 16-September 8,M,Y,N,N,Y,44.36971,-73.395629,POINT (-73.395629 44.36971)
St. Lawrence,Gouverneur Farmers' Market,East Main Street Park,East Main Street and Village Park,Gouverneur,NY,13642,Carlene G Doane,3152618054,http://www.gouverneurchamber.net,Thu 9am-2pm,June 2-October 27,M,Y,Y,N,Y,44.33871,-75.45766,POINT (-75.45766 44.33871)
Franklin,Saranac Lake Village Farmers' Market,"Riverside Park , Corner of Main St & Route 3",Corner of Main St. & Route 3,Saranac Lake,NY,12983,Dan Rivera,5182172495,http://www.ausablevalleygrangefarmersmarkets.com,Sat 9am-1pm,May 28-October 8,M,Y,Y,N,Y,44.32503,-74.13178,POINT (-74.13178 44.32503)
Jefferson,Cross Island Farms Farm Stand,"44301 Cross Island Rd, Wellesley Island",44301 Cross Island Road,Wellesley Island,NY,13640,Dani Baker,3154823663,http://www.crossislandfarms.com,Daily 7am-8pm,Year-round,YR,Y,N,N,Y,44.30891,-76.00675,POINT (-76.00675 44.30891)
Jefferson,Clayton Chamber of Commerce Farmers' Market,Village Park Circle 425 Mary St,425 Mary Street,Clayton,NY,13624,Tricia Bannister,3156863771,http://www.1000islands-clayton.com,Thu 10am-4pm,June 2-October 13,M,Y,N,N,Y,44.23992,-76.08508,POINT (-76.08508 44.23992)
Franklin,Whitten Family Farm Stand-The Hub,320 Park St Tupper Lake,320 Park Street,Tupper Lake,NY,12986,Cherie Whitten,5183595112,http://www.whittenfamilyfarm.com,Thu/Sat 9am-7pm,June 16-October 29,M,Y,N,N,Y,44.22528,-74.44821,POINT (-74.44821 44.22528)
Franklin,Tupper Lake Farmers' Market,320 Park St Tupper Lake,320 Park St.,Tupper Lake,NY,12986,Cherie Whitten,5183595112,,Fri 2pm-6pm,June 24-October 29,M,Y,Y,N,Y,44.22528,-74.44821,POINT (-74.44821 44.22528)
Essex,Keene Farmers' Market,Rt. 73 Marcy Airfield 1 mi. South of Rt. 9N jct.,2253 State Route 73,Keene Valley,NY,12943,Vicky Rayl,5186517680,http://www.adirondackfarmersmarket.com,Sun 9:30am-2pm,May 29-October 9,M,Y,N,N,Y,44.22067,-73.78561,POINT (-73.78561 44.22067)
Franklin,Tupper Lake Farmers' Market,320 Park St. Tupper Lake,320 Park St.,Tupper Lake,NY,12986,Cherie Whitten,5183595112,https://www.facebook.com/TLFarmMarket/,Friday 2-6pm,June 24-October 29,M,N,N,N,Y,44.21956,-74.43693,POINT (-74.43693 44.21956)
Essex,Elizabethtown Farmers' Market,"7590 Court St., Behind Adirondack Center Museum",7590 Court St,Elizabethtown,NY,12932,Vicky Rayl,5186517680,http://www.adirondackfarmersmarket.com,Fri 9am-1pm,June 7-October 11,M,Y,N,N,Y,44.21552,-73.59168,POINT (-73.59168 44.21552)
Lewis,Harrisville Farmers' Market,"Scenic View lot , State Street",State Street and Main Street,Harrisville,NY,13648,Laura La Platney,3157771689,,Sat 9am-4pm,May 28-October 29,P/M,Y,N,N,Y,44.14849,-75.31571,POINT (-75.31571 44.14849)
Essex,Mountain Weavers' Farm Store,4322 Main St Port Henry,4322 Main Street,Port Henry,NY,12974,Andrea Connor,5185463386,http://www.mountainweaversfarmstore.com,Tue-Sat 10am-5pm,Year-round,YR,Y,Y,N,Y,44.04849,-73.45958,POINT (-73.45958 44.04849)
Jefferson,Carthage Farmers' Market,"Farmers Market Pavilion , 150 Riverside Dr. (behind Carthage Rescue Squad)",150 Riverside Drive,Carthage,NY,13619,Rebecca Wallen,3154933590,http://www.carthageny.com,Fri 1pm-6pm,May 27-October 14,P/M,Y,N,N,Y,43.97714,-75.61247,POINT (-75.61247 43.97714)
Jefferson,Watertown Saturday Farmers' Market,"Pavilion at J.B. Wise , 175 Black River Pkway",175 Black River Parkway,Watertown,NY,13601,Mike Nuckols,3157888450,,Sat 9am-2pm,June 4-October 29,M,Y,N,N,Y,43.97651,-75.90988,POINT (-75.90988 43.97651)
Jefferson,Watertown Farm & Craft Market,"317 Washington Street , State Office Building Plaza",317 Washington Street,Watertown,NY,13601,Kayla Perry,3157884400,http://www.watertownny.com,Wed 7am-3pm,May 25-October 5,P/M,Y,Y,N,Y,43.97173,-75.91116,POINT (-75.91116 43.97173)
Jefferson,Farm Fresh Produce Farm Stand,1753 State Street Watertown,1753 State Street,Watertown,NY,13601,Henry M. Stoltzfus,6078694847,,Tue/Fri 8am-4pm,June 17-October 14,M,Y,N,N,Y,43.96701,-75.88011,POINT (-75.88011 43.96701)
Jefferson,Bushgardens Farm Stand,10371 NYS Route 26 Carthage,10371 NYS Route 26,Carthage,NY,13619,Chris Bush,3157836745,,"Daily 7am-7pm, Wed 3pm-7pm",May 15-November 30,P/M,Y,N,N,Y,43.91954,-75.58686,POINT (-75.58686 43.91954)
Jefferson,Windswept Meadows Farm Stand,17025 Cty Rt 68 Watertown,17025 County Road 68,Watertown,NY,13601,Delta Keeney,3157881933,http://www.keeneyswindsweptmeadowsfarm.com,Daily 8am-8pm,June 27-October 29,M,Y,Y,N,Y,43.91784,-75.87206,POINT (-75.87206 43.91784)
Jefferson,Tickle the Earth Farm Stand,13501 County Route 155  Adams Center,13501 County Route 155,Adams Center,NY,13601,Almeda Grandjean,3155835660,,Daily 8am-9pm,Apr 23-October 31,P/M,Y,Y,N,Y,43.88524,-75.94957,POINT (-75.94957 43.88524)
Essex,Drinkwine Produce Farm Stand,Routes 9N & 22 St Rd Ticonderoga,Route 9N and 22 Street Road,Ticonderoga,NY,12883,Henry Drinkwine,5185856346,,"Mon-Sat 10am-6pm, Sun 11am-6pm",May 15-October 31,P/M,Y,N,N,Y,43.88032,-73.44955,POINT (-73.44955 43.88032)
Essex,Ticonderoga Area Farmers' Market,1114 Wicker St near Walmart entrance,1114 Wicker Street,Ticonderoga,NY,12883,Mathew Courtright,5185856619,http://www.ticonderogany.com,Sat 10am-1pm,July 9-September 24,M,Y,N,N,Y,43.85688,-73.43642,POINT (-73.43642 43.85688)
Lewis,Lewis Co. General Hospital Farmers' Market,"7785 N. State St.  Lowville, Children's Clinic  parking lot",7785 North State St,Lowville,NY,13367,Darcy Zehr,3153765225,http://www.lcgh.net,Thu 11am-3pm,June 9-October 6,M,Y,N,N,Y,43.79599,-75.49832,POINT (-75.49832 43.79599)
Lewis,Lowville Farmers' Market,Lewis Co Fairgrounds 5485 Bostwick St,5485 Bostwick Street,Lowville,NY,13367,Rhonda Farney,3153466759,,"Sat 8am-2pm, Oct 10am-2pm",June 4-October 15,M,Y,N,N,Y,43.79484,-75.48769,POINT (-75.48769 43.79484)
Lewis,Colwell's Farm Market and Garden Center,6007 State Route 12 Glenfield,6007 State Route 12,Glenfield,NY,13343,Michael Colwell,3153767402,http://www.colwellsfarmmarket.com,"Mon-Sat  8am-7pm, Sun 9am-6pm",April 1-November 17,P/M,Y,Y,N,Y,43.71844,-75.41148,POINT (-75.41148 43.71844)
Herkimer,Old Forge Farmers' Market,201 North St (George Hiltebrant Rec Center Parking Lot),Crosby Blvd and Park Ave,Old Forge,NY,13420,Robin Hill,3153693353,http://www.cap-21.org,Fri 1pm-5pm,June 17-October 7,M,Y,N,N,Y,43.70893,-74.97286,POINT (-74.97286 43.70893)
Lewis,Lyons Falls Farmers' Market,Riverside Park  6904 Laura St.,6904 Laura St,Lyons Falls,NY,13368,Catherine Liendecker,3153488744,http://www.lewisfirst.com/lyonsfallsalive,Tue 11am-4pm,June 14-October 4,M,Y,Y,Y,Y,43.61458,-75.3562,POINT (-75.3562 43.61458)
Lewis,Roads End Orchards Farm Stand,5044 Crofoot Hill Rd Constableville,5044 Crofoot Hill Road,Constableville,NY,13325,Matthew Swiernik,3157833695,http://www.roadsendorchards.com,Sat/Sun 1pm-4pm,Year-round,YR,Y,N,N,Y,43.59227,-75.48159,POINT (-75.48159 43.59227)
Oswego,Pulaski Farmers' Market,4845 N Jefferson St,4845 North Jefferson St.,Pulaski,NY,13142,Shawn Doyle,3156026388,http://www.pulaskifarmersmarket.com,Frid 2pm-8pm,June 17-September 30,M,N,N,N,Y,43.56685,-76.12761,POINT (-76.12761 43.56685)
Washington,Whitehall Rt. 22 Farmers' Market,Canal Park Pavillion Skenesborough Dr,Skenesborugh Drive Canal Park,Whitehall,NY,12887,Cyd Groff,5186421653,,Tue 1pm-4pm,June 7-October 18,M,Y,Y,N,Y,43.55205,-73.40302,POINT (-73.40302 43.55205)
Oswego,Grindstone Farm Stand,780 County Route 28,780 County Route 28,Pulaski,NY,13142,Ella Gibbs,3152984139,http://grindstonefarm.com,Fri 11am-5pm,Year-round,YR,Y,Y,N,Y,43.50657,-76.10799,POINT (-76.10799 43.50657)
Hamilton,Speculator Farmers & Crafters Farmers' Market,Speculator Village Pavilion Route 30,State Route 30 and Elliot Ln,Speculator,NY,12164,Donna Benkovich,5185484521,http://www.speculatorchamber.com,Thu 2pm-5pm,June 23-September 15,M,Y,N,N,Y,43.49679,-74.36073,POINT (-74.36073 43.49679)
