"event_type","organization_name","facility_name","direction","city","county","state","create_time","close_time","event_description","responding_organization_id","latitude","longitude"
"incident","Amtrak","Northeast Direct Service","Both directions","into/out of Manhattan","New York","NY","2020-04-09T22:43:13.000",,"Due to Operational activity, both directions Northeast Direct Service into/out of New York Penn Station (Manhattan) Operating on a reduced schedule. Check with each state for specific guidance. The CDC has urged residents of New York, New Jersey and Connecticut to refrain from non-essential travel. (https://www.cdc.gov/coronavirus/2019-ncov/travelers/travel-in-the-us.html). Amtrak service continues to operate on the Northeast Corridor to provide vital transportation for employees of essential services.","Amtrak","40.749717","-73.991653"
"incident","Amtrak","Empire Service","Both directions","north of Rensselaer","Rensselaer","NY","2020-03-21T19:54:10.000","2020-03-24T12:07:12.000","Due to Operational activity, both directions Empire Service service suspended north of Albany-Rennselaer Station (Rensselaer) until further notice","Amtrak","42.64218","-73.743673"
"incident","Amtrak","Northeast Direct Service","Both directions","into/out of Manhattan","New York","NY","2020-03-21T19:51:21.000","2020-04-07T22:40:17.000","Due to Operational activity, both directions Northeast Direct Service into/out of New York Penn Station (Manhattan) Operating on a reduced schedule. Check with each state for specific guidance. The CDC has urged residents of New York, New Jersey and Connecticut to refrain from non-essential travel for 14 days (https://www.cdc.gov/coronavirus/2019-ncov/travelers/travel-in-the-us.html). Amtrak service continues to operate on the Northeast Corridor to provide vital transportation for employees of essential services.","Amtrak","40.749717","-73.991653"
"incident","Amtrak","Northeast Direct Service","Both directions","through Manhattan","New York","NY","2020-03-19T00:23:11.000","2020-03-21T00:24:12.000","Due to Operational activity, both directions Northeast Direct Service through New York Penn Station (Manhattan) Amtrak is operating approximately 40% weekday Northeast Corridor schedules. The Northeast Regional and Acela service will still operate between Boston, New York, and Washington and Northeast Corridor services that extend into Virginia, Pennsylvania, Connecticut, New York, Vermont, and other states will continue to operate but with some reductions in frequencies for certain markets","Amtrak","40.749717","-73.991653"
"incident","Amtrak","Amtrak Springfield Shuttle",,,"New Haven","CT","2020-03-19T00:22:10.000","2020-03-21T00:24:12.000","Due to Operational activity Amtrak Springfield Shuttle between New Haven (New Haven) and Springfield, MA Effective Monday, March 16, 2020, due to ridership levels and the COVID-19 response Amtrak Service will run on a Saturday schedule:","Amtrak","41.298403","-72.925148"
"incident","Amtrak","Keystone Service","Both directions",,"New York","NJ","2020-03-16T08:13:12.000","2020-03-18T23:59:16.000","Due to Operational activity, both directions Keystone Service through New York Penn Station (Manhattan) In coordination with the Pennsylvania Department of Transportation, starting Monday, March 16 through Sunday, March 18, Keystone Service will be operating on its Saturday schedule on a daily basis, between Harrisburg and Philadelphia only, with no service to the Ardmore, Paoli, Downingtown, Parkesburg, Coatesville and Exton Stations.","Amtrak","40.756525","-73.987882"
"incident","Amtrak","Amtrak Hartford Line and Valley Flyer","Both directions",,"New Haven","NJ","2020-03-15T18:39:11.000","2020-03-21T00:25:16.000","Due to Operational activity, both directions Amtrak Hartford Line and Valley Flyer from New Haven - Union Station (New Haven) to Hartford - Union Station (Hartford) Amtrak Hartford Line and Valley Flyer Service will be operating on its Saturday schedule on a daily basis.","Amtrak","41.296985","-72.932998"
"incident","Amtrak","Empire Service","Both directions","into/out of Manhattan","New York","NY","2020-03-15T18:28:09.000","2020-03-21T00:25:16.000","Due to Operational activity, both directions Empire Service into/out of New York Penn Station (Manhattan) . Empire Service between New York City and Albany continues as scheduled. Maple Leaf no service west of Niagra Falls and Adirondack line no service north of Albany","Amtrak","40.749717","-73.991653"
"incident","Amtrak","Amtrak Springfield Shuttle",,,"New Haven","CT","2020-03-13T20:07:15.000","2020-03-19T00:20:11.000","Due to Operational activity Amtrak Springfield Shuttle between New Haven (New Haven) and Springfield, MA Effective Monday, March 16, 2020, due to ridership levels and the COVID-19 response Amtrak Service will run on a Saturday schedule:","Amtrak","41.298403","-72.925148"
"incident","Amtrak","Northeast Direct Service","Both directions","through Manhattan","New York","NY","2020-03-13T20:00:12.000","2020-03-19T00:19:13.000","Due to Operational activity, both directions Northeast Direct Service through New York Penn Station (Manhattan) Effective Monday, March 16, 2020, operating approximately 40% of our typical weekday Northeast Corridor schedules. Our Northeast Regional and Acela service will still operate between Boston, New York, and Washington and Northeast Corridor services that extend into Virginia, Pennsylvania, Connecticut, New York, Vermont, and other states will continue to operate but with some reductions in frequencies for certain markets","Amtrak","40.749717","-73.991653"
"incident","Amtrak","Northeast Direct Service","Both directions","Manhattan","New York","NY","2020-03-13T19:24:14.000","2020-03-13T22:34:15.000","Due to Power problem, both directions Northeast Direct Service New York Penn Station (Manhattan) to Newark Penn Station (Newark) customers should expect extensive delays","Amtrak","40.749717","-73.991653"
"incident","Amtrak","Northeast Direct Service","Both directions","between Newark","Essex","NJ","2020-02-28T18:32:18.000","2020-02-28T20:28:12.000","Due to Earlier signal problems, both directions Northeast Direct Service between Newark Penn Station (Newark) and New York Penn Station (Manhattan) customers should expect delays traveling west of Secaucus","Amtrak","40.734088","-74.165588"
"incident","Amtrak","Northeast Direct Service","Both directions","in the vicinity of Woodbridge Twp","Middlesex","NJ","2020-02-25T19:17:13.000","2020-02-26T02:42:15.000","Due to Earlier Incident, both directions Northeast Direct Service in the vicinity of Metropark Station (Woodbridge Twp) trains delayed through the area","Amtrak","40.56641","-74.332489"
"incident","Amtrak","Empire Service","Both directions","between Manhattan","New York","NY","2020-02-14T07:57:09.000","2020-02-14T13:07:11.000","Due to Disabled work train, both directions Empire Service service suspended between New York Penn Station (Manhattan) and Yonkers Station (Yonkers) Passengers will use Metro North service between Grand Central Terminal and Yonkers to begin and end their trips.","Amtrak","40.749717","-73.991653"
"incident","Amtrak","Empire Service","Southbound","Rensselaer","Rensselaer","NY","2020-02-14T07:52:09.000","2020-02-14T09:26:11.000","Due to Disabled work train, southbound Empire Service Albany-Rennselaer Station (Rensselaer) to New York Penn Station (Manhattan) Train #234, the 7AM from Albany, due NY Penn Station at 9:20 AM has been canceled. Passengers will be accommodated by Train #236, the 8:25 AM from Albany.","Amtrak","42.64218","-73.743673"
"incident","Amtrak","Northeast Direct Service","Both directions","in Baltimore","Baltimore County","MD","2020-02-06T17:02:09.000","2020-02-06T18:58:07.000","Due to Police activity, both directions Northeast Direct Service in Baltimore Penn Station (Baltimore) customers should expect delays.","Amtrak","39.310856","-76.620564"
"incident","Amtrak","Northeast Direct Service","Both directions","into/out of Manhattan","New York","NY","2020-02-03T21:53:25.000","2020-02-04T08:03:59.000","Due to Operational activity, both directions Northeast Direct Service into/out of New York Penn Station (Manhattan) The power issues have been corrected. Expect residual train delays.","Amtrak","40.749717","-73.991653"
"incident","Amtrak","Northeast Direct Service","Both directions","between Manhattan","New York","NY","2020-01-29T14:27:14.000","2020-01-29T18:28:12.000","Due to Track work( Track repairs), both directions Northeast Direct Service between New York Penn Station (Manhattan) and Newark Penn Station (Newark) Amtrak and NJT customers should expect delays for at least the start of the PM rush.","Amtrak","40.749717","-73.991653"
"incident","Amtrak","Northeast Direct Service","Both directions","Newark","Essex","NJ","2020-01-02T20:46:18.000","2020-01-02T21:26:16.000","Due to Police activity at New Haven Station, CT, both directions Northeast Direct Service Newark Penn Station (Newark) to South Station (Boston) customers should expect delays","Amtrak","40.734088","-74.165588"
"incident","Amtrak","Northeast Direct Service","Both directions","between Manhattan","New York","NY","2019-09-26T17:32:22.000","2019-09-26T17:39:22.000","Due to Earlier fire department activity, both directions Northeast Direct Service between New York Penn Station (Manhattan) and New Haven Station (New Haven) tains are delayed","Amtrak","40.749717","-73.991653"
"incident","Amtrak","Northeast Direct Service","Both directions","through Manhattan","New York","NY","2019-09-17T12:31:26.000","2019-09-17T12:45:27.000","Due to Track condition, both directions Northeast Direct Service through New York Penn Station (Manhattan) is operating on or close to schedule with residual delays to trains already enroute following an earlier Amtrak track condition in one of the Hudson River Tunnels.","Amtrak","40.749717","-73.991653"
"construction","Amtrak","Infrastructure Renewal Program","Both directions","at Manhattan","New York","NY","2019-09-03T00:00:24.000","2019-09-03T00:17:16.000","Infrastructure Renewal Program at NYP continues as crews work on JO Interlocking which includes the renewal of critical infrastructure such as switches and turnouts. Amtrak schedule adjustments include: Northeast Regional #110, from WAS. to NYP & #127 from NYP to WAS will be cancelled, NB Keystone #640 terminates at NWK, SB Keystone #643 originates at NWK, SB Keystone #653 departs NYP early, Cardinal #51 departs NYP early weekdays only, Maple Leaf #63 & Adirondack #69 combined on the regular time slot for #63 & will split at ALB. EFFECTIVE JUNE 28TH THRU SEPT 2ND.","Amtrak","40.750316","-73.993092"
"incident","Amtrak","Amtrak Crescent","Both directions","between Manhattan","New York","NY","2019-07-11T07:11:22.000","2019-07-15T00:14:20.000","Due to Weather related, both directions Amtrak Crescent between New York Penn Station (Manhattan) and New Orleans Trains 19 & 20, the Amtrak Crescent, ordinarily operates daily between New Orleans and New York City. Through Sunday, July 14, these trains will terminate and originate in Atlanta. For additional information call 1-800-USA-RAIL","Amtrak","40.751739","-73.99577"
"incident","Amtrak","Northeast Direct Service","Westbound","north of Trenton","Mercer","NJ","2019-07-01T15:22:21.000","2019-07-01T23:23:17.000","Due to Fire department activity, westbound Northeast Direct Service north of Trenton Station (Trenton) The three Tracks that were in service prior to the incident in Hamilton, NJ, are back in service with no restrictions. Normal train operations have resumed. Expect extensive delays to continue.","Amtrak","40.219184","-74.755045"
"incident","Amtrak","Empire Service",,"through Hudson","Columbia","NY","2019-03-26T11:31:28.000","2019-03-26T14:46:08.000","Due to Police activity Empire Service through Hudson Station (Hudson) expect delays in sevice between New York and Albany.","Amtrak","42.253786","-73.799039"
"incident","Amtrak","Northeast Direct Service","Both directions","into/out of Manhattan","New York","NY","2019-03-23T07:31:37.000","2019-03-24T02:45:47.000","Due to Earlier derailment, both directions Northeast Direct Service into/out of New York Penn Station (Manhattan) Normal service has resumed.","Amtrak","40.749717","-73.991653"
"incident","Amtrak","Northeast Direct Service","Both directions","between Newark","Essex","NJ","2019-02-12T08:15:59.000","2019-02-12T09:11:57.000","Due to Operational activity, both directions Northeast Direct Service single track operation between Newark Penn Station (Newark) and New York Penn Station (Manhattan) expect delays traveling between New York and New Jersey due to a disabled NJ Transit trains with no passengers outside of the North River Tunnels in New Jersey.","Amtrak","40.734088","-74.165588"
"incident","Amtrak","Northeast Direct Service","Both directions","into/out of Manhattan","New York","NY","2019-02-08T20:11:20.000","2019-02-08T20:31:19.000","Due to Earlier Incident, both directions Northeast Direct Service into/out of New York Penn Station (Manhattan) service in and out of Penn Station New York is operating on or close to schedule with residual delays","Amtrak","40.749717","-73.991653"
"incident","Amtrak","Northeast Direct Service","Both directions","between Newark","Essex","NJ","2019-02-06T18:53:20.000","2019-02-06T19:49:16.000","Due to Signal problems, both directions Northeast Direct Service between Newark Penn Station (Newark) and Portal Drawbridge (Secaucus) Normal train operations have resumed. Expect residual delays.","Amtrak","40.734088","-74.165588"
"incident","Amtrak","Northeast Direct Service","Both directions","into/out of Manhattan","New York","NY","2019-01-31T18:22:39.000","2019-01-31T20:23:36.000","Due to Power problem at New York Penn Station, both directions Northeast Direct Service into/out of New York Penn Station (Manhattan) here are two no passenger NJT trains an Amtrak Acela 2119 in Line 4 at this time, customer can expect delays.","Amtrak","40.749717","-73.991653"
"incident","Amtrak","Northeast Direct Service","Both directions","between Manhattan","New York","NY","2019-01-31T11:10:40.000","2019-01-31T16:10:40.000","Due to Signal problems, both directions Northeast Direct Service between New York Penn Station (Manhattan) and New Haven Station (New Haven) expect delays due to signal indication at the Pelham Bay Movable Bridge in the Bronx","Amtrak","40.749717","-73.991653"
"incident","Amtrak","Northeast Direct Service","Both directions","between Manhattan","New York","NY","2019-01-31T05:51:36.000","2019-01-31T07:07:38.000","Due to Signal problems and Track condition, both directions Northeast Direct Service between New York Penn Station (Manhattan) and Newark Penn Station (Newark) customers should expect delays due to signal issues in one of the North River Tunnels.","Amtrak","40.749717","-73.991653"
"incident","Amtrak","Pennsylvanian",,"between Manhattan","New York","NY","2019-01-18T22:59:15.000","2019-01-21T00:01:21.000","Due to Weather related Pennsylvanian between New York Penn Station (Manhattan) and Pittsburgh Union Station (Allegany) Trains 42 & 43 are canceled on Sunday, January, 20.","Amtrak","40.750612","-73.991751"
"incident","Amtrak","Keystone Service",,"between Manhattan","New York","NY","2019-01-18T05:56:14.000","2019-01-21T00:01:21.000","Due to Weather related Keystone Service between New York Penn Station (Manhattan) and Harrisburg, Pennsylvania Trains 662, 664, 672, 661, 667, 671 are canceled for Sunday January, 20.","Amtrak","40.753645","-74.001143"
"incident","Amtrak","Northeast Direct Service",,"between Manhattan","New York","NY","2019-01-18T05:51:12.000","2019-01-21T00:05:16.000","Due to Weather related Northeast Direct Service between New York Penn Station (Manhattan) and South Station (Boston) Sunday January 20, Trains 160,164, 88,161,135,167 will not operate between New York and Boston. Northeast Corridor service between New York and Washington, D.C., and points south will continue to operate as scheduled","Amtrak","40.749717","-73.991653"
"incident","Amtrak","Acela Express Service","Both directions","between Manhattan","New York","NY","2019-01-18T05:49:13.000","2019-01-21T00:05:16.000","Due to Weather related, both directions Acela Express Service between New York Penn Station (Manhattan) and South Station (Boston) Sunday, January 20, Trains 2250, 2254, 2249, 2251, 2253 will not operate only between New York and Boston Train 2290 is canceled entirely","Amtrak","40.749717","-73.991653"
"incident","Amtrak","Cardinal Chicago",,"between Manhattan","New York","NY","2019-01-18T05:46:15.000","2019-01-21T00:05:16.000","Due to Weather related Cardinal Chicago between New York Penn Station (Manhattan) and Chicago Union Station On Sunday, January 20, Train 51 between New York Penn Station and Indianapolis will not operate","Amtrak","40.752865","-73.999169"
"incident","Amtrak","Lake Shore Limited",,"between Manhattan","New York","NY","2019-01-18T05:42:14.000","2019-01-21T00:06:17.000","Due to Weather related Lake Shore Limited between New York Penn Stateion (Manhattan) and Chicago Union Station Lake Shore Limited trains 49, 449, 48, 448 have been canceled for Sunday January 20","Amtrak","40.752637","-73.998181"
"incident","Amtrak","Northeast Direct Service","Both directions","into/out of Manhattan","New York","NY","2019-01-16T18:03:15.000","2019-01-16T21:34:14.000","Due to Signal problems, both directions Northeast Direct Service into/out of New York Penn Station (Manhattan) customers should expect delays.","Amtrak","40.749717","-73.991653"
