"snapshot_year","region","county","supervision_level","gender","age","crime","race_ethnicity"
"2019","HUDSON VALLEY","ALBANY","LEVEL 4","FEMALE","20","LEGISLATIVE VFO","WHITE"
"2019","HUDSON VALLEY","ALBANY","LEVEL 3","FEMALE","22","LEGISLATIVE VFO","BLACK"
"2019","HUDSON VALLEY","ALBANY","LEVEL 3","FEMALE","23","MAJOR PROPERTY","HISPANIC"
"2019","HUDSON VALLEY","ALBANY","LEVEL 4","FEMALE","25","OTHER COERCIVE","BLACK"
"2019","HUDSON VALLEY","ALBANY","LEVEL 2","FEMALE","27","MAJOR PROPERTY","HISPANIC"
"2019","HUDSON VALLEY","ALBANY","LEVEL 2","FEMALE","27","DRUG OFFENSES","BLACK"
"2019","HUDSON VALLEY","ALBANY","LEVEL 4","FEMALE","28","MAJOR PROPERTY","BLACK"
"2019","HUDSON VALLEY","ALBANY","LEVEL 4","FEMALE","28","LEGISLATIVE VFO","BLACK"
"2019","HUDSON VALLEY","ALBANY","LEVEL 4","FEMALE","29","LEGISLATIVE VFO","WHITE"
"2019","HUDSON VALLEY","ALBANY","LEVEL 3","FEMALE","29","LEGISLATIVE VFO","BLACK"
"2019","HUDSON VALLEY","ALBANY","LEVEL 3","FEMALE","29","DRUG OFFENSES","WHITE"
"2019","HUDSON VALLEY","ALBANY","LEVEL 3","FEMALE","29","DRUG OFFENSES","WHITE"
"2019","HUDSON VALLEY","ALBANY","LEVEL 1","FEMALE","29","DRUG OFFENSES","HISPANIC"
"2019","HUDSON VALLEY","ALBANY","LEVEL 4","FEMALE","29","OTHER FELONY","WHITE"
"2019","HUDSON VALLEY","ALBANY","LEVEL 3","FEMALE","29","LEGISLATIVE VFO","BLACK"
"2019","HUDSON VALLEY","ALBANY","LEVEL 4","FEMALE","30","OTHER FELONY","WHITE"
"2019","HUDSON VALLEY","ALBANY","LEVEL 1","FEMALE","31","OTHER FELONY","BLACK"
"2019","HUDSON VALLEY","ALBANY","LEVEL 4","FEMALE","32","OTHER COERCIVE","WHITE"
"2019","HUDSON VALLEY","ALBANY","LEVEL 4","FEMALE","33","LEGISLATIVE VFO","WHITE"
"2019","HUDSON VALLEY","ALBANY","LEVEL 4","FEMALE","33","DRUG OFFENSES","BLACK"
"2019","HUDSON VALLEY","ALBANY","LEVEL 3","FEMALE","33","MAJOR PROPERTY","OTHER"
"2019","HUDSON VALLEY","ALBANY","LEVEL 2","FEMALE","33","OTHER COERCIVE","WHITE"
