"dataset_link","u_id","derived_view","parent_uid","domain","type","name","description","visits","creation_date","last_update_date_data","category","keywords","downloads","owner","data_provided_by","source_link","see_also","municipality_filter","contact_information","granularity","agency","coverage","county_filter","limitations","api_endpoint","county_column","localities","posting_frequency","notes","organization","municipality_column"
"https://data.ny.gov/d/7xwf-mkvr","7xwf-mkvr","true","ah74-pg4w","data.ny.gov","filter","511 NY Amtrak Events: Beginning 2010","The 511NY dataset contain historical traffic and transit event information provided by the New York State Department of Transportation (NYSDOT), the New York City Department of Transportation, the New York State Thruway Authority and the Niagara International Transportation Technology Coalition (Buffalo-Niagara Region). The file includes all incidents/accidents, construction projects and special events in New York State that were available on the 511NY traffic and transit map for the time period noted.","55349","2013-07-01T16:01:00.000Z","2020-05-01T03:29:00.000Z","Transportation","511,incidents,traffic,transit,congestion,construction","408","NY Open Data","New York State Department of Transportation","http://www.511ny.org/","http://www.511ny.org/developer.aspx",,"Rexella.William@dot.ny.gov","Per Incident","Transportation, Department of","Includes all incidents/accidents, construction projects and special events in New York State that were available on the 511NY traffic and transit map for the time period noted.",,"Contains 511NY historical data beginning in 2010.","https://data.ny.gov/resource/7xwf-mkvr.json",,,"Annual","A real-time data feed that includes all active incidents/accidents, construction projects, special events and camera images in New York State, which also show on the 511NY traffic and transit map is also available. More information on how to register for access to the live data feed can be found at the URL below.","System Optimization Bureau",
"https://data.ny.gov/d/ah74-pg4w","ah74-pg4w","false",,"data.ny.gov","dataset","511 NY Events: Beginning 2010","The 511NY dataset contain historical traffic and transit event information provided by the New York State Department of Transportation (NYSDOT), the New York City Department of Transportation, the New York State Thruway Authority and the Niagara International Transportation Technology Coalition (Buffalo-Niagara Region). The file includes all incidents/accidents, construction projects and special events in New York State that were available on the 511NY traffic and transit map for the time period noted.","57011","2013-05-14T21:25:00.000Z","2020-05-01T03:29:00.000Z","Transportation","511,incidents,traffic,transit,congestion,construction","1748","NY Open Data","New York State Department of Transportation","http://www.511ny.org/","http://www.511ny.org/developer.aspx",,"Paul.Krekeler@dot.ny.gov","Per Incident","Transportation, Department of","Includes all incidents/accidents, construction projects and special events in New York State that were available on the 511NY traffic and transit map for the time period noted.","Yes","Contains 511NY historical data beginning in 2010.","https://data.ny.gov/resource/ah74-pg4w.json","county",,"Annually","A real-time data feed that includes all active incidents/accidents, construction projects, special events and camera images in New York State, which also show on the 511NY traffic and transit map is also available. More information on how to register for access to the live data feed can be found at the URL below.","System Optimization Bureau",
"https://data.ny.gov/d/i8wu-pqzv","i8wu-pqzv","true","ah74-pg4w","data.ny.gov","filter","511 NY MTA Events: Beginning 2010","The 511NY dataset contain historical traffic and transit event information provided by the New York State Department of Transportation (NYSDOT), the New York City Department of Transportation, the New York State Thruway Authority and the Niagara International Transportation Technology Coalition (Buffalo-Niagara Region). The file includes all incidents/accidents, construction projects and special events in New York State that were available on the 511NY traffic and transit map for the time period noted.","55034","2013-07-01T15:59:00.000Z","2020-05-01T03:29:00.000Z","Transportation","511,incidents,traffic,transit,congestion,construction","543","NY Open Data","New York State Department of Transportation","http://www.511ny.org/","http://www.511ny.org/developer.aspx",,"Rexella.William@dot.ny.gov","Per Incident","Transportation, Department of","Includes all incidents/accidents, construction projects and special events in New York State that were available on the 511NY traffic and transit map for the time period noted.",,"Contains 511NY historical data beginning in 2010.","https://data.ny.gov/resource/i8wu-pqzv.json",,,"Annual","A real-time data feed that includes all active incidents/accidents, construction projects, special events and camera images in New York State, which also show on the 511NY traffic and transit map is also available. More information on how to register for access to the live data feed can be found at the URL below.","System Optimization Bureau",
"https://data.ny.gov/d/3ha4-4nfg","3ha4-4nfg","true","ah74-pg4w","data.ny.gov","filter","511 NY Sporting, Concert, and Special Events: Beginning 2010","The 511NY dataset contain historical traffic and transit event information provided by the New York State Department of Transportation (NYSDOT), the New York City Department of Transportation, the New York State Thruway Authority and the Niagara International Transportation Technology Coalition (Buffalo-Niagara Region). The file includes all incidents/accidents, construction projects and special events in New York State that were available on the 511NY traffic and transit map for the time period noted.","53366","2013-07-01T16:04:00.000Z","2020-05-01T03:29:00.000Z","Transportation","511,incidents,traffic,transit,congestion,construction","329","NY Open Data","New York State Department of Transportation","http://www.511ny.org/","http://www.511ny.org/developer.aspx",,"Rexella.William@dot.ny.gov","Per Incident","Transportation, Department of","Includes all incidents/accidents, construction projects and special events in New York State that were available on the 511NY traffic and transit map for the time period noted.",,"Contains 511NY historical data beginning in 2010.","https://data.ny.gov/resource/3ha4-4nfg.json",,,"Annual","A real-time data feed that includes all active incidents/accidents, construction projects, special events and camera images in New York State, which also show on the 511NY traffic and transit map is also available. More information on how to register for access to the live data feed can be found at the URL below.","System Optimization Bureau",
"https://data.ny.gov/d/vgue-bamz","vgue-bamz","false",,"data.ny.gov","dataset","Abandoned Wells","List of wells that are regulated under the Oil, Gas and Solution Mining Law (ECL Article 23) in New York State that are abandoned and not plugged.","3629","2016-02-03T21:34:00.000Z","2020-11-05T22:22:00.000Z","Energy & Environment","oil,gas,brine,wells,geology,mineral resources,abandoned,plugging,plugged","2771","NY Open Data","New York State Department of Environmental Conservation, Division of Mineral Resources","http://www.dec.ny.gov/energy/205.html","http://www.dec.ny.gov/energy/92920.html",,"dmn.oilgas@dec.ny.gov","Town","Environmental Conservation, Department of","Statewide",,"The New York State Department of Environmental Conservation (NYSDEC) provides these data “as is.”  All documentation provided is an integral part of the dataset. Although every effort has been made to ensure the accuracy of information, errors may be reflected in the data supplied. The user must be aware of data conditions and bear responsibility for the appropriate use of the information with respect to possible errors, collection methodology, currency of data, and other conditions. ","https://data.ny.gov/resource/vgue-bamz.json",,,"Annually","This data has not been field verified, but approximate locations are expected to be within 100 meters of the actual well location. The data should not be used for determining precise distances to buildings, property boundaries or other features. It is most useful for determining the general locations of wells. Coordinate locations are approximate. The latitude and longitude are in the NAD83 datum. The dataset reflects the status of all known orphan and abandoned wells in the database as of the end of the previous calendar year.","New York State Department of Environmental Conservation, Division of Mineral Resources",
"https://data.ny.gov/d/rf3k-e39c","rf3k-e39c","true","vgue-bamz","data.ny.gov","map","Abandoned Wells Map","List of wells that are regulated under the Oil, Gas and Solution Mining Law (ECL Article 23) in New York State that are abandoned and not plugged.","8","2020-11-05T22:25:00.000Z","2020-11-05T22:22:00.000Z","Energy & Environment",,"0","NY Open Data","New York State Department of Environmental Conservation, Division of Mineral Resources","http://www.dec.ny.gov/energy/205.html","http://www.dec.ny.gov/energy/92920.html",,"dmn.oilgas@dec.ny.gov","Town","Environmental Conservation, Department of","Statewide",,"The New York State Department of Environmental Conservation (NYSDEC) provides these data “as is.”  All documentation provided is an integral part of the dataset. Although every effort has been made to ensure the accuracy of information, errors may be reflected in the data supplied. The user must be aware of data conditions and bear responsibility for the appropriate use of the information with respect to possible errors, collection methodology, currency of data, and other conditions. ","https://data.ny.gov/resource/rf3k-e39c.json",,,"Annually","This data has not been field verified, but approximate locations are expected to be within 100 meters of the actual well location. The data should not be used for determining precise distances to buildings, property boundaries or other features. It is most useful for determining the general locations of wells. Coordinate locations are approximate. The latitude and longitude are in the NAD83 datum. The dataset reflects the status of all known orphan and abandoned wells in the database as of the end of the previous calendar year.","New York State Department of Environmental Conservation, Division of Mineral Resources",
"https://data.ny.gov/d/i2be-9tdj","i2be-9tdj","true","vgue-bamz","data.ny.gov","map view","Abandoned Wells Map","List of wells that are regulated under the Oil, Gas and Solution Mining Law (ECL Article 23) in New York State that are abandoned and not plugged.","2985","2016-02-03T21:50:00.000Z","2020-11-05T22:22:00.000Z","Energy & Environment","oil,gas,brine,wells,geology,mineral resources,abandoned,plugging,plugged","321","NY Open Data","New York State Department of Environmental Conservation, Division of Mineral Resources","http://www.dec.ny.gov/energy/205.html","http://www.dec.ny.gov/energy/92920.html",,"dmn.oilgas@dec.ny.gov","Town","Environmental Conservation, Department of","Statewide",,"The New York State Department of Environmental Conservation (NYSDEC) provides these data “as is.”  All documentation provided is an integral part of the dataset. Although every effort has been made to ensure the accuracy of information, errors may be reflected in the data supplied. The user must be aware of data conditions and bear responsibility for the appropriate use of the information with respect to possible errors, collection methodology, currency of data, and other conditions. ","https://data.ny.gov/resource/i2be-9tdj.json",,,"Annually","This data has not been field verified, but approximate locations are expected to be within 100 meters of the actual well location. The data should not be used for determining precise distances to buildings, property boundaries or other features. It is most useful for determining the general locations of wells. Coordinate locations are approximate. The latitude and longitude are in the NAD83 datum. The dataset reflects the status of all known orphan and abandoned wells in the database as of the end of the previous calendar year.","New York State Department of Environmental Conservation, Division of Mineral Resources",
"https://health.data.ny.gov/view/fkdr-6a5t","fkdr-6a5t","true","vzbp-i2d4","health.data.ny.gov","datalens","Access Adult Deer Tick Collection Data by County (Excluding Powassan Virus).","<div>Click on a county below to see the number of years ticks were collected, The data table at the bottom of the page will show total sites visited, total ticks collected, tick population density, total tested, and percent testing positive for a bacteria or parasite.&nbsp;<br></div><div><br></div><div>Years with no data for a specific county do not indicate no ticks were collected in that county, rather ticks collections may have been performed on private land and therefore not represented in this dataset.<br></div>","156896","2018-01-25T17:53:00.000Z","2020-03-27T14:45:00.000Z","Health",,"10","Open Data NY - DOH","New York State Department of Health","https://www.health.ny.gov/diseases/communicable/lyme/",,,,,"Health, Department of",,,,"https://health.data.ny.gov/resource/fkdr-6a5t.json",,,,,,
"https://data.ny.gov/d/pt2v-9a3h","pt2v-9a3h","false",,"data.ny.gov","dataset","Accessible Outdoor Recreation Destinations","This data set displays the locations of accessible recreation sites throughout New York State that are owned, maintained or jointly managed by the Department of Environmental Conservation.","2970","2013-02-14T03:56:00.000Z","2014-03-14T18:53:00.000Z","Recreation","access,disabled,handicap,mobility impaired","1890","NY Open Data","New York State Department of Environmental Conservation","http://www.dec.ny.gov/outdoor/34038.html",,,"lflands@gw.dec.state.ny.us","Site","Environmental Conservation, Department of","Statewide","Yes","The Department encourage visitors to contact Access Coordinators directly to discuss their individual needs and recreational pursuits with knowledgeable staff. Many of the Department's accessible recreation sites were designed to provide people with choices about the type of recreational experience and level of personal challenge they prefer. Outdoor facilities are susceptible to storm damage, weathering and natural disturbance. While most points represent a single accessible site, a few represent a destination grouping of nearby and related accessible facilities. Based on staff inspections, sites without any features meeting proposed ADAAG for Outdoor Areas or that do not provide meaningful access to recreation were omitted. All attributes were manually entered, based on staff inspections. Sites were inspected by DEC staff, trained in the ADAAG Proposed Guidelines for Outdoor Recreation Areas (United States Access Board, 2007).","https://data.ny.gov/resource/pt2v-9a3h.json","county",,"As needed","Points are approximate locations and may represent large areas.","Division of Lands and Forests",
"https://data.ny.gov/d/4mvk-7ypi","4mvk-7ypi","true","pt2v-9a3h","data.ny.gov","map view","Accessible Outdoor Recreation Destinations Map","The point map displays the locations of accessible recreation sites throughout New York State that are owned, maintained or jointly managed by the Department of Environmental Conservation. Site locations are based on satellite photo, DEC Land boundaries, waterbody location and road locations. GPS locations were recorded for some sites, especially DEC Region 6. Locations of other sites were based on directions and descriptions given by DEC staff. While most points represent a single accessible site, a few represent a destination grouping of nearby and related accessible facilities.","2504","2013-02-21T04:36:00.000Z","2014-03-14T18:53:00.000Z","Recreation","access,disabled,handicap,mobility impaired","252","NY Open Data","New York State Department of Environmental Conservation","http://www.dec.ny.gov/outdoor/34038.html",,,"lflands@gw.dec.state.ny.us","Site","Environmental Conservation, Department of","Statewide",,"The Department encourages visitors to contact Access Coordinators directly to discuss their individual needs and recreational pursuits with knowledgeable staff. Many of the Department's accessible recreation sites were designed to provide people with choices about the type of recreational experience and level of personal challenge they prefer. Outdoor facilities are susceptible to storm damage, weathering and natural disturbance. While most points represent a single accessible site, a few represent a destination grouping of nearby and related accessible facilities. Based on staff inspections, sites without any features meeting proposed ADAAG for Outdoor Areas or that do not provide meaningful access to recreation were omitted. All attributes were manually entered, based on staff inspections. Sites were inspected by DEC staff, trained in the ADAAG Proposed Guidelines for Outdoor Recreation Areas (United States Access Board, 2007).","https://data.ny.gov/resource/4mvk-7ypi.json",,,"As needed","Points are approximate locations and may represent large areas.","Division of Lands and Forests",
"https://health.data.ny.gov/view/7qid-kum3","7qid-kum3","true","kibp-u2ip","health.data.ny.gov","datalens","Access Nymph Deer Tick Collection Data by County (Excluding Powassan Virus).","<div>Click on a county below to see the number of years ticks were collected, The data table at the bottom of the page will show total sites visited, total ticks collected, tick population density, total tested, and percent testing positive for a bacteria or parasite.&nbsp;<br></div><div><br></div><div>Years with no data for a specific county do not indicate no ticks were collected in that county, rather ticks collections may have been performed on private land and therefore not represented in this dataset.</div><div><br></div><div><br></div>","133315","2018-01-30T14:31:00.000Z","2020-03-27T14:49:00.000Z","Health",,"9","Open Data NY - DOH","New York State Department of Health","https://www.health.ny.gov/diseases/communicable/lyme/",,,,,"Health, Department of",,,,"https://health.data.ny.gov/resource/7qid-kum3.json",,,,,,
"https://data.ny.gov/d/3yka-rct7","3yka-rct7","true","n86b-q7rb","data.ny.gov","filter","Accredited Law Enforcement Agencies by County and Agency Name - Current","This is a directory of the New York State Law Enforcement  Agencies currently accredited under the New York State Law Enforcement Accreditation Program which was established in 1989 through Article 36, §846-h of the New York State Executive Law. The program was designed to provide law enforcement agencies with a mechanism to evaluate and improve the overall effectiveness of their agency and the performance of their staff.","2451","2014-04-22T18:10:00.000Z","2020-09-23T22:03:00.000Z","Public Safety","public safety,accreditation,law enforcement","184","NY Open Data","New York State Division of Criminal Justice Services","http://www.criminaljustice.ny.gov/ops/accred/accredited-agencies.htm","http://www.criminaljustice.ny.gov/ops/docs/index.htm#forms",,"ops.accreditation@dcjs.ny.gov ","NYS Law Enforcement Agencies","Criminal Justice Services, Division of","Statewide",,"Applicant agencies are not included in this dataset.","https://data.ny.gov/resource/3yka-rct7.json",,,"Quarterly",,"Office of Public Safety",
