"row_created_dtm","snapshot_date","indicator_set","indicator_name","age_group","data_level_indicator","county","region","provider","eligible_population","with_qi_flag","percent_of_population","rate_high","region_percent"
"2017-02-14T00:00:00.000","2014-10-01T00:00:00.000","Polypharmacy","2AP","18+","Provider","Putnam","Hudson River","ST CHRISTOPHERS INN INC","43","2","4.65","NO","12.67"
"2017-02-14T00:00:00.000","2014-10-01T00:00:00.000","Polypharmacy","2AP","18+","Provider","Westchester","Hudson River","SOUND SHORE MEDICAL CENTER","58","6","10.34","NO","12.67"
"2017-02-14T00:00:00.000","2014-10-01T00:00:00.000","Polypharmacy","2AP","18+","Provider","Albany","Hudson River","SETON HEALTH SYSTEM","149","7","4.7","NO","12.67"
"2017-02-14T00:00:00.000","2014-10-01T00:00:00.000","Polypharmacy","2AP","18+","Provider","Rensselaer","Hudson River","SETON HEALTH SYSTEM","29","3","10.34","NO","12.67"
"2017-02-14T00:00:00.000","2014-10-01T00:00:00.000","Polypharmacy","2AP","18+","Provider","Westchester","Hudson River","SEARCH FOR CHANGE, INC.","50","15","30","YES","12.67"
"2017-02-14T00:00:00.000","2014-10-01T00:00:00.000","Polypharmacy","2AP","18+","Provider","Sullivan","Hudson River","SDTC THE CENTER FOR DISCOVERY","80","15","18.75","NO","12.67"
"2017-02-14T00:00:00.000","2014-10-01T00:00:00.000","Polypharmacy","2AP","18+","Provider","Schoharie","Hudson River","SCHOHARIE COUNTY COMMUNITY MENTAL HEALTH CTR","45","3","6.67","NO","12.67"
"2017-02-14T00:00:00.000","2014-10-01T00:00:00.000","Polypharmacy","2AP","18+","Provider","Schenectady","Hudson River","SCHENECTADY FAMILY HEALTH SER","34","3","8.82","NO","12.67"
"2017-02-14T00:00:00.000","2014-10-01T00:00:00.000","Polypharmacy","2AP","18+","Provider","Saratoga","Hudson River","SARATOGA COUNTY COMMUNITY SERVICES BOARD","148","15","10.14","NO","12.67"
"2017-02-14T00:00:00.000","2014-10-01T00:00:00.000","Polypharmacy","2AP","18+","Provider","Westchester","Hudson River","SANCIA WELLNESS, INC.","25","4","16","NO","12.67"
"2017-02-14T00:00:00.000","2014-10-01T00:00:00.000","Polypharmacy","2AP","18+","Provider","Rensselaer","Hudson River","SAMARITAN HOSPITAL","435","39","8.97","NO","12.67"
"2017-02-14T00:00:00.000","2014-10-01T00:00:00.000","Polypharmacy","2AP","18+","Provider","Orange","Hudson River","ROCKLAND PSYCHIATRIC CENTER","35","13","37.14","YES","12.67"
"2017-02-14T00:00:00.000","2014-10-01T00:00:00.000","Polypharmacy","2AP","18+","Provider","Westchester","Hudson River","ROCKLAND PSYCHIATRIC CENTER","22","6","27.27","NO","12.67"
"2017-02-14T00:00:00.000","2014-10-01T00:00:00.000","Polypharmacy","2AP","18+","Provider","Rockland","Hudson River","ROCKLAND PSYCHIATRIC CENTER","552","153","27.72","YES","12.67"
"2017-02-14T00:00:00.000","2014-10-01T00:00:00.000","Polypharmacy","2AP","18+","Provider","Schenectady","Hudson River","RIDGE HEALTH SERVICES INC","35","8","22.86","NO","12.67"
