County,Market Name,Market Location,Address Line 1,City,State,Zip,Contact,Phone,Market Link,Operation Hours,Operation Season,Operating Months,FMNP,SNAP,FCC Issued,FCC Accepted,Latitude,Longitude,Georeference_1
Albany,Delmar Saturday Farmers' Market,"Bethlehem Middle School, 332 Kenwood Ave",332 Kenwood Avenue,Delmar,NY,12054,Ken Myer,5184871991,http://www.delmarmarket.org,Sat 9am-1pm,May 7-December 17,P/M/X,Y,N,N,Y,42.60116,-73.84,POINT (-73.84 42.60116)
Albany,Empire State Plaza Wed Farmers' Market,"Empire State Plaza, (Winter inside South Concourse)",170 State St,Albany,NY,12210,Nicholas DeBlois,5184863966,https://empirestateplaza.ny.gov/empire-state-plaza-farmers-market,Wed 10am-2pm,Year-round,YR,Y,Y,Y,Y,42.65068,-73.758,POINT (-73.758 42.65068)
Albany,The Gade Farm Farm Stand,2479 Western Ave Altamont,2479 Western Avenue,Altamont,NY,12009,Amy Castillo,5188698019,http://www.gadefarm.com,"Mon-Sat 9am-6pm, Sun 9am-4pm",Year-round,YR,Y,N,N,Y,42.71055,-73.92593,POINT (-73.92593 42.71055)
Albany,Veggie Mobile-Arbor Hill/Oak Street Park,Oak St and Second St Albany,Second Street & Oak Street,Albany,NY,12210,Marissa Peck,5182748685,http://www.capitalroots.org,Thu 12:45pm-1:30pm,Year-round,YR,Y,Y,N,Y,42.6629,-73.76094,POINT (-73.76094 42.6629)
Albany,Veggie Mobile-Center for Disability,700 South Pearl St Albany,700 South Pearl Street,Albany,NY,12202,Marissa Peck,5182748685,http://www.capitalroots.org,Tue 12:15pm-1pm,Year-round,YR,Y,Y,N,Y,42.63003,-73.76585,POINT (-73.76585 42.63003)
Albany,Veggie Mobile-Cohoes Senior Ctr,100 Cayuga Plaza Cohoes,100 Cayuga Plaza,Cohoes,NY,12047,Marissa Peck,5182748685,http://www.capitalroots.org,Wed 3pm-4pm,Year-round,YR,Y,Y,N,Y,42.77712,-73.70101,POINT (-73.70101 42.77712)
Albany,Veggie Mobile-South Mall Towers,101 S Pearl St Albany,101 South Pearl Street,Albany,NY,12207,Marissa Peck,5182748685,http://www.capitalroots.org,Fri 11am-12:15pm,Year-round,YR,Y,Y,N,Y,42.6465,-73.75482,POINT (-73.75482 42.6465)
Albany,Veggie Mobile Sprout-Creighton Storey Homes,158 3rd Street Albany,158 3rd Street,Albany,NY,12202,Marissa Peck,5182748685,http://www.capitalroots.org,Thu 3:45pm-4:15pm,Year-round,YR,Y,Y,N,Y,42.66205,-73.7578,POINT (-73.7578 42.66205)
Albany,Veggie Mobile Sprout-Howe Library,Schuyler St and Broad St Albany,Schuyler St and Broad Street,Albany,NY,12202,Marissa Peck,5182748685,http://www.capitalroots.org,Tue 3pm-3:45pm,Year-round,YR,Y,Y,N,Y,42.64112,-73.75802,POINT (-73.75802 42.64112)
Albany,Veggie Mobile Sprout-Jim DiNapoli Park,Pine St & Broadway Albany,Pine St & Broadway,Albany,NY,12207,Marissa Peck,5182748685,http://www.capitalroots.org,Fri 11:45am-12:15pm,year-round,YR,Y,Y,N,Y,42.65029,-73.75079,POINT (-73.75079 42.65029)
Albany,Veggie Mobile Sprout-Koinonia Primary Care,553 Clinton Ave & N Lake Ave Albany,553 Clinton Avenue,Albany,NY,12206,Marissa Peck,5182748685,http://www.capitalroots.org,Tue 2pm-2:45pm,Year-round,YR,Y,Y,N,Y,42.66508,-73.76804,POINT (-73.76804 42.66508)
Albany,Veggie Mobile Sprout-Robert Whalen,305 Colonie Street Albany,305 Colonie Street,Albany,NY,12210,Marissa Peck,5182748685,http://www.capitalroots.org,Wed 11:15am-12pm,Year-round,YR,Y,Y,N,Y,42.66338,-73.75595,POINT (-73.75595 42.66338)
Albany,Veggie Mobile Sprout-St. Sophia Church,440 Whitehall Rd. Albany,440 Whitehall Road,Albany,NY,12208,Marissa Peck,5182748685,http://www.capitalroots.org,Wed 12:15pm-1:15pm,Year-round,YR,Y,Y,N,Y,42.65197,-73.81477,POINT (-73.81477 42.65197)
Albany,Veggie Mobile-Steamboat Square Apts,20 Rensselaer St Albany,20 Rensselaer Street,Albany,NY,12202,Marissa Peck,5182748685,http://www.capitalroots.org,Wed 11am-11:45am,Year-round,YR,Y,Y,N,Y,42.64093,-73.75363,POINT (-73.75363 42.64093)
Albany,Veggie Mobile-Thurlow Terrace,2 Thurlow Terrace Albany,2 Thurlow Terrace,Albany,NY,12203,Marissa Peck,5182748685,http://www.capitalroots.org,Wed 12pm-1pm,Year-round,YR,Y,Y,N,Y,42.65998,-73.77276,POINT (-73.77276 42.65998)
Albany,Veggie Mobile-Whitney Young Health Ctr,920 Lark Drive Albany,920 Lark Drive,Albany,NY,12207,Marissa Peck,5182748685,http://www.capitalroots.org,Tue 11am-12pm,Year-round,YR,Y,Y,N,Y,42.66215,-73.74859,POINT (-73.74859 42.66215)
Allegany,Backporch Produce,10260 Fairview Rd Farmersville Station,10260 Fairview Rd,Farmersville Station,NY,14060,Cheri Stresing,7169468308,http://www.backporchproduce.com,Daily  9am-8pm,Year-round,YR,N,N,N,Y,42.44791997,-78.29298113,POINT (-78.29298113 42.44791997)
Bronx,Lincoln Hospital Fri Greenmarket,234 E 149th St btwn Park and Morris Aves,East 149th St and Morris Ave,Bronx,NY,10451,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket,Fri 8am-3pm,Year-round,YR,Y,Y,N,Y,40.8174,-73.92276,POINT (-73.92276 40.8174)
Bronx,Norwood GrowNYC Farm Stand,E Gun Hill Rd & Dekalb Ave,Dekalb Ave. and East Gun Hill Rd.,Bronx,NY,10467,Siobahn Keys,2127887476,https://www.grownyc.org/farmstands,Thu 8:30am-4pm,Year-round,YR,Y,Y,N,Y,40.88223,-73.88048,POINT (-73.88048 40.88223)
Bronx,Riverdale Y Sunday Farmers' Market,4545 Independence Ave. Bronx,649 W 237th St,Bronx,NY,10463,Shira Silverman,7188771270,http://www.riverdaley.org/community/Sunday-market,Sun 9am-2pm,April 3-December 18,P/M/X/W,Y,Y,N,Y,40.888442,-73.912784,POINT (-73.912784 40.888442)
Broome,Broome Co Regional Sat Farmers' Market,840 Upper Front St Binghamton,840 Upper Front St.,Binghamton,NY,13905,Amanda Poodiack,6077728953,http://www.broomecountyregionalmarket.com,Sat 9am-1pm,May 7-December 31,P/M/X,Y,Y,N,Y,42.12921,-75.90609,POINT (-75.90609 42.12921)
Cattaraugus,Canticle Farm Market,3809 Old State Rd Allegany,3809 Old State Road,Allegany,NY,14706,Mark Printz,7163789714,http://www.canticlefarm.org,"Tue/Fri 12pm-6pm, Dec-June: Tue only",Year-round,YR,Y,Y,N,Y,42.09601,-78.50618,POINT (-78.50618 42.09601)
Cattaraugus,Miller's Farm Market,1685 Olean Portville Rd Olean,1685 Olean Portville Rd.,Olean,NY,14760,Shanna Miller,7163722521,,"Mon-Sat 9am-6pm, Sun 9am-5pm",April 15-December 24,P/M/X,Y,Y,N,Y,42.071439,-78.39814,POINT (-78.39814 42.071439)
Cayuga,Horning's Produce Farm Stand,2213 State Rt 270,2213 State Rt 270,Cato,NY,13033,Vera Horning,3156513320,,Mon-Sat 9am-6pm,Year-round,YR,Y,Y,N,Y,43.16733,-76.59499,POINT (-76.59499 43.16733)
Cayuga,Owen Orchards Farm Stand,8174 Grant Ave Weedsport,8174 Grant Ave.,Weedsport,NY,13166,Gordon Tripp,3152524097,http://www.owenorchard.com,Mon-Sat 9am-6pm Sun 9am-5pm,"Aug 1-March 31, 2023",M/X/W,Y,Y,N,Y,43.01314,-76.50749,POINT (-76.50749 43.01314)
Chautauqua,Abers Acres Farm Stand,884 Route 394  Kennedy,884 Rte. 394,Kennedy,NY,14747,Sue Abers,7162672431,http://www.abersacres.com,"Daily 9am-6:30pm, Nov-May 19am-5pm",Year-round,YR,N,Y,N,Y,42.14495,-79.10996,POINT (-79.10996 42.14495)
Chautauqua,Fredonia Farmers' Market,"Village Hall Barker Commons , 9 Church St",11 Church St,Fredonia,NY,14063,Anneliese Bruegel,7166802104,,Sat 9am-1pm,Year-round,YR,Y,Y,Y,Y,42.44064,-79.33235,POINT (-79.33235 42.44064)
Chautauqua,Fredonia WINTER Farmers' Market,329 East Main St. (Rt 20) Masonic Lodge,321 East Main St. (Rte 20),Fredonia,NY,14063,Rosemary Joy,7164107313,http://www.fredoniafarmersmarket.org,Sat 10am-1pm,"November 6-May 14, 2022",M/X/W/P,N,Y,Y,Y,42.44764,-79.315,POINT (-79.315 42.44764)
Chautauqua,Scott's Farm & Greenhouse Farm Stand,6029 Route 60 Sinclairville,6029 Route 60,Sinclairville,NY,14782,Kurt Scott,7166404447,,Daily 9am-6pm,March 31-December 25,P/M/X,Y,Y,N,Y,42.26142,-79.28836,POINT (-79.28836 42.26142)
Chenango,Lamb's Quarters Organic Farm Stand,213 Pierce Rd.  Plymouth,213 Pierce Road,Plymouth,NY,13832,Sandy Pierce,6073344928,http://www.lambsquarterorganicfarm.com,"Daily  12pm-6pm, Closed  Wed & Sat",Year-round,YR,N,Y,N,Y,42.60058,-75.59991,POINT (-75.59991 42.60058)
