"event_type","organization_name","facility_name","direction","city","county","state","create_time","close_time","event_description","responding_organization_id","latitude","longitude"
"concert","Madison Square Garden","Madison Square Garden",,,"New York","NY","2020-04-03T09:16:14.000",,"Concert at Madison Square Garden (Manhattan) Slipknot Knotfest Roadshow with special guests A Day To Remember and Underoath, Tuesday June 2nd, 2020, 07:00 PM thru 11:00 PM","Madison Square Garden","40.75002","-73.99219"
"concert","Madison Square Garden","Madison Square Garden",,,"New York","NY","2020-04-03T09:13:15.000",,"Concert at Madison Square Garden (Manhattan) Rage Against the Machine ?Public Service Announcement? Tour with Run The Jewels, Monday August 10th, 2020 thru Monday August 17th, 2020 Monday/ Tuesday/ Thursday/ Friday, 08:00 PM thru 11:00 PM","Madison Square Garden","40.75002","-73.99219"
"special event","Meadowlands Complex","Meadowlands Racetrack",,,"Bergen","NJ","2020-03-27T18:56:11.000","2020-03-27T23:01:19.000","Special event, racing on Meadowlands Racetrack (East Rutherford) until 11:00 P.M.","Meadowlands Complex","40.820231","-74.071787"
"special event","Madison Square Garden","Radio City Music Hall",,"New York","New York","NY","2020-03-22T20:01:18.000","2020-03-22T20:24:12.000","Special event, concert on Radio City Music Hall in Manhattan (New York) until 10:00 P.M. Aventura: Inmortal","Madison Square Garden","40.759956","-73.980458"
"concert","Madison Square Garden","Radio City Music Hall",,"New York","New York","NY","2020-03-21T23:01:18.000","2020-03-21T23:17:19.000","Concert at Radio City Music Hall in Manhattan (New York) The Revivalists Into The Stars Tour with Tank and the Bangas Not currently scheduled","Madison Square Garden","40.759956","-73.980458"
"special event","Meadowlands Complex","Meadowlands Racetrack",,,"Bergen","NJ","2020-03-21T18:56:11.000","2020-03-21T20:50:19.000","Special event, racing on Meadowlands Racetrack (East Rutherford) until 11:00 P.M.","Meadowlands Complex","40.820231","-74.071787"
"concert","Madison Square Garden","Madison Square Garden",,"Manhattan","New York","NY","2020-03-19T23:01:18.000",,"Concert at Madison Square Garden the Arena (Manhattan) Billy Joel - In Concert, Saturday June 6th, 2020, 08:00 PM thru 11:00 PM, Thursday July 23rd, 2020, 08:00 PM thru 11:00 PM, Monday August 3rd, 2020, 08:00 PM thru 11:00 PM, Saturday September 26th, 2020, 08:00 PM thru 08:00 PM, Sunday October 11th, 2020, 08:00 PM thru 11:00 PM, Friday November 13th, 2020, 08:00 PM thru 11:00 PM","Madison Square Garden","40.750127","-73.989876"
"special event","Madison Square Garden","Radio City Music Hall",,"New York","New York","NY","2020-03-17T20:55:08.000","2020-03-17T22:15:23.000","Special event on Radio City Music Hall in Manhattan (New York) until 10:00 P.M. Aventura: Inmortal","Madison Square Garden","40.759956","-73.980458"
"special event","Meadowlands Complex","Meadowlands Racetrack",,,"Bergen","NJ","2020-03-14T18:56:08.000","2020-03-14T21:44:13.000","Special event, racing on Meadowlands Racetrack (East Rutherford) until 11:00 P.M.","Meadowlands Complex","40.820231","-74.071787"
"special event","Madison Square Garden","Madison Square Garden",,,"New York","NY","2020-03-12T19:32:10.000","2020-03-12T21:58:10.000","Special event, boxing match on Madison Square Garden (New York) until 10:00 P.M. Smoker Talk Boxing Championship","Madison Square Garden","40.75002","-73.99219"
"special event","Madison Square Garden","Radio City Music Hall",,"New York","New York","NY","2020-03-11T19:31:14.000","2020-03-11T21:27:17.000","Special event, show on Radio City Music Hall in Manhattan (New York) until 9:30 P.M. Riverdance 25th Anniversary Show","Madison Square Garden","40.759956","-73.980458"
"concert","Madison Square Garden","Madison Square Garden",,,"New York","NY","2020-03-11T12:27:13.000",,"Concert at Madison Square Garden (Manhattan) NCT 127 2nd Tour Neo City The Awards In North America, Friday June 5th, 2020, 08:00 PM thru 11:00 PM","Madison Square Garden","40.75002","-73.99219"
"concert","Madison Square Garden","Madison Square Garden",,,"New York","NY","2020-03-11T12:24:13.000",,"Concert at Madison Square Garden (New York) Slipknot Knotfest Roadshow with special guests A Day To Remember and Underoath, Tuesday June 2nd, 2020, 07:00 PM thru 11:00 PM","Madison Square Garden","40.75002","-73.99219"
"football game","Meadowlands Complex","MetLife Stadium",,,"Bergen","NJ","2020-03-11T10:43:16.000","2020-03-27T23:45:13.000","Football game at MetLife Stadium (East Rutherford) Guardians vs. St. Louis, Saturday March 28th, 2020, 05:00 PM thru 08:00 PM","Meadowlands Complex","40.811438","-74.076776"
"special event","Meadowlands Complex","Meadowlands Racetrack",,,"Bergen","NJ","2020-03-07T18:56:10.000","2020-03-07T23:02:09.000","Special event, racing on Meadowlands Racetrack (East Rutherford) until 11:00 P.M.","Meadowlands Complex","40.820231","-74.071787"
"basketball game","Madison Square Garden","Madison Square Garden",,"Manhattan","New York","NY","2020-03-07T15:01:13.000","2020-03-07T15:16:11.000","Basketball game at Madison Square Garden the Arena (Manhattan) St. John's vs. Marquette Not currently scheduled","Madison Square Garden","40.750127","-73.989876"
"special event","Madison Square Garden","Madison Square Garden",,"Manhattan","New York","NY","2020-03-07T12:01:13.000","2020-03-07T14:58:11.000","Special event, basketball game on Madison Square Garden the Arena (Manhattan) until 3:00 P.M. St. John's vs. Marquette","Madison Square Garden","40.750127","-73.989876"
"special event","Madison Square Garden","Madison Square Garden",,"Manhattan","New York","NY","2020-03-06T20:31:11.000","2020-03-06T22:58:11.000","Special event, concert on Madison Square Garden the Theater (Manhattan) until 11:00 P.M. The Millennium Tour 2020","Madison Square Garden","40.749996","-73.988892"
"special event","Meadowlands Complex","Meadowlands Racetrack",,,"Bergen","NJ","2020-03-06T18:56:09.000","2020-03-06T22:57:08.000","Special event, racing on Meadowlands Racetrack (East Rutherford) until 11:00 P.M.","Meadowlands Complex","40.820231","-74.071787"
"special event","Meadowlands Complex","MetLife Stadium",,,"Bergen","NJ","2020-03-06T14:56:11.000",,"Special event at MetLife Stadium (East Rutherford) Monster Jam, Saturday June 13th, 2020, 07:00 PM thru 11:00 PM","Meadowlands Complex","40.811438","-74.076776"
"concert","Madison Square Garden","Radio City Music Hall",,"New York","New York","NY","2020-03-04T09:34:14.000",,"Concert at Radio City Music Hall in Manhattan (New York) Above & Beyond Acoustic III Tour, Friday May 29th, 2020 thru Saturday May 30th, 2020 Friday/ Saturday, 08:00 PM thru 10:00 PM","Madison Square Garden","40.759956","-73.980458"
"show","Madison Square Garden","Radio City Music Hall",,"New York","New York","NY","2020-03-04T09:27:13.000",,"Show at Radio City Music Hall in Manhattan (New York) Jo Koy Just Kidding World Tour, Friday May 15th, 2020, 07:30 PM thru 09:30 PM","Madison Square Garden","40.759956","-73.980458"
"concert","Madison Square Garden","Radio City Music Hall",,"New York","New York","NY","2020-03-04T09:19:12.000",,"Concert at Radio City Music Hall in Manhattan (New York) Jhene' Aiko The Magic Hour Tour, Saturday May 2nd, 2020, 08:00 PM thru 10:00 PM","Madison Square Garden","40.759956","-73.980458"
"concert","Madison Square Garden","Radio City Music Hall",,"New York","New York","NY","2020-03-03T16:04:14.000","2020-04-03T11:35:26.000","Concert at Radio City Music Hall in Manhattan (New York) Dead Can Dance A Celebration of Life & Works 1980-2020 with very special guest Agnes Obe, Tuesday April 21st, 2020, 07:30 PM thru 10:00 PM","Madison Square Garden","40.759956","-73.980458"
"show","Madison Square Garden","Madison Square Garden",,"Manhattan","New York","NY","2020-03-03T15:57:20.000","2020-03-13T10:32:17.000","Show at Madison Square Garden the Theater (Manhattan) Night of Too Many Stars Hosted By Jon Stewart Presented by HBO in partnership with NEXT for Autism, Saturday April 18th, 2020, 07:30 PM thru 11:59 PM","Madison Square Garden","40.749996","-73.988892"
"boxing","Madison Square Garden","Madison Square Garden",,"Manhattan","New York","NY","2020-03-03T15:50:13.000","2020-04-03T09:16:14.000","Boxing at Madison Square Garden the Theater (Manhattan) MSG Boxing Presents Ring Masters Championships, Friday April 10th, 2020, 06:00 PM thru 09:00 PM","Madison Square Garden","40.749996","-73.988892"
"show","Madison Square Garden","Madison Square Garden",,"Manhattan","New York","NY","2020-03-03T15:42:11.000","2020-03-27T23:50:17.000","Show at Madison Square Garden the Theater (Manhattan) April Fools Comedy Show featuring an All Star Comic Line Up including Mike Epps, Gary Owen, Tony Rock, Lavell Crawford and Tommy Davidson, Saturday April 4th, 2020, 07:00 PM thru 09:30 PM, Saturday April 4th, 2020 thru Sunday April 5th, 2020, 10:30 PM thru 01:00 AM","Madison Square Garden","40.749996","-73.988892"
"play/show","Madison Square Garden","Radio City Music Hall",,"New York","New York","NY","2020-03-03T15:35:11.000","2020-04-03T11:29:22.000","Play/show at Radio City Music Hall in Manhattan (New York) My Dad Wrote A Porno, Friday April 3rd, 2020, 08:00 PM thru 10:00 PM","Madison Square Garden","40.759956","-73.980458"
"concert","Madison Square Garden","Madison Square Garden",,"Manhattan","New York","NY","2020-03-03T15:28:14.000","2020-03-13T10:30:14.000","Concert at Madison Square Garden the Arena (Manhattan) Pearl Jam, Monday March 30th, 2020, 07:30 PM thru 11:00 PM, cancelled","Madison Square Garden","40.750127","-73.989876"
"concert","Madison Square Garden","Radio City Music Hall",,"New York","New York","NY","2020-03-03T15:16:13.000","2020-03-13T10:30:14.000","Concert at Radio City Music Hall in Manhattan (New York) Ricardo Montaner Tour 2020 with special guest Noel Schajris, Friday March 27th, 2020, 08:00 PM thru 10:00 PM","Madison Square Garden","40.759956","-73.980458"
