"id","author","title","description","link_png","link_other","link_pdf","month","monthid","year","post_date"
"1","Kearey Smith","December 2010: Metro Economic Performance During The Great Recession And Change In Ranking (Pre-Recession To Recovery)","The map of the month depicts some recent research conducted by the Brookings Institution and London School of Economics about how the world's 150 largest metropolitan economies have fared during the Great Recession. The map shows that the metro regions in the U.S. and Europe took the brunt of the economic downtown, while those in Asia and other developing countries weathered the storm in much better shape.","http://gis.mtc.ca.gov/home/images/motm/motm1210.png",,"http://gis.mtc.ca.gov/home/images/motm/motm1210.pdf","December","12","2010","2010-12-15T00:00:00.000"
"2","Kearey Smith","November 2010: Daily Trips And Distance Traveled To Major Employment Centers","This month's map shows the number of daily individual trips to major employment centers around the Bay area, as well as the distances commuters are traveling to reach those destinations. The overall pattern shows that employees in the Bay area tend to live closer to their places of employment. Some areas, like Brentwood and Antioch, have a large number of commuters traveling a pretty significant distance by car in order to reach their places of employment. The major employment centers constitute the 25 largest employment centers in the Bay area based on the number of employees. The commute analysis was conducted at the TAZ level.","http://gis.mtc.ca.gov/home/images/motm/motm1110.png",,"http://gis.mtc.ca.gov/home/images/motm/motm1110.pdf","November","11","2010","2010-11-17T00:00:00.000"
"4","Kearey Smith","September 2010: Electric Vehicle Charging Stations","The map of the month illustrates the existing Level II public vehicle charging station infrastructure in the nine county Bay Area region. The data was created by geocoding the address of the 91 charging stations, which was obtained from the U.S. Department of Energy.","http://gis.mtc.ca.gov/home/images/motm/motm910.png",,"http://gis.mtc.ca.gov/home/images/motm/motm911.pdf","September","9","2010","2010-09-27T00:00:00.000"
"23","Kearey Smith","November 2012: Popular Vote Density Map | 2012 Presidential Election Results By County","The Popular Vote Density Map attempts to convey a more nuanced view of the recent presidential contest than the ubiquitous red/blue state map. The typical statewide or county-wide red/blue map (shown at left) depicts presidential voting results on a winner-take-all basis, so they award an entire geographical area to the Republican or Democratic candidate no matter how close the actual vote tally The large map in the attachment factors in both the percentage of the popular vote won by each candidate as well as the population density of each county. So, the sparsely populated Great Plains and Rocky Mountain West are shown in a much lighter color than the Eastern Seaboard, and the map as a whole is more purple than either red or blue. Perhaps the United States is less divided than some maps would lead us to believe.","http://gis.mtc.ca.gov/home/images/motm/motm1112.png",,"http://gis.mtc.ca.gov/home/images/motm/motm1112.pdf","November","11","2012","2012-11-28T00:00:00.000"
"27","Kearey Smith","April 2012: Most Densely Populated Urban Areas In 2010","This map illustrates the Nation's top five most densely populated Urban Areas as tabulated by Census 2010. Four of these areas are in California. The San Francisco-Oakland and San Jose Urban Areas rank second and third, respectively. That the New York Metropolitan area ranks fifth on this list shows that this density ranking is greatly affected by the nature of the land area designated as urban. Census Urban Areas comprise an urban core and associated suburbs. California's urban and suburban areas are more uniform in density when compared to New York's urban core and suburban periphery which have vastly different densities. Delano ranks fourth because it has a very small land area and its population is augmented by two large California State Prisons housing 10,000 inmates.","http://gis.mtc.ca.gov/home/images/motm/motm412.png",,"http://gis.mtc.ca.gov/home/images/motm/motm412.pdf","April","4","2012","2012-04-25T00:00:00.000"
"91","Joshua Croff","February 2019: Commissioners' Map of the Month","February’s collection of 17 maps, when presented together, tells a story of why regional action matters. Ranging from a Rand McNally-style roadway map and a regional transit map to a commute flow diagram and a diversity index, each map shows the viewer a geography of the region that differs and changes based upon the particular subject being considered or particular policy that is being confronted. In many cases, city and county boundaries do not matter, as the spatial units that are in focus can be much larger (air shed) or much smaller (priority development areas). Instead, these maps and their varying scales of interest emphasize the need to work together and to plan regionally and mega-regionally.","http://gis.mtc.ca.gov/home/images/motm/motm_2_27_19_title-slide.png",,"http://gis.mtc.ca.gov/home/images/motm/motm_02_27_19_rasters.pdf","February","2","2019","2019-03-11T00:00:00.000"
"16","Kearey Smith","July 2011: Combined Gasoline Taxes By State","The map of the month shows the amount of combined federal, state and other taxes charged for gasoline sales nationwide. As of May, 2011, Connecticut has the highest gasoline tax at 70.3 cents per gallon. California has the fourth highest gasoline tax in the country at 68.9 cents per gallon. Alaska has the least tax at 26.4 cents per gallon. The data for the map of the month is compiled by the American Petroleum Institute on a quarterly basis.","http://gis.mtc.ca.gov/home/images/motm/motm711.png",,"http://gis.mtc.ca.gov/home/images/motm/motm711.pdf","July","7","2011","2011-07-27T00:00:00.000"
"39","Stella Wotherspoon","December 2014: 2013 Pavement Condition Index","This map visualizes the 2013 pavement condition for local streets within each jurisdiction in the San Francisco Bay Area, as retrieved from MTC's StreetSaver database. Pavement condition is represented by the Pavement Condition Index, which was developed by the US Army Corps of Engineers, ranges from a like-new condition of 100 to a failed condition of 0. The average PCI in the San Francisco Bay Area is 66. Pavement deterioration is primarily caused by distress from vehicle weight and aggravated by weather conditions. Local funding priorities also play a significant role in the condition of a road network. As an example, El Cerrito recently passed a self-help tax specifically for road and pavement preservation. As a result, nearly all of the road segments within the city limits are either in Excellent or Very Good Condition. In other areas, targeted improvements can stretch limited funds. The cities of Orinda recently passed funding measures for their street network and started by focusing on arterial streets. This ensures that although their very low traffic volume local roads have not been restored, nearly everyone in the community is able to immediately see benefits from their funding choice.","http://gis.mtc.ca.gov/home/images/motm/motm1214.png",,"http://gis.mtc.ca.gov/home/images/motm/motm1214.pdf","December","12","2014","2014-12-17T00:00:00.000"
"40","Stella Wotherspoon","October 2014: Bay Area Suburbanization Of Poverty, 2000 To 2012","This map shows, by county-based place types, the percentage change in the population living below 100% of the Federal poverty level. Place types were defined by grouping US Census Designated Places as Central Cities, Inner Suburbs, Outer Suburbs, and Balance of Counties, based on their population, employment and travel characteristics. Viewed regionally, the percentage increase in poverty was highest in the Outer Suburbs (62% regional average), as compared to the Central Cities (22% regional average) and Inner Suburbs (24% regional average) showing a pattern of larger increases in poverty in the Region's periphery. The percentage increases in poverty in the Outer Suburbs by County range from 38% to 89%, as compared to the Inner Suburbs which range from 17% to 30% and Central Cities from 3% to 40%.","http://gis.mtc.ca.gov/home/images/motm/oct2014.png",,"http://gis.mtc.ca.gov/home/images/motm/oct2014.pdf","October","10","2014","2014-10-22T00:00:00.000"
"41","Stella Wotherspoon","September 2014: Californian'S: Where We Came From And Where We Went","For several years, foreign immigration has been a hot topic in our political debate. However, the movement of people from one state to another can have an even bigger influence on our country's economy, politics and culture than immigration. These two charts depict where California residents were born, and where they have moved to. The ribbons are color-coded by region, and foreign-born residents are included at the bottom, in gray, to complete the picture for each state. We know that California has long been the destination of American dreamers from other states. These days, California no longer plays that role. Our residents are leaving for greener pastures out East. Today, the state is still pulling in foreign immigrants, but the percentage of American-born transplants has shrunk significantly as fewer people move into the state. In 1960, half of California residents were born in another U.S. state. Today, that's down to 18 percent. There are growing pools of Californians in nearly every state. It's quite a switch because through 1990 California led the nation in retaining its native-born population. There are now about 6.8 million California natives living elsewhere, up from 2.7 million in 1980.","http://gis.mtc.ca.gov/home/images/motm/sept2014.png",,"http://gis.mtc.ca.gov/home/images/motm/sept2014.pdf","September","9","2014","2014-09-28T00:00:00.000"
