"dataset_link","u_id","public","derived_view","parent_uid","domain","type","name","description","visits","creation_date","last_update_date_data","category","keywords","downloads","owner","contactemail","license","publication_stage","published_version_name","published_version_uid","data_provided_by","source_link","capabilities","definitionexpression","format","canscalesymbols","supportedqueryformats","maxscale","haslabels","htmlpopuptype","copyrighttext","geometrytype","hasattachments","canmodifylayer","source_department","publishing_department","allowotherstoquery","end_date","supportsstatistics","technical_contact","program","public_access_level","maxrecordcount","routing_approval","api_endpoint","defaultvisibility","id","spatial_reference_wkid","source","displayfield","start_date","supportsadvancedqueries","frequency_of_data_change","minscale","publisher","currentversion","contact_name","usestandardizedqueries","owner_uid","moderation_status","provenance"
"https://data.nola.gov/d/s98n-tfyf","s98n-tfyf","true","false",,"data.nola.gov","gis map","Grocery Stores","Locations of food markets throughout New Orleans.","423","2018-01-23T23:56:00.000Z","2020-11-13T03:40:00.000Z",,"food,markets,nutrition","362","WhitneyS","",,"published",,,,,,,,,,,,,,,,,"Revenue",,,,,,,,,,"https://data.nola.gov/resource/s98n-tfyf.json",,,,,,,,,,,,,,"usuy-y6jj",,"official"
"https://data.nola.gov/d/qqun-pgv6","qqun-pgv6","true","false",,"data.nola.gov","gis map","Food Truck Zones","Polygons to show where food truck vendors are permitted to park and sell goods, provided that all permit requirements have been fulfilled. Mobile food truck means a double-axle vehicle that is completely mobile with no permanent fixed location, the vendor of which prepares all or most of its victuals on board the vehicle to serve or distribute to customers, in a form suitable for immediate ingestion or consumption.","160","2018-01-23T23:56:00.000Z","2020-11-13T03:37:00.000Z","Customer Service","authorization,mobile vendor","264","WhitneyS","","Creative Commons 1.0 Universal (Public Domain Dedication)","published",,,,,,,,,,,,,,,,,"Safety and Permits",,,,,,,,,,"https://data.nola.gov/resource/qqun-pgv6.json",,,,,,,,,,,,,,"usuy-y6jj",,"official"
"https://data.nola.gov/d/yc3w-jdut","yc3w-jdut","true","false",,"data.nola.gov","gis map","Restaurants","Locations of restaurants throughout New Orleans, as indicated by occupational licenses.","458","2018-01-25T21:16:00.000Z","2020-11-13T03:34:00.000Z",,"food,nutrition","578","WhitneyS","",,"published",,,,,,,,,,,,,,,,,"Revenue",,,,,,,,,,"https://data.nola.gov/resource/yc3w-jdut.json",,,,,,,,,,,,,,"usuy-y6jj",,"official"
"https://data.nola.gov/d/j93p-az7f","j93p-az7f","true","false",,"data.nola.gov","gis map","Business Associations","Locations of business advocacy groups throughout New Orleans.","96","2018-01-24T20:51:00.000Z","2020-11-13T03:33:00.000Z",,"commerce,revenue","207","WhitneyS","",,"published",,,,,,,,,,,,,,,,,"Revenue",,,,,,,,,,"https://data.nola.gov/resource/j93p-az7f.json",,,,,,,,,,,,,,"usuy-y6jj",,"official"
"https://data.nola.gov/d/4tiv-n7fd","4tiv-n7fd","true","false",,"data.nola.gov","gis map","Parcels","Property ownership boundaries throughout Orleans Parish, as maintained by the Orleans Parish Assessor's office.","1162","2018-01-26T20:38:00.000Z","2020-11-13T03:23:00.000Z",,"ownership,land management,blight","628","WhitneyS","",,"published",,,,,,,,,,,,,,,,,"Information Technology and Innovation - Enterprise GIS",,,,,,,,,,"https://data.nola.gov/resource/4tiv-n7fd.json",,,,,,,,,,,,,,"usuy-y6jj",,"official"
"https://data.nola.gov/d/qbhf-vwma","qbhf-vwma","true","false",,"data.nola.gov","gis map","Police Districts","Eight districts of the New Orleans Police Departments.  Each are divided in Zones and then further divided into subzones, or reporting districts.","458","2017-11-29T22:21:00.000Z","2020-11-13T02:35:00.000Z",,,"382","WhitneyS",,,"published",,,,,,,,,,,,,,,,,,,,,,,,,,,"https://data.nola.gov/resource/qbhf-vwma.json",,,,,,,,,,,,,,"usuy-y6jj",,"official"
"https://data.nola.gov/d/b7m3-7nub","b7m3-7nub","true","false",,"data.nola.gov","gis map","Literary Arts and Humanities","Bookstore, Publishing, Book, Store, Shop, Comic, Press","90","2018-07-06T20:38:00.000Z","2020-11-13T02:35:00.000Z","Arts, Culture, History","bookstore,publishing,comic","152","WhitneyS","",,"published",,,,,,,,,,,,,,,,,"Cultural Economy",,,,,,,"public",,,"https://data.nola.gov/resource/b7m3-7nub.json",,,,,,,,,,,,,,"usuy-y6jj",,"official"
"https://data.nola.gov/d/7k4x-f3cn","7k4x-f3cn","true","false",,"data.nola.gov","gis map","Design Non-profits","Design, Advertising, Television, Educational, Radio","77","2018-07-06T20:38:00.000Z","2020-11-13T02:32:00.000Z","Arts, Culture, History","design,advertising,television,educational,radio","171","WhitneyS","","Creative Commons 1.0 Universal (Public Domain Dedication)","published",,,,,,,,,,,,,,,,,"Cultural Economy",,,,,,,,,,"https://data.nola.gov/resource/7k4x-f3cn.json",,,,,,,,,,,,,,"usuy-y6jj",,"official"
"https://data.nola.gov/d/ggns-r5yf","ggns-r5yf","true","false",,"data.nola.gov","gis map","Literary Arts Non-profits","Literary, Arts, Club, Library, Collection, Literary, Humanities, Society","79","2018-07-06T20:38:00.000Z","2020-11-13T02:32:00.000Z","Arts, Culture, History","club,library,collection,literary,humanities,society","137","WhitneyS","","Creative Commons 1.0 Universal (Public Domain Dedication)","published",,,,,,,,,,,,,,,,,"Cultural Economy",,,,,,,,,,"https://data.nola.gov/resource/ggns-r5yf.json",,,,,,,,,,,,,,"usuy-y6jj",,"official"
"https://data.nola.gov/d/dc69-ed6k","dc69-ed6k","true","false",,"data.nola.gov","gis map","City Council Districts","New Orleans City Council Districts, effective May 5, 2014 Voters will be placed in the districts displayed by January 1, 2014 for all future elections. Council districts are based upon the 2010 census and redistricting. Precincts are drawn according to the New Orleans Home Rule Charter. Precinct boundaries were updated September 25, 2015, in order to satisfy population changes discovered by the Orleans Registrar of Voters Office. The changes have been made by the City of New Orleans and verified by the Louisiana Secretary of State's Office.","863","2018-01-25T21:40:00.000Z","2020-11-13T01:35:00.000Z",,,"824","WhitneyS",,,"published",,,,,,,,,,,,,,,,,,,,,,,,,,,"https://data.nola.gov/resource/dc69-ed6k.json",,,,,,,,,,,,,,"usuy-y6jj",,"official"
