"submitted_date","case_no","name","postal_code","nbr_immigrants","begin_date","end_date","job_title","dol_decision_date","certified_begin_date","certified_end_date","job_code","approval_status","wage_rate_1","rate_per_1","max_rate_1","part_time_1","prevailing_wage_1","wage_source_1","yr_source_pub_1","other_wage_source_1","wage_rate_2","rate_per_2","max_rate_2","part_time_2","prevailing_wage_2","wage_source_2","yr_source_pub_2","other_wage_source_2","location_1","location_2","location_3"
"2003-09-30T09:27:00.000","I-03273-0735963","Novell, Inc.","84606","1","2003-10-01T00:00:00.000","2006-09-30T00:00:00.000","Manager, Software Engineering","2003-09-30T00:00:00.000","2003-10-01T00:00:00.000","2006-09-30T00:00:00.000","30","Certified","97500","Year",,"N","95222","Other","2003","Online Wage Library",,,,,,,,,"1800 South Novell Place
Provo, UT 
(40.209788656000455, -111.65572195999971)","
Boston, MA 
(42.35866324500046, -71.05673887699965)",
"2003-01-22T15:01:00.000","I-03022-0383149","K-Tec Inc., dba Blendtec","84058","2","2003-01-22T00:00:00.000","2005-12-30T00:00:00.000","Information Systems Manager","2003-01-22T00:00:00.000","2003-01-22T00:00:00.000","2005-12-30T00:00:00.000","161","Certified","41497","Year","41497","N","31928","Other","2002","oes wage data","41497","Year","41497","N","43680","Other","2002","oes wage data","1206 South 1680 West
Orem, UT 
(40.27497982300048, -111.7353170769997)","
Orem, UT 
(40.298762404000456, -111.69571854799972)","
Boston, MA 
(42.35866324500046, -71.05673887699965)"
"2003-08-25T17:01:00.000","I-03237-0683455","BRIDGETOJAPAN, INC. dba INTLBRIDGE","84097","1","2003-09-01T00:00:00.000","2006-08-30T00:00:00.000","ASSISTANT BENEFITS ADMINISTRATOR","2003-08-25T00:00:00.000","2003-09-01T00:00:00.000","2006-08-30T00:00:00.000","166","Certified","33769.730000000003","Year",,"N","35547","Other","2003","OES",,,,,,,,,"525 EAST TECHNOLOGY AVE.
OREM, UT 
(40.3261821210005, -111.6825687009997)","BLDG. C
OREM, UT 
(40.298762404000456, -111.69571854799972)",
"2003-09-24T20:11:00.000","I-03267-0728609","ALL PROFESSIONAL SERVICES","84058","1","2003-09-24T00:00:00.000","2006-09-23T00:00:00.000","LOAN OFFICER","2003-09-24T00:00:00.000","2003-09-24T00:00:00.000","2006-09-23T00:00:00.000","160","Certified","15.58","Hour",,"N","11.83","SESA",,,,,,,,,,,"485 W 1680 S
OREM, UT 
(40.266563557000495, -111.70680040699972)","
OREM, UT 
(40.298762404000456, -111.69571854799972)",
"2003-07-23T13:11:00.000","I-03204-0635063","Tortilleria San Juan","84058","1","2003-07-30T00:00:00.000","2006-07-29T00:00:00.000","Food Scientist and Technologist","2003-07-23T00:00:00.000","2003-07-30T00:00:00.000","2006-07-29T00:00:00.000","40","Certified","12.15","Hour",,"N","12.15","Other","2003","OES",,,,,,,,,"1329 North State Street
Orem, UT 
(40.32154357900049, -111.7057402799997)","
Orem, UT 
(40.298762404000456, -111.69571854799972)",
"2003-02-24T18:27:00.000","I-03055-0424221","Myriad Proteomics, Inc.","84116","1","2003-06-02T00:00:00.000","2006-06-02T00:00:00.000","Research Associate II","2003-02-24T00:00:00.000","2003-06-02T00:00:00.000","2006-06-02T00:00:00.000","41","Certified","34000","Year","34000","N","34403","Other","2003","oes wage data",,,,,,,,,"2150 W. Dauntless Avenue
Salt Lake City, UT 
(40.79114791900048, -111.95213042299969)","
Salt Lake City, UT 
(40.66726905100046, -111.92357267799969)",
"2003-07-11T15:02:00.000","I-03192-0618059","Department of Geology and Geophysics",,"1","2003-09-01T00:00:00.000","2006-08-31T00:00:00.000","Research Scientist","2003-07-11T00:00:00.000","2003-09-01T00:00:00.000","2006-08-31T00:00:00.000","90","Certified","31000","Year",,"N","30909","SESA",,,,,,,,,,,"135 South 1460 East Room 717
Salt Lake City, UT 
(40.7666803190005, -111.8490528479997)","
Salt Lake City, UT 
(40.66726905100046, -111.92357267799969)",
"2003-01-03T15:33:00.000","I-03003-0361449","Novell, Inc.","84606","1","2003-01-04T00:00:00.000","2004-01-03T00:00:00.000","Technology Specialist","2003-01-03T00:00:00.000","2003-01-04T00:00:00.000","2004-01-03T00:00:00.000","30","Certified","78021","Year","100000","N","78021","SESA",,,"78021","Year","100000","N","73819","SESA",,,"1800 South Novell Place
Provo, UT 
(40.209788656000455, -111.65572195999971)","
Irving, TX 
(32.813514401000475, -96.9554973279997)","
Springfield, IL 
(39.80105445200047, -89.64359853899964)"
"2003-04-30T13:59:00.000","I-03120-0512245","University of Utah, Gastroenterology Division","84132","1","2003-07-01T00:00:00.000","2006-06-30T00:00:00.000","Lab Specialist","2003-04-30T00:00:00.000","2003-07-01T00:00:00.000","2006-06-30T00:00:00.000","90","Certified","14.51","Hour",,"N","10.15","SESA",,,,,,,,,,,"30 North 1900 East
Salt Lake City, UT 
(40.768117015000485, -111.83481043999967)","4R118 SOM
Salt Lake City, UT 
(40.66726905100046, -111.92357267799969)",
"2003-01-02T17:32:00.000","I-03002-0360347","Western Investment LLC","84121","1","2003-01-10T00:00:00.000","2006-01-09T00:00:00.000","Economist (Senior Analyst)","2003-01-02T00:00:00.000","2003-01-10T00:00:00.000","2006-01-09T00:00:00.000","50","Certified","50000","Year",,"N","36608","Other","2002","OES Wage Data",,,,,,,,,"2594 E. Bengal Blvd.
Salt Lake City, UT 
(40.61010600900045, -111.81770637899967)","
Salt Lake City, UT 
(40.66726905100046, -111.92357267799969)",
