"program","year","period","week_ending","geo_level","state_ansi","ag_district","ag_district_code","county","county_ansi","zip_code","region","watershed_code","watershed","commodity","data_item","domain","domain_category","value","cv","location_1"
"SURVEY","2002","WEEK #21","2002-05-26T00:00:00.000","STATE","49",,,,,,,"0",,"SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT SURPLUS","TOTAL","NOT SPECIFIED","1",,"
, UTAH 
(39.359772, -111.584173)"
"SURVEY","2015","WEEK #30","2015-07-26T00:00:00.000","STATE","49",,,,,,,"0",,"BARLEY","BARLEY - CONDITION, PREVIOUS YEAR, MEASURED IN PCT GOOD","TOTAL","NOT SPECIFIED","69",,"
, UTAH 
(39.359772, -111.584173)"
"SURVEY","1998","MARKETING YEAR",,"STATE","49",,,,,,,"0",,"BEANS","BEANS, DRY EDIBLE - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","17.5",,"
, UTAH 
(39.359772, -111.584173)"
"SURVEY","2006","WEEK #38","2006-09-24T00:00:00.000","STATE","49",,,,,,,"0",,"SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT VERY SHORT","TOTAL","NOT SPECIFIED","2",,"
, UTAH 
(39.359772, -111.584173)"
"SURVEY","2014","WEEK #26","2014-06-29T00:00:00.000","STATE","49",,,,,,,"0",,"SOIL","SOIL, SUBSOIL - MOISTURE, 5 YEAR AVG, MEASURED IN PCT ADEQUATE","TOTAL","NOT SPECIFIED","59",,"
, UTAH 
(39.359772, -111.584173)"
"SURVEY","1956","MARKETING YEAR",,"STATE","49",,,,,,,"0",,"APRICOTS","APRICOTS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","106",,"
, UTAH 
(39.359772, -111.584173)"
"SURVEY","1973","YEAR",,"STATE","49",,,,,,,"0",,"POTATOES","POTATOES - ACRES HARVESTED","TOTAL","NOT SPECIFIED","5000",,"
, UTAH 
(39.359772, -111.584173)"
"SURVEY","2001","WEEK #29","2001-07-22T00:00:00.000","STATE","49",,,,,,,"0",,"SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT VERY SHORT","TOTAL","NOT SPECIFIED","19",,"
, UTAH 
(39.359772, -111.584173)"
"SURVEY","2014","FIRST OF MAR",,"STATE","49",,,,,,,"0",,"BARLEY","BARLEY, OFF FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED",,,"
, UTAH 
(39.359772, -111.584173)"
"SURVEY","1881","YEAR",,"STATE","49",,,,,,,"0",,"RYE","RYE - ACRES HARVESTED","TOTAL","NOT SPECIFIED","2000",,"
, UTAH 
(39.359772, -111.584173)"
"SURVEY","1996","YEAR",,"STATE","49",,,,,,,"0",,"BARLEY","BARLEY, IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","84000",,"
, UTAH 
(39.359772, -111.584173)"
"SURVEY","2014","WEEK #39","2014-09-28T00:00:00.000","STATE","49",,,,,,,"0",,"SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT SURPLUS","TOTAL","NOT SPECIFIED","3",,"
, UTAH 
(39.359772, -111.584173)"
"SURVEY","2002","WEEK #35","2002-09-01T00:00:00.000","STATE","49",,,,,,,"0",,"PASTURELAND","PASTURELAND - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","42",,"
, UTAH 
(39.359772, -111.584173)"
"SURVEY","1947","JUN",,"STATE","49",,,,,,,"0",,"CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","2.1",,"
, UTAH 
(39.359772, -111.584173)"
"SURVEY","1978","YEAR",,"STATE","49",,,,,,,"0",,"BARLEY","BARLEY, IRRIGATED - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","73.3",,"
, UTAH 
(39.359772, -111.584173)"
"SURVEY","2015","WEEK #36","2015-09-06T00:00:00.000","STATE","49",,,,,,,"0",,"SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT SURPLUS","TOTAL","NOT SPECIFIED","0",,"
, UTAH 
(39.359772, -111.584173)"
"SURVEY","2014","WEEK #34","2014-08-24T00:00:00.000","STATE","49",,,,,,,"0",,"CORN","CORN - PROGRESS, MEASURED IN PCT DOUGH","TOTAL","NOT SPECIFIED","33",,"
, UTAH 
(39.359772, -111.584173)"
"SURVEY","1983","AUG",,"STATE","49",,,,,,,"0",,"HAY","HAY, (EXCL ALFALFA) - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","58",,"
, UTAH 
(39.359772, -111.584173)"
"SURVEY","2014","WEEK #33","2014-08-17T00:00:00.000","STATE","49",,,,,,,"0",,"WHEAT","WHEAT, SPRING, (EXCL DURUM) - CONDITION, PREVIOUS YEAR, MEASURED IN PCT POOR","TOTAL","NOT SPECIFIED","10",,"
, UTAH 
(39.359772, -111.584173)"
"SURVEY","2000","YEAR",,"STATE","49",,,,,,,"0",,"WHEAT","WHEAT, NON-IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","109000",,"
, UTAH 
(39.359772, -111.584173)"
"SURVEY","1982","FIRST OF DEC",,"STATE","49",,,,,,,"0",,"CORN","CORN, GRAIN - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","1344000",,"
, UTAH 
(39.359772, -111.584173)"
"SURVEY","1950","YEAR",,"STATE","49",,,,,,,"0",,"WHEAT","WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","TOTAL","NOT SPECIFIED","82000",,"
, UTAH 
(39.359772, -111.584173)"
"SURVEY","2002","WEEK #27","2002-07-07T00:00:00.000","STATE","49",,,,,,,"0",,"PASTURELAND","PASTURELAND - CONDITION, MEASURED IN PCT GOOD","TOTAL","NOT SPECIFIED","11",,"
, UTAH 
(39.359772, -111.584173)"
"SURVEY","1989","YEAR",,"STATE","49",,,,,,,"0",,"CORN","CORN, GRAIN - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","7392000",,"
, UTAH 
(39.359772, -111.584173)"
"SURVEY","2015","WEEK #25","2015-06-21T00:00:00.000","STATE","49",,,,,,,"0",,"SOIL","SOIL, SUBSOIL - MOISTURE, PREVIOUS YEAR, MEASURED IN PCT VERY SHORT","TOTAL","NOT SPECIFIED","11",,"
, UTAH 
(39.359772, -111.584173)"
"SURVEY","2014","WEEK #26","2014-06-29T00:00:00.000","STATE","49",,,,,,,"0",,"HAY","HAY, ALFALFA, SECOND CUTTING - PROGRESS, PREVIOUS YEAR, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","8",,"
, UTAH 
(39.359772, -111.584173)"
"SURVEY","1967","SEP",,"STATE","49",,,,,,,"0",,"HAY","HAY - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","22",,"
, UTAH 
(39.359772, -111.584173)"
"SURVEY","2014","WEEK #30","2014-07-27T00:00:00.000","STATE","49",,,,,,,"0",,"SOIL","SOIL, SUBSOIL - MOISTURE, 5 YEAR AVG, MEASURED IN PCT VERY SHORT","TOTAL","NOT SPECIFIED","11",,"
, UTAH 
(39.359772, -111.584173)"
"SURVEY","1975","YEAR",,"STATE","49",,,,,,,"0",,"WHEAT","WHEAT - ACRES HARVESTED","TOTAL","NOT SPECIFIED","288000",,"
, UTAH 
(39.359772, -111.584173)"
"SURVEY","2003","WEEK #42","2003-10-19T00:00:00.000","STATE","49",,,,,,,"0",,"SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT ADEQUATE","TOTAL","NOT SPECIFIED","31",,"
, UTAH 
(39.359772, -111.584173)"
"SURVEY","2002","WEEK #45","2002-11-10T00:00:00.000","STATE","49",,,,,,,"0",,"FIELDWORK","FIELDWORK - DAYS SUITABLE, MEASURED IN DAYS / WEEK","TOTAL","NOT SPECIFIED","6",,"
, UTAH 
(39.359772, -111.584173)"
