"dataset_link","type","name","description","last_update_date_data","category","update_frequency"
"https://data.strathcona.ca/d/hxdp-dn5s","gis map","2015 Land Use Bylaw","The Land Use dataset identifies the zoning within Strathcona County that was approved under Bylaw 6-2015 and any subsequent amendments.  On March 10, 2015,Strathcona County Council approved Bylaw 6-2015 and on May 11, 2015the Bylaw came into effect. The Land Use dataset identifies the zoning within Strathcona County that was approved under this Bylaw and any subsequent amendments. http://www.strathcona.ca/departments/planning-development-services/zoning-and-planning-documents/land-use-bylaw/","2020-11-07T09:01:00.000Z","Boundaries","As Needed"
"https://data.strathcona.ca/d/v78u-sziz","gis map","Area Concept Plan","This data represents only the boundary areas of Council Approved Area Concept Plans. It does not include the future land uses and roadways within the approved plans.

Within Strathcona County and Area Concept Plan (ACP) is defined as  'a comprehensive planning framework and generalized future land use concept that guides subsequent development plans.'","2020-11-07T09:00:00.000Z","Boundaries","As Needed"
"https://data.strathcona.ca/d/f5h3-uuwi","gis map","Area Structure Plan","This data represents the boundaries of the Council Approved Area Structure Plans and Area Redevelopment Plans. Some boundaries have been created by consolidating the approved Area Structure Plan and its subsequent amendments.

Within Strathcona County the Area Structure Plan (ASP) is defined as a 'statutory plans that outline development of a small part of a community or neighbourhood.'","2020-11-07T09:00:00.000Z","Boundaries","As Needed"
"https://data.strathcona.ca/d/y99k-mxv7","dataset","Building Permits","Building permits from January 1, 1997 to present. This dataset complies with the Building & Land Development Specification (BLDS) standard for sharing open data on building and construction permits issued by municipal governments. For more information on the BLDS specification see http://permitdata.org/","2020-11-12T12:02:00.000Z","Housing & Buildings","Daily"
"https://data.strathcona.ca/d/qe7v-mvze","dataset","Building Permits - Recent","Building Permits issued within the last 30 days or whose status changed within the last 30 days.","2020-11-12T12:03:00.000Z","Housing & Buildings","Daily"
"https://data.strathcona.ca/d/3r5i-6xha","file","Contour Reference Map","This map shows the geographic areas for the north and south contour data. Use the map to determine the corresponding contour file to search and download.","2017-04-04T22:25:00.000Z","Land Features","As Needed"
"https://data.strathcona.ca/d/du8b-hv35","gis map","Contours 1m  - North Portion of Strathcona County","Single line representation of 1 metre contours in the Northern portion of Strathcona County

Alberta 3TM Reference Meridian 114W","2017-05-24T18:26:00.000Z","Land Features","As Needed"
"https://data.strathcona.ca/d/ufen-j386","gis map","Contours 1m - South Portion of Strathcona County","Single line representations of 1 metre contours in the southern portion of Strathcona County.

Alberta 3TM Reference Meridian 114W","2017-05-24T18:27:00.000Z","Land Features","As Needed"
"https://data.strathcona.ca/d/ka5d-d3bx","gis map","Contours 5m INDEX - North Portion of Strathcona County","Single line representation of a sub-sample of the 1 metre contour intervals at every 5 metres for the northern portion of Strathcona County","2017-04-04T20:18:00.000Z","Land Features","As Needed"
"https://data.strathcona.ca/d/76au-5n8u","gis map","Contours 5m INDEX - South portion of Strathcona County","Single line representation of a sub-sample of the 1 metre contour intervals at every 5 metres for the northern portion of Strathcona County","2017-04-04T20:17:00.000Z","Land Features","As Needed"
"https://data.strathcona.ca/d/77pr-pds3","gis map","Municipal Boundary","Polygon representing the municipal boundary for Strathcona County.","2020-01-28T15:06:00.000Z","Boundaries","As Needed"
"https://data.strathcona.ca/d/7sg5-7afn","file","Orthophoto Reference Map 2015","This map shows the tile number and flight dates associated with each orthophoto sid file. Use the map to determine the corresponding orthophoto tile number to search and download.

A list of all 2015 images: https://data.strathcona.ca/browse?category=Imagery&q=orthophoto+2015&sortBy=alpha","2016-11-11T01:44:00.000Z","Imagery","Never"
"https://data.strathcona.ca/d/xebd-8248","file","Orthophoto Tile 10 - 2015","Strathcona County 10cm orthophotos were flown in 2015. Individual tile locations can be determined using the 2015 Orthophoto Reference Map.","2016-11-01T18:56:00.000Z","Imagery","Never"
"https://data.strathcona.ca/d/5y7s-t3up","file","Orthophoto Tile 11 - 2015","Strathcona County 10cm orthophotos were flown in 2015. Individual tile locations can be determined using the 2015 Orthophoto Reference Map.","2016-11-01T21:40:00.000Z","Imagery","Never"
"https://data.strathcona.ca/d/hdjm-3vzr","file","Orthophoto Tile 1 - 2015","Strathcona County 10cm orthophotos were flown in 2015. Individual tile locations can be determined using the 2015 Orthophoto Reference Map.","2016-10-31T19:42:00.000Z","Imagery","Never"
"https://data.strathcona.ca/d/4ann-x7s5","file","Orthophoto Tile 12 - 2015","Strathcona County 10cm orthophotos were flown in 2015. Individual tile locations can be determined using the 2015 Orthophoto Reference Map.","2016-11-01T22:27:00.000Z","Imagery","Never"
"https://data.strathcona.ca/d/h9cp-58wf","file","Orthophoto Tile 13 - 2015","Strathcona County 10cm orthophotos were flown in 2015. Individual tile locations can be determined using the 2015 Orthophoto Reference Map.","2016-11-02T16:09:00.000Z","Imagery","Never"
