"record_id","where_do_you_live","sherwood_park_neighborhood","rural_county_location","question_01","question_02","question_03","question_04","question_05","question_06","question_07","question_08","question_09","question_10","question_11a","question_11b","question_12","question_13","question_14","question_15","question_16","question_17","question_18","question_19","question_20","question_21","question_22a","question_22b","question_23a","question_23b","question_24","question_25","gender","type_of_survey"
"2","Urban","Regency",,"Never","Never","Never","Somewhat","Somewhat","Slow down to the posted speed limit any time day or night","10 km/h over the speed limit","Yes","80-99% of the time","Very Safe","Beneficial to have more traffic circles, More roads should have 70KM zones",,"Strongly agree","More traffic circles to link roads, more posted crosswalk signs","Somewhat agree","Strongly disagree","Strongly disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Phone a number on web site","No",,,,,"Yes","18 to 24","Male","Telephone"
"23","Urban","Broadmoor",,"Never","Never","Never","Seldom","Never","Slow down to the posted speed limit any time day or night","5 km/h over the speed limit","Yes","All the time","Somewhat Safe","Education about using traffic circles. Higher fines and demerit points for distracted driving.",,"Somewhat agree","Putting up speed bumps. More traffic fines.","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Neither agree nor disagree","I would contact the police and the councillor in my ward.","Yes","Yes","If the information about where the red lights are or where the police will be it makes me more aware of them.","Yes","I am more aware of slowing down in certain areas i.e.. where cameras are located.","No","45 to 64","Female","Telephone"
"29","Urban","Foxhaven",,"Never","Somewhat","Never","Never","Never","Slow down to the posted speed limit any time day or night","The posted speed limit","Yes","60-79% of the time","Somewhat Unsafe","Post speed limits by parks/Post signs about winter driving conditions.",,"Strongly agree","Make an example of some areas.","Somewhat agree","Strongly disagree","Strongly disagree","Somewhat disagree","Strongly agree","Somewhat agree","Sherwood Park RCMP","No",,,,,"Yes","25 to 44","Male","Telephone"
"31","Urban","Craigavon",,"Never","Seldom","Never","Somewhat","Never","Slow down to the posted speed limit only if workers are present","5 km/h over the speed limit","Yes","80-99% of the time","Somewhat Safe","Clearer signage to avoid confusion.",,"Neither agree nor disagree","I don't like the speed bumps or those little traffic circles that they have.    The speed limits should be posted at troublesome areas and occasionally monitored by police./","Strongly disagree","Strongly disagree","Neither agree nor disagree","Somewhat disagree","Strongly disagree","Somewhat agree","Don't know/ not stated","No",,,,,"No","65 or older","Female","Telephone"
"42","Urban","Ridge Point Way",,"Never","Never","Never","Seldom","Never","Slow down to the posted speed limit any time day or night","The posted speed limit","Yes","All the time","Very Safe","Don't know/ not stated",,"Strongly disagree","Don't know/ not stated","Strongly disagree","Strongly disagree","Somewhat disagree","Somewhat agree","Strongly disagree","Strongly agree","local representative","No",,,,,"No","65 or older","Female","Telephone"
"48","Urban","Charleton",,"Never","Never","Never","Never","Never","Slow down to the posted speed limit only if workers are present","The posted speed limit","Yes","All the time","Very Unsafe","Put back red light cameras, too many cell phones and high speeders have to lose their cars for a 24 hour period.",,"Somewhat agree","they need to slow cars before they get to residential areas.","Strongly disagree","Strongly agree","Don't know","Neither agree nor disagree","Don't know","Don't know","I would be talking to people in law enforcement.","No",,,,,"No","65 or older","Male","Telephone"
"50","Urban","Calahoo Drive",,"Never","Never","Never","Never","Never","Slow down to the posted speed limit any time day or night","The posted speed limit","No",,"Somewhat Safe","patrol the residential areas, drive safer and slower in the residential areas",,"Somewhat agree","have to patrol the area, pedestrians have to be cautious too","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","the city council, or whoever is in charge of this","Yes","Yes","making people more aware, think they should have more signs","Yes","makes people aware that other people are watching by putting up these signs","No","65 or older","Female","Telephone"
"73","Urban","Broadmoor",,"Never","Never","Seldom","Seldom","Never","Slow down to the posted speed limit any time day or night","The posted speed limit","Yes","80-99% of the time","Very Safe","Wye Road and Broadmoor -- remove the advance left turn signal",,"Strongly disagree","Remove the speed bumps, use cameras to monitor and correct / or hire Peace Officers to ticket people","Strongly disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Contact councillor first","Yes","No",,"No",,"No","65 or older","Male","Telephone"
"81","Urban","Davidson Creek",,"Never","Never","Somewhat","Never","Never","Slow down to the posted speed limit only if workers are present","10 km/h over the speed limit","Yes","80-99% of the time","Somewhat Unsafe","more speeding fines and do the maximum, more red light cameras or are the ones that are there not working?",,"Somewhat agree","post higher fines especially on bus routes","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree","RCMP","No",,,,,"No","45 to 64","Male","Telephone"
"90","Rural",,"East","Never","Seldom","Never","Seldom","Never","Slow down to the posted speed limit any time day or night","The posted speed limit","Yes","All the time","Somewhat Safe","Don't know/ not stated",,"Somewhat disagree","give more  tickets","Somewhat disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","RCMP","Yes","No",,"No",,"No","65 or older","Female","Telephone"
"92","Urban","Glen Allan",,"Never","Never","Never","Never","Never","Slow down to the posted speed limit any time day or night","The posted speed limit","Yes","All the time","Somewhat Safe","Cell phone drivers should be  ticketed   (p)",,"Somewhat disagree","Don't know/ not stated  (p)","Somewhat disagree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","RCMP","No",,,,,"No","65 or older","Male","Telephone"
"94","Urban","Summerwood",,"Never","Seldom","Never","Seldom","Never","Slow down to the posted speed limit any time day or night","The posted speed limit","Yes","All the time","Somewhat Safe","More red light cameras, can't think of anything else.",,"Somewhat disagree","More Police presence","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Don't know","My local MLA","Yes","Don't know",,"No",,"No","45 to 64","Female","Telephone"
"102","Rural",,"Ardrossan","Never","Never","Never","Never","Never","Slow down to the posted speed limit any time day or night","5 km/h over the speed limit","Yes","All the time","Somewhat Safe","More policing, monitoring the speed limit, because people don't listen. More people monitoring cell phone while driving.",,"Somewhat disagree","Don't know/ not stated","Somewhat agree","Don't know","Don't know","Strongly agree","Don't know","Strongly agree","the RCMP","No",,,,,"No","65 or older","Female","Telephone"
"384","Rural",,"We are just South of Sherwood Park and just East of 231.","Never","Never","Never","Somewhat","Never","Slow down to the posted speed limit any time day or night","The posted speed limit","Yes","All the time","Somewhat Safe","Photo Radar should be reinstalled./Intersection at Broadmoor and Sherwood Drive should be modified.",,"Somewhat disagree","Don't know/ not stated","Strongly disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Either the RCMP or the Engineering Department of the County, it depends on what the issue is.","Yes","No",,"No",,"No","65 or older","Male","Telephone"
"105","Urban","The Ridge or Regency",,"Never","Seldom","Seldom","Seldom","Never","Slow down to the posted speed limit only if workers are present","5 km/h over the speed limit","Yes","80-99% of the time","Very Safe","when building new intersections that they always make them the same - teaching my  daughter to drive and it is very difficult because every intersection is different 2) should be policing for slow drivers in the fast lanes",,"Somewhat disagree","if they place it and make everyone follow the limits by police giving tickets because photo radar isn't a deterrent and they need to pick better locations where it is actually a danger","Strongly disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","my councillor and transportation or the exact department","No",,,,,"No","45 to 64","Male","Telephone"
"110","Urban","Woodridge",,"Never","Seldom","Never","Never","Never","Slow down to the posted speed limit only if workers are present","10 km/h over the speed limit","Yes","80-99% of the time","Very Safe","Don't know/ not stated",,"Strongly disagree","more police presence in neighborhoods","Strongly disagree","Strongly disagree","Strongly agree","Somewhat agree","Strongly disagree","Strongly agree","police station","No",,,,,"No","45 to 64","Male","Telephone"
"111","Rural",,"Aspen Heights","Never","Never","Never","Seldom","Never","Slow down to the posted speed limit any time day or night","The posted speed limit","Yes","All the time","Somewhat Safe","switch some of the 4 way stop signs to lights, more radar traps in the busier thorough fares-RR 233, RR 232  while the Anthony Henday extension is being completed",,"Somewhat agree","if people notice that one person is constantly speeding, have more than one person report him to RCMP","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","the road people with the county, or phone the county transportation to redirect the problem","No",,,,,"No","45 to 64","Female","Telephone"
"112","Urban","Woodbridge",,"Never","Never","Never","Never","Never","Slow down to the posted speed limit only if workers are present","The posted speed limit","Yes","80-99% of the time","Somewhat Safe","increase policing and fines",,"Strongly agree","increase policing","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","the RCMP","Yes","No",,"No",,"Yes","45 to 64","Male","Telephone"
"113","Urban","Davidson Creek",,"Never","Somewhat","Never","Somewhat","Never","Slow down to the posted speed limit any time day or night","10 km/h over the speed limit","Yes","80-99% of the time","Somewhat Safe","More policing around school zones./",,"Strongly agree","More police presence in some busy residential areas./","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","My city councillor./","No",,,,,"Yes","25 to 44","Female","Telephone"
"115","Rural",,"RR 14 Township 510.","Never","Never","Somewhat","Never","Never","Slow down to the posted speed limit only if workers are present","10 km/h over the speed limit","Yes","80-99% of the time","Very Safe","Don't know/ not stated",,"Strongly disagree","Giving people tickets.","Strongly disagree","Somewhat agree","Strongly agree","Somewhat agree","Strongly disagree","Neither agree nor disagree","police","No",,,,,"No","45 to 64","Male","Telephone"
"117","Urban","Foxboro",,"Never","Never","Never","Never","Never","Slow down to the posted speed limit any time day or night","5 km/h over the speed limit","Yes","80-99% of the time","Somewhat Safe","Teach people how to use the roundabouts.",,"Strongly agree","Speed check enforcements.","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat agree","The police","Yes","Yes","It highlights the concerns.","Yes","It made me more conscientious.","Yes","25 to 44","Male","Telephone"
"118","Urban","Forest Green",,"Never","Never","Never","Seldom","Never","Slow down to the posted speed limit any time day or night","The posted speed limit","Yes","80-99% of the time","Very Safe","educating the drivers . When it comes to signage on construction roads they can be very confusing",,"Strongly disagree","traffic enforcement - police enforcement","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","RCMP","No",,,,,"No","45 to 64","Male","Telephone"
"144","Rural",,"Windfield Heights","Never","Seldom","Never","Never","Never","Slow down to the posted speed limit any time day or night","5 km/h over the speed limit","Yes","80-99% of the time","Somewhat Safe","Enforce distracted driving infractions / disallow signage on public property",,"Somewhat agree","Ticket more infractions","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Councillor or mayor","No",,,,,"No","45 to 64","Female","Telephone"
"157","Rural",,"South East","Never","Never","Never","Somewhat","Never","Slow down to the posted speed limit only if workers are present","10 km/h over the speed limit","Yes","All the time","Very Safe","Don't know/ not stated",,"Somewhat disagree","Photo radar and speed and greater Police presence.","Neither agree nor disagree","Strongly agree","Don't know","Strongly agree","Neither agree nor disagree","Somewhat disagree","I would contact the Police.","No",,,,,"Yes","45 to 64","Male","Telephone"
"158","Rural",,"I am on 205-22560 Wye Road","Never","Never","Never","Never","Never","Slow down to the posted speed limit only if workers are present","5 km/h over the speed limit","Yes","All the time","Very Unsafe","Should enforce the existing rules. Especially during school hours./ Should widen the roads - make them a standard size country road.",,"Strongly disagree","They should enforce the rules and regulations for speed.","Somewhat agree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","The transportation Department","No",,,,,"No","65 or older","Male","Telephone"
"160","Urban","Nottingham",,"Seldom","Seldom","Never","Seldom","Never","Slow down to the posted speed limit only if workers are present","The posted speed limit","Yes","80-99% of the time","Somewhat Unsafe","Have fines and demerit points. Having more speed traps especially around schools.",,"Somewhat agree","more ticketing.","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Strongly agree","Somewhat agree","my councillor.","No",,,,,"Yes","25 to 44","Female","Telephone"
"163","Rural",,"North of Highway 16","Never","Somewhat","Never","Somewhat","Never","Slow down to the posted speed limit only if workers are present","The posted speed limit","Yes","80-99% of the time","Somewhat Unsafe","higher fines for speeding and distracted driving",,"Strongly agree","ticketing and higher fines","Strongly agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","bylaw or RCMP","No",,,,,"No","45 to 64","Female","Telephone"
"395","Urban","Glenallan",,"Seldom","Seldom","Never","Never","Never","Slow down to the posted speed limit any time day or night","5 km/h over the speed limit","Yes","80-99% of the time","Somewhat Safe","Don't know/ not stated",,"Somewhat agree","Lower the speed limit because everyone will go faster than the posted speed limit.","Strongly disagree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly disagree","Somewhat agree","Don't know/ not stated","No",,,,,"No","65 or older","Female","Telephone"
"164","Urban","Clarkdale Meadows",,"Never","Never","Always","Somewhat","Never","Slow down to the posted speed limit only if workers are present","The posted speed limit","No",,"Somewhat Safe","Enforcement (c) actually, visual speed checks & stop sign checks, using actual officers, not the cameras or sensors. Education (c) public education, for example, giving the safety reasons why we have the rules.",,"Somewhat agree","Enforcement. People slow down when it hurts their pocket books. (c) Just the other day, we had a speed trap with officers here, and it slows people down for a time after the speed trap.","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree","the County Office or a county counselor","Yes","Yes","It referred to the school safety ones, giving the why behind the rule. Then you realize that your actions impact others' safety.","No",,"Yes","25 to 44","Female","Telephone"
"176","Urban","Forest Greens",,"Never","Never","Never","Seldom","Never","Slow down to the posted speed limit any time day or night","5 km/h over the speed limit","Yes","All the time","Somewhat Safe","Enforcing red lights and stop signs. It is not safe with them going through them./",,"Somewhat disagree","Getting rid of the photo radar and actually enforcing it by the police./","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat agree","Probably my councillor./I would call the police./","No",,,,,"No","45 to 64","Male","Telephone"
"189","Urban","Winfield Heights",,"Never","Somewhat","Somewhat","Somewhat","Seldom","Slow down to the posted speed limit only if workers are present","10 km/h over the speed limit","Yes","80-99% of the time","Somewhat Safe","Fix pot holes in a timely manner // review speeds posted",,"Somewhat agree","traffic calming measures","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat disagree","Somewhat disagree","Don't know/ not stated","No",,,,,"Yes","25 to 44","Male","Telephone"
"190","Urban","Davidson Creek",,"Never","Seldom","Never","Never","Seldom","Slow down to the posted speed limit any time day or night","The posted speed limit","Yes","All the time","Somewhat Unsafe","Photo radar and more peace officers",,"Strongly agree","There should be more signs on the roads and issue warnings on citizens complaints","Somewhat agree","Strongly agree","Somewhat disagree","Strongly agree","Strongly agree","Strongly agree","I would contact the RCMP","No",,,,,"No","65 or older","Male","Telephone"
"191","Urban","Glen Allan",,"Never","Never","Never","Never","Never","Slow down to the posted speed limit any time day or night","The posted speed limit","Yes","All the time","Somewhat Safe","Don't know/ not stated",,"Strongly agree","putting speed bumps","Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree","Somewhat agree","Strongly disagree","the county","No",,,,,"Yes","45 to 64","Female","Telephone"
"205","Urban","Village on the Lake",,"Never","Never","Never","Never","Never","Slow down to the posted speed limit any time day or night","5 km/h over the speed limit","Yes","All the time","Somewhat Safe","bring back photo radar in school zones /set the lights to be more efficient",,"Somewhat agree","enforcement /lowering speed limit to forty","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Strongly agree","Strongly agree","Somewhat agree","county office","No",,,,,"No","45 to 64","Male","Telephone"
"207","Rural",,"Hunters Hill","Never","Never","Never","Somewhat","Never","Slow down to the posted speed limit any time day or night","5 km/h over the speed limit","Yes","All the time","Somewhat Unsafe","education and enforcement",,"Strongly agree","should have police on random basis","Strongly disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","police","Yes","No",,"No",,"Yes","45 to 64","Male","Telephone"
"208","Urban","Bedford Village",,"Never","Never","Never","Never","Never","Slow down to the posted speed limit any time day or night","The posted speed limit","Yes","All the time","Very Safe","Don't know/ not stated",,"Strongly agree","Don't know/ not stated","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Don't know","Strongly agree","I'd go to the county office or the RCMP.","No",,,,,"No","65 or older","Female","Telephone"
"213","Urban","Village on the Lake",,"Never","Never","Never","Never","Never","Slow down to the posted speed limit any time day or night","The posted speed limit","Yes","All the time","Somewhat Safe","just keep tabs on the speed limits,",,"Strongly agree","should ticket more","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Neither agree nor disagree","Strongly agree","bylaw enforcement or your local councillor","No",,,,,"No","45 to 64","Male","Telephone"
"223","Urban","Westboro",,"Never","Never","Never","Never","Never","Slow down to the posted speed limit any time day or night","5 km/h over the speed limit","Yes","All the time","Somewhat Safe","Don't know/ not stated",,"Somewhat agree","Speed monitoring sign, traffic police should issue more tickets in this regard.","Somewhat disagree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Somewhat agree","My Mayor and council staff","No",,,,,"No","65 or older","Female","Telephone"
