"permit","permit_type_description","permit_subtype_description","parcel","date_entered","date_issued","const_cost","address","city","state","zip","subdivision_lot","contact","per_ty","permit_subtype","ivr_trk","purpose","council_dist","census_tract","mapped_location"
"2022050891","Building Residential - New","Accessory Structure, Carport","091020M00101CO","2022-07-29T00:00:00.000","2022-09-12T00:00:00.000","9660","6006B2  CALIFORNIA AVE","NASHVILLE","TN","37209","UNIT A 6006 CALIFORNIA AVE TOWNHOMES","INFILL HOMES LLC","CARN","CAA14U004","4186484","TO CONSTRUCT 20�X20� DETACHED CARPORT TO REAR OF UNIT/RESIDENCE� �3� MINIMUM SIDE SETBACK� �10� MINIMUM REAR SETBACK� �16� MAXIMUM HEIGHT� �NOT TO BE USED AS LIVING SPACE OR FOR COMMERCIAL PURPOSES� �NOT TO BUILD OVER OR OBSTRUCT ANY EASEMENTS ON PROPERTY� �","20","37013300","6006B2 CALIFORNIA AVE
NASHVILLE, TN 37209"
"2022022283","Building Residential - New","Single Family Residence","083160G00100CO","2022-04-04T00:00:00.000","2022-09-12T00:00:00.000","314982","2655  BARCLAY DR","NASHVILLE","TN","37206","UNIT 2655 2500 LAZENBY DRIVE AND 2655 BARCLAY DRIVE","LEGACY SOUTH BUILDERS LLC","CARN","CAA01R301","4133199","TO CONSTRUCT UNIT OF PROPOSED HORIZONTAL PROPERTY LINE REGIME DUPLEX WITH 2598 SQFT OF LIVING AREA � �264 SQFT PORCH/DECK AREA� �UNITS DETACHED� �40� MIN FRONT SETBACK (BARCLAY DR)� �33� MIN STREET/SIDE SETBACK (LAZENBY DR)� �5� MIN SIDE SETBACK� �20� MIN REAR SETBACK� �6� MINIMUM BETWEEN UNITS� �MAX BLDG HEIGHT IS 27 FEET� �MAXIMUM BLDG COVERAGE 2631 SQFT (1316 SQFT PER UNIT)� �MUST COMPLY WITH COD OVERLAY, 17.36.450� �NOT TO BUILD OVER OR OBSTRUCT ANY EASEMENTS ON PROPERTY� �

FOR EVERY 30 FEET OF STREET FRONTAGE OR FRACTION THEREOF, ONE 2-INCH CALIPER TREE AS LISTED IN THE URBAN FORESTRY APPROVED TREE LIST SHALL BE PLANTED ON THE SUBJECT PROPERTY.

FOR EVERY 50 FEET OF SITE FRONTAGE A DOUBLE-SIDED SIGN 24 X36' IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED.","6","37011600","2655 BARCLAY DR
NASHVILLE, TN 37206
(36.174334, -86.719611)"
"2022059917","Building Residential - New","Accessory Structure, Shed / Storage Bldg","13112007800","2022-09-02T00:00:00.000","2022-09-12T00:00:00.000","62075","1030  BATTERY LN","NASHVILLE","TN","37220","N SIDE BATTERY LANE W OF LEALAND LANE","SELF CONTRACTOR RESIDENTIAL (SEE APPLICANT INFORMATION)","CARN","CAA14U011","4201218","To construct a 16' X 32' single-story shed accessory to a single-family structure.  Not to be used as living or sleeping quarters or for commercial purposes. NOT establishing a Detached Accessory Dwelling Unit (DADU).

THE HOLDER OF THIS PERMIT HEREBY CERTIFIES THAT ALL CONSTRUCTION AND DEMOLITION WASTE GENERATED BY ANY AND ALL ACTIVITIES GOVERNED BY THIS PERMIT SHALL BE DISPOSED OF IN AN APPROVED LANDFILL. THE HOLDER OF THIS PERMIT ALSO CERTIFIES THAT NO CONSTRUCTION OR DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISIONS OF THE METROPOLITAN CODE.

FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24� X 36� IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED.","25","37017702","1030 BATTERY LN
NASHVILLE, TN 37220
(36.088666, -86.794839)"
"2022048733","Building Residential - New","Accessory Structure, Garage","07508002700","2022-07-21T00:00:00.000","2022-09-12T00:00:00.000","59168","645B  TOPEKA DR","HERMITAGE","TN","37076","LOT 227 TULIP GROVE SEC. 4","SELF CONTRACTOR RESIDENTIAL (SEE APPLICANT INFORMATION)","CARN","CAA14U009","4183243","To construct an 35ft x 35ft detached garage to be placed in the rear of the primary structure. Not to be used for living quarters, sleeping quarters, nor commercial activities. Rear setback is 10ft because of easement on plat , and side setbacks are 5ft because of easement on plat.","12","37015405","645B TOPEKA DR
HERMITAGE, TN 37076
(36.206361, -86.59777)"
"2022060801","Building Residential - Addition","Single Family Residence","11706002700","2022-09-07T00:00:00.000","2022-09-12T00:00:00.000","32941","2924  22ND AVE S","NASHVILLE","TN","37215","LOT 8 REV # 2 WELLESLEY TRACE SEC 2","JONES, DALE W CONSTRUCTION LLC","CARA","CAA01R301","4202833","building a deck attached to the existing house.  The deck will have a shed roof covered with standing seam metal.  The porch will also be screened.  We will pour piers for the deck supports and then lay asphalt over the piers and under the deck so the homeowner can park under the deck.  We will anchor the post supports to the concrete piers.  The existing house sits on a large lot so we should be within the side and rear setbacks.  The deck is going straight behind the existing house.  5' min side s/b; 20' min rear s/b.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.","25","37018000","2924 22ND AVE S
NASHVILLE, TN 37215
(36.119409, -86.814085)"
"2022052218","Building Demolition Permit","Demolition Permit - Residential","14707006800","2022-08-03T00:00:00.000","2022-09-12T00:00:00.000","7000","4420  PROVIDENCE HTS","NASHVILLE","TN","37211","LOT 17 T C COOKS RESUB","RESPEN BUILDERS INC","CADM","CAZ01A001","4188563","complete demo. Tear the existing down.","27","37018904","4420 PROVIDENCE HTS
NASHVILLE, TN 37211
(36.073612, -86.727016)"
"2022016220","Building Residential - Addition","Accessory Structure, Decks","14211014700","2022-03-10T00:00:00.000","2022-09-12T00:00:00.000","47900","7216  BIRCH BARK DR","NASHVILLE","TN","37221","LOT 1 VALLEY WEST SEC 6","DURANTE COMPANIES, INC","CARA","CAA14U015","4113294","WE ARE BUILDING A NEW 12X16 DECK WITH A SCREENROOM ON IT WITH A CEILING FAN AN THE ROOM IS WHITE TO THE REAR OF RESIDENCE.  RS15 ZONING.  10' MIN SIDE S/B; 20' MIN REAR S/B.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.","35","37018405","7216 BIRCH BARK DR
NASHVILLE, TN 37221
(36.065054, -86.930905)"
"2022001658","Building Residential - Addition","Accessory Structure, Decks","096020A00400CO","2022-01-10T00:00:00.000","2022-09-12T00:00:00.000","27596","806  CEDARSTONE WAY","NASHVILLE","TN","37214","UNIT 4 BLUFFS OF CEDARSTONE 1ST AMEND","DURANTE COMPANIES, INC","CARA","CAA14U015","4072686","Removing old deck and building a new 10'x13' platform that will be insulated from below. we will then build a new 10'x13' studio roof sunroom. sunroom will have full electrical package and Self Contained HVAC unit (PTAC)
the new platform for the sunroom will not have any stairs. 20' min rear s/b.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.","15","37015501","806 CEDARSTONE WAY
NASHVILLE, TN 37214
(36.170313, -86.657503)"
"2022020637","Building Residential - New","Single Family Residence","083160G00200CO","2022-03-28T00:00:00.000","2022-09-12T00:00:00.000","301403","2500  LAZENBY DR","NASHVILLE","TN","37206","UNIT 2500 2500 LAZENBY DRIVE AND 2655 BARCLAY DRIVE","LEGACY SOUTH BUILDERS LLC","CARN","CAA01R301","4127566","TO CONSTRUCT UNIT OF PROPOSED HORIZONTAL PROPERTY LINE REGIME DUPLEX WITH 2486 SQFT OF LIVING AREA � �264 SQFT PORCH/DECK AREA� �UNITS DETACHED� �40� MIN FRONT SETBACK (BARCLAY DR)� �33� MIN STREET/SIDE SETBACK (LAZENBY DR)� �5� MIN SIDE SETBACK� �20� MIN REAR SETBACK� �6� MINIMUM BETWEEN UNITS� �MAX BLDG HEIGHT IS 27 FEET� �MAXIMUM BLDG COVERAGE 2631 SQFT (1316 SQFT PER UNIT)� �MUST COMPLY WITH COD OVERLAY, 17.36.450� �NOT TO BUILD OVER OR OBSTRUCT ANY EASEMENTS ON PROPERTY� �

FOR EVERY 30 FEET OF STREET FRONTAGE OR FRACTION THEREOF, ONE 2-INCH CALIPER TREE AS LISTED IN THE URBAN FORESTRY APPROVED TREE LIST SHALL BE PLANTED ON THE SUBJECT PROPERTY.

FOR EVERY 50 FEET OF SITE FRONTAGE A DOUBLE-SIDED SIGN 24 X36' IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED.","6","37011600","2500 LAZENBY DR
NASHVILLE, TN 37206
(36.174583, -86.719513)"
"2022061137","Building Residential - Rehab","Single Family Residence","08305035900","2022-09-08T00:00:00.000","2022-09-12T00:00:00.000","40000","1423  FRANKLIN AVE","NASHVILLE","TN","37206","LOT 53 WEAKLEY HOME PLACE","Dune Baydoun","CARR","CAA01R301","4203378","Rehab includes removal of plaster walls and replace with drywall. Replacement of electrical and plumbing fixtures, Replacement of roof shingles. New paint and kitchen cabinets. Removing one wall. No change to building footprint. POC: Dune Baydoun, 615-579-7363. No construction and demolition waste will be stored on the property and such waste shall be disposed of in a clean and sanitary manner by placing it in approved containers and having such waste discarded at an approved landfill.

Signage must be posted pursuant to M.C.L. 16.28.230, including project information signs, which shall be posted in English and Spanish with one double-sided 24  (vertical) � 36  (horizontal) sign posted for every fifty feet of site frontage, with no more than three signs required per street frontage.","6","37011700","1423 FRANKLIN AVE
NASHVILLE, TN 37206
(36.184734, -86.742142)"
