"fiscal_year","period","invoice_date","i_department_no","invoice_department","org_dept_number","department_name","object","object_description","org","org_description","project_code","project_title","item_amount","fund_code","fund_description","vendor_number","vendor_name","invoice_number","invoice_line_item_number","invoice_paid_void","check_number","check_date","invoice_total"
"2014","1","2013-07-01T00:00:00.000","145  ","Treasurer Collector           ","311","Contributory Retirement       ","51700","Retirement contribution       ","3110091","Framingham Retirement System  ","     ",,"11247220","1","General Fund                  ","1266","FRAMINGHAM RETIREMEN","282705","1","P","27696","2013-07-01T00:00:00.000","11247220"
"2014","1","2013-07-02T00:00:00.000","152  ","Human Resources               ","314","Group Insurance               ","51743","BlueCrss/BlShield - Adminstrat","53142109","Health Claims Trst Fnd Employ ","HLTHA","Blue Care Elect Enhanced Value PPO ","1145.19","9210","Health Claims Trst Fnd Employ ","405","BLUE CROSS/BLUE SHIE","283225","8","P","27708","2013-07-03T00:00:00.000","149351.67"
"2014","1","2013-07-02T00:00:00.000","152  ","Human Resources               ","314","Group Insurance               ","51743","BlueCrss/BlShield - Adminstrat","53142009","Health Claims Trust Fund Town ","DNTL1","Dental Blue                        ","1915.93","9200","Health Claims Trust Fund Town ","405","BLUE CROSS/BLUE SHIE","283225","1","P","27708","2013-07-03T00:00:00.000","149351.67"
"2014","1","2013-07-02T00:00:00.000","152  ","Human Resources               ","314","Group Insurance               ","51743","BlueCrss/BlShield - Adminstrat","53142009","Health Claims Trust Fund Town ","HLTH3","Network Blue                       ","93182.8","9200","Health Claims Trust Fund Town ","405","BLUE CROSS/BLUE SHIE","283225","2","P","27708","2013-07-03T00:00:00.000","149351.67"
"2014","1","2013-07-02T00:00:00.000","152  ","Human Resources               ","314","Group Insurance               ","51743","BlueCrss/BlShield - Adminstrat","53142009","Health Claims Trust Fund Town ","HLTH4","Medex                              ","15799.59","9200","Health Claims Trust Fund Town ","405","BLUE CROSS/BLUE SHIE","283225","3","P","27708","2013-07-03T00:00:00.000","149351.67"
"2014","1","2013-07-02T00:00:00.000","152  ","Human Resources               ","314","Group Insurance               ","51743","BlueCrss/BlShield - Adminstrat","53142009","Health Claims Trust Fund Town ","HLTHA","Blue Care Elect Enhanced Value PPO ","3435.58","9200","Health Claims Trust Fund Town ","405","BLUE CROSS/BLUE SHIE","283225","4","P","27708","2013-07-03T00:00:00.000","149351.67"
"2014","1","2013-07-02T00:00:00.000","152  ","Human Resources               ","314","Group Insurance               ","51743","BlueCrss/BlShield - Adminstrat","53142109","Health Claims Trst Fnd Employ ","DNTL1","Dental Blue                        ","10856.95","9210","Health Claims Trst Fnd Employ ","405","BLUE CROSS/BLUE SHIE","283225","5","P","27708","2013-07-03T00:00:00.000","149351.67"
"2014","1","2013-07-02T00:00:00.000","152  ","Human Resources               ","314","Group Insurance               ","51743","BlueCrss/BlShield - Adminstrat","53142109","Health Claims Trst Fnd Employ ","HLTH3","Network Blue                       ","17749.1","9210","Health Claims Trst Fnd Employ ","405","BLUE CROSS/BLUE SHIE","283225","6","P","27708","2013-07-03T00:00:00.000","149351.67"
"2014","1","2013-07-02T00:00:00.000","152  ","Human Resources               ","314","Group Insurance               ","51743","BlueCrss/BlShield - Adminstrat","53142109","Health Claims Trst Fnd Employ ","HLTH4","Medex                              ","5266.53","9210","Health Claims Trst Fnd Employ ","405","BLUE CROSS/BLUE SHIE","283225","7","P","27708","2013-07-03T00:00:00.000","149351.67"
"2014","1","2013-07-02T00:00:00.000","152  ","Human Resources               ","314","Group Insurance               ","51741","BlueCrss/BlShld-Level Monthly ","53142009","Health Claims Trust Fund Town ","HLTH1","Master Medical                     ","6000","9200","Health Claims Trust Fund Town ","405","BLUE CROSS/BLUE SHIE","283196","1","P","27709","2013-07-03T00:00:00.000","3195900"
"2014","1","2013-07-02T00:00:00.000","152  ","Human Resources               ","314","Group Insurance               ","51741","BlueCrss/BlShld-Level Monthly ","53142109","Health Claims Trst Fnd Employ ","HLTH2","Blue Choice                        ","59260","9210","Health Claims Trst Fnd Employ ","405","BLUE CROSS/BLUE SHIE","283196","8","P","27709","2013-07-03T00:00:00.000","3195900"
"2014","1","2013-07-02T00:00:00.000","152  ","Human Resources               ","314","Group Insurance               ","51741","BlueCrss/BlShld-Level Monthly ","53142109","Health Claims Trst Fnd Employ ","HLTH3","Network Blue                       ","343152","9210","Health Claims Trst Fnd Employ ","405","BLUE CROSS/BLUE SHIE","283196","9","P","27709","2013-07-03T00:00:00.000","3195900"
"2014","1","2013-07-02T00:00:00.000","152  ","Human Resources               ","314","Group Insurance               ","51741","BlueCrss/BlShld-Level Monthly ","53142109","Health Claims Trst Fnd Employ ","HLTH4","Medex                              ","104725","9210","Health Claims Trst Fnd Employ ","405","BLUE CROSS/BLUE SHIE","283196","10","P","27709","2013-07-03T00:00:00.000","3195900"
"2014","1","2013-07-02T00:00:00.000","152  ","Human Resources               ","314","Group Insurance               ","51741","BlueCrss/BlShld-Level Monthly ","53142109","Health Claims Trst Fnd Employ ","HLTH6","Blue Care Elect Preferred          ","42100","9210","Health Claims Trst Fnd Employ ","405","BLUE CROSS/BLUE SHIE","283196","11","P","27709","2013-07-03T00:00:00.000","3195900"
"2014","1","2013-07-02T00:00:00.000","152  ","Human Resources               ","314","Group Insurance               ","51770","Dental Blue                   ","53142109","Health Claims Trst Fnd Employ ","     ",,"135660","9210","Health Claims Trst Fnd Employ ","405","BLUE CROSS/BLUE SHIE","283196","12","P","27709","2013-07-03T00:00:00.000","3195900"
"2014","1","2013-07-02T00:00:00.000","152  ","Human Resources               ","314","Group Insurance               ","51770","Dental Blue                   ","53142009","Health Claims Trust Fund Town ","     ",,"23940","9200","Health Claims Trust Fund Town ","405","BLUE CROSS/BLUE SHIE","283196","6","P","27709","2013-07-03T00:00:00.000","3195900"
"2014","1","2013-07-02T00:00:00.000","152  ","Human Resources               ","314","Group Insurance               ","51741","BlueCrss/BlShld-Level Monthly ","53142009","Health Claims Trust Fund Town ","HLTH6","Blue Care Elect Preferred          ","126300","9200","Health Claims Trust Fund Town ","405","BLUE CROSS/BLUE SHIE","283196","5","P","27709","2013-07-03T00:00:00.000","3195900"
"2014","1","2013-07-02T00:00:00.000","152  ","Human Resources               ","314","Group Insurance               ","51741","BlueCrss/BlShld-Level Monthly ","53142009","Health Claims Trust Fund Town ","HLTH4","Medex                              ","314175","9200","Health Claims Trust Fund Town ","405","BLUE CROSS/BLUE SHIE","283196","4","P","27709","2013-07-03T00:00:00.000","3195900"
"2014","1","2013-07-02T00:00:00.000","152  ","Human Resources               ","314","Group Insurance               ","51741","BlueCrss/BlShld-Level Monthly ","53142109","Health Claims Trst Fnd Employ ","HLTH1","Master Medical                     ","2000","9210","Health Claims Trst Fnd Employ ","405","BLUE CROSS/BLUE SHIE","283196","7","P","27709","2013-07-03T00:00:00.000","3195900"
