"geographic_area","geographic_name","gender","age","year","time_period","time_period_dates","primary_hospitalization","hospitalization_rate","type_of_rate","hospitalization_count","hospitalization_count_1","hospitalization_count_notes","oud_estimate","oud_estimate_description","oud_estimate_notes","county_code_number","county_code_text","state_fips_code","county_fips_code","latitude_longitude","longitude","geocoded_column"
"State","Commonwealth","All","40 to 44 years","2017","2017 Q2","4/1/2017-6/30/2017","Endocarditis",,"Rate only available for annual data",,"Number of unique individuals with OUD hospitalized for Endocarditis","Not displayed when total number of unique individuals hospitalized for Endocarditis is less than 11",,"Drug Use Disorder Estimate only available for annual data","Drug Use Disorder Estimate only available for annual data","0","0","42","0","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"State","Commonwealth","All","55+ years","2017","2017 Q3","7/1/2017-9/30/2017","Endocarditis",,"Rate only available for annual data",,"Number of unique individuals with OUD hospitalized for Endocarditis","Not displayed when total number of unique individuals hospitalized for Endocarditis is less than 11",,"Drug Use Disorder Estimate only available for annual data","Drug Use Disorder Estimate only available for annual data","0","0","42","0","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"State","Commonwealth","All","50 to 54 years","2018","2018 Q1","1/1/2018-3/31/2018","Endocarditis",,"Rate only available for annual data",,"Number of unique individuals with OUD hospitalized for Endocarditis","Not displayed when total number of unique individuals hospitalized for Endocarditis is less than 11",,"Drug Use Disorder Estimate only available for annual data","Drug Use Disorder Estimate only available for annual data","0","0","42","0","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"State","Commonwealth","All","55+ years","2018","2018 Q2","4/1/2018-6/30/2018","Endocarditis",,"Rate only available for annual data",,"Number of unique individuals with OUD hospitalized for Endocarditis","Not displayed when total number of unique individuals hospitalized for Endocarditis is less than 11",,"Drug Use Disorder Estimate only available for annual data","Drug Use Disorder Estimate only available for annual data","0","0","42","0","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"State","Commonwealth","All","12 to 19 years","2018","2018 Q4","10/1/2018-12/31/2018","Endocarditis",,"Rate only available for annual data",,"Number of unique individuals with OUD hospitalized for Endocarditis","Not displayed when total number of unique individuals hospitalized for Endocarditis is less than 11",,"Drug Use Disorder Estimate only available for annual data","Drug Use Disorder Estimate only available for annual data","0","0","42","0","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"State","Commonwealth","All","55+ years","2019","2019 Q1","1/1/2019-3/31/2019","Endocarditis",,"Rate only available for annual data",,"Number of unique individuals with OUD hospitalized for Endocarditis","Not displayed when total number of unique individuals hospitalized for Endocarditis is less than 11",,"Drug Use Disorder Estimate only available for annual data","Drug Use Disorder Estimate only available for annual data","0","0","42","0","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"State","Commonwealth","All","55+ years","2019","2019 Q2","4/1/2019-6/30/2019","Endocarditis",,"Rate only available for annual data",,"Number of unique individuals with OUD hospitalized for Endocarditis","Not displayed when total number of unique individuals hospitalized for Endocarditis is less than 11",,"Drug Use Disorder Estimate only available for annual data","Drug Use Disorder Estimate only available for annual data","0","0","42","0","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"State","Commonwealth","All","55+ years","2019","2019 Q3","7/1/2019-9/30/2019","Endocarditis",,"Rate only available for annual data",,"Number of unique individuals with OUD hospitalized for Endocarditis","Not displayed when total number of unique individuals hospitalized for Endocarditis is less than 11",,"Drug Use Disorder Estimate only available for annual data","Drug Use Disorder Estimate only available for annual data","0","0","42","0","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Columbia","All","All (12 to 100 years)","2016","2016 Q3","7/1/2016-9/30/2016","Viral Hepatitis (B, C, and D)",,"Rate only available for annual data",,"Number of unique individuals with OUD hospitalized for Viral Hepatitis (B, C, and D)","Not displayed when total number of unique individuals hospitalized for Viral Hepatitis (B, C, and D) is less than 11",,"Drug Use Disorder Estimate only available for annual data","Drug Use Disorder Estimate only available for annual data","19","19","42","37","41.04912086","-76.4100218","POINT (-76.4100218 41.04912086)"
"County","Wayne","All","All (12 to 100 years)","2019","2019 Annual","1/1/2019-12/31/2019","Intracranial and Intraspinal Abscess",,"Rate suppressed due to small hospitalzition count size",,"Number of unique individuals with OUD hospitalized for Intracranial and Intraspinal Abscess","Not displayed when total number of unique individuals hospitalized for Intracranial and Intraspinal Abscess is less than 11","1480","Number of unique individuals estimated with Drug Use Disorder","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 11","64","64","42","127","41.64969805","-75.3051535","POINT (-75.3051535 41.64969805)"
