"hospital_pk","collection_week","state","ccn","hospital_name","address","city","zip","hospital_subtype","fips_code","is_metro_micro","total_beds_7_day_avg","all_adult_hospital_beds_7","all_adult_hospital_inpatient","inpatient_beds_used_7_day","all_adult_hospital_inpatient_1","total_adult_patients","total_adult_patients_1","total_pediatric_patients","total_pediatric_patients_1","inpatient_beds_7_day_avg","total_icu_beds_7_day_avg","total_staffed_adult_icu_beds","icu_beds_used_7_day_avg","staffed_adult_icu_bed","staffed_icu_adult_patients","staffed_icu_adult_patients_1","total_patients_hospitalized","icu_patients_confirmed","total_patients_hospitalized_1","total_beds_7_day_sum","all_adult_hospital_beds_7_1","all_adult_hospital_inpatient_2","inpatient_beds_used_7_day_1","all_adult_hospital_inpatient_3","total_adult_patients_2","total_adult_patients_3","total_pediatric_patients_2","total_pediatric_patients_3","inpatient_beds_7_day_sum","total_icu_beds_7_day_sum","total_staffed_adult_icu_beds_1","icu_beds_used_7_day_sum","staffed_adult_icu_bed_1","staffed_icu_adult_patients_2","staffed_icu_adult_patients_3","total_patients_hospitalized_2","icu_patients_confirmed_1","total_patients_hospitalized_3","total_beds_7_day_coverage","all_adult_hospital_beds_7_2","all_adult_hospital_inpatient_4","inpatient_beds_used_7_day_2","all_adult_hospital_inpatient_5","total_adult_patients_4","total_adult_patients_5","total_pediatric_patients_4","total_pediatric_patients_5","inpatient_beds_7_day_coverage","total_icu_beds_7_day_coverage","total_staffed_adult_icu_beds_2","icu_beds_used_7_day_coverage","staffed_adult_icu_bed_2","staffed_icu_adult_patients_4","staffed_icu_adult_patients_5","total_patients_hospitalized_4","icu_patients_confirmed_2","total_patients_hospitalized_5","previous_day_admission_adult","previous_day_admission_adult_1","previous_day_admission_adult_2","previous_day_admission_adult_3","previous_day_admission_adult_4","previous_day_admission_adult_5","previous_day_admission_adult_6","previous_day_admission_adult_7","previous_day_admission_adult_8","previous_day_admission_adult_9","previous_day_admission","previous_day_covid_ed_visits","previous_day_admission_adult_10","previous_day_admission_adult_11","previous_day_admission_adult_12","previous_day_admission_adult_13","previous_day_admission_adult_14","previous_day_admission_adult_15","previous_day_admission_adult_16","previous_day_admission_adult_17","previous_day_admission_adult_18","previous_day_admission_adult_19","previous_day_admission_1","previous_day_total_ed_visits","previous_day_admission_2","hhs_ids","previous_day_admission_adult_covid_confirmed_7_day_coverage","previous_day_admission_pediatric_covid_confirmed_7_day_coverage","previous_day_admission_adult_covid_suspected_7_day_coverage","previous_day_admission_pediatric_covid_suspected_7_day_coverage","previous_week_personnel_covid_vaccinated_doses_administered_7_day","total_personnel_covid_vaccinated_doses_none_7_day","total_personnel_covid_vaccinated_doses_one_7_day","total_personnel_covid_vaccinated_doses_all_7_day","previous_week_patients_covid_vaccinated_doses_one_7_day","previous_week_patients_covid_vaccinated_doses_all_7_day","is_corrected","geocoded_hospital_address"
"392043","2022-08-26T00:00:00.000","PA","392043","CURAHEALTH HERITAGE VALLEY","1000 DUTCH RIDGE ROAD","BEAVER","15009","Long Term","42007","true",,,"35.0","15.0","15.0","0.0","0.0","0.0","0.0","35.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",,,,"245","105","105","0","0","0","0","245","0","0","0","0","0","0","0","0",,"0","0","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","0","0","0",,,,,,,,"0","0","0","0","0",,,,,,,,"0","0","0","0","[C392043-A]","7","7","7","7",,,,,,,"false","POINT (-80.324614 40.710483)"
"390052","2022-08-26T00:00:00.000","PA","390052","PENN HIGHLANDS CLEARFIELD","809 TURNPIKE AVE","CLEARFIELD","16830","Short Term","42033","true","55.0","25.0","21.6","18.4","18.4","-999999.0","-999999.0","0.0","0.0","21.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","330","150","151","129","129","-999999","-999999","0","0","151","0","0","0","0","0","0","0","0","0","6","6","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","6","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","296","0","[C390052-A]","7","7","7","7","0","0","0","0","0","0","false","POINT (-78.449999 41.033012)"
"390194","2022-08-05T00:00:00.000","PA","390194","ST LUKE'S HOSPITAL - LEHIGHTON","211 NORTH 12TH STREET","LEHIGHTON","18235","Short Term","42025","true",,,"64.0","47.0","47.0","0.0","0.0","0.0","0.0","64.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",,,,"64","47","47","0","0","0","0","64","0","0","0","0","0","0","0","0",,"0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0",,,,,,,,"0","0","0","0","0",,,,,,,,"0","0","0","0","[C390194-A]","1","1","1","1",,,,,,,"false","POINT (-75.72679 40.832465)"
"391308","2022-07-22T00:00:00.000","PA","391308","LECOM HEALTH CORRY MEMORIAL HOSPITAL","965 SHAMROCK LANE","CORRY","16407","Critical Access Hospitals","42049","true","20.0","20.0","20.0","6.1","6.1","-999999.0","-999999.0","0.0","0.0","20.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","140","140","140","43","43","7","7","0","0","140","0","0","0","0","0","0","0","0","0","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","-999999","0","0","0","0","0","0","-999999","0","0","0","16","0","0","0","0","0","0","0","0","0","0","0","192","0","[C391308-A]","7","7","7","7","0","24","157","157","0","0","false","POINT (-79.612891 41.935379)"
"390052","2022-07-29T00:00:00.000","PA","390052","PENN HIGHLANDS CLEARFIELD","809 TURNPIKE AVE","CLEARFIELD","16830","Short Term","42033","true","55.0","25.0","8.9","6.6","6.6","-999999.0","-999999.0","0.0","0.0","8.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","385","175","62","46","46","4","4","0","0","62","0","0","0","0","0","0","0","0","0","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","-999999","0","0","0","0","0","0","0","-999999","0","0","19","0","0","0","0","0","0","0","0","0","0","0","293","0","[C390052-A]","7","7","7","7","0","0","0","0","0","0","false","POINT (-78.449999 41.033012)"
"390236","2022-07-15T00:00:00.000","PA","390236","GUTHRIE TOWANDA MEMORIAL HOSPITAL","91 HOSPITAL DRIVE","TOWANDA","18848","Short Term","42015","true","0.0","0.0","24.0","0.0","0.0","0.0","0.0","0.0","0.0","24.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","72","0","0","0","0","0","0","72","0","0","0","0","0","0","0","0","0","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","0","0","0","0","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0","0","54","0","[C390236-A]","3","3","3","3","0","34","-999999","131","0","0","true","POINT (-76.448602 41.783796)"
"392043","2022-07-01T00:00:00.000","PA","392043","CURAHEALTH HERITAGE VALLEY","1000 DUTCH RIDGE ROAD","BEAVER","15009","Long Term","42007","true",,,"35.0","17.3","17.3","0.0","0.0","0.0","0.0","35.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",,,,"245","121","121","0","0","0","0","245","0","0","0","0","0","0","0","0",,"0","0","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","0","0","0",,,,,,,,"0","0","0","0","0",,,,,,,,"0","0","0","0","[C392043-A]","7","7","7","7",,,,,,,"false","POINT (-80.324614 40.710483)"
"390331","2022-07-29T00:00:00.000","PA","390331","WILLS EYE HOSPITAL","840 WALNUT STREET","PHILADELPHIA","19107","Short Term","42101","true","4.0","4.0","4.0","-999999.0","-999999.0","0.0","0.0","0.0","0.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","28","28","28","15","15","0","0","0","0","28","0","0","0","0","0","0","0","0","0","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","[C390331-A]","7","7","7","7","0","-999999","0","341","0","0","false","POINT (-75.155391 39.948235)"
"390323","2022-07-01T00:00:00.000","PA","390323","ADVANCED SURGICAL HOSPITAL","100 TRICH DRIVE","WASHINGTON","15301","Short Term","42125","true",,,"14.0","4.7","4.7","0.0","0.0","0.0","0.0","14.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",,,,"98","33","33","0","0","0","0","98","0","0","0","0","0","0","0","0",,"0","0","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","[C390323-A]","7","7","7","7",,,,,"0","0","false","POINT (-80.279183 40.155713)"
"390036","2022-07-01T00:00:00.000","PA","390036","HERITAGE VALLEY BEAVER","1000 DUTCH RIDGE ROAD","BEAVER","15009","Short Term","42007","true","285.0","233.0","200.6","131.7","129.0","4.7","4.7","0.0","0.0","237.7","21.9","21.9","11.1","11.1","-999999.0","-999999.0","0.0","0.0","0.0","1995","1631","1404","922","903","33","33","0","0","1664","153","153","78","78","7","7","0","0","0","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","107","0","0","0","0","0","0","0","0","0","0","0","948","0","[C390036-A]","7","7","7","7","0","0","0","0","0","0","false","POINT (-80.324614 40.710483)"
