"crn","county","county_name","municipality","municipality_name","district","district_name","police_agcy","police_agcy_name","crash_year","crash_month","day_of_week","time_of_day","hour_of_day","illumination","weather","road_condition","collision_type","work_zone_type","work_zone_loc","intersect_type","tcd_type","location_type","urban_rural","fatal_count","injury_count","person_count","total_units","sch_bus_ind","sch_zone_ind","latitude","longitude","arrival_tm","dispatch_tm","cons_zone_spd_lim","est_hrs_closed","lane_closed","ln_close_dir","ntfy_hiwy_maint","spec_juris_cd","tcd_func_cd","tfc_detour_ind","workers_pres","wz_close_detour","wz_flagger","wz_law_offcr_ind","wz_ln_closure","wz_moving","wz_other","wz_shlder_mdn","vehicle_count","automobile_count","motorcycle_count","bus_count","small_truck_count","heavy_truck_count","suv_count","van_count","bicycle_count","maj_inj_count","mod_inj_count","min_inj_count","tot_inj_count","unk_inj_deg_count","unk_inj_per_count","driver_count_16yr","driver_count_17yr","driver_count_18yr","driver_count_19yr","driver_count_20yr","driver_count_50_64yr","driver_count_65_74yr","driver_count_75plus","unbelted_occ_count","unb_death_count","unb_maj_inj_count","belted_death_count","belted_maj_inj_count","mcycle_death_count","mcycle_maj_inj_count","bicycle_death_count","bicycle_maj_inj_count","ped_count","ped_death_count","ped_maj_inj_count","max_severity_level","comm_veh_count","dec_lat","dec_long","rdwy_surf_type_cd","interstate","state_road","local_road_only","turnpike","wet_road","snow_slush_road","icy_road","sudden_deer","shldr_related","rear_end","ho_oppdir_sdswp","hit_fixed_object","sv_run_off_rd","work_zone","property_damage_only","injury_or_fatal","fatal_or_maj_inj","injury","fatal","non_intersection","intersection","signalized_int","stop_controlled_int","unsignalized_int","school_bus","school_zone","hit_deer","hit_tree_shrub","hit_embankment","hit_pole","hit_gdrail","hit_gdrail_end","hit_barrier","hit_bridge","overturned","motorcycle","bicycle","hvy_truck_related","vehicle_failure","train_trolley","phantom_vehicle","alcohol_related","drinking_driver","underage_drnk_drv","unlicensed","distracted","cell_phone","no_clearance","running_red_lt","tailgating","cross_median","curved_road","curve_dvr_error","limit_65mph","speeding","speeding_related","aggressive_driving","fatigue_asleep","driver_yes6yr","driver_17yr","driver_18yr","driver_19yr","driver_20yr","driver_50_64yr","driver_65_74yr","driver_75plus","unbelted","pedestrian","comm_vehicle","psp_reported","nhtsa_agg_driving","deer_related","illumination_dark","running_stop_sign","train","trolley","hit_parked_vehicle","fire_in_vehicle","vehicle_towed","hazardous_truck","major_injury","moderate_injury","minor_injury","mc_drinking_driver","drug_related","illegal_drug_related","school_bus_unit","drugged_driver","impaired_driver","location_1"
"2016000001","39","Lehigh","39301","Allentown City","05","District 5-0","39301","ALLENTOWN CITY","2016","01","6","0108","01","Dark street lights","No adverse conditions","Dry","Angle"," "," ","Mid-block","Not applicable"," ","Urban","0","0","1","2","No","No","40 36:56.627","75 27:43.540","0110","0109","  ","1","Yes","West"," "," ","No Controls"," "," "," "," "," "," "," "," "," ","2","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","40.6157","-75.4621"," ","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","(40.6157, -75.4621)"
"2016000004","02","Allegheny","02301","Pittsburgh City","11","District 11-0","02301","PITTSBURGH CITY","2016","01","6","0140","01","Dark street lights","No adverse conditions","Dry","Hit fixed object"," "," ","T intersection","Other Type TCD"," ","Urban","0","0","2","1","No","No","40 27:31.184","79 59:54.587","0148","0144","  "," ","No"," "," "," ","Device Functioning properly"," "," "," "," "," "," "," "," "," ","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40.4587","-79.9985"," ","No","Yes","No","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","(40.4587, -79.9985)"
"2016000005","23","Delaware","23404","Clifton Heights Boro","06","District 6-0","23404","CLIFTON HEIGHTS BORO","2016","01","6","0113","01","Dark street lights","No adverse conditions","Dry","Angle"," "," ","Four way intersection","Traffic signal"," ","Urban","0","0","4","2","No","No","39 55:57.940","75 17:20.847","0113","0113","  "," ","No"," "," "," ","Device Functioning properly"," "," "," "," "," "," "," "," "," ","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39.9328","-75.2891"," ","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","(39.9328, -75.2891)"
"2016000007","02","Allegheny","02301","Pittsburgh City","11","District 11-0","02301","PITTSBURGH CITY","2016","01","6","0150","01","Dark street lights","No adverse conditions","Dry","Sideswipe (same dir.)"," "," ","T intersection","Traffic signal"," ","Urban","0","0","3","2","No","No","40 26:36.508","80 00:16.612","0205","0155","  ","1","Yes","South"," "," ","Device Functioning properly"," "," "," "," "," "," "," "," "," ","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40.4435","-80.0046"," ","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","(40.4435, -80.0046)"
"2016000008","39","Lehigh","39301","Allentown City","05","District 5-0","39301","ALLENTOWN CITY","2016","01","6","0158","01","Dark street lights","No adverse conditions","Dry","Head-on"," "," ","Mid-block","Not applicable"," ","Urban","0","0","2","2","No","No","40 35:57.804","75 28:13.101","0209","0158","  ","2","Yes","North"," "," ","No Controls"," "," "," "," "," "," "," "," "," ","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40.5994","-75.4703"," ","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","(40.5994, -75.4703)"
"2016000010","66","York","66301","York City","08","District 8-0","66301","YORK CITY","2016","01","6","0108","01","Dark street lights","No adverse conditions","Dry","Angle"," "," ","Four way intersection","Not applicable"," ","Urban","0","0","1","9","No","No","39 57:46.263","76 43:15.834","1010","0112","  ","3"," ","East"," "," ","No Controls"," "," "," "," "," "," "," "," "," ","9","5","0","0","0","0","3","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","39.9629","-76.7211"," ","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","(39.9629, -76.7211)"
"2016000011","36","Lancaster","36301","Lancaster City","08","District 8-0","36301","LANCASTER CITY","2016","01","6","0242","02","Dark street lights","No adverse conditions","Dry","Rear-end"," "," ","Four way intersection","Stop sign"," ","Urban","0","1","2","2","No","No","40 02:00.204","76 17:37.489","0246","0243","  ","1","Yes","South"," "," ","Device Functioning properly"," "," "," "," "," "," "," "," "," ","2","1","0","0","0","0","1","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","40.0334","-76.2937"," ","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","Yes","No","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","(40.0334, -76.2937)"
"2016000012","02","Allegheny","02301","Pittsburgh City","11","District 11-0","02301","PITTSBURGH CITY","2016","01","6","0235","02","Dark street lights","No adverse conditions","Dry","Angle"," "," ","Four way intersection","Flashing traffic signal"," ","Urban","0","1","3","2","No","No","40 26:58.099","80 00:09.210","0241","0239","  "," ","No"," "," "," ","Device Functioning properly"," "," "," "," "," "," "," "," "," ","2","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","40.4495","-80.0026"," ","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","(40.4495, -80.0026)"
"2016000013","39","Lehigh","39301","Allentown City","05","District 5-0","39301","ALLENTOWN CITY","2016","01","6","0220","02","Dark street lights","No adverse conditions","Dry","Angle"," "," ","Mid-block","Not applicable"," ","Urban","0","1","2","3","No","No","40 36:39.641","75 28:51.018","0228","0220","  ","3"," ","East and West"," "," ","No Controls"," "," "," "," "," "," "," "," "," ","3","2","0","0","0","0","1","0","0","0","0","0","1","1","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","8","0","40.611","-75.4808"," ","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","(40.611, -75.4808)"
"2016000014","02","Allegheny","02301","Pittsburgh City","11","District 11-0","02301","PITTSBURGH CITY","2016","01","6","0225","02","Dark street lights","No adverse conditions","Dry","Hit fixed object"," "," ","Mid-block","Not applicable"," ","Urban","0","1","2","1","No","No","40 24:15.770","79 59:21.730","0225","0225","  ","1","Yes","North"," "," ","No Controls"," "," "," "," "," "," "," "," "," ","1","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3","0","40.4044","-79.9894"," ","No","No","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No","Yes","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","Yes","No","No","Yes","Yes","No","Yes","Yes","(40.4044, -79.9894)"
