"objectid","rptnum","downame","disponame","title","ucrclass","pd_beat","datetime","date","exclusionzone","ddacts","depzones","location_1"
"10077847","17-87217","SAT","OFFENSE REPORT","THEFT","NONE","41","1500000000000","2017-06-02T07:00:00.000",,,,"6500 W NORTHERN AVE
Glendale, AZ 
(33.552851, -112.199241)"
"10077177","17-86523","THU",,"BURGLARY ALARM","NONE","34","1500000000000","2017-05-29T15:15:00.000",,,,"9400 W WESTGATE BLVD
Glendale, AZ 
(33.534381, -112.261309)"
"10077337","17-86713","FRI","OFFENSE REPORT","THREAT","NONE","33","1500000000000","2017-05-30T13:56:00.000",,,,"5100 N 77TH DR
Glendale, AZ 
(33.510229, -112.225692)"
"10075957","17-85342","TUE","OFFENSE REPORT","ASSAULT","NONE","21","1500000000000","2017-05-22T23:00:00.000",,,,"6000 W STELLA AVE
Glendale, AZ 
(33.530549, -112.188407)"
"10076943","17-86321","THU","CONTACT MADE, NO PAPERWORK","BURGLARY ALARM","NONE","43","1500000000000","2017-05-28T11:02:00.000",,,,"9600 N 52ND DR
Glendale, AZ "
"10075047","17-84375","SUN","UNABLE TO LOCATE","FIGHT","NONE","22","1500000000000","2017-05-18T06:10:00.000",,,,"5000 N 57TH AVE
Glendale, AZ 
(33.509551, -112.181942)"
"10074913","17-84292","SUN","OFFENSE REPORT","THEFT","NONE","33","1500000000000","2017-05-17T19:11:00.000",,,,"6300 W CAMELBACK RD
Glendale, AZ 
(33.509584, -112.195926)"
"10078737","17-88117","MON","CONTACT MADE, NO PAPERWORK","SUBJ DISTURBING/HARASSING","NONE","42","1500000000000","2017-06-07T11:00:00.000",,,,"5100 W OLIVE AVE
Glendale, AZ 
(33.567543, -112.169075)"
"10078960","17-88344","MON","CONTACT MADE, NO PAPERWORK","CIVIL ISSUE","NONE","32","1500000000000","2017-06-08T19:12:00.000",,,,"7200 W LAMAR RD
Glendale, AZ 
(33.535481, -112.214195)"
"10078017","17-87416","SAT","CONTACT MADE, NO PAPERWORK","SUSPICIOUS PERSON/CIRCUMSTANCE","NONE","53","1500000000000","2017-06-03T10:00:00.000",,,,"7000 W JUNIPER AVE
Glendale, AZ "
"10077644","17-87021","FRI","CONTACT MADE, NO PAPERWORK","LOUD MUSIC OR NOISE DISTURBING","NONE","44","1500000000000","2017-06-01T03:28:00.000",,,,"6600 W MERCER LN
Glendale, AZ 
(33.584419, -112.200716)"
"10077379","17-86743","FRI","OFFENSE REPORT","SHOPLIFTING","NONE","53","1500000000000","2017-05-30T18:39:00.000",,,,"7700 W ARROWHEAD TOWNE CTR
Glendale, AZ 
(33.639673, -112.227503)"
"10078328","17-87708","SUN","CONTACT MADE, NO PAPERWORK","INTENSIVE PATROL(PREVENTATIVE)","NONE",,"1500000000000","2017-06-05T06:45:00.000",,,,"5100 W CACTUS RD
Glendale, AZ 
(33.59639, -112.168961)"
"10077232","17-86588","FRI","UNABLE TO LOCATE","INVESTIGATE UNKNOWN TROUBLE","NONE","22","1500000000000","2017-05-29T21:30:00.000",,,,"5600 W MISSOURI AVE
Glendale, AZ 
(33.516793, -112.179699)"
"10077909","17-87292","SAT","CONTACT MADE, NO PAPERWORK","ILLEGAL PARKING","NONE","43","1500000000000","2017-06-02T18:30:00.000",,,,"10200 N 46TH AVE
Glendale, AZ 
(33.578306, -112.158765)"
"10078748","17-88133","MON","UNABLE TO LOCATE","TRESPASSING","NONE","31","1500000000000","2017-06-07T13:00:00.000",,,,"6700 W GLENDALE AVE
Glendale, AZ 
(33.538389, -112.203109)"
"10077504","17-86894","FRI","CONTACT MADE, NO PAPERWORK","FOUND MISSING PERSON","NONE","23","1500000000000","2017-05-31T15:30:00.000",,,,"4400 W CLAREMONT ST
Glendale, AZ 
(33.529007, -112.154014)"
"10077187","17-86538","THU","CONTACT MADE, NO PAPERWORK","FIELD CONTACT","NONE","41","1500000000000","2017-05-29T16:13:00.000",,"43",,"5500 W ORANGEWOOD AVE
Glendale, AZ 
(33.5458, -112.177429)"
"10077269","17-86744","FRI","CONTACT MADE, NO PAPERWORK","CHECK WELFARE","NONE","41","1500000000000","2017-05-30T19:00:00.000",,,,"5800 W NORTHERN AVE
Glendale, AZ 
(33.553097, -112.184022)"
"10078374","17-87756","SUN","CONTACT MADE, NO PAPERWORK","FAMILY FIGHT/DOMESTIC VIOLENCE","NONE","33","1500000000000","2017-06-05T12:10:00.000",,,,"5900 N 74TH LN
Glendale, AZ 
(33.520978, -112.219783)"
"10078763","17-88140","MON","CONTACT MADE, NO PAPERWORK","UNWANTED GUESTS","NONE","41","1500000000000","2017-06-07T14:40:00.000",,"43",,"5600 W NORTHERN AVE
Glendale, AZ 
(33.553101, -112.179258)"
"10077845","17-87233","SAT","UNABLE TO LOCATE","911 HANGUP, CHECK WELFARE","NONE","23","1500000000000","2017-06-02T06:45:00.000",,,,"4900 W COLTER ST
Glendale, AZ 
(33.513414, -112.165151)"
"10074203","17-83577","SAT","CONTACT MADE, NO PAPERWORK","SUBJ DISTURBING/HARASSING","NONE","52","1500000000000","2017-05-13T21:00:00.000",,,,"5300 W PHELPS RD
Glendale, AZ "
"10077577","17-87081","SAT","CONTACT MADE, NO PAPERWORK","TRAFFIC STOP","NONE","53","1500000000000","2017-06-01T13:45:00.000",,,,"7200 W BELL RD
Glendale, AZ 
(33.638301, -112.212654)"
"10077005","17-86394","THU","CONTACT MADE, NO PAPERWORK","MISDEMEANOR WNT OUTSTANDING","NONE","22","1500000000000","2017-05-28T20:00:00.000",,,,"0 W CAMELBACK RD
Glendale, AZ "
"10078973","17-88365","MON","CONTACT MADE, NO PAPERWORK","INTENSIVE PATROL(PREVENTATIVE)","NONE","43","1500000000000","2017-06-08T21:15:00.000",,,,"9200 N 47TH AVE
Glendale, AZ 
(33.568941, -112.160261)"
"10078646","17-88025","MON","CONTACT MADE, NO PAPERWORK","ILLEGAL PARKING","NONE","43","1500000000000","2017-06-06T20:37:00.000",,,,"4900 W MESCAL ST
Glendale, AZ 
(33.586243, -112.164424)"
"10078213","17-87578","SUN","CONTACT MADE, NO PAPERWORK","THEFT","NONE","54","1500000000000","2017-06-04T12:00:00.000",,,,"19400 N 59TH AVE
Glendale, AZ 
(33.661429, -112.186608)"
"10077589","17-86965","FRI","OFFENSE REPORT","MISSING JUVENILE","Runaway","52","1500000000000","2017-05-31T19:57:00.000",,,,"5600 W SAINT JOHN RD
Glendale, AZ "
"10077096","17-86630","FRI","CONTACT MADE, NO PAPERWORK","NOTIFY OWNER OF VEH RECOVERY","NONE","31","1500000000000","2017-05-30T00:01:00.000",,,,"7800 W MYRTLE AVE
Glendale, AZ 
(33.541446, -112.227483)"
"10077561","17-86954","FRI","CONTACT MADE, NO PAPERWORK","TRAFFIC STOP","NONE","34","1500000000000","2017-05-31T20:55:00.000",,,,"9300 W CABELA DR
Glendale, AZ 
(33.54066, -112.259792)"
"10077130","17-86768","FRI","UNABLE TO LOCATE","SUSPICIOUS PERSON/CIRCUMSTANCE","NONE","21","1500000000000","2017-05-30T22:00:00.000",,,,"5800 W GLENN DR
Glendale, AZ 
(33.53985, -112.18307)"
