"county","processed_date","amount","fiscal_year","entity_trans_id","description","ref_id","type","contract_name","contract_number","entity1","entity2","name1","name2","account","name3","fund","subfund"
"Cache County","2013-09-03T17:07:00.000","9","2012","CR,01/12,1003411000,6012563,1","CASH RECEIPTS AUTOMATED","NULL","Revenue","NULL","NULL","CACHE COUNTY CORPORATION","NULL","NULL","NULL","Charges for services","CLERK FEES","General Fund","NULL"
"Cache County","2013-09-03T17:07:00.000","9","2012","CR,01/12,1003411000,4008442,1","CASH RECEIPTS AUTOMATED","NULL","Revenue","NULL","NULL","CACHE COUNTY CORPORATION","NULL","NULL","NULL","Charges for services","CLERK FEES","General Fund","NULL"
"Cache County","2013-09-03T17:07:00.000","9","2012","CR,01/12,1003411000,10003632,1","CASH RECEIPTS AUTOMATED","NULL","Revenue","NULL","NULL","CACHE COUNTY CORPORATION","NULL","NULL","NULL","Charges for services","CLERK FEES","General Fund","NULL"
"Cache County","2013-09-03T17:07:00.000","9","2012","CR,01/12,1003411000,10003633,1","CASH RECEIPTS AUTOMATED","NULL","Revenue","NULL","NULL","CACHE COUNTY CORPORATION","NULL","NULL","NULL","Charges for services","CLERK FEES","General Fund","NULL"
"Cache County","2013-09-03T17:07:00.000","50","2012","CR,01/12,1003222000,6012561,1","CASH RECEIPTS AUTOMATED","NULL","Revenue","NULL","NULL","CACHE COUNTY CORPORATION","NULL","NULL","NULL","Licenses & Permits","MARRIAGE LICENSES","General Fund","NULL"
"Cache County","2013-09-03T17:07:00.000","47","2012","CR3,01/12,2403453000,15002176,1","CASH RECEIPTS - MANUAL CVB","NULL","Revenue","NULL","NULL","CACHE COUNTY CORPORATION","NULL","NULL","NULL","Charges for services","CRAFT REVENUES","COUNCIL ON AGING","NULL"
"Cache County","2013-09-03T17:07:00.000","50","2012","CR,01/12,1003222000,10003680,1","CASH RECEIPTS AUTOMATED","NULL","Revenue","NULL","NULL","CACHE COUNTY CORPORATION","NULL","NULL","NULL","Licenses & Permits","MARRIAGE LICENSES","General Fund","NULL"
"Cache County","2013-09-03T17:07:00.000","50","2012","CR,01/12,1003222000,7005889,1","CASH RECEIPTS AUTOMATED","NULL","Revenue","NULL","NULL","CACHE COUNTY CORPORATION","NULL","NULL","NULL","Licenses & Permits","MARRIAGE LICENSES","General Fund","NULL"
"Cache County","2013-09-03T17:07:00.000","164","2012","CR3,01/12,2403840000,15002151,1","CASH RECEIPTS - MANUAL CVB","NULL","Revenue","NULL","NULL","CACHE COUNTY CORPORATION","NULL","NULL","NULL","CONTRIBUTIONS & TRANSFERS","CONTRIB-CONGREGATE DONATIONS","COUNCIL ON AGING","NULL"
"Cache County","2013-09-03T17:07:00.000","761","2012","CR3,01/12,2403843000,15002151,2","CASH RECEIPTS - MANUAL CVB","NULL","Revenue","NULL","NULL","CACHE COUNTY CORPORATION","NULL","NULL","NULL","CONTRIBUTIONS & TRANSFERS","CONTRIBUTIONS-MOW DONATIONS","COUNCIL ON AGING","NULL"
"Cache County","2013-09-03T17:07:00.000","16","2012","CR3,01/12,2403840000,15002146,1","CASH RECEIPTS - MANUAL CVB","NULL","Revenue","NULL","NULL","CACHE COUNTY CORPORATION","NULL","NULL","NULL","CONTRIBUTIONS & TRANSFERS","CONTRIB-CONGREGATE DONATIONS","COUNCIL ON AGING","NULL"
"Cache County","2013-09-03T17:07:00.000","40","2012","CR3,01/12,2403843000,15002147,1","CASH RECEIPTS - MANUAL CVB","NULL","Revenue","NULL","NULL","CACHE COUNTY CORPORATION","NULL","NULL","NULL","CONTRIBUTIONS & TRANSFERS","CONTRIBUTIONS-MOW DONATIONS","COUNCIL ON AGING","NULL"
"Cache County","2013-09-03T17:07:00.000","88","2012","CR3,01/12,2403840000,15002178,1","CASH RECEIPTS - MANUAL CVB","NULL","Revenue","NULL","NULL","CACHE COUNTY CORPORATION","NULL","NULL","NULL","CONTRIBUTIONS & TRANSFERS","CONTRIB-CONGREGATE DONATIONS","COUNCIL ON AGING","NULL"
"Cache County","2013-09-03T17:07:00.000","102.5","2012","CR3,01/12,2403843000,15002178,2","CASH RECEIPTS - MANUAL CVB","NULL","Revenue","NULL","NULL","CACHE COUNTY CORPORATION","NULL","NULL","NULL","CONTRIBUTIONS & TRANSFERS","CONTRIBUTIONS-MOW DONATIONS","COUNCIL ON AGING","NULL"
