YEAR,TRI_FACILITY_ID,FACILITY_NAME,STREET_ADDRESS,COUNTY,ST,BIA_CODE,TRIBE,FEDERAL_FACILITY,PRIMARY_SIC,SIC_2,SIC_3,SIC_4,SIC_5,SIC_6,PRIMARY_NAICS,NAICS_2,NAICS_3,NAICS_4,NAICS_5,NAICS_6,DOC_CTRL_NUM,CHEMICAL,CAS_#/COMPOUND_ID,CLEAR_AIR_ACT_CHEMICAL,CLASSIFICATION,METAL,METAL_CATEGORY,CARCINOGEN,FORM_TYPE,UNIT_OF_MEASURE,5.1_FUGITIVE_AIR,5.2_STACK_AIR,5.3_WATER,5.4.1_UNDERGROUND_CLASS_I,5.4.2_UNDERGROUND_CLASS_II-V,5.5.1A_RCRA_C_LANDFILLS,5.5.1B_OTHER_LANDFILLS,5.5.2_LAND_TREATMENT,5.5.3_SURFACE_IMPOUNDMENT,5.5.3A_RCRA_C_SURFACE_IMP.,5.5.3B_Other_SURFACE_IMP.,5.5.4_OTHER_DISPOSAL,ON-SITE_RELEASE_TOTAL,6.1_POTW-TRANSFERS_FOR_RELEASE,6.1_POTW-TRANSFERS_FOR_TREATM.,6.1_POTW-TOTAL_TRANSFERS,6.2_M10,6.2_M41,6.2_M62,6.2_M71,6.2_M81,6.2_M82,6.2_M72,6.2_M63,6.2_M66,6.2_M67,6.2_M64,6.2_M65,6.2_M73,6.2_M79,6.2_M90,6.2_M94,6.2_M99,OFF-SITE_RELEASE_TOTAL,6.2_M20,6.2_M24,6.2_M26,6.2_M28,6.2_M93,OFF-SITE_RECYCLED_TOTAL,6.2_M56,6.2_M92,OFF-SITE_RECOVERY_TOTAL,6.2_M40,6.2_M50,6.2_M54,6.2_M61,Location 1,6.2_M69,6.2_M95,OFF-SITE_TREATED_TOTAL,TOTAL_RELEASES,8.1_RELEASES,8.1A_ON-SITE_CONTAINED_REL.,8.1B_ON-SITE_OTHER_RELEASES,8.1C_OFF-SITE_CONTAINED_REL.,8.1D_OFF-SITE_OTHER_RELEASES,8.2_ENERGY_RECOVERY_ON-SITE,8.3_ENERGY_RECOVERY_OFF-SITE,8.4_RECYCLING_ON-SITE, 8.5_RECYCLING_OFF-SITE,8.6_TREATMENT_ON-SITE,8.7_TREATMENT_OFF-SITE,PROD._WASTE_(8.1_THRU_8.7),8.8_ONE-TIME_RELEASE,8.9_PRODUCTION_RATIO,PARENT_COMPANY_NAME,PARENT_COMPANY_DB_NUMBER,Counties (New),Municipalities,Zip Codes,School Districts,Health Small Statistical Areas2014 Shp,:@computed_region_d2c3_wkvq
2013,8479WSNRCC1825E,SUNROC CORP - FORT PIERCE FACILITY,1825 E 3860 S,WASHINGTON,UT,,,NO,,,,,,,327320,,,,,,1313211564962,NITRATE COMPOUNDS,N511,NO,TRI,NO,0,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLYDE COS INC.,NA,,,,,,
2013,84103MYFND454WE,MAY FOUNDRY & MACHINE CO,454 W 600 N,SALT LAKE,UT,,,NO,,,,,,,331511,331513,,,,,1313211007253,NICKEL,7440020,YES,TRI,YES,1,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SALT LAKE CITY 84103
(40.782378, -111.904076)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,NA,NA,26,220,78,19,19,3176
2013,84302VLCRF1875W,NUCOR CORP VULCRAFT DIV,1875 W HWY 13,BOX ELDER,UT,,,NO,,,,,,,332312,331221,332618,,,,1313211430640,NICKEL COMPOUNDS,N495,YES,TRI,YES,1,NO,R,Pounds,0.6,22.9,0,0,0,0,0,0,0,0,0,0,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,313,0,0,0,0.73,0,0,313.73,0,0,0,0,0,0,0,0,0,0,0,0,0,"BRIGHAM CITY 843020637
(41.529934, -112.059113)",0,0,0,337.23,0,0,23.5,313,0.73,0,0,0,0,0,0,337.23,,1.1,NUCOR CORP,3446796,14,16,159,2,1,2985
2013,84528PCFCR10MIL,PACIFICORP ENERGY - HUNTINGTON PLANT,10 MILES W OF HUNTINGTON,EMERY,UT,,,NO,,,,,,,221112,212112,,,,,1313211282809,HYDROGEN FLUORIDE,7664393,YES,TRI,NO,0,NO,R,Pounds,0,25700,0,0,0,0,0,0,0,0,0,0,25700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"HUNTINGTON 845280680
(39.381495, -111.079364)",0,0,0,25700,0,0,25733,0,0,0,0,0,0,403155,0,428888,,1.01,BERKSHIRE HATHAWAY,7909013,17,,285,8,57,2990
2013,84066BJSRV1661W,MULTI-CHEM GROUP ROOSEVELT UT FACILITY,1661 W HWY 40,DUCHESNE,UT,,,NO,,,,,,,424690,,,,,,1313211457104,ETHYLENE GLYCOL,107211,YES,TRI,NO,0,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ROOSEVELT 84066
(40.277244, -110.022796)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HALLIBURTON ENERGY SERVICES INC.,43296920,27,236,172,7,54,2989
2013,8410WTSRLG475WE,TESORO LOGISTICS - SALT LAKE CITY TERMINAL,475 W 900 N,SALT LAKE,UT,,,NO,,,,,,,424710,,,,,,1313211517622,"BENZO(G,H,I)PERYLENE",191242,YES,PBT,NO,0,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"SALT LAKE CITY 841031494
(40.788898, -111.904423)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,,0.98,TESORO CORP,8133480,26,220,78,19,19,3176
2013,84321SCHRB885N6,SCHREIBER FOODS INC,885 N 600 W,CACHE,UT,,,NO,,,,,,,311513,311511,,,,,1313211071927,NITRATE COMPOUNDS,N511,NO,TRI,NO,0,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LOGAN 84321
(41.748376, -111.850929)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,150816,150816,,0.99,SCHREIBER FOODS INC,2812865,6,29,136,3,3,2986
2013,84321LNDHL710NO,TTM TECHNOLOGIES INC,710 N 600 W,CACHE,UT,,,NO,,,,,,,334412,,,,,,1313211477258,FORMALDEHYDE,50000,YES,TRI,NO,0,YES,R,Pounds,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LOGAN 84321
(41.745056, -111.849245)",0,0,0,3,0,0,3,0,0,0,0,0,0,28183,0,28186,,0.97,TTM TECHNOLOGIES INC,92280015,6,29,136,3,3,2986
2013,84120JHNSN4601W,JOHNSON MATTHEY GOLD & SILVER REFINING INC,4601 W 2100 S,SALT LAKE,UT,,,NO,,,,,,,331419,,,,,,1313211558111,NITRATE COMPOUNDS,N511,NO,TRI,NO,0,NO,R,Pounds,0,5,0,0,0,0,0,0,0,0,0,0,5,0,250725,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"WEST VALLEY CITY 84120
(40.72557, -112.00081)",0,0,0,10,0,0,5,5,250725,0,0,0,0,0,0,250735,,1.03,JOHNSON MATTHEY GOLD & SILVER REFINING HOLDINGS LTD,78774439,26,98,65,21,22,3176
2013,8411WCYTZY27SUT,CYTOZYME LABORATORIES INC,2700 S 600 W,SALT LAKE,UT,,,NO,,,,,,,325314,,,,,,1313211809811,NICKEL COMPOUNDS,N495,YES,TRI,YES,1,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SALT LAKE CITY 84115
(40.71265, -111.90694)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,CYTOZYME LABORATORIES INC.,73079188,26,109,67,21,26,3176
