"column_0","address_1","case_number","city","clearance_type","country","created_at","day_of_week","hour_of_day","incident_datetime","incident_description","incident_id","incident_type_primary","latitude","location","longitude","parent_incident_type","state","updated_at","zip"
"0","5600 Block W THREE PEAKS RD","14-00868","IRON CO CC GRID",,"null","2014-04-09T20:29:50.000","Wednesday","10","2014-04-09T10:15:00.000","Agency Assist","409579142","Agency Assist","37765.4","{'coordinates': [-113169, 37765.4], 'type': 'Point'}","-113169.0","Community Policing","UT","2014-10-11T10:28:41.000","null"
"1","6000 Block W 600 N","13-02986","IRON CO CC GRID",,"null","2014-04-09T20:31:44.000","Saturday","9","2013-11-09T09:31:14.000","Welfare Check","409579997","Welfare Check","37.688","{'coordinates': [-113.178, 37.688], 'type': 'Point'}","-113.178","Community Policing","UT","2014-05-13T10:24:46.000","null"
"2","3600 Block S 5225 W","13-02748","IRON CO CC GRID",,"null","2014-04-09T20:31:44.000","Sunday","2","2013-10-13T02:51:31.000","Agency Assist","409579998","Agency Assist","37.608","{'coordinates': [-113.161, 37.608], 'type': 'Point'}","-113.161","Community Policing","UT","2014-04-16T10:24:35.000","null"
"3","1000 Block E 6000 N","13-02752","IRON CO NC G",,"null","2014-04-09T20:31:44.000","Sunday","11","2013-10-13T11:07:56.000","Suspicious","409580000","Suspicious","37.78","{'coordinates': [-113.523, 37.78], 'type': 'Point'}","-113.523","Pedestrian Stop","UT","2014-04-16T10:24:35.000","null"
"4","500 Block E 700 S","13-02987","IRON CO BERYLG",,"null","2014-04-09T20:31:44.000","Saturday","12","2013-11-09T12:28:22.000","Animal Problem","409580001","Animal Problem","37.694","{'coordinates': [-113.644, 37.694], 'type': 'Point'}","-113.644","Community Policing","UT","2014-05-13T10:24:46.000","null"
"5","4600 Block W 2100 N","13-02985","IRON CO CC GRID",,"null","2014-04-09T20:31:44.000","Saturday","8","2013-11-09T08:58:54.000","Civil","409580004","Civil","37.716","{'coordinates': [-113.146, 37.716], 'type': 'Point'}","-113.146","Community Policing","UT","2014-05-13T10:24:46.000","null"
"6","6500 Block W 1300 N","13-02964","CEDAR CITY",,"null","2014-04-09T20:31:44.000","Wednesday","12","2013-11-06T12:55:54.000","Threats","409580005","Threats","37.7009726","{'coordinates': [-113.190763, 37.700973], 'type': 'Point'}","-113.1907627","Assault","UT","2014-05-10T10:24:51.000","84721"
"7","1200 Block N 6300 W","13-02753","IRON CO CC GRID",,"null","2014-04-09T20:31:44.000","Sunday","12","2013-10-13T12:50:25.000","Civil","409580006","Civil","37.7","{'coordinates': [-113.185, 37.7], 'type': 'Point'}","-113.185","Community Policing","UT","2014-04-16T10:24:35.000","null"
"8","1900 Block N MAIN ST","13-02750","CEDAR CITY",,"null","2014-04-09T20:31:44.000","Sunday","8","2013-10-13T08:45:07.000","Agency Assist","409580007","Agency Assist","37.712","{'coordinates': [-113.061, 37.712], 'type': 'Point'}","-113.061","Community Policing","UT","2014-04-16T10:24:35.000","null"
"9","1300 Block W MIDVALLEY RD","13-02749","IRON CO CC GRID",,"null","2014-04-09T20:31:44.000","Sunday","8","2013-10-13T08:56:03.000","Juvenile Prob","409580008","Juvenile Prob","37.765","{'coordinates': [-113.079, 37.765], 'type': 'Point'}","-113.079","Other","UT","2014-04-16T10:24:35.000","null"
"10","1 Block W 200 S","13-02965","KANARRAVILLE",,"null","2014-04-09T20:31:44.000","Wednesday","14","2013-11-06T14:42:48.000","Animal Problem","409580009","Animal Problem","37.535","{'coordinates': [-113.184, 37.535], 'type': 'Point'}","-113.184","Community Policing","UT","2014-05-10T10:24:51.000","null"
"11","2000 Block S HIGH MOUNTAIN VIEW DR","13-02990","IRON CO CC GRID",,"null","2014-04-09T20:31:44.000","Saturday","16","2013-11-09T16:47:27.000","Suspicious","409580010","Suspicious","37.641","{'coordinates': [-113.038, 37.641], 'type': 'Point'}","-113.038","Pedestrian Stop","UT","2014-05-13T10:24:46.000","null"
"12","2100 Block N MAIN ST","13-02707","CEDAR CITY",,"null","2014-04-09T20:31:44.000","Monday","15","2013-10-07T15:30:00.000","Wanted Person","409580011","Wanted Person","37.715","{'coordinates': [-113.06, 37.715], 'type': 'Point'}","-113.06","Other","UT","2014-04-10T10:24:30.000","null"
"13","62000 Block I15 SB","13-02764","CEDAR CITY",,"null","2014-04-09T20:31:44.000","Monday","17","2013-10-14T17:50:53.000","Drugs","409580014","Drugs","37.722","{'coordinates': [-113.059, 37.722], 'type': 'Point'}","-113.059","Drugs","UT","2014-04-17T10:24:31.000","null"
"14","600 Block N 1000 E","13-02687","IRON CO BERYLG",,"null","2014-04-09T20:31:44.000","Sunday","12","2013-10-06T12:06:05.000","Traffic Offense","409580016","Traffic Offense","37.718","{'coordinates': [-113.633, 37.718], 'type': 'Point'}","-113.633","Traffic","UT","2014-04-09T20:37:30.000","null"
"15","4100 Block W 475 N","13-02763","IRON CO CC GRID",,"null","2014-04-09T20:31:44.000","Monday","15","2013-10-14T15:47:07.000","Drugs","409580017","Drugs","37.686","{'coordinates': [-113.134, 37.686], 'type': 'Point'}","-113.134","Drugs","UT","2014-04-17T10:24:31.000","null"
"16","5000 Block N 4300 W","13-02688","IRON CO CC GRID",,"null","2014-04-09T20:31:44.000","Sunday","14","2013-10-06T14:47:18.000","Animal Problem","409580021","Animal Problem","37.769","{'coordinates': [-113.138, 37.769], 'type': 'Point'}","-113.138","Community Policing","UT","2014-04-09T20:37:30.000","null"
"17","16000 Block SR56","13-02761","IRON CO BERYLG",,"null","2014-04-09T20:31:44.000","Monday","15","2013-10-14T15:14:39.000","Agency Assist","409580023","Agency Assist","37.764","{'coordinates': [-113.808, 37.764], 'type': 'Point'}","-113.808","Community Policing","UT","2014-04-17T10:24:31.000","null"
"18","2100 Block N MAIN ST","13-02788","CEDAR CITY",,"null","2014-04-09T20:31:44.000","Monday","15","2013-10-14T15:00:00.000","Wanted Person","409580024","Wanted Person","37.715","{'coordinates': [-113.06, 37.715], 'type': 'Point'}","-113.06","Other","UT","2014-04-17T10:24:31.000","null"
"19","4600 Block W 2100 N","13-02995","IRON CO CC GRID",,"null","2014-04-09T20:31:44.000","Sunday","7","2013-11-10T07:44:37.000","Trespassing","409580025","Trespassing","37.716","{'coordinates': [-113.146, 37.716], 'type': 'Point'}","-113.146","Property Crime","UT","2014-05-14T10:24:41.000","null"
"20","52000 Block I15 NB","13-02994","IRON CO CC GRID",,"null","2014-04-09T20:31:44.000","Sunday","6","2013-11-10T06:41:20.000","Animal Problem","409580026","Animal Problem","37.612","{'coordinates': [-113.153, 37.612], 'type': 'Point'}","-113.153","Community Policing","UT","2014-05-14T10:24:41.000","null"
"21","3800 Block W 625 N","13-02958","IRON CO CC GRID",,"null","2014-04-09T20:31:44.000","Tuesday","20","2013-11-05T20:52:45.000","Suspicious","409580027","Suspicious","37.689","{'coordinates': [-113.127, 37.689], 'type': 'Point'}","-113.127","Pedestrian Stop","UT","2014-05-09T10:24:38.000","null"
"22","100 Block W 400 N","13-02959","PAROWAN",,"null","2014-04-09T20:31:44.000","Tuesday","21","2013-11-05T21:59:31.000","Traffic Hazard","409580029","Traffic Hazard","37.849","{'coordinates': [-112.83, 37.849], 'type': 'Point'}","-112.83","Traffic","UT","2014-05-09T10:24:38.000","null"
"23","8000 Block N 3600 W","13-02760","CEDAR CITY",,"null","2014-04-09T20:31:44.000","Monday","13","2013-10-14T13:27:18.000","Suspicious","409580030","Suspicious","37.787324","{'coordinates': [-113.121718, 37.787324], 'type': 'Point'}","-113.1217176","Pedestrian Stop","UT","2014-04-17T10:24:31.000","84721"
"24","200 Block S 200 E","13-02759","PARAGONAH",,"null","2014-04-09T20:31:44.000","Monday","12","2013-10-14T12:47:37.000","Animal Problem","409580031","Animal Problem","37.883","{'coordinates': [-112.771, 37.883], 'type': 'Point'}","-112.771","Community Policing","UT","2014-04-17T10:24:31.000","null"
"25","3700 Block W 4000 N","13-02960","IRON CO CC GRID",,"null","2014-04-09T20:31:44.000","Wednesday","1","2013-11-06T01:07:39.000","Structure Fire","409580034","Structure Fire","37.75","{'coordinates': [-113.124, 37.75], 'type': 'Point'}","-113.124","Fire","UT","2014-05-10T10:24:51.000","null"
"26","9000 Block W SR56","13-02991","IRON CO CC GRID",,"null","2014-04-09T20:31:44.000","Saturday","17","2013-11-09T17:43:38.000","Animal Problem","409580035","Animal Problem","37.645","{'coordinates': [-113.248, 37.645], 'type': 'Point'}","-113.248","Community Policing","UT","2014-05-13T10:24:46.000","null"
"27","6600 Block W SR56","13-02690","IRON CO CC GRID",,"null","2014-04-09T20:31:44.000","Monday","10","2013-10-07T10:51:39.000","Theft","409580036","Theft","37.671","{'coordinates': [-113.191, 37.671], 'type': 'Point'}","-113.191","Theft","UT","2014-04-10T10:24:30.000","null"
"28","10900 Block W SR56","13-02758","IRON CO CC GRID",,"null","2014-04-09T20:31:44.000","Monday","8","2013-10-14T08:48:58.000","Animal Problem","409580037","Animal Problem","37.633","{'coordinates': [-113.289, 37.633], 'type': 'Point'}","-113.289","Community Policing","UT","2014-04-17T10:24:31.000","null"
"29","1100 Block N 6625 W","13-02757","IRON CO CC GRID",,"null","2014-04-09T20:31:44.000","Monday","8","2013-10-14T08:08:06.000","Animal Problem","409580038","Animal Problem","37.698","{'coordinates': [-113.192, 37.698], 'type': 'Point'}","-113.192","Community Policing","UT","2014-04-17T10:24:31.000","null"
"30","64000 Block I15 NB","13-02691","ENOCH",,"null","2014-04-09T20:31:44.000","Monday","11","2013-10-07T11:55:41.000","Drugs","409580039","Drugs","37.745","{'coordinates': [-113.035, 37.745], 'type': 'Point'}","-113.035","Drugs","UT","2014-04-10T10:24:30.000","null"
"31","2200 Block W 2500 N","13-02692","IRON CO CC GRID",,"null","2014-04-09T20:31:44.000","Monday","12","2013-10-07T12:03:19.000","Missing Person","409580040","Missing Person","37.723","{'coordinates': [-113.091, 37.723], 'type': 'Point'}","-113.091","Missing Person","UT","2014-04-10T10:24:30.000","null"
"32","800 Block S LAURIE LN","13-02693","IRON CO CC GRID",,"null","2014-04-09T20:31:44.000","Monday","13","2013-10-07T13:37:52.000","Welfare Check","409580041","Welfare Check","37.663","{'coordinates': [-113.135, 37.663], 'type': 'Point'}","-113.135","Community Policing","UT","2014-04-10T10:24:30.000","null"
"33","13600 Block W SR56","13-02694","IRON CO CC GRID",,"null","2014-04-09T20:31:44.000","Monday","13","2013-10-07T13:58:57.000","Illegal Dumping","409580043","Illegal Dumping","37.61","{'coordinates': [-113.353, 37.61], 'type': 'Point'}","-113.353","Property Crime","UT","2014-04-10T10:24:30.000","null"
"34","4600 Block W 1525 S","13-02695","IRON CO CC GRID",,"null","2014-04-09T20:31:44.000","Monday","14","2013-10-07T14:24:03.000","Animal Problem","409580044","Animal Problem","37.65","{'coordinates': [-113.145, 37.65], 'type': 'Point'}","-113.145","Community Policing","UT","2014-04-10T10:24:30.000","null"
"35","3600 Block S 5225 W","13-02963","IRON CO CC GRID",,"null","2014-04-09T20:31:44.000","Wednesday","11","2013-11-06T11:24:52.000","Keep the Peace","409580045","Keep the Peace","37.608","{'coordinates': [-113.161, 37.608], 'type': 'Point'}","-113.161","Disorder","UT","2014-05-10T10:24:51.000","null"
"36","50000 Block I15 NB","13-02696","IRON CO CC GRID",,"null","2014-04-09T20:31:44.000","Monday","14","2013-10-07T14:59:40.000","Drugs","409580047","Drugs","37.588","{'coordinates': [-113.173, 37.588], 'type': 'Point'}","-113.173","Drugs","UT","2014-04-10T10:24:29.000","null"
"37","200 Block W CENTER ST","13-02738","PARAGONAH",,"null","2014-04-09T20:31:44.000","Friday","14","2013-10-11T14:34:11.000","Trespassing","409580048","Trespassing","37.886","{'coordinates': [-112.779, 37.886], 'type': 'Point'}","-112.779","Property Crime","UT","2014-04-14T10:24:30.000","null"
"38","900 Block S WESTVIEW DR","13-02711","IRON CO CC GRID",,"null","2014-04-09T20:31:44.000","Wednesday","17","2013-10-09T17:58:02.000","Runaway Juvnile","409580050","Runaway Juvnile","37.66","{'coordinates': [-113.134, 37.66], 'type': 'Point'}","-113.134","Missing Person","UT","2014-04-12T10:24:14.000","null"
"39","1200 Block N 6300 W","13-02737","IRON CO CC GRID",,"null","2014-04-09T20:31:44.000","Friday","13","2013-10-11T13:59:42.000","Animal Problem","409580051","Animal Problem","37.7","{'coordinates': [-113.185, 37.7], 'type': 'Point'}","-113.185","Community Policing","UT","2014-04-14T10:24:30.000","null"
"40","2500 Block N 2200 W","13-02732","IRON CO CC GRID",,"null","2014-04-09T20:31:44.000","Friday","12","2013-10-11T12:57:38.000","Fraud","409580053","Fraud","37.724","{'coordinates': [-113.09, 37.724], 'type': 'Point'}","-113.09","Theft","UT","2014-04-14T10:24:30.000","null"
"41","2000 Block N LUND HWY","13-02733","IRON CO CC GRID",,"null","2014-04-09T20:31:44.000","Friday","12","2013-10-11T12:14:56.000","Animal Problem","409580056","Animal Problem","37.713","{'coordinates': [-113.111, 37.713], 'type': 'Point'}","-113.111","Community Policing","UT","2014-04-14T10:24:30.000","null"
"42","2200 Block SR14","13-02971","IRON CO CC GRID",,"null","2014-04-09T20:31:44.000","Thursday","0","2013-11-07T00:28:13.000","Attempted Burg","409580057","Attempted Burg","37.673","{'coordinates': [-113.025, 37.673], 'type': 'Point'}","-113.025","Breaking & Entering","UT","2014-05-11T10:24:43.000","null"
"43","3500 Block W GAP RD","13-02731","IRON CO PAR GRI",,"null","2014-04-09T20:31:44.000","Friday","11","2013-10-11T11:40:33.000","Animal Problem","409580058","Animal Problem","37.864","{'coordinates': [-112.905, 37.864], 'type': 'Point'}","-112.905","Community Policing","UT","2014-04-14T10:24:30.000","null"
"44","600 Block N 3700 W","13-02975","IRON CO CC GRID",,"null","2014-04-09T20:31:44.000","Thursday","12","2013-11-07T12:22:14.000","Animal Problem","409580060","Animal Problem","37.689","{'coordinates': [-113.125, 37.689], 'type': 'Point'}","-113.125","Community Policing","UT","2014-05-11T10:24:43.000","null"
"45","3700 Block W 1950 S","13-02714","IRON CO CC GRID",,"null","2014-04-09T20:31:44.000","Thursday","9","2013-10-10T09:09:50.000","Fire","409580061","Fire","37.642","{'coordinates': [-113.125, 37.642], 'type': 'Point'}","-113.125","Fire","UT","2014-04-13T10:24:28.000","null"
"46","94000 Block I15 SB","13-02730","IRON CO PARGG",,"null","2014-04-09T20:31:44.000","Friday","10","2013-10-11T10:24:41.000","Agency Assist","409580065","Agency Assist","38.065","{'coordinates': [-112.693, 38.065], 'type': 'Point'}","-112.693","Community Policing","UT","2014-04-14T10:24:30.000","null"
"47","3100 Block N IRON SPRINGS RD","13-02728","IRON CO CC GRID",,"null","2014-04-09T20:31:44.000","Thursday","11","2013-10-10T11:30:00.000","Animal Problem","409580068","Animal Problem","37.733","{'coordinates': [-113.216, 37.733], 'type': 'Point'}","-113.216","Community Policing","UT","2014-04-13T10:24:28.000","null"
"48","3600 Block N 2500 W","13-02717","CEDAR CITY",,"null","2014-04-09T20:31:44.000","Thursday","12","2013-10-10T12:26:03.000","Trespassing","409580072","Trespassing","37.744285","{'coordinates': [-113.09749, 37.744285], 'type': 'Point'}","-113.09749","Property Crime","UT","2014-04-13T10:24:28.000","84721"
"49","800 Block W MIDVALLEY RD","13-02726","IRON CO CC GRID",,"null","2014-04-09T20:31:44.000","Thursday","21","2013-10-10T21:40:17.000","PD Accident","409580074","PD Accident","37.765","{'coordinates': [-113.072, 37.765], 'type': 'Point'}","-113.072","Traffic","UT","2014-04-13T10:24:28.000","null"
"50","900 Block S PANORAMA DR","13-02712","IRON CO CC GRID",,"null","2014-04-09T20:31:44.000","Thursday","20","2013-10-10T20:21:00.000","Trespassing","409580077","Trespassing","37.661","{'coordinates': [-113.13, 37.661], 'type': 'Point'}","-113.13","Property Crime","UT","2014-04-13T10:24:28.000","null"
"51","76000 Block I15 SB","13-02972","PAROWAN",,"null","2014-04-09T20:31:44.000","Thursday","6","2013-11-07T06:41:44.000","Agency Assist","409580079","Agency Assist","37.844","{'coordinates': [-112.856, 37.844], 'type': 'Point'}","-112.856","Community Policing","UT","2014-05-11T10:24:43.000","null"
"52","1100 Block E HIGH MOUNTIAN VIEW CIR","13-02725","IRON CO CC GRID",,"null","2014-04-09T20:31:44.000","Thursday","16","2013-10-10T16:42:59.000","Agency Assist","409580080","Agency Assist","37.639","{'coordinates': [-113.039, 37.639], 'type': 'Point'}","-113.039","Community Policing","UT","2014-04-13T10:24:28.000","null"
