"county","city_district_name","year","project_type","supp","ml_grant","ml_loan","bonus_loan","terms","total_cib_funds","total_project_cost"
"Beaver","Beaver City","2013","Water System imp -well & wellhouse",,"374000","373000","0","30Y@ O%","747000","747000"
"Beaver","Beaver City","2015","Library renovations/improvements",,"69964","100000","0","30y@ 0.0%","169964","196304"
"Beaver","Beaver County","2014","New Culverts near Minersville",,"77700","0","0",,"77700","77700"
"Beaver","Beaver Co Fire Service Distr #2","2015","New Fire Station @ Minersville",,"612863","0","613000","30y @ 1.5%","1225863","1285863"
"Beaver","ELie Meadows SSD","2012","New Fire Station",,"100000","0","300000","30Y @2.5%","400000","600000"
"Beaver","Milford Area HCSD","2012","Ambulance & maintenance building",,"200000","0","200000","30Y @ 2.5%","400000","400000"
"Box Elder","Brigham City","2013","Box Elder Academy Bldg Renovation",,"0","0","3999000","20Y @ l.5%","3999000","3999000"
"Box Elder","Plymouth Town","2013","Water system improvements",,"0","0","96000","20Y @ 2.5%","96000","295000"
"Box Elder","Tremonton City","2013","Main Street & Gateway Planning",,"20000","0","0",,"20000","40000"
"Cache","Cache County ","2011","Water development master plan",,"75000","0","0",,"75000","150000"
"Cache","Logan City","2014","Wastewater Treatment Facility",,"0","0","10000000","20y@ l.5%","10000000","110000000"
"Cache","Millville City","2014","Master plan/impact fee analysis",,"32500","0","0",,"32500","65000"
"Cache","Nibley City","2012","Land use & economic dev planning",,"4000","0","0",,"4000","8000"
"Cache","Nibley City","2013","Impact Fee I Financial Planning",,"17500","0","0",,"17500","35000"
"Cache","Nibley City","2014","Sewer I stormwater master plan",,"62500","0","0",,"62500","125000"
"Cache","Nibley City MBA","2011","New Community Center SUPP","x","0","0","480000","30Y@4.0%","480000","940000"
"Cache","North Logan City","2012","General Plan & ordinance update",,"15000","0","0",,"15000","30000"
"Cache","Richmond City","2011","Culinary water improvement",,"0","0","5145000","30Y @3.75%","5145000","5475000"
"Cache","Richmond City","2012","Sewer Master Plan & genral plan",,"43335","0","0",,"43335","86671"
"Cache","Smithfield City","2013","Storm water management plan",,"15000","0","0",,"15000","30000"
"Cache","Smithfield City","2014","LibraryExpansion",,"0","0","965000","25y @ 1.5%","965000","1405750"
"Carbon","Carbon Co MBA","2011","Road Imp - Nine Mile Canyon SUPP","x","5000000","0","0",,"5000000","5000000"
"Carbon","Carbon Co MBA","2012","County Animal control shelter",,"1300000","1000000","0","30Y @0.0%","2030000","2130000"
"Carbon","Carbon Co MBA","2013","New County Courthouse/Adrnin",,"6000900","5745000","0","30Y @ 0.0%","11745900","15162824"
"Carbon","Carbon Co MBA","2013","New County Courthouse/Adrnin",,"0","0","5728000","30Y @ 2.5%","5728000","5728000"
"Carbon","Carbon Co MBA","2014","Road- Nine Mile Canyon Paving",,"8238000","0","6500000","15Y @ l.5%","14738000","16500000"
"Carbon","Carbon Co MBA","2014","B & D Road Easements - SITLA",,"40000","0","0",,"40000","40000"
"Carbon","Carbon Co MBA","2015","Road - Nine Mile Canyon - Bridges",,"1512000","0","1000000","15Y @ l.5%","2512000","2512000"
"Carbon","East Carbon City","2012","New Cemetery",,"0","0","414000","30Y @ 2.5%","414000","498550"
"Carbon","East Carbon City","2013","East Carbon/Sunnyside Water",,"289000","0","0",,"289000","289000"
"Carbon","East Carbon City","2014","Hwy 123 Waterline Replacement",,"290000","0","0",,"290000","290000"
"Carbon","East Carbon City","2015","Water meter upgrades",,"0","0","311000","20y @ 1.5%","311000","311000"
"Carbon","East Carbon City","2015","Water System improvements",,"256000","0","0",,"256000","256000"
"Carbon","Helper City","2012","Utilities Master Plan",,"74000","0","0",,"74000","148000"
"Carbon","Helper City","2012","Water - Spring Development",,"0","11100","0","30Y @O%","11100","11100"
"Carbon","Helper City",,"Water System Improvements",,"0","0","7000000","30Y @ 2.5%","7000000","7000000"
"Carbon","Helper City","2012","Sewer System Improvements",,"0","0","5500000","30Y @ 2.5%","5500000","5500000"
"Carbon","Helper City","2012","Storm Drain Construction",,"7000000","0","0",,"7000000","7000000"
"Carbon","Helper City","2015","Storm Drain Construction",,"3150000","0","0",,"3150000","3150000"
"Carbon","Price City","2012","Street - USU Research Park",,"1114000","0","0",,"1114000","1654000"
"Carbon","Price City","2012","Street improvements",,"225000","225000","0","lOY @ 0.0%","450000","643157"
"Carbon","Price City","2014","1900 East Water & Sewer Imp",,"270000","0","0",,"270000","1380000"
"Carbon","Price City","2015","Desert Wave Pool Dome Replacernnt",,"300000","0","0",,"300000","520000"
"Carbon","Price City","2015","Water/Sewer- 400N Sewer/400S Water",,"0","0","600000","20Y@2.5%","600000","1200000"
"Carbon","Price River WID","2011","Sewer system imp",,"1000000","950000","0","20Y @0.0%","1950000","2000000"
"Carbon","Price River WID","2011","Water System - Treatment Plant",,"2500000","2500000","0","20Y @ 0.0%","5000000","5100000"
"Carbon","Price River WID","2013","Wat'?r System - Treatment Plant SUPP",,"550000","550000","0","20Y @ 0.0%","1100000","1100000"
"Carbon","Price River WID","2013","Sewer Cleaning Truck - withdrawn",,"0","0","360000","15Y @ 2.5%","360000","425000"
"Carbon","Price River WID","2015","Flood Damage - SewerTreattnent Plant",,"600000","0","0",,"600000","1200000"
"Carbon","Scofield Reservoir SSD","2015","Electrical Panel Upgrade",,"0","0","142000","15y@ l.5%","142000","166374"
"Carbon","Sunnyside City","2011","Wastewater outfall line improvements",,"475000","0","0",,"475000","475000"
"Carbon","Sunnyside City","2012","New fire truck",,"221604","0","0",,"221604","221604"
"Carbon","Wellington City","2011","Debris Basin/Stonn Drain Pipeline",,"274982","0","0",,"274982","274982"
"Carbon","Wellington City","2011","Sewer system imp - line replacement",,"240000","240000","0","30Y@O%","480000","480000"
"Carbon","Wellington City","2011","Sewer - system video & analysis",,"75000","0","0",,"75000","75000"
"Carbon","Wellington City","2012","Street Improvements HB42",,"1100000","0","0",,"1100000","1136949"
"Carbon","Wellington City","2012","Sewer System Imp - withdrawn",,"0","0","978000","30Y @ 2.5%","978000",
"Carbon","Wellington City","2015","Water Tank Restoration- SCADA sys",,"151000","0","0",,"151000","161000"
"Daggett","Daggett County","2012","Road Improvements Browns Park",,"655793","0","0",,"655793","655793"
"Daggett","Manila Town","2011","New fire station",,"319000","319000","0","30Y @O%","638000","691000"
"Daggett","Manila Town","2012","New fire station SUPP","x","40000","40000","0","30Y @0%","80000","80000"
"Duchesne","Altamont Town","2011","Sewer system improvements",,"526200","527000","0","30Y@O%","1053200","1053200"
"Duchesne","Cedarview/?vfontwell SSD","2012","New water system",,"2181775","0","0",,"2181775","5496200"
"Duchesne","Duchesne City","2011","Water System improvements 2011",,"3950000","0","1000000","30Y @ 2.5%","4950000","5000000"
"Duchesne","Duchesne City","2013","Water System improvements tank & line",,"294500","293000","0","30Y @ l.5%","587500","684500"
"Duchesne","Duchesne City","2015","Street Restoration Project -2015",,"4414000","1100000","0","10y@ O%","5514000","5914000"
"Duchesne","Duchesne City","2015","New Fire Truck",,"47000","0","0",,"47000","272000"
"Duchesne","Duchesne County MBA","2012","Sewer study-Hancock Cove",,"27500","0","0",,"27500","55000"
"Duchesne","Duchesne County MBA","2014","Duchesne County Justice Center",,"1000000","0","5152000","30y @ 1.5%","6152000","7652000"
"Duchesne","Duchesne County MBA","2014","Road Easements - SITLA",,"30806","0","0",,"30806","30806"
"Duchesne","Duchesne County MBA","2015","Centennial Event Center",,"2600000","0","2600000","20y @ 1.5%","5200000","6200000"
"Duchesne","Duchesne Special Service Dist","2012","Road Imp - Wells Draw Phase 3",,"6600000","0","4400000","15Y @ 2.5%","11000000","11115000"
"Duchesne","Duchesne Special Service Dist #2","2012","Road - Bluebell Connector Phase I",,"2000000","0","0",,"2000000","4000000"
"Duchesne","Duchesne Special Service Dist #2","2013","Road Improvements - County Rd 33",,"4000000","0","4000000","15Y@ 1.5%","8000000","8000000"
"Duchesne","Duchesne Special Service Dist #2","2014","Road Improvements - 3000 West",,"2342000","0","2343000","15y @ 1.5%","4685000","4685000"
"Duchesne","Duchesne Special Service Dist #2","2015","Road - Bluebell Connector Phase ill",,"4464000","0","0",,"4464000","7440000"
"Duchesne","Duchesne Water Conservancy","2014","Water - Victory Pipeline (Hwy 40)",,"14950000","14950000","0","30Y @ l.5%","29900000","34980300"
"Duchesne","East Duchesne CW","2013","Water Study - engineering report",,"25000","0","0",,"25000","50000"
"Duchesne","East Duchesne CW","2015","Water Transmission Pipeline addition",,"207000","0","0",,"207000","207000"
"Duchesne","Fruitland Special Ser-Vice Dist","2012","Water -New Well",,"564700","565000","0","20Y @ 0.0%","1129700","1129700"
"Duchesne","Fruitland Special Service Dist","2012","Water tank repainting",,"46500","100000","0","20Y @ 0.0%","146500","146500"
"Duchesne","Hanna Water & Sewer","2015","Water system Imp - reservoir",,"630000","0","0",,"630000","860000"
"Duchesne","Johnson Water Dis","2011","Water system improvements - lines",,"460885","0","0",,"460885","562885"
"Duchesne","Johnson Water Dis","2012","Water system imp - Mortenson Lane",,"367000","368000","0","30Y @ 0.0%","735000","814121"
"Duchesne","Johnson Water Dis·","2014","Water System Imp - waterline replace",,"377725","378000","0","25y @ 0.0%","755725","780725"
"Duchesne","Myton City","2012","Water System Imp - line replacement",,"772150","0","0",,"772150","772150"
"Duchesne","Myton City","2013","Water System Imp - water tank",,"0","0","539000","30Y @ 1.5%","539000","564060"
"Duchesne","Neola WSD","2013","Water System Improvements",,"3210000","3211000","0","30Y@0%","6421000","6421000"
"Duchesne","Pinion Forest SSD","2013","Water Study - engineering report",,"22500","0","0",,"22500","45000"
"Duchesne","Pinion Forest SSD","2014","Water System Imp - Bulk Water Sys",,"336694","0","336000","20y @ l.5%","672694","687000"
"Duchesne","Pinion Forest SSD","2015","Water System Imp - Bulk Water Sys         x",,"90378","0","89000","20y @ l.5%","179378","179378"
"Duchesne","Roosevelt City","2011","Secondary Water System",,"500000","350000","0","20Y@O%","850000","4000000"
"Duchesne","Roosevelt City","2011","Water system imp - line replacements",,"1200000","518000","0","30Y@O%","1718000","1818000"
"Duchesne","Roosevelt City","2013","Waterline replacement-Neola/Hayden Wells",,"4850000","500000","0","30Y @O%","5350000","5600000"
"Duchesne","Roosevelt City","2015","New Acquatic Center",,"2400000","0","1600000","20y @ l.5%","4000000","7533756"
"Duchesne","Roosevelt City","2015","Roads/Water/Sewer/D rainage Imp",,"2764000","307000","0","30y @ 0.0%","3071000","3311000"
"Duchesne","Tabiona Town","2012","Cemetery improvements",,"128000","0","0",,"128000","129000"
"Duchesne","Tabiona Town","2014","Water & Sewer Plan",,"25000","0","0",,"25000","110000"
"Duchesne","Tabby Valley Parks","2015","Park Imp - bleachers/lighting/shed",,"200000","200000","0","30y @0.0%","400000","400000"
"Duchesne","Upper Country WID","2011","Altamont fire hydrant project",,"257212","0","0",,"257212","267212"
"Duchesne","Upper Country WID","2012","Water Sys Imp - Line replacement",,"220195","0","0",,"220195","220195"
"Emery","Castle Dale City","2015","New City Hall - Multi Agency Bldg",,"1619000","0","1619000","30y @ 2.5%","3238000","3585000"
"Emery","Castle Valley SSD","2011","Capital Improvement 2011",,"1020000","1300000","0","6Y@O%","2320000","2320000"
"Emery","Castle Valley SSD","2012","Automated water meter project",,"0","763000","0","IOY@0.0%","763000","763000"
"Emery","Castle Valley SSD","2012","Capital Improvement 2012",,"1250000","1270000","0","6Y @ O%","2520000","2520000"
"Emery","Castle Valley SSD","2013","Capital Improvement 2013",,"0","0","2872000","20Y @ l.5%","2872000","2872000"
"Emery","Castle Valley SSD","2014","Capital Improvement 2014",,"700000","0","1348000","lOy @ 1.5%","2048000","2048000"
"Emery","Castle Valley SSD","2015","Ferron Water treatment plant",,"1350000","0","1350000","15y @ l.5%","2700000","2745000"
"Emery","Castle Valley SSD","2015","Capital Improvements 2015",,"500000","0","705000","6y @ 1.5%","1205000","1205000"
"Emery","Clawson Town","2015","Town Hall Drainage and Renovation",,"200000","0","0",,"200000","200000"
"Emery","Cleveland Town","2012","Snow Plow Truck",,"0","45000","0","6Y@ 0.0%","45000","52000"
"Emery","Emery Co Fire Protection SSD","2015","New Fire Brush Trucks (8)",,"450000","200000","0","5y @ 0.0%","650000","961000"
"Emery","Emery Co LBA","2013","Mosquito & Weed Office/Storage",,"427000","0","0",,"427000","854000"
"Emery","Emery Co SSD #1","2012","Canyon Road Bridge - Ferron",,"262452","0","0",,"262452","524904"
"Emery","Emery Co SSD #1","2014","Class B road easements - SITLA",,"92200","0","0",,"92200","92200"
"Emery","Emery Co Rec","2014","Rec Complex Imp @Huntington",,"400000","0","0",,"400000","950000"
"Emery","Emery Water Conservancy Dist","2011","Plan - San Rafael/Muddy Creek Watershed",,"150000","0","0",,"150000","506000"
"Emery","Green River City","2013","Sewer Imp - sewer lagoon",,"650000","0","0",,"650000","650000"
"Emery","Green River City","2013","Utilities Systems Master Plan",,"30000","0","0",,"30000","60000"
"Emery","Huntington City","2011","New Fire Station",,"900000","50000","0","30y@ 0.0%","1400000","1400000"
"Emery","Huntington City","2013","Stream Channel clearance - withdrawn",,"0","0",,"30Y @ 2.5%","835000","835000"
"Emery","Huntington City","2014","Rec Imp - City Park, Rodeo, Trails",,"533100","0","433000","30y@ 1.5%","966100","1116100"
"Emery","N Emery Water Users SSD","2011","Tank construction & spring develop",,"985000","0","200000","30Y @ 2.5%","1185000","1200000"
"Emery","N Emery Water Users SSD","2015","Water System pressure  imp- withdrawn",,"202000","203000","0","20y@ 0.0%","405000","410000"
"Emery","Orangeville City","2011","Recreation - ball complex restrooms",,"35000",,"0",,"35000","71000"
"Emery","Orangeville City","2014","Cottonwood Creek Bridge Repair",,"120000","0","0",,"120000","120000"
"Garfield","Boulder Town","2011","Buildings - Community Ctr SUPP","X","50000","30000","0","30Y @ O%","80000","80000"
"Garfield","Boulder Town","2012","Parklmprovements-withdrawn",,"0","0","207000","30Y @2.5%","207000","212000"
"Garfield","Boulder Town","2014","Town Park Restrooms",,"79000","0","0",,"79000","89000"
"Garfield","Bryce Canyon City","2011","New fire station",,"100000","1500000","0","30Y @O%","1600000","1960000"
"Garfield","Bryce Canyon City","2012","Street Improvements",,"0","0","100000","10Y @ 2.5%","100000","725000"
"Garfield","Bryce Canyon City","2014","Main Street Improvements - SUPP","x","275000","0","0",,"275000","275000"
"Garfield","Escalante City","2013","Surface Drainage Master Plan",,"10000","0","0",,"10000","20000"
"Garfield","Escalante City","2014","Emergency Waterline Repair",,"474797","0","0",,"474797","474797"
"Garfield","Escalante City","2014","New Medical Clinic",,"475000","0","475000","30y@ 1.5%","950000","1405000"
"Garfield","Garfield County","2014","Garfield Co Nursing Home Renovation",,"500000","0","0",,"500000","1660000"
"Garfield","Garfield County MBA","2011","County Courthouse Renovation",,,"0","0",,"700000","4650000"
"Garfield","Henrieville Town","2013","Water System improvements",,"75000","0","0",,"75000","75000"
"Garfield","Panguitch City","2012","Welcome Center & Park Imp",,"137000","0","0",,"137000","740000"
"Garfield","Panguitch City","2013","Welcome Center & Park Imp SUPP","x","157000","0","0",,"157000","193000"
"Garfield","Ticaboo Utility SSD","2014","Power Generator Equipment",,"0","0","600000","30Y@1.5%","600000","600000"
"Garfield","Tropic Town ","2011","Heritage Center parking lot",,"39000","39000","0","30Y@ O%","78000","80820"
"Garfield","Tropic Town","2011","Storm drainage master plan",,"10000","0","0",,"10000","20000"
"Garfield","Tropic Town","2011","Sewer expansion",,"300000","900000","0","30Y @ O%","1200000","1250000"
"Garfield","Tropic Town","2012","New Fire Truck",,"210000","100000","0","15y @0%","310000","410000"
"Garfield","Tropic Town","2015","Water -Dr.Goode Springs Develop",,"155000","0","155000","30y @ l.5%","310000","320000"
"Grand","Castle Valley Town","2012","Road Shed",,"0","0","163000","30Y @ 0.0%","163000","183000"
"Grand","Grand Co MBA","2011","SE Utah Dist Hlth Offices • remodel",,"297000","575000","0","30Y@O%","872000","872000"
"Grand","Grand Co MBA","2011","Airport Imp·Fire Station & Equip",,"0","240000","0","20Y @ O%","240000","342500"
"Grand","Grand Co Rec SSD","2013","Rec Imp·Ball Fields & park",,"923500","0","0",,"923500","2123500"
"Grand","Grand Co Svc Area","2011","Land Purchase·Castle Valley",,"68000","0","0",,"68000","70000"
"Grand","Grand Co Trans SSD","2013","Class B Road Easements· SITLA",,"400000","0","0",,"400000","400000"
"Grand","Grand Water & Sewer Svc Agency","2014","Building Renovations",,"100000","0","0",,"100000","200000"
"Grand","Spanish Vly Water & Sewer SSD","2012","Water system improvements",,"160000","0","0",,"160000","300000"
"Grand","Thompson SSFD","2013","NewPumperFire Engine",,"225000","0","0",,"225000","225000"
"Grand","Brian Head",,"Public Safety Building",,"0","0","2553000","30Y@ 2.5%","2553000","2653000"
"Grand","Brian Head Special Service Dist","2014","Town Park Restoration",,"0","0","2000000","20Y@ 1.5%","2000000","3158575"
"Grand","Cedar City","2014","2 Fire Trucks  aerial platform & pumper",,"0","0","1270000","!Sy @ l.5%","1.270000","1750000"
"Grand","Iron County","2011","Southern Utah Museum of Art withdrawn",,"0","0","1040000","20Y@ 4.0%","1040000","11911689"
"Grand","Iron County","2012","2 new ambulances",,"98000","97000","0","6Y @ 0.0%","195000","250000"
"Grand","Iron County","2012","Safety Services Building",,"0","0","3000000","20Y @2.5%","3000000","3000000"
"Grand","Iron County","2014","New Shakespeare Theatre",,"0","0","2100000","!Sy @ 1.5%","2100000","13800000"
"Grand","Parowan City","2011","Storm drainage master plan",,"28750","0","0",,"28750","57500"
"Grand","Parowan City","2012","Concession stands/restrooms",,"40500","0","0",,"40500","125000"
"Grand","Parowan City","2013","Main Street Improvemen",,"0","2145000","0","5Y @ O%","2145000","4826772"
"Grand","Parowan City","2015","Administration & Public Safety Bldg",,"1458000","0","972000","30Y@ 1.5%","2430000","2480000"
"Juab","Eureka City","2011","Water System Imp",,"519600","519000","0","30Y @O%","1038600","3938600"
"Juab","Eureka City","2011","Sewer System Imp",,"353400","354000","0","30Y @O%","707400","2807400"
"Juab","Eureka City","2015","Cemetery Road improvements",,"21020","0","0",,"21020","69620"
"Juab","Juab Co SSFD ","2014","Fire Truck·Levan",,"98690","0","75000","8y @ l.5%","173690","173690"
