"lic_regn","lic_dist","lic_cnty","lic_type","lic_xprdte","lic_seqn","license_name","business_name","premise_street","premise_city","premise_state","premise_zip_code","mail_city","mail_state","mail_zip_code","voice_phone","location_1"
"9","87","7","1","6C","3657","PERO, FRANK L","NULL","1889 W 4680 N","HELPER","UT","845260000","HELPER","UT","845260000","4354725181","1889 W 4680 N
,  "
"9","87","17","1","5C","5170","RUBYS INN INC","NULL","HWY 63","BRYCE","UT","847640000","BRYCE","UT","847640000","4358345484","PO BOX 640011
,  "
"9","87","3","1","7A","2329","JT'S GUNS LLC","JT'S GUNS","939 WEST 7300 SOUTH","WILLARD","UT","84340","WILLARD","UT","84340","4355129316","939 WEST 7300 SOUTH
,  "
"9","87","49","7","7","275","OLAS, JOEL CHARLES","JC PRECISION RIFLES","57 NORTH 100 WEST","SPRINGVILLE","UT","84663","SPRINGVILLE","UT","84663","8013103121","57 NORTH 100 WEST
,  "
"9","87","11","2","5E","33529","SMITH, EDWARD DEFOREST JR","SGS ESAP","1127 E 1050 S","CLEARFIELD","UT","840150000","CLEARFIELD","UT","840150000","8017736916","1127 E 1050 S
,  "
"9","87","53","1","8C","1767","DICK'S SPORTING GOODS, INC.","DICK'S SPORTING GOODS, INC. (#1007)","15 SOUTH RIVER RD STE 240","ST GEORGE","UT","84790","CORAOPOLIS","PA","15108","4356734261","345 COURT ST
,  "
"9","87","27","1","6J","1468","COURTESY HARDWARE","COURTESY ACE HARDWARE","126 E MAIN ST","DELTA","UT","84624","DELTA","UT","84624","4358642784","126 E MAIN ST
,  "
"9","87","5","1","5H","3288","JENKINS, E MORTY","P & M GUNSMITHING","50 E 200 N","RICHMOND","UT","843330000","RICHMOND","UT","843330000","4352582749","PO BOX 43
,  "
"9","87","53","7","7E","2489","WILSON PRECISION ARMS INC","COBALT KINETICS","1478 S 270 E STE #1","SAINT GEORGE","UT","84790","SAINT GEORGE","UT","84790","4356683728","1478 S 270 E STE #1
,  "
"9","87","35","6","6B","1346","ASPEN RIDGE OF UTAH INC","ASPEN RIDGE ARMORY","4493 WEST 8790 SOUTH","WEST JORDAN","UT","84088","WEST JORDAN","UT","84084","8012800773","P O BOX 757
,  "
"9","87","35","2","5E","790","STEDMAN, ADAM","MIDTOWN PAWN","1083 S STATE","SLC","UT","84111","SLC","UT","84111","8013223084","1083 S STATE
,  "
"9","87","57","2","8B","1748","PAWN DEPOT LLC","NULL","5418 SOUTH 1900 W","ROY","UT","84067","ROY","UT","84067","8016449977","5418 SOUTH 1900 W
,  "
"9","87","49","7","7B","2386","STAHELI'S SHOOTING SUPPLIES LLC","SX3","950 S 730 W","PAYSON","UT","84651","PAYSON","UT","84651","8016162504","950 S 730 W
,  "
"9","87","41","1","5K","43","THE BARNEY COMPANY","OUTDOOR OUTFITTERS, INC","258 S 340 W","RICHFIELD","UT","84701","RICHFIELD","UT","84701","4358965950","348 W 300 S
,  "
"9","87","47","1","6E","34925","THOMPSON, E LEE","EMPIRE TRADING CO","36 PARK CIRCLE","VERNAL","UT","840780000","VERNAL","UT","840780000","4357894265","36 PARK CIRCLE
,  "
"9","87","5","1","7C","1514","FUNK, ALAN","FUNK FIREARMS","502 S 400 W","RICHMOND","UT","84333","RICHMOND","UT","84333","3605619135","502 S 400 W
,  "
"9","87","53","7","7E","2491","WIPH LLC","NULL","1478 SOUTH 270 EAST  STE #1","SAINT GEORGE","UT","84790","SAINT GEORGE","UT","84790","4356683728","1478 SOUTH 270 EAST STE #1
,  "
"9","87","49","7","7","2458","CONDOR CUSTOM LLC","CONDOR CUSTOM","509 E 200 S","PLEASANT GROVE","UT","84062","PLEASANT GROVE","UT","84062","8013195858","509 E 200 S
,  "
"9","87","49","1","8B","35051","BARTON, WARREN KARL","NULL","500 N 880 E","SPRINGVILLE","UT","846630000","SPRINGVILLE","UT","846630000","8014895517","500 N 880 E
,  "
"9","87","35","7","6J","2208","BRETHREN ARMAMENT LLC","BRETHREN ARMS","2156 W PRINTERS ROW","WEST VALLEY CITY","UT","84119","WEST VALLEY CITY","UT","84119","8018100392","2156 W PRINTERS ROW
,  "
"9","87","53","1","5","1158","WAL-MART STORES INC","WAL-MART SUPERCENTER #4678","180 NORTH 3400 WEST","HURRICANE","UT","84737","BENTONVILLE","AR","727160500","4356356945","702 SW 8TH ST
,  "
"9","87","35","7","5M","1322","BEAN FIREARMS COMPANY LLC","BEAN FIREARMS CO","79 WEST 4500 SOUTH UNIT 3","MURRAY","UT","84107","MURRAY","UT","84107","8015739370","79 WEST 4500 SOUTH UNIT 3
,  "
"9","87","49","2","6K","2266","BARGAIN PAWN & GUN LLC","NULL","1001 N STATE ST","OREM","UT","84057","OREM","UT","84057","8016072991","1001 N STATE ST
,  "
"9","87","11","6","7A","1506","SETPOINT AMMO","NULL","196 SUGAR ST # 1","LAYTON","UT","84041","LAYTON","UT","84041","8553082666","196 SUGAR ST # 1
,  "
"9","87","51","1","7M","325","HILTON, DAVID NEIL","HILTONS CUSTOM GUN SHOP","35 S 400 W","HEBER","UT","84032","HEBER","UT","84032","4356542955","35 S 400 W
,  "
"9","87","35","7","3E","1375","OS, INC","OSS","280 WEST CENTRAL AVE","MURRAY","UT","84107","MURRAY","UT","84107","8015420425","280 WEST CENTRAL AVE
,  "
"9","87","35","7","5L","1946","BRACKEN, RONALD BYRON","ROCKY MOUNTAIN FIREARMS & SUPPLIES","4936 W SWAN HILL COVE","WEST JORDAN","UT","84081","WEST JORDAN","UT","84081","8012800850","4936 W SWAN HILL COVE
,  "
"9","87","21","1","7C","622","W E BLAKE COMPANIES INC","NULL","83 N 100 W","PAROWAN","UT","84761","PAROWAN","UT","84761","4354778277","PO BOX 887
,  "
"9","87","15","1","5C","1798","FOOD RANCH INC","NULL","355 E S/R 29","ORANGEVILLE","UT","84537","ORANGEVILLE","UT","84537","4357482727","P O BOX 539
,  "
"9","87","21","1","5G","34594","BRINKERHOFF, CAMERON KENT","BRINKERHOFF ENTERPRISES","694 E MIDVALLEY RD","ENOCH","UT","847210000","ENOCH","UT","847210000","4355901910","694 E MIDVALLEY RD
,  "
"9","87","13","7","5","1839","TACK DRIVERS","NULL","12650 W 150 N","ALTAMONT","UT","84001","ALTAMONT","UT","84001","4358236522","P.O. BOX 115
,  "
"9","87","37","1","7B","46346","BLUE MOUNTAIN MEATS INC","NULL","333 S 2ND E","MONTICELLO","UT","845350000","MONTICELLO","UT","845350000","4355872289","PO BOX 279
,  "
"9","87","35","1","7H","2548","ROGERS RIFLE SHOP LLC","NULL","6463 W KING VALLEY RD","WEST VALLEY","UT","84128","WEST VALLEY","UT","84128","8012500698","6463 W KING VALLEY RD
,  "
"9","87","57","1","7K","2603","IMPACT GUNS OGDEN LLC","IMPACT GUNS","2710 SOUTH 1900 WEST","OGDEN","UT","84401","OGDEN","UT","84401","8013932474","2710 SOUTH 1900 WEST
,  "
"9","87","11","1","6J","1457","B & B INVESTIGATIONS LLC","FARMINGTON FIREARMS","73W 1340 S","FARMINGTON","UT","84025","FARMINGTON","UT","84025","8015890571","73W 1340 S
,  "
"9","87","35","2","5","34868","CASH AMERICA INC OF UTAH","CASH AMERICA PAWN OF SALT LAKE CITY #2","6665 SOUTH STATE","MURRAY","UT","841070000","FORT WORTH","TX","761022599","8012620900","1600 W 7TH ST
,  "
"9","87","45","2","7M","34819","BETTER DEAL INC","NULL","132 E WENDOVER BLVD","WENDOVER","UT","840830000","WENDOVER","UT","840830000","4356652954","PO BOX 207
,  "
"9","87","35","1","6G","2096","BELL, HARRY B","ARTB ARMS","11448 LAMPTON VIEW DR","SOUTH JORDAN","UT","84095","SOUTH JORDAN","UT","84095","8019188926","11448 LAMPTON VIEW DR
,  "
"9","87","41","6","7","5609","WASHBURN, DANNY W","WASHBURNS AMMO","68 E 100 N","MONROE","UT","847540000","MONROE","UT","847540000","4355273359","68 E 100 N
,  "
"9","87","35","6","5","1794","GREEN, RICK","SPORT AMMO MANUFACTURING","7293 WESTPARK AVE","MAGNA","UT","84044","MAGNA","UT","84044","8018675247","7293 WESTPARK AVE
,  "
"9","87","35","1","6","1344","DTA DISTRIBUTING LLC","DTA DISTRIBUTING","1995 WEST ALEXANDER STREET","SALT LAKE CITY","UT","84119","SALT LAKE CITY","UT","84165","8019757272","PO BOX 65816
,  "
"9","87","7","2","7L","1715","911 PAWN LLC","NULL","78 N CARBON AVE","PRICE","UT","84501","PRICE","UT","84501","4356377296","78 N CARBON AVE
,  "
"9","87","35","1","5K","6571","SMITH, C DALE","NULL","27 W LESTER AVE","MURRAY","UT","841070000","MURRAY","UT","841070000","8019157644","27 W LESTER AVE
,  "
"9","87","57","1","5K","33661","RICHARDSON, DAVID LINN","DAVES GUN REPAIR SHOP","5841 WILLOWWOOD LN","OGDEN","UT","844030000","OGDEN","UT","844030000","8014755919","5841 WILLOWWOOD LN
,  "
"9","87","57","1","5H","1251","BAILEY, MARK BRENT","GET R DONE GUNS","3228 NORTH 1075 WEST","PLEASANT VIEW","UT","84414","PLEASANT VIEW","UT","84414","8016987979","3228 NORTH 1075 WEST
,  "
"9","87","11","7","7J","34437","ROBINSON, ALEXANDER J","THE ARMS BROKER","925 W 100 N SUITE A","NORTH SALT LAKE","UT","84054","NORTH SALT LAKE","UT","84054","8018979037","925 W 100 N SUITE A
,  "
"9","87","57","1","6A","2011","COUNTRY BOY AMMO LLC","NULL","5512 SOUTH 2425","ROY","UT","84067","ROY","UT","84067","8012007132","5512 SOUTH 2425
,  "
"9","87","53","1","6B","1343","FIREARM STORE LLC, THE","FIREARM STORE LLC, THE","75 S 100 E STE 1D","ST GEORGE","UT","84770","ST GEORGE","UT","84791","4352723113","PO BOX 910147
,  "
"9","87","45","2","6G","908","GREGRICH SERVICES INC","GSI PAWN SHOP","324 N MAIN ST","TOOELE","UT","84074","TOOELE","UT","84074","4358825560","324 N MAIN ST
,  "
"9","87","57","7","8A","2712","INTERMOUNTAIN HYDROGRAPHICS LLC","DIPITWET.COM","5162 S 5950 W","HOOPER","UT","84315","HOOPER","UT","84315","8017103114","5162 S 5950 W
,  "
"9","87","15","1","7K","34186","GORDON, DON V","JACKS MOTOR SERVICE","389 N MAIN","HUNTINGTON","UT","845280000","HUNTINGTON","UT","845280000","4356872288","PO BOX 239
,  "
"9","87","53","2","6E","33845","CEDAR POST INC, THE","NULL","98 E ST GEORGE BLVD","ST GEORGE","UT","847700000","ST GEORGE","UT","847700000","4356287296","98 E ST GEORGE BLVD
,  "
"9","87","43","7","7M","2651","3 PERCENT OUTFITTERS LLC","MOD OUTFITTERS","30 N MAIN STE B","KAMAS","UT","84036","KAMAS","UT","84036","8016616369","30 N MAIN STE B
,  "
"9","87","57","2","7","2425","EZPAWN UTAH INC","EZPAWN","5672 S 1900 W","ROY","UT","84067","AUSTIN","TX","78746","8014168284","2801 VIA FORTUNA #460
,  "
"9","87","49","1","6H","2199","BLANEY, MICHAEL RYAN & MICHAEL ALFRED","NULL","1283 E 880 N","AMERICAN FORK","UT","84003","AMERICAN FORK","UT","84003","8018364094","1283 E 880 N
,  "
"9","87","49","2","7H","1669","LOCKHART, JOSEPH PATRICK","ZZZ PAWN SHOP","189 N MAIN ST","SPANISH FORK","UT","84660","SPANISH FORK","UT","84660","8017987444","189 N MAIN ST
,  "
"9","87","35","2","5E","1833","LOYAL FEW INVESTMENTS LLC","NULL","368 WEST 600 SOUTH","SALT LAKE CITY","UT","84101","SALT LAKE CITY","UT","84101","8015504490","368 WEST 600 SOUTH
,  "
