"county","processed_date","amount","fiscal_year","entity_trans_id","description","ref_id","type","contract_name","contract_number","entity1","entity2","name1","name2","acccount","feerevenuetype","agency_funds","subfund"
"Kane County","2014-07-28T17:11:00.000","379","2014","10 4210-241-000   201406040053","1053","NULL","Expenditure","NULL","NULL","SHERIFF","NULL","NULL","NULL","Supplies",,"General Fund","NULL"
"Kane County","2014-07-28T17:11:00.000","559.96","2014","10 4210-290-000   201406040053","1080","NULL","Expenditure","NULL","NULL","SHERIFF","NULL","NULL","NULL","Remote Deputy Substations",,"General Fund","NULL"
"Kane County","2014-07-28T17:11:00.000","2359","2014","10 4210-561-000   201404160091","1281","NULL","Expenditure","NULL","NULL","SHERIFF","NULL","NULL","NULL","VEHICLE OPERATIONS",,"General Fund","NULL"
"Kane County","2014-07-28T17:11:00.000","77.98","2014","10 4210-452-000   201406250073","2169","NULL","Expenditure","NULL","NULL","SHERIFF","NULL","NULL","NULL","UNIFORM ALLOWANCES",,"General Fund","NULL"
"Kane County","2014-07-28T17:11:00.000","200","2014","48 4160-250-000   201404160080","3242","NULL","Expenditure","NULL","NULL","BUILDING AND GROUNDS","NULL","NULL","NULL","EQUIPMENT REPAIR",,"PUBLIC SAFETY FACILITY","NULL"
"Kane County","2014-07-28T17:11:00.000","16.25","2014","10 4210-614-000   201405210001","5409","NULL","Expenditure","NULL","NULL","SHERIFF","NULL","NULL","NULL","INVESTIGATIONS",,"General Fund","NULL"
"Kane County","2014-11-09T23:28:00.000","1100","2014","10 3421-000-000   201409190003","6856","NULL","Revenue","NULL","NULL","GENERAL REVENUE","NULL","NULL","NULL","SHERIFF FEES",,"General Fund","NULL"
"Kane County","2014-07-28T17:11:00.000","2328","2014","10 4210-211-000   201405140046","10990","NULL","Expenditure","NULL","NULL","SHERIFF","NULL","NULL","NULL","Subscriptions & Memberships",,"General Fund","NULL"
"Kane County","2014-07-28T17:11:00.000","2845","2014","48 4160-250-000   201404020035","11123","NULL","Expenditure","NULL","NULL","BUILDING AND GROUNDS","NULL","NULL","NULL","EQUIPMENT REPAIR",,"PUBLIC SAFETY FACILITY","NULL"
"Kane County","2014-07-28T17:11:00.000","490.9","2014","48 4160-271-000   201405140021","12041.1","NULL","Expenditure","NULL","NULL","BUILDING AND GROUNDS","NULL","NULL","NULL","WATER / SEWER",,"PUBLIC SAFETY FACILITY","NULL"
"Kane County","2014-07-28T17:11:00.000","488.35","2014","48 4160-271-000   201406110030","12041.1","NULL","Expenditure","NULL","NULL","BUILDING AND GROUNDS","NULL","NULL","NULL","WATER / SEWER",,"PUBLIC SAFETY FACILITY","NULL"
"Kane County","2014-07-28T17:11:00.000","455.08","2014","10 4210-365-000   201405140020","23269","NULL","Expenditure","NULL","NULL","SHERIFF","NULL","NULL","NULL","AMMUNITION",,"General Fund","NULL"
"Kane County","2014-07-28T17:11:00.000","1902.48","2014","10 4210-365-000   201406040023","26365","NULL","Expenditure","NULL","NULL","SHERIFF","NULL","NULL","NULL","AMMUNITION",,"General Fund","NULL"
"Kane County","2014-07-28T17:11:00.000","65.19","2014","10 4210-561-000   201405140039","34165","NULL","Expenditure","NULL","NULL","SHERIFF","NULL","NULL","NULL","VEHICLE OPERATIONS",,"General Fund","NULL"
"Kane County","2014-07-28T17:11:00.000","80.900000000000006","2014","48 4160-260-000   201405140039","34251","NULL","Expenditure","NULL","NULL","BUILDING AND GROUNDS","NULL","NULL","NULL","Repairs",,"PUBLIC SAFETY FACILITY","NULL"
"Kane County","2014-07-28T17:11:00.000","69299.78","2014","74 4990-610-000   201404090068","Jan-14","NULL","Expenditure","NULL","NULL","Miscellaneous","NULL","NULL","NULL","Miscellaneous",,"HOSPITAL ACCOUNT","NULL"
"Kane County","2014-07-28T17:11:00.000","82364.23","2014","74 4990-610-000   201404090069","Feb-14","NULL","Expenditure","NULL","NULL","Miscellaneous","NULL","NULL","NULL","Miscellaneous",,"HOSPITAL ACCOUNT","NULL"
"Kane County","2014-07-28T17:11:00.000","57232.35","2014","74 4990-610-000   201404090070","Mar-14","NULL","Expenditure","NULL","NULL","Miscellaneous","NULL","NULL","NULL","Miscellaneous",,"HOSPITAL ACCOUNT","NULL"
"Kane County","2014-11-09T23:28:00.000","750","2014","10 3427-000-000   201409100002","May-14","NULL","Revenue","NULL","NULL","GENERAL REVENUE","NULL","NULL","NULL","KAIBAB TRIBE DISPATCH",,"General Fund","NULL"
"Kane County","2014-11-09T23:28:00.000","5842","2014","72 3457-000-000   201407290001","May-14","NULL","Revenue","NULL","NULL","GENERAL REVENUE","NULL","NULL","NULL","NUTRITION",,"Senior Citizens","NULL"
"Kane County","2014-11-09T23:28:00.000","3475.5","2014","72 3457-000-000   201407290000","May-14","NULL","Revenue","NULL","NULL","GENERAL REVENUE","NULL","NULL","NULL","NUTRITION",,"Senior Citizens","NULL"
"Kane County","2014-11-09T23:28:00.000","4607","2014","72 3456-000-000   201407290002","May-14","NULL","Revenue","NULL","NULL","GENERAL REVENUE","NULL","NULL","NULL","STATE TRANS AND MISC",,"Senior Citizens","NULL"
"Kane County","2014-07-28T17:11:00.000","143.05000000000001","2014","10 3341-000-000   201406050000","Jun-14","NULL","Revenue","NULL","NULL","GENERAL REVENUE","NULL","NULL","NULL","DISTRICT COURT CONTRACT",,"General Fund","NULL"
"Kane County","2014-11-09T23:28:00.000","5767.25","2014","72 3457-000-000   201407290003","Jun-14","NULL","Revenue","NULL","NULL","GENERAL REVENUE","NULL","NULL","NULL","NUTRITION",,"Senior Citizens","NULL"
"Kane County","2014-11-09T23:28:00.000","3512.25","2014","72 3457-000-000   201407290002","Jun-14","NULL","Revenue","NULL","NULL","GENERAL REVENUE","NULL","NULL","NULL","NUTRITION",,"Senior Citizens","NULL"
"Kane County","2014-11-09T23:28:00.000","3313.97","2014","10 3339-000-000   201407080000","Jul-14","NULL","Revenue","NULL","NULL","GENERAL REVENUE","NULL","NULL","NULL","COURT LEASE SPACE",,"General Fund","NULL"
"Kane County","2014-07-28T17:11:00.000","131.66999999999999","2014","48 4160-262-000   201404160187","42349","NULL","Expenditure","NULL","NULL","BUILDING AND GROUNDS","NULL","NULL","NULL","Supplies",,"PUBLIC SAFETY FACILITY","NULL"
"Kane County","2014-07-28T17:11:00.000","120","2014","48 4230-321-000   201405140121","54052","NULL","Expenditure","NULL","NULL","JAIL","NULL","NULL","NULL","MEDICAL TREATMENT & DRUGS",,"PUBLIC SAFETY FACILITY","NULL"
"Kane County","2014-07-28T17:11:00.000","2.5","2014","10 3421-000-000   201404150004","54249","NULL","Revenue","NULL","NULL","GENERAL REVENUE","NULL","NULL","NULL","SHERIFF FEES",,"General Fund","NULL"
"Kane County","2014-07-28T17:11:00.000","384.02","2014","10 4210-561-000   201406040054","102911","NULL","Expenditure","NULL","NULL","SHERIFF","NULL","NULL","NULL","VEHICLE OPERATIONS",,"General Fund","NULL"
"Kane County","2014-07-28T17:11:00.000","25","2014","10 4210-561-000   201406180026","103778","NULL","Expenditure","NULL","NULL","SHERIFF","NULL","NULL","NULL","VEHICLE OPERATIONS",,"General Fund","NULL"
"Kane County","2014-07-28T17:11:00.000","1152.24","2014","10 4210-740-000   201404160148","113007","NULL","Expenditure","NULL","NULL","SHERIFF","NULL","NULL","NULL","Equipment",,"General Fund","NULL"
"Kane County","2014-07-28T17:11:00.000","45.53","2014","10 4210-561-000   201406180015","189868","NULL","Expenditure","NULL","NULL","SHERIFF","NULL","NULL","NULL","VEHICLE OPERATIONS",,"General Fund","NULL"
"Kane County","2014-07-28T17:11:00.000","15","2014","10 4210-561-000   201406180034","223764","NULL","Expenditure","NULL","NULL","SHERIFF","NULL","NULL","NULL","VEHICLE OPERATIONS",,"General Fund","NULL"
"Kane County","2014-07-28T17:11:00.000","56.13","2014","10 4160-270-000   201404160013","320602","NULL","Expenditure","NULL","NULL","BUILDING AND GROUNDS","NULL","NULL","NULL","UTILITIES",,"General Fund","NULL"
"Kane County","2014-07-28T17:11:00.000","63.15","2014","10 4160-270-000   201406040007","320602","NULL","Expenditure","NULL","NULL","BUILDING AND GROUNDS","NULL","NULL","NULL","UTILITIES",,"General Fund","NULL"
"Kane County","2014-07-28T17:11:00.000","47.22","2014","10 4160-270-000   201405140016","320622","NULL","Expenditure","NULL","NULL","BUILDING AND GROUNDS","NULL","NULL","NULL","UTILITIES",,"General Fund","NULL"
"Kane County","2014-07-28T17:11:00.000","72.28","2014","25 4212-250-000   201406040100","403491","NULL","Expenditure","NULL","NULL","DRUG STRIKE FORCE","NULL","NULL","NULL","Supplies",,"STRIKE FORCE DISCRETION","NULL"
"Kane County","2014-07-28T17:11:00.000","16.47","2014","25 4212-250-000   201406040099","403638","NULL","Expenditure","NULL","NULL","DRUG STRIKE FORCE","NULL","NULL","NULL","Supplies",,"STRIKE FORCE DISCRETION","NULL"
"Kane County","2014-07-28T17:11:00.000","14.99","2014","10 4210-561-000   201406040098","404195","NULL","Expenditure","NULL","NULL","SHERIFF","NULL","NULL","NULL","VEHICLE OPERATIONS",,"General Fund","NULL"
"Kane County","2014-07-28T17:11:00.000","29.28","2014","48 4160-260-000   201406180105","404765","NULL","Expenditure","NULL","NULL","BUILDING AND GROUNDS","NULL","NULL","NULL","Repairs",,"PUBLIC SAFETY FACILITY","NULL"
"Kane County","2014-07-28T17:11:00.000","26.99","2014","48 4160-262-000   201406180108","406273","NULL","Expenditure","NULL","NULL","BUILDING AND GROUNDS","NULL","NULL","NULL","Supplies",,"PUBLIC SAFETY FACILITY","NULL"
"Kane County","2014-07-28T17:11:00.000","30.99","2014","48 4160-260-000   201406180106","406863","NULL","Expenditure","NULL","NULL","BUILDING AND GROUNDS","NULL","NULL","NULL","Repairs",,"PUBLIC SAFETY FACILITY","NULL"
"Kane County","2014-07-28T17:11:00.000","45.45","2014","48 4160-262-000   201406180107","406886","NULL","Expenditure","NULL","NULL","BUILDING AND GROUNDS","NULL","NULL","NULL","Supplies",,"PUBLIC SAFETY FACILITY","NULL"
"Kane County","2014-07-28T17:11:00.000","77.02","2014","48 4160-260-000   201406180107","407026","NULL","Expenditure","NULL","NULL","BUILDING AND GROUNDS","NULL","NULL","NULL","Repairs",,"PUBLIC SAFETY FACILITY","NULL"
"Kane County","2014-07-28T17:11:00.000","186.46","2014","10 4210-290-000   201406180105","408174","NULL","Expenditure","NULL","NULL","SHERIFF","NULL","NULL","NULL","Remote Deputy Substations",,"General Fund","NULL"
"Kane County","2014-07-28T17:11:00.000","5","2014","10 3421-000-000   201404150002","454888","NULL","Revenue","NULL","NULL","GENERAL REVENUE","NULL","NULL","NULL","SHERIFF FEES",,"General Fund","NULL"
"Kane County","2014-07-28T17:11:00.000","58.69","2014","48 4160-262-000   201404300005","644294","NULL","Expenditure","NULL","NULL","BUILDING AND GROUNDS","NULL","NULL","NULL","Supplies",,"PUBLIC SAFETY FACILITY","NULL"
"Kane County","2014-07-28T17:11:00.000","11.48","2014","48 4230-321-000   201405140115","790999","NULL","Expenditure","NULL","NULL","JAIL","NULL","NULL","NULL","MEDICAL TREATMENT & DRUGS",,"PUBLIC SAFETY FACILITY","NULL"
"Kane County","2014-07-28T17:11:00.000","117","2014","48 4230-321-000   201405140069","823022","NULL","Expenditure","NULL","NULL","JAIL","NULL","NULL","NULL","MEDICAL TREATMENT & DRUGS",,"PUBLIC SAFETY FACILITY","NULL"
"Kane County","2014-07-28T17:11:00.000","167","2014","48 4230-321-000   201405140070","823022","NULL","Expenditure","NULL","NULL","JAIL","NULL","NULL","NULL","MEDICAL TREATMENT & DRUGS",,"PUBLIC SAFETY FACILITY","NULL"
"Kane County","2014-07-28T17:11:00.000","306","2014","10 4160-270-000   201404160018","870624","NULL","Expenditure","NULL","NULL","BUILDING AND GROUNDS","NULL","NULL","NULL","UTILITIES",,"General Fund","NULL"
"Kane County","2014-07-28T17:11:00.000","159","2014","10 4160-270-000   201404160019","870625","NULL","Expenditure","NULL","NULL","BUILDING AND GROUNDS","NULL","NULL","NULL","UTILITIES",,"General Fund","NULL"
"Kane County","2014-07-28T17:11:00.000","31.8","2014","10 4160-270-000   201404160012","1046900","NULL","Expenditure","NULL","NULL","BUILDING AND GROUNDS","NULL","NULL","NULL","UTILITIES",,"General Fund","NULL"
"Kane County","2014-07-28T17:11:00.000","31.6","2014","10 4160-270-000   201405140017","1046900","NULL","Expenditure","NULL","NULL","BUILDING AND GROUNDS","NULL","NULL","NULL","UTILITIES",,"General Fund","NULL"
"Kane County","2014-07-28T17:11:00.000","32","2014","10 4160-270-000   201406040006","1046900","NULL","Expenditure","NULL","NULL","BUILDING AND GROUNDS","NULL","NULL","NULL","UTILITIES",,"General Fund","NULL"
"Kane County","2014-07-28T17:11:00.000","6882.64","2014","48 4160-270-000   201404160013","1845400","NULL","Expenditure","NULL","NULL","BUILDING AND GROUNDS","NULL","NULL","NULL","Electricity",,"PUBLIC SAFETY FACILITY","NULL"
"Kane County","2014-07-28T17:11:00.000","6720.14","2014","48 4160-270-000   201405140017","1845400","NULL","Expenditure","NULL","NULL","BUILDING AND GROUNDS","NULL","NULL","NULL","Electricity",,"PUBLIC SAFETY FACILITY","NULL"
"Kane County","2014-07-28T17:11:00.000","7622.9","2014","48 4160-270-000   201406040007","1845400","NULL","Expenditure","NULL","NULL","BUILDING AND GROUNDS","NULL","NULL","NULL","Electricity",,"PUBLIC SAFETY FACILITY","NULL"
"Kane County","2014-07-28T17:11:00.000","165","2014","10 4145-211-000   201406110115","2113355","NULL","Expenditure","NULL","NULL","ATTORNEY","NULL","NULL","NULL","SUBSCRIPTION & MEMBERSHIP",,"General Fund","NULL"
"Kane County","2014-07-28T17:11:00.000","259.43","2014","48 4230-452-000   201406040113","2282212","NULL","Expenditure","NULL","NULL","JAIL","NULL","NULL","NULL","UNIFORM ALLOWANCE",,"PUBLIC SAFETY FACILITY","NULL"
"Kane County","2014-07-28T17:11:00.000","965","2014","48 4230-740-000   201405140018","3139247","NULL","Expenditure","NULL","NULL","JAIL","NULL","NULL","NULL","Equipment",,"PUBLIC SAFETY FACILITY","NULL"
"Kane County","2014-07-28T17:11:00.000","14.5","2014","48 4160-262-000   201405210033","5034940","NULL","Expenditure","NULL","NULL","BUILDING AND GROUNDS","NULL","NULL","NULL","Supplies",,"PUBLIC SAFETY FACILITY","NULL"
"Kane County","2014-11-09T23:28:00.000","602.28","2014","48 3422-000-000   201407220000","10686558","NULL","Revenue","NULL","NULL","GENERAL REVENUE","NULL","NULL","NULL","BALIFF CONTRACT",,"PUBLIC SAFETY FACILITY","NULL"
"Kane County","2014-07-28T17:11:00.000","89.31","2014","48 4230-321-000   201406180135","16995061","NULL","Expenditure","NULL","NULL","JAIL","NULL","NULL","NULL","MEDICAL TREATMENT & DRUGS",,"PUBLIC SAFETY FACILITY","NULL"
"Kane County","2014-07-28T17:11:00.000","25","2014","10 4160-270-000   201405140123","34270459","NULL","Expenditure","NULL","NULL","BUILDING AND GROUNDS","NULL","NULL","NULL","UTILITIES",,"General Fund","NULL"
