"unnamed_column","loc_code","street_address","city","state_cd","latitude","longitude","lease_num","lease_effective_date","lease_expiration_date","bld_vacant_rsf","building_rsf","congressional_district_code","zipcode5","geocoded_column"
,"UT1453","4550 S. AIRPORT PARKWAY","ST GEORGE","UT","37.1037068","-113.5951823","LUT15025","2016-11-01T00:00:00.000","2026-10-31T00:00:00.000","0.00","1012.00","4902","84790","POINT (-113.5951823 37.1037068)"
,"UT1373","2830 S REDWOOD RD","WEST VALLEY CITY","UT","40.7094400","-111.9395610","LUT13135","1993-12-01T00:00:00.000","2013-05-31T00:00:00.000","0.00","9032.00","4904","84119","POINT (-111.939561 40.70944)"
,"UT1366","5500 AMELIA EARHART DR","SALT LAKE CITY","UT","40.7765600","-112.0239310","LUT13084","1992-06-01T00:00:00.000","2002-07-31T00:00:00.000","0.00","2880.00","4902","84116","POINT (-112.023931 40.77656)"
,"UT1519","BUILDING 1581","HILL AIR FORCE BASE","UT","41.0980350","-111.9948630","LUT00041","2018-07-10T00:00:00.000","2033-07-09T00:00:00.000","0.00","13791.00","0","84015","POINT (-111.994863 41.098035)"
,"UT1395","2390 W UT-56","CEDAR CITY","UT","37.6848900","-113.0959910","LUT13848","2003-04-01T00:00:00.000","2014-01-31T00:00:00.000","0.00","8036.74","4902","84720","POINT (-113.095991 37.68489)"
,"UT1458","2560 AVIATION WAY, CEDAR CITY REGIO","CEDAR CITY","UT","37.6957150","-113.0965620","LUT00275","2018-02-01T00:00:00.000","2023-01-31T00:00:00.000","0.00","703.00","4902","84720","POINT (-113.096562 37.695715)"
,"UT1542","324 S STATE ST","SALT LAKE CITY","UT","40.7622600","-111.8887910","LUT14842","2014-04-21T00:00:00.000","2019-05-20T00:00:00.000","0.00","3206.00","4902","84111","POINT (-111.888791 40.76226)"
,"UT1493","229 E. ST GEORGE BLVD","ST GEORGE","UT","37.1099620","-113.5785080","LUT14427","2010-11-15T00:00:00.000","2020-11-14T00:00:00.000","0.00","2215.00","4902","84770","POINT (-113.578508 37.109962)"
,"UT1363","57 W 200 S","SALT LAKE CITY","UT","40.7647200","-111.8931810","LUT13070","1992-09-01T00:00:00.000","2003-08-31T00:00:00.000","0.00","5918.00","4902","84101","POINT (-111.893181 40.76472)"
,"UT1349","46 W BROADWAY","SALT LAKE CITY","UT","40.7629620","-111.8924739","LUT12984","1991-04-14T00:00:00.000","2002-06-30T00:00:00.000","0.00","29961.25","4902","84101","POINT (-111.8924739 40.762962)"
,"UT1421","533 W 2600 S","BOUNTIFUL","UT","40.8602900","-111.8926110","LUT14624","2011-07-01T00:00:00.000","2013-06-30T00:00:00.000","0.00","2961.00","4902","84010","POINT (-111.892611 40.86029)"
,"UT1465","150 AIRPORT WAY","WENDOVER","UT","40.7290320","-114.0327360","LUT00282","2018-06-01T00:00:00.000","2028-05-31T00:00:00.000","0.00","410.00","4902","84083","POINT (-114.032736 40.729032)"
,"UT1399","134 N 200 E","ST GEORGE","UT","37.1104900","-113.5787710","LUT13381","1996-11-04T00:00:00.000","2009-12-31T00:00:00.000","0.00","3062.00","4902","84770","POINT (-113.578771 37.11049)"
,"UT1430","1973 NORTH RULON WHITE BLVD.","OGDEN","UT","41.2913386","-112.0095850","LUT14638","2012-01-12T00:00:00.000","2019-01-11T00:00:00.000","0.00","100000.00","4901","84404","POINT (-112.009585 41.2913386)"
,"UT1509","475 W 10200 S","SOUTH JORDAN","UT","40.5659818","-111.9047733","LUT14746","2015-03-30T00:00:00.000","2030-03-29T00:00:00.000","0.00","10000.00","4904","84095","POINT (-111.9047733 40.5659818)"
,"UT1370","180N 200 E","ST GEORGE","UT","37.2081818","-113.8626364","LUT14673","2012-01-01T00:00:00.000","2013-06-30T00:00:00.000","0.00","3364.00","4902","84770","POINT (-113.8626364 37.2081818)"
,"UT1531","2242 W NORTH TEMPLE","SALT LAKE CITY","UT","40.7715150","-111.9545770","LUT00198","2019-10-01T00:00:00.000","2039-09-30T00:00:00.000","0.00","0.00","4902","84116","POINT (-111.954577 40.771515)"
,"UT1501","65 S 100 E","RICHFIELD","UT","38.7672500","-112.0825510","LUT14607","2012-04-01T00:00:00.000","2022-03-31T00:00:00.000","0.00","782.00","4902","84701","POINT (-112.082551 38.76725)"
,"UT1367","611 N 1300 E","ST GEORGE","UT","37.1185800","-113.5570610","LUT14672","2012-01-01T00:00:00.000","2013-06-30T00:00:00.000","0.00","750.00","4902","84770","POINT (-113.557061 37.11858)"
,"UT1391","175 W 200 S","MOAB","UT","38.5701665","-109.5532096","LUT14928","2015-06-07T00:00:00.000","2025-06-06T00:00:00.000","0.00","4750.00","4903","84532","POINT (-109.5532096 38.5701665)"
,"UT1358","176 N 2200 W","SALT LAKE CITY","UT","40.7731200","-111.9531810","LUT14756","2013-01-01T00:00:00.000","2022-12-31T00:00:00.000","0.00","3119.00","4902","84116","POINT (-111.953181 40.77312)"
,"UT1455","2430 KIESEL AVE","OGDEN","UT","41.2221213","-111.9718281","LUT14873","2015-01-01T00:00:00.000","2015-12-31T00:00:00.000","0.00","0.00","4901","84401","POINT (-111.9718281 41.2221213)"
,"UT1328","6964 E 1000 SOUTH, UTE TRIBE OFFICE","FORT DUCHESNE","UT","40.2967546","-109.8402454","LUT14198","2007-10-14T00:00:00.000","2012-10-13T00:00:00.000","0.00","8444.00","4901","84026","POINT (-109.8402454 40.2967546)"
,"UT1472","20 N MAIN ST","ST GEORGE","UT","37.1086400","-113.5829910","LUT14558","2010-12-04T00:00:00.000","2020-12-03T00:00:00.000","0.00","8136.00","4902","84770","POINT (-113.582991 37.10864)"
,"UT1490","3150 WALL AVE","OGDEN","UT","41.2071000","-111.9783410","LUT00114","2019-12-31T00:00:00.000","2029-12-30T00:00:00.000","0.00","4300.00","4901","84401","POINT (-111.978341 41.2071)"
,"UT1429","1380 S 2350 W","VERNAL","UT","40.4355000","-109.5725410","LUT14480","2010-07-01T00:00:00.000","2020-06-30T00:00:00.000","0.00","8604.00","4901","84078","POINT (-109.572541 40.4355)"
,"UT1438","760 E 800 S","VERNAL","UT","40.4433688","-109.5148011","LUT00341","2018-06-01T00:00:00.000","2023-05-31T00:00:00.000","0.00","320.95","4901","84078","POINT (-109.5148011 40.4433688)"
,"UT1483","91 W 1470 S","ST GEORGE","UT","37.0830200","-113.5857410","LUT14582","2011-03-01T00:00:00.000","2016-02-29T00:00:00.000","0.00","6072.00","4902","84770","POINT (-113.585741 37.08302)"
,"UT1384","2090 N. REDWOOD RD","SALT LAKE CITY","UT","40.8130175","-111.9383782","LUT13268","1994-12-06T00:00:00.000","2010-09-30T00:00:00.000","0.00","6300.00","4902","84116","POINT (-111.9383782 40.8130175)"
,"UT1353","2520 W 4700 SOUTH, STE 9A","TAYLORSVILLE","UT","40.6677851","-111.9534277","LUT13621","2000-06-13T00:00:00.000","2010-12-31T00:00:00.000","0.00","5377.00","4904","84118","POINT (-111.9534277 40.6677851)"
,"UT1524","299 S MAIN ST","SALT LAKE CITY","UT","40.7634600","-111.8908510","LUT00126","2017-09-07T00:00:00.000","2032-09-06T00:00:00.000","0.00","45347.00","4902","84111","POINT (-111.890851 40.76346)"
,"UT1412","389 INDUSTRIAL RD","ST GEORGE","UT","37.1142400","-113.5610710","LUT00111","2017-07-01T00:00:00.000","2022-06-30T00:00:00.000","0.00","5020.00","4902","84770","POINT (-113.561071 37.11424)"
,"UT1409","2369 W ORTON CIR","WEST VALLEY CITY","UT","40.7187400","-111.9510610","LUT14802","2014-11-01T00:00:00.000","2029-10-31T00:00:00.000","0.00","33207.00","4904","84119","POINT (-111.951061 40.71874)"
,"UT1434","105 23RD ST","OGDEN","UT","41.2248100","-111.9783510","LUT13755","2004-02-01T00:00:00.000","2024-01-31T00:00:00.000","0.00","102579.00","4901","84401","POINT (-111.978351 41.22481)"
,"UT1457","405 S MAIN ST","SALT LAKE CITY","UT","40.7603500","-111.8907710","LUT00128","2018-06-16T00:00:00.000","2033-06-15T00:00:00.000","0.00","10095.50","4902","84111","POINT (-111.890771 40.76035)"
,"UT1467","1869 NORTH 100 EAST","NORTH LOGAN","UT","41.7666400","-111.8289100","LUT14970","2018-09-02T00:00:00.000","2028-09-01T00:00:00.000","0.00","7500.00","4901","84341","POINT (-111.82891 41.76664)"
,"UT1431","2484 WASHINGTON BLVD","OGDEN","UT","41.2208700","-111.9702510","LUT00120","2017-07-01T00:00:00.000","2032-06-30T00:00:00.000","0.00","71502.00","4901","84401","POINT (-111.970251 41.22087)"
,"UT1439","94 W. AVIATION WAY","MOAB","UT","38.5903836","-109.5630517","LUT14110","2006-11-01T00:00:00.000","2011-10-31T00:00:00.000","0.00","300.00","4903","84532","POINT (-109.5630517 38.5903836)"
