"column_0","address_1","case_number","city","clearance_type","country","created_at","day_of_week","hour_of_day","incident_datetime","incident_description","incident_id","incident_type_primary","latitude","location","longitude","parent_incident_type","state","updated_at","zip"
"0","3600 Block S 300 E","12G000951","S SALT LAKE",,"null","2012-02-21T23:33:34.000","Tuesday","10","2012-02-14T10:02:06.000","GRAFFITI","100086514","[SSPD] GRAFFITI","40.692545","{'coordinates': [-111.882753, 40.692545], 'type': 'Point'}","-111.882753","Property Crime","UT","2012-02-28T14:00:58.000","null"
"1","1 Block E 3750 S","12G001016","S SALT LAKE",,"null","2012-02-21T23:33:34.000","Friday","14","2012-02-17T14:02:34.000","PROPERTY DAMAGE","100086515","[SSPD] PROPERTY DAMAGE","40.689758","{'coordinates': [-111.889239, 40.689758], 'type': 'Point'}","-111.889239","Property Crime","UT","2012-03-02T14:00:56.000","null"
"2","300 Block E 3360 S","12G001042","S SALT LAKE",,"null","2012-02-21T23:33:34.000","Saturday","15","2012-02-18T15:02:05.000","PRO ORD VIOL","100086516","[SSPD] PRO ORD VIOL","40.698602","{'coordinates': [-111.881089, 40.698602], 'type': 'Point'}","-111.881089","Community Policing","UT","2012-03-03T14:00:56.000","null"
"3","300 Block CRIMSON CIR","12G000844","S SALT LAKE",,"null","2012-02-21T23:33:34.000","Thursday","2","2012-02-09T02:02:33.000","POLICE INFO","100086517","[SSPD] POLICE INFO","40.69704","{'coordinates': [-111.880254, 40.69704], 'type': 'Point'}","-111.880254","Other","UT","2012-02-21T23:33:38.000","null"
"4","3600 Block MAIN ST","12G000926","S SALT LAKE",,"null","2012-02-21T23:33:34.000","Sunday","21","2012-02-12T21:02:15.000","RUNAWAY","100086518","[SSPD] RUNAWAY","40.691128","{'coordinates': [-111.891129, 40.691128], 'type': 'Point'}","-111.891129","Missing Person","UT","2012-02-21T23:33:38.000","null"
"5","600 Block E 3300 S","12G000952","S SALT LAKE",,"null","2012-02-21T23:33:34.000","Tuesday","11","2012-02-14T11:02:19.000","SUSP CIRC","100086519","[SSPD] SUSP CIRC","40.699873","{'coordinates': [-111.873111, 40.699873], 'type': 'Point'}","-111.873111","Other","UT","2012-02-21T23:33:38.000","null"
"6","3200 Block S 900 W","12G001017","S SALT LAKE",,"null","2012-02-21T23:33:34.000","Friday","16","2012-02-17T16:02:53.000","ACCIDENT","100086520","[SSPD] ACCIDENT","40.70099","{'coordinates': [-111.91695, 40.70099], 'type': 'Point'}","-111.91695","Traffic","UT","2012-02-29T14:00:56.000","null"
"7","400 Block W 2100 S","12G001070","S SALT LAKE",,"null","2012-02-21T23:33:34.000","Monday","11","2012-02-20T11:02:39.000","THEFT","100086522","[SSPD] THEFT","40.725424","{'coordinates': [-111.902459, 40.725424], 'type': 'Point'}","-111.902459","Theft","UT","2012-02-29T14:00:56.000","null"
"8","300 Block CRIMSON CIR","12G000845","S SALT LAKE",,"null","2012-02-21T23:33:34.000","Thursday","6","2012-02-09T06:02:03.000","SUSP CIRC","100086523","[SSPD] SUSP CIRC","40.69704","{'coordinates': [-111.880254, 40.69704], 'type': 'Point'}","-111.880254","Other","UT","2012-02-21T23:33:39.000","null"
"9","100 Block PRICE AVE","12G000871","S SALT LAKE",,"null","2012-02-21T23:33:34.000","Friday","8","2012-02-10T08:02:06.000","JUV PICKUP","100086524","[SSPD] JUV PICKUP","40.69254","{'coordinates': [-111.896241, 40.69254], 'type': 'Point'}","-111.896241","Other","UT","2012-02-21T23:33:39.000","null"
"10","3400 Block S 200 E","12G000953","S SALT LAKE",,"null","2012-02-21T23:33:34.000","Tuesday","12","2012-02-14T12:02:28.000","VEHICLE IMPOUND","100086525","[SSPD] VEHICLE IMPOUND","40.696509","{'coordinates': [-111.885494, 40.696509], 'type': 'Point'}","-111.885494","Traffic","UT","2012-02-21T23:33:39.000","null"
"11","2500 Block STATE ST","12G001018","S SALT LAKE",,"null","2012-02-21T23:33:34.000","Friday","17","2012-02-17T17:02:49.000","CRIMINAL MIS IP","100086526","[SSPD] CRIMINAL MIS IP","40.714388","{'coordinates': [-111.888244, 40.714388], 'type': 'Point'}","-111.888244","Property Crime","UT","2012-03-02T14:00:56.000","null"
