"ein","name","ico","group","subsection","affiliation","classification","ruling","deductibility","foundation","activity","organization","status","tax_period","asset_cd","income_cd","filing_req_cd","pf_filing_req_cd","acct_pd","asset_amt","income_amt","revenue_amt","ntee_cd","sort_name","location_1"
"237231864","JOBS DAUGHTERS INTERNATIONAL","% TRICIA WESTBROOK","3740","3","9","2000","200104","1","15","279319000","1","1","201405","0","0","2","0","5","0","0","0",,"9 BETHEL","2580 E VALLEY VIEW AVE
SALT LAKE CTY, UT 84117-5429
(40.665563028000065, -111.81793568299997)"
"261634059","WILLIAM P NEWMAN FOUNDATION INC","% LAURA KIRGAN","0","3","3","1000","201004","1","4","0","1","1","201405","4","2","0","1","5","245264","21892",,,,"13331 S REDWOOD RD
RIVERTON, UT 84065-6109
(40.508901097000034, -111.93868444699996)"
"61833104","WILD WEST PARK INC","% JEDD OLSEN","0","3","3","1200","201005","1","16","0","1","1","201312","3","3","1","0","12","28031","67301","67301","A54","WILD WEST LIVING MUSEUM","1484 E 390 N
SPANISH FORK, UT 84660-5688
(40.11477347300007, -111.62949036299995)"
"260489789","IVINS TOURISM COUNCIL","% KEVIN SMITH","0","3","3","2000","201405","1","3","0","1","1","201012","0","0","0","1","12","0","0","0","B99",,"800 KAYENTA PKWY
IVINS, UT 84738-6323
(37.183498744000076, -113.70595980799999)"
"237193496","ROYAL ARCH MASONS OF UTAH","% NORMAN A SMITH","2240","10","9","1000","197212","1","0","36279000","5","1","201404","0","0","2","0","4","0","0","0",,"6 PRICE CHAPTER","PO BOX 812
PRICE, UT 84501-0812
(39.589176276000046, -110.80335948399994)"
"263686064","HIGH VALLEY ARTS FOUNDATION",,"0","3","3","1000","200905","1","15","0","1","1","201312","3","3","1","0","12","73695","52737","52737","A20",,"817 DOUBLE EAGLE DR
MIDWAY, UT 84049-6617
(40.52547497000006, -111.48066458299996)"
"204351350","DRY CREEK CHARITY",,"0","3","3","1000","200711","1","4","0","1","1","201312","6","6","0","1","12","2602361","1065601",,"K40",,"6891 SOUTH 700 WEST 200
SALT LAKE CITY, UT 84047-0000
(40.62637046700007, -111.91018390899995)"
"200212822","RIVERTON UTAH COPPERVIEW STAKE CHURCH OF JESUS CHRIST OF LATTER-D","% TAX ADMIN","5376","3","9","7000","194107","1","10","0","1","1",,"0","0","6","0","12",,,,"X20",,"50 E NORTH TEMPLE FL 22
SALT LAKE CTY, UT 84150-0022
(40.771515718000046, -111.88937279099997)"
"260024942","COMMUNITY ASSOCIATIONS INSTITUTE",,"3128","6","9","2000","197906","2","0","0","5","1","201312","3","3","1","0","12","35783","94915","60575",,"UTAH CHAPTER","PO BOX 17063
SALT LAKE CTY, UT 84117-0063
(40.66341805500008, -111.84229809499999)"
"134257724","COMUNIDADES UNIDAS","% SABRINA MORALES","0","3","3","1000","200408","1","15","0","1","1","201312","4","4","1","0","12","202091","324059","317341","P20",,"1750 W RESEARCH WAY STE 102
W VALLEY CITY, UT 84119-5871
(40.711228048000066, -111.93979439099996)"
"208096713","DOUGLAS B STEPHENS FAMILY FOUNDATION","% DOUGLAS B STEPHENS","0","3","3","1000","200803","1","4","0","1","1","201312","4","1","0","1","12","195517","471",,"T22",,"5742 S 1075 E
OGDEN, UT 84405-4831
(41.158792650000066, -111.95204284999994)"
"203909377","CASA FAMILY FOUNDATION",,"0","3","3","1000","200608","1","4","0","1","1","201312","7","4","0","1","12","5934003","275959",,"T20",,"115 W 2150 N
CENTERVILLE, UT 84014-2706
(40.950382895000075, -111.88419073499995)"
"261089694","HEALTHCARE INFORMATION INITIATIVE OF UTAH","% LAUREN O FLORENCE","0","3","3","2000","200910","1","15","0","1","1","201312","0","0","2","0","12","0","0","0","B990",,"3647 S LAURELCREST DR
SALT LAKE CTY, UT 84109-3731
(40.69176556200006, -111.80335380699995)"
"261989347","LEADERSHIP ACADEMY INC","% NAGHI ZEENATI","0","3","3","2100","201412","1","15","0","1","1",,"0","0","2","0","12",,,,"O50",,"PO BOX 910581
SAINT GEORGE, UT 84791-0581
(37.107460814000035, -113.52566038099997)"
"203762482","ROAD TO FREEDOM","% ROB ROWBOTTOM","2007","3","9","7000","196905","1","10","1000000","5","1",,"0","0","6","0","12",,,,,,"1290 WOODSTOCK AVE
SLC, UT 84121-1652
(40.64660338300007, -111.85471075699996)"
"237215349","COUNCIL FOR INTERNATIONAL EDUCATION",,"0","3","3","2000","197204","1","16","59040000","1","1","201403","5","1","2","0","3","733271","8030","-342","Q220",,"326 S 500 E
SALT LAKE CTY, UT 84102-4022
(40.76208045800007, -111.87680691299994)"
"202121823","LOGAN CHINESE BAPTIST CHURCH","% GARY CHIU","2007","3","9","7000","196905","1","10","1000000","5","1",,"0","0","6","0","12",,,,,,"1555 E 1500 N
LOGAN, UT 84341-2907
(41.758458543000074, -111.79581071999996)"
"261673508","UNITED VISIONS FOR CHANGE",,"0","3","3","2000","200810","1","15","0","1","1","201312","0","0","2","0","12","0","0","0","Q33",,"937 E HILLVIEW DR APT A
SALT LAKE CTY, UT 84124-1113
(40.68354784300004, -111.86432193999997)"
"208505469","LIFE CHANGE-N-MINISTRIES","% LIFE CHANGE-N-MINISTRIES","0","3","3","7000","201203","1","15","0","1","1","201412","0","0","2","0","12","0","0","0","X21",,"182 W OAKS DR
OGDEN, UT 84404-7311
(41.25455391000003, -111.98090358899998)"
"262733323","PTA UTAH CONGRESS","% CELESTE CARTER","7212","3","9","2000","195712","1","16","35000000","5","1","201406","0","0","2","0","6","0","0","0",,"DAVIS LEGACY COUNCIL PTA","50 W 200 S
FARMINGTON, UT 84025-2329
(40.97691100900005, -111.88943534299995)"
"205879443","KYLE KORVER FOUNDATION","% BOULEVARD MANAGEMENT","0","3","3","1000","200708","1","4","0","1","1","201312","6","5","0","1","12","1057984","944743",,"T30",,"1780 E SUNRISE PARK CIR
SANDY, UT 84093-2451
(40.58170341500005, -111.84143992799994)"
"202043922","MULTILING FOUNDATION INC","% MICHAEL V SNEDDON","0","3","3","2000","200512","1","15","0","1","1","201312","3","1","2","0","12","38572","37","37","B124",,"180 N UNIVERSITY AVE STE 600
PROVO, UT 84601-4708
(40.23591055600008, -111.65865461599998)"
"262550499","JIMMY LEWIS FOUNDATION",,"0","3","3","1000","200812","1","4","0","2","1","201312","1","1","0","1","12","9696","1198",,"T22",,"665 S 800 E
BOUNTIFUL, UT 84010-3826
(40.882664445000046, -111.86522532899994)"
"10884533","ETHIOPIAN DEVELOPMENT NETWORK INC","% JAMES GRAFF","0","3","3","1000","200712","1","15","0","1","1","201312","0","0","2","0","12","0","0","0","Q33",,"58 E 300 N
PROVO, UT 84606-2906
(40.237723095000035, -111.65762101899998)"
"260119023","PTA UTAH CONGRESS","% LISA JUSTESEN","7212","3","9","2000","195712","1","16","35000000","5","1","201406","0","0","2","0","6","0","0","0","B94Z","ARROWHEAD ELEMENTARY PTA","545 ARROWHEAD TRL
SANTA CLARA, UT 84765-5495
(37.11798115200003, -113.63213541599998)"
"237050128","INTERNATIONAL ASSOCIATION OF LIONS CLUBS","% MAX TURPIN","239","4","9","3000","197104","2","0","279319000","5","1","201406","0","0","2","0","6","0","0","0",,"10874 WASHINGTON","PO BOX 767
WASHINGTON, UT 84780-0767
(37.12577975200003, -113.50132981999997)"
"237266033","NATIONAL EXCHANGE CLUB","% RHONDA LAURITZEN","1097","4","9","1000","195009","2","0","59328000","5","1","201406","0","0","2","0","6","0","0","0",,"2195 BREAKFAST EXCHANGE CLUB OGDEN","PO BOX 150482
OGDEN, UT 84415-0482
(41.17938043100003, -111.95094052299999)"
"113779120","EXCELLENCE IN THE COMMUNITY INC","% JEFF K WHITELEY","0","3","3","1200","200609","1","15","0","1","1","201312","2","4","1","0","12","12133","192803","192803","A68",,"10073 S STONEWALL CT
SANDY, UT 84092-6539
(40.56826089500004, -111.80009490399999)"
"208007037","MOAB VALLEY MULTICULTURAL CENTER",,"0","3","3","1000","200704","1","15","0","1","1","201312","4","4","1","0","12","446046","498404","490686","R30",,"PO BOX 55
MOAB, UT 84532-0055
(38.552297198000076, -109.52510666099994)"
"204039314","REINS OF CHANGE FOUNDATION",,"0","3","3","1000","200702","1","4","0","1","1","201312","1","1","0","1","12","5037","4988",,"F113",,"145 CASCADE AVE
ALPINE, UT 84004-2506
(40.44488262400006, -111.78033903199997)"
"205134048","EILEEN G BAILEY MEMORIAL SCHOLARSHIP FUND","% TOMMY TANZER","0","3","3","2000","200702","1","15","0","1","1","201312","2","2","2","0","12","20465","14064","14064","B82",,"PO BOX 680340
PARK CITY, UT 84068-0340
(40.665300786000046, -111.51389073299998)"
"262900444","CATHOLIC DIOCESE OF SALT LAKE CITY REAL ESTATE CORPORATION","% MICHAEL LEE","928","3","9","1700","194603","1","10","31150120","5","1",,"0","0","2","0","6",,,,,"DIOCESAN REAL ESTATE","27 C ST
SALT LAKE CTY, UT 84103-2302
(40.770089969000026, -111.88060713899995)"
"200637347","U-SEARCH INC","% TIM HOLINGER","0","3","3","1000","200405","1","15","0","1","1","201206","0","0","2","0","6","0","0","0","M23",,"233 E 3900 S
SALT LAKE CTY, UT 84107-1530
(40.68709802300003, -111.88473000299996)"
"208713489","KAIZEN JUDO DOJO INCORPORATED","% DAWN Y OAKLEY","0","3","3","2000","200803","1","15","0","1","1","201312","0","0","2","0","12","0","0","0","N60",,"3418 W 2300 N
CLINTON, UT 84015-7478
(41.14713941100007, -112.09405782299996)"
"237095924","TOASTMASTERS INTERNATIONAL","% MOUNT OGDEN TOASTMASTERS CLUB","820","3","9","2000","194505","1","16","59319000","5","1","201312","0","0","2","0","12","0","0","0",,"1614 MOUNT OGDEN TOASTMASTERS CLUB","3445 W 4950 S
ROY, UT 84067-8632
(41.17358334000005, -112.06290042699999)"
"260049330","MANNA FOUNDATION","% HAL J DRINKAUS","0","3","3","1000","200203","1","4","0","1","1","201312","3","2","0","1","12","51417","10182",,"T22",,"1734 E MILLBROOK RD
SALT LAKE CTY, UT 84106-3227
(40.69362339500003, -111.84230644399997)"
"263490986","WILLAS WORKSHOP INC","% CALLIE JONES","0","3","3","1000","201005","1","15","0","1","1","201312","1","3","2","0","12","6422","30737","30737","T30",,"1609 E MILLBROOK RD
SALT LAKE CTY, UT 84106-3224
(40.69311754300003, -111.84552246199996)"
"134225298","COMMUNITY FIRST","% PAM LYMAN","0","3","3","1200","200402","1","15","0","1","1","201312","3","3","1","0","12","45016","66143","66143","O50",,"PO BOX 1144
DELTA, UT 84624-1144
(39.35765700300004, -112.59567859799995)"
"237328446","AMERICAN COLLEGE OF EMERGENGY PHYSICIANS","% JOHN R DAYTON MD","2210","6","9","2000","197111","2","0","59179000","5","1","201312","3","3","2","0","12","96702","25100","25100",,"UTAH","310 E 4500 S STE 500
SALT LAKE CTY, UT 84107-4250
(40.67431345700004, -111.88203020699996)"
"237532024","FREE & ACCEPTED MASONS OF UTAH","% GEORGE F WINTERS","1652","10","9","1000","197209","1","0","279265000","5","1","201312","0","0","2","0","12","0","0","0",,"21 HARMONY LODGE","118 W 100 N
LOGAN, UT 84321-4508
(41.733313449000036, -111.83811098599995)"
"201683073","RIVERTON ARTS FESTIVAL","% CAMIE LLOYD","0","3","3","1000","200412","1","15","0","1","1","201212","0","0","2","0","12","0","0","0","A20",,"1233 W 13140 S
RIVERTON, UT 84065-6153
(40.51236502800003, -111.92781848899995)"
"202479901","BUNTAINS CALCUTTA MISSION OF MERCY INC","% JAMES MARK LONG","0","3","3","1200","200608","1","15","0","1","1","201312","3","4","1","0","12","74243","214306","214306","Q33",,"4461 S PARKVIEW DR
SALT LAKE CTY, UT 84124-3903
(40.67427658300005, -111.78571442699996)"
"263268421","BURMA HUMANITARIAN MISSION","% JENNIFER S ZURICK","0","3","3","1000","200901","1","15","0","1","1","201403","4","4","1","0","3","103658","380001","380001","P80",,"3395 E DEER HOLLOW CIR
SANDY, UT 84092-4587
(40.557476690000044, -111.79878130299994)"
"203245561","FULBRIGHT ASSOCIATION INC","% ROBERT SHAW","3460","3","9","1000","199903","1","15","0","1","1","201312","0","0","2","0","12","0","0","0","Q23","UTAH CHAPTER","992 S 1300 E
SALT LAKE CTY, UT 84105-1545
(40.74762047300004, -111.85394679499996)"
"237532685","KNIGHTS OF THE YORK CROSS OF HONOUR CONVENT GENERAL","% BILL WESTBROOK","1780","8","9","1000","197210","1","0","36279265","5","1","201406","0","0","2","0","6","0","0","0",,"47 UTAH PRIORY","2580 E VALLEY VIEW AVE
HOLLADAY, UT 84117-5429
(40.665563028000065, -111.81793568299997)"
"10627411","HARMONY VALLEY VOLUNTEER FIRE ASSOCIATION","% SANDY JIMERSON","0","3","3","1000","201409","1","16","0","1","1",,"0","0","1","0","12",,,,"M19",,"PO BOX 621
NEW HARMONY, UT 84757-0621
(37.46417747100003, -113.24089887999997)"
"261448461","UNITED ANGELS FOUNDATION","% ERIC HOLMAN","0","3","3","2000","200803","1","15","0","1","1","201312","4","3","1","0","12","174746","74238","74238","P80","UTAH ANGELS FOUNDATION","1411 W 1250 S
OREM, UT 84058-2222
(40.27428269200004, -111.72952109999994)"
"205561947","FUSION SC SOCCER CLUB","% JULIE CLARK","0","3","3","1200","200806","1","15","0","1","1","201205","0","0","2","0","5","0","0","0","N64",,"3618 W 8070 S
WEST JORDAN, UT 84088-4463
(40.60466723900004, -111.97752095299995)"
