"mine_name","older_names","msha_id","coalfield","county","county_code","quad_name","coalbed_s","operator","date_opened","date_closed","portal_utmn_doelling","portal_utme_doelling","quarters","section_s","township","range","meridian","ugs_map_number","georeferencedfilename","georeferencedfilelink","projectionfilename","status","map_phys_descr","map_scale","mine_type","map_date","dpi","w_x_h_of_tif_file","comments","location_1"
"Hiawatha No. 1"," ","4202157","Wasatch Plateau","Carbon","7","Hiawatha","Hiawatha","U.S.Fuel Co.","1905","1931","4371411","495234","NE,SW.NW","29","15S","08E","SLBM","163",,"0","0","not scanned","fair","1""=200'","Underground","N/A",,,,"Hiawatha, Utah
(39.48504141000046, -111.01147730299971)"
"Hiawatha No. 1"," ","4202157","Wasatch Plateau","Carbon","7","Hiawatha","Hiawatha","U.S.Fuel Co.","1905","1931","4371411","495234","NE,SW.NW","29","15S","08E","SLBM","165",,"0","0","not scanned","poor","1""=500'","Underground","1/1/77",,,,"Hiawatha, Utah
(39.48504141000046, -111.01147730299971)"
"Hiawatha No. 1"," ","4202157","Wasatch Plateau","Carbon","7","Hiawatha","Hiawatha","U.S.Fuel Co.","1905","1931","4371411","495234","NE,SW.NW","29","15S","08E","SLBM","165B ",,"0","0","not scanned","poor","1""=1000'","Underground","3/25/93",,,"(outline only)","Hiawatha, Utah
(39.48504141000046, -111.01147730299971)"
"Hiawatha No. 1"," ","4202157","Wasatch Plateau","Carbon","7","Hiawatha","Hiawatha","U.S.Fuel Co.","1905","1931","4371411","495234","NE,SW.NW","29","15S","08E","SLBM","165C",,"0","0","not scanned","poor","1""=600'","Underground","1/1/63",,,,"Hiawatha, Utah
(39.48504141000046, -111.01147730299971)"
"Hiawatha No. 1"," ","4202157","Wasatch Plateau","Carbon","7","Hiawatha","Hiawatha","U.S.Fuel Co.","1905","1931","4371411","495234","NE,SW.NW","29","15S","08E","SLBM","165F",,"0","0","not scanned","poor","1""=600'","Underground","6/1/60",,,"(ventilation map)(USBM 172-174)","Hiawatha, Utah
(39.48504141000046, -111.01147730299971)"
"Hiawatha No. 1"," ","4202157","Wasatch Plateau","Carbon","7","Hiawatha","Hiawatha","J.Peperakis","1905","1931","4371411","495234","NE,SW.NW","29","15S","08E","SLBM","163C","43_007_163C","0","0","georeferenced map","good","1""=1000'","Underground","1985","300","24.2x36.1","update to map#165","Hiawatha, Utah
(39.48504141000046, -111.01147730299971)"
"Hiawatha No. 1"," ","4202157","Wasatch Plateau","Carbon","7","Hiawatha","Hiawatha","U.S.Fuel Co.","1905","1931","4371411","495234","NE,SW.NW","29","15S","08E","SLBM","165A","43_007_165A","0","0","georeferenced map","fair","1""=1000'","Underground","11/9/90","300","24.3x36.3",,"Hiawatha, Utah
(39.48504141000046, -111.01147730299971)"
"Hiawatha No. 1"," ","4202157","Wasatch Plateau","Carbon","7","Hiawatha","Hiawatha","U.S.Fuel Co.","1905","1931","4371411","495234","NE,SW.NW","29","15S","08E","SLBM","165D","43_007_165D","0","0","georeferenced map","fair","1""=1000'","Underground","6/1/81","400","25.3x36.8",,"Hiawatha, Utah
(39.48504141000046, -111.01147730299971)"
"Hiawatha No. 2"," ","4202157","Wasatch Plateau","Carbon","7","Hiawatha","Hiawatha","U.S.Fuel Co.","1905","1931","4371529","495218","NE,SW.NW","29","15S","08E","SLBM","163",,"0","0","not scanned","fair","1""=200'","Underground","N/A",,,,"Hiawatha, Utah
(39.48504141000046, -111.01147730299971)"
"Hiawatha No. 2"," ","4202157","Wasatch Plateau","Carbon","7","Hiawatha","Hiawatha","U.S.Fuel Co.","1905","1931","4371529","495218","NE,SW.NW","29","15S","08E","SLBM","165",,"0","0","not scanned","poor","1""=500'","Underground","1/1/77",,,,"Hiawatha, Utah
(39.48504141000046, -111.01147730299971)"
