"unnamed_column","address_1","case_number","city","clearance_type","country","created_at","day_of_week","hour_of_day","incident_datetime","incident_description","incident_id","incident_type_primary","latitude","location","longitude","parent_incident_type","state","updated_at","zip"
"0","100 Block E 400 N","2016-002002-13","TOOELE",,,"2016-03-06T13:04:07.000","Sunday","6","2016-03-06T06:31:00.000","INTOXICATION","751856190","[TCPD] Intoxication","40.538284","{'type': 'Point', 'coordinates': [-112.293504, 40.538284]}","-112.293504","Liquor","UT","2016-04-05T09:30:29.000","84074"
"1","200 Block W SETTLERS CT","2016-002008-16","TOOELE",,,"2016-03-07T08:04:11.000","Sunday","13","2016-03-06T13:20:00.000","THEFT - OTHER","751950834","[TCPD] Theft - Other","40.516338","{'type': 'Point', 'coordinates': [-112.30672, 40.516338]}","-112.30672","Theft","UT","2016-04-05T09:30:29.000","84074"
"2","100 Block W 670 N","2016-002009-17","TOOELE",,,"2016-03-07T08:04:11.000","Sunday","14","2016-03-06T14:00:00.000","ANIMALS AT LARGE","751950833","[TCPD] Animals At Large","40.543922","{'type': 'Point', 'coordinates': [-112.302947, 40.543922]}","-112.302947","Other","UT","2016-04-05T09:30:29.000","84074"
"3","500 Block S CANYON RD","2016-002012-19","TOOELE",,,"2016-03-07T08:04:11.000","Sunday","16","2016-03-06T16:53:00.000","SIMPLE ASSAULT","751950831","[TCPD] Simple Assault","40.5174507","{'type': 'Point', 'coordinates': [-112.300011, 40.5174507]}","-112.300011","Assault","UT","2016-04-05T09:30:29.000","84074"
"4","1400 Block N 220 W","2016-002652-34","TOOELE",,,"2016-03-26T07:07:13.000","Friday","10","2016-03-25T10:13:00.000","BURGLARY - NO FORCED ENTRY - RESIDENCE","754007529","[TCPD] Burglary - No Forced Entry - Residence","40.557504","{'type': 'Point', 'coordinates': [-112.30778, 40.557504]}","-112.30778","Breaking & Entering","UT","2016-04-24T09:31:07.000","84074"
"5","300 Block S BROADWAY CIR","2016-002656-36","TOOELE",,,"2016-03-26T07:07:13.000","Friday","11","2016-03-25T11:33:00.000","THEFT - FROM INSIDE VEHICLE (VEHICLE BURGLARY)","754007527","[TCPD] Theft - From Inside Vehicle (Vehicle Burglary)","40.522998","{'type': 'Point', 'coordinates': [-112.290227, 40.522998]}","-112.290227","Theft from Vehicle","UT","2016-04-24T09:31:08.000","84074"
"6","300 Block N 200 WEST","2016-004813-32","TOOELE",,,"2016-05-23T07:15:56.000","Sunday","12","2016-05-22T12:08:00.000","THEFT - FROM INSIDE VEHICLE (VEHICLE BURGLARY)","760222124","[TCPD] Theft - From Inside Vehicle (Vehicle Burglary)","40.53732","{'type': 'Point', 'coordinates': [-112.303521, 40.53732]}","-112.303521","Theft from Vehicle","UT","2016-06-21T09:30:22.000","84074"
"7","400 Block N BROOK AVE","2016-007644-88","TOOELE",,,"2016-08-18T18:55:07.000","Tuesday","10","2016-08-02T10:17:00.000","VIOLATION PROTECTIVE ORDER","768113904","[TCPD] Violation Protective Order","40.5402185","{'type': 'Point', 'coordinates': [-112.2926487, 40.5402185]}","-112.2926487","Other","UT","2016-09-01T10:01:29.000","84074"
"8","300 Block S 1200 W","2016-007645-90","TOOELE",,,"2016-08-18T18:55:07.000","Tuesday","11","2016-08-02T11:26:00.000","STALKING","768113900","[TCPD] Stalking","40.5242915","{'type': 'Point', 'coordinates': [-112.3306459, 40.5242915]}","-112.3306459","Assault","UT","2016-09-01T10:01:30.000","84074"
"9","400 Block W ALFRED DR","2016-007656-98","TOOELE",,,"2016-08-18T18:55:07.000","Tuesday","14","2016-08-02T14:53:00.000","CRUELTY TO ANIMALS","768113895","[TCPD] Cruelty to Animals","40.545424","{'type': 'Point', 'coordinates': [-112.309991, 40.545424]}","-112.309991","Other","UT","2016-09-01T10:01:31.000","84074"
