"reporting_period","provider_organization_name__legal_business_name_","provider_other_organization_name","measure","rate","numerator","denominator","coordinates","provider_business_practice_location_address_city_name","provider_business_practice_location_address_postal_code","billing_npi"
"2016","BASIN MEDICAL CLINIC LLC",,"Antidepressant Medication Management - Acute Phase Treatment","73","47","64","379 NORTH 500 WEST
VERNAL, UT 84078
(40.460728, -109.538161)","VERNAL","84078","1396838918"
"2016","BRIGHAM MEDICAL CLINIC, INC.",,"Antidepressant Medication Management - Acute Phase Treatment","38","16","42","600 W HOSPITAL RD
BRIGHAM CITY, UT 843023006
(41.490495, -112.02489)","BRIGHAM CITY","843023006","1922119528"
"2016","IHC HEALTH SERVICES INC","UVRMC PHYSICIANS BILLING","Antidepressant Medication Management - Acute Phase Treatment","59","10","17","1034 N 500 W
PROVO, UT 846043380
(40.248084, -111.667383)","PROVO","846043380","1477678589"
"2016","IHC HEALTH SERVICES INC","BEAR RIVER FAMILY MEDICINE","Antidepressant Medication Management - Acute Phase Treatment","22","4","18","420 W 600 N
TREMONTON, UT 843372400
(41.718815, -112.171807)","TREMONTON","843372400","1487853826"
"2016","WASATCH PEAK FAMILY PRACTICE INC",,"Antidepressant Medication Management - Acute Phase Treatment","47","15","32","1580 W ANTELOPE DR
LAYTON, UT 840411160
(41.089254, -111.994523)","LAYTON","840411160","1790998359"
"2016","IHC HEALTH SERVICES INC","SYRACUSE CLINIC","Antidepressant Medication Management - Acute Phase Treatment","73","8","11","745 SOUTH 2000 WEST
SYRACUSE, UT 84075
(41.103079, -112.064575)","SYRACUSE","84075","1245471705"
"2016","CENTRAL UTAH CLINIC, P.C.","REVERE HEALTH","Antidepressant Medication Management - Acute Phase Treatment","61","448","732","1055 N 500 W
PROVO, UT 846043305
(40.247986, -111.667382)","PROVO","846043305","1093764805"
"2016",,,"Antidepressant Medication Management - Acute Phase Treatment","68","26","38","2295 FOOTHILL DR
SALT LAKE CITY, UT 841094000
(40.721445, -111.811779)","SALT LAKE CITY","841094000","1700811023"
"2016","COMMUNITY HEALTH CENTERS, INC",,"Antidepressant Medication Management - Acute Phase Treatment","64","16","25","220 W 7200 S
MIDVALE, UT 840471043
(40.620659, -111.898164)","MIDVALE","840471043","1952505117"
"2016","AFTER HOURS MEDICAL LLC","MEDALLUS MEDICAL","Antidepressant Medication Management - Acute Phase Treatment","47","57","121","1126 E 12300 S
DRAPER, UT 840209095
(40.528354, -111.858711)","DRAPER","840209095","1437251279"
"2016","RIVERTON FAMILY HEALTH CENTER LLC",,"Antidepressant Medication Management - Acute Phase Treatment","78","28","36","1756 PARK AVE
RIVERTON, UT 840654701
(40.519069, -111.940551)","RIVERTON","840654701","1932285186"
"2016","IHC HEALTH SERVICES INC","INTERMOUNTAIN SUNSET FAMILY MEDICINE","Antidepressant Medication Management - Acute Phase Treatment","67","10","15","1739 W SUNSET BLVD
ST. GEORGE, UT 84770
(37.122705, -113.620573)","ST. GEORGE","84770","1942408422"
"2016","EXODUS HEALTHCARE NETWORK PLLC","THE MAGNA CENTER FOR FAMILY MEDICINE","Antidepressant Medication Management - Acute Phase Treatment","54","119","221","3665 S 8400 W
MAGNA, UT 840444907
(40.693116, -112.091813)","MAGNA","840444907","1306952783"
"2016","GRANGER MEDICAL CLINIC, INC.","GRANGER MEDICAL CLINIC - WASATCH","Antidepressant Medication Management - Acute Phase Treatment","66","23","35","1160 E 3900 S
SALT LAKE CITY, UT 841241202
(40.687061, -111.857946)","SALT LAKE CITY","841241202","1629163746"
"2016","IHC HEALTH SERVICES INC","PRIMARY CHILDREN'S HOSPITAL SPECIALTY CLINIC PHYSICIANS GROUP","Antidepressant Medication Management - Acute Phase Treatment","76","37","49","100 MARIO CAPECCHI DR
SALT LAKE CITY, UT 841131103
(40.770581, -111.839608)","SALT LAKE CITY","841131103","1003255464"
"2016","IHC HEALTH SERVICES INC","INTERMOUNTAIN CENTRAL OREM CLINIC","Antidepressant Medication Management - Acute Phase Treatment","70","57","82","505 W 400 N
OREM, UT 840571950
(40.304467, -111.707675)","OREM","840571950","1578699286"
"2016","CANYON VIEW MEDICAL GROUP","SPANISH FORK CLINIC","Antidepressant Medication Management - Acute Phase Treatment","65","35","54","325 W CENTER ST
SPANISH FORK, UT 846602060
(40.109868, -111.66038)","SPANISH FORK","846602060","1538194477"
"2016","IHC HEALTH SERVICES INC","INTERNAL MEDICINE ASSOCIATES","Antidepressant Medication Management - Acute Phase Treatment","60","9","15","9844 S 1300 E
SANDY, UT 840944673
(40.572408, -111.853181)","SANDY","840944673","1578697470"
"2016","IHC HEALTH SERVICES INC","INTERMOUNTAIN NORTH CANYON FAMILY PRACTICE","Antidepressant Medication Management - Acute Phase Treatment","71","50","70","3200 N CANYON RD
PROVO, UT 846044571
(40.275523, -111.651423)","PROVO","846044571","1992831218"
"2016","IHC HEALTH SERVICES INC","SALT LAKE CLINIC","Antidepressant Medication Management - Acute Phase Treatment","80","37","46","333 S 900 E
SALT LAKE CITY, UT 841022310
(40.762103, -111.865338)","SALT LAKE CITY","841022310","1629107305"
"2016","LAYTON FAMILY PRACTICE LLC",,"Antidepressant Medication Management - Acute Phase Treatment","58","29","50","124 S FAIRFIELD RD
LAYTON, UT 840414438
(41.059409, -111.944157)","LAYTON","840414438","1538220306"
"2016","CASTLEVIEW HOSPITAL, LLC","EMERY MEDICAL CENTER","Antidepressant Medication Management - Acute Phase Treatment","53","10","19","90 WEST MAIN STREET
CASTLE DALE, UT 845130607
(39.211573, -111.021361)","CASTLE DALE","845130607","1285771220"
"2016","UTAH PHYSICIANS CARE CENTERS PC","INTERNAL MEDICINE AT ST. MARKS HOSPITAL","Antidepressant Medication Management - Acute Phase Treatment","69","11","16","1160 E 3900 S
SALT LAKE CITY, UT 841241202
(40.687061, -111.857946)","SALT LAKE CITY","841241202","1396761193"
"2016","FOOTHILL CLINIC, LLC","FOOTHILL FAMILY CLINIC","Antidepressant Medication Management - Acute Phase Treatment","67","63","94","6360 S 3000 E
SALT LAKE CITY, UT 841216923
(40.634058, -111.806184)","SALT LAKE CITY","841216923","1265513964"
"2016","BEAR LAKE COMMUNITY HEALTH CENTER",,"Antidepressant Medication Management - Acute Phase Treatment","40","10","25","325 W. LOGAN HWY
GARDEN CITY, UT 840280328
(41.946007, -111.394822)","GARDEN CITY","840280328","1689754475"
"2016","MOUNTAINSTAR MEDICAL GROUP- CACHE VALLEY, LLC","MOUNTAINSTAR CACHE VALLEY MEDICAL GROUP","Antidepressant Medication Management - Acute Phase Treatment","79","19","24","2380 N 400 E
NORTH LOGAN, UT 843416000
(41.775714, -111.823092)","NORTH LOGAN","843416000","1144475674"
"2016","IHC HEALTH SERVICES INC","LAYTON CLINIC","Antidepressant Medication Management - Acute Phase Treatment","74","28","38","2075 UNIVERSITY PARK BLVD
LAYTON, UT 840411611
(41.090124, -111.987769)","LAYTON","840411611","1467597005"
"2016","IHC HEALTH SERVICES INC","TAYLORSVILLE CLINIC","Antidepressant Medication Management - Acute Phase Treatment","76","28","37","3845 W 4700 S
TAYLORSVILLE, UT 841183454
(40.667474, -111.982717)","TAYLORSVILLE","841183454","1043340359"
"2016","HOLLADAY FAMILY PRACTICE",,"Antidepressant Medication Management - Acute Phase Treatment","75","9","12","999 MURRAY HOLLADAY RD
SALT LAKE CITY, UT 841174901
(40.665721, -111.862952)","SALT LAKE CITY","841174901","1437255866"
"2016","IHC HEALTH SERVICES INC","LOGAN CLINIC","Antidepressant Medication Management - Acute Phase Treatment","72","13","18","412 N 200 E
LOGAN, UT 843214038
(41.739824, -111.829556)","LOGAN","843214038","1376688416"
"2016","IHC HEALTH SERVICES INC","WEST JORDAN CLINIC","Antidepressant Medication Management - Acute Phase Treatment","50","11","22","2655 W 9000 S
WEST JORDAN, UT 840888542
(40.587756, -111.956592)","WEST JORDAN","840888542","1164557641"
"2016","IHC HEALTH SERVICES INC","KAYSVILLE CREEKSIDE CLINIC","Antidepressant Medication Management - Acute Phase Treatment","82","9","11","435 N MAIN ST
KAYSVILLE, UT 84037
(41.041384, -111.945523)","KAYSVILLE","84037","1154747087"
"2016","IHC HEALTH SERVICES, INC","MEMORIAL CLINIC","Antidepressant Medication Management - Acute Phase Treatment","79","22","28","2000 S 900 E
SALT LAKE CITY, UT 841053208
(40.727016, -111.865345)","SALT LAKE CITY","841053208","1508904947"
"2016","IHC HEALTH SERVICES INC","INTERMOUNTAIN SARATOGA SPRINGS FAMILY PRACTICE","Antidepressant Medication Management - Acute Phase Treatment","46","11","24","354 W STATE ROAD 73
SARATOGA SPRINGS, UT 840432901
(40.388591, -111.924118)","SARATOGA SPRINGS","840432901","1588794648"
"2016","TANNER MEMORIAL CLINIC",,"Antidepressant Medication Management - Acute Phase Treatment","61","238","389","2121 N 1700 W
LAYTON, UT 840418803
(41.090758, -111.9973)","LAYTON","840418803","1447239355"
"2016","UNIVERSITY OF UTAH COMMUNITY PHYSICIANS GROUP",,"Antidepressant Medication Management - Acute Phase Treatment","57","714","1242","1525 W 2100 S
SALT LAKE CITY, UT 841191401
(40.725903, -111.932731)","SALT LAKE CITY","841191401","1124422126"
"2016","IHC HEALTH SERVICES INC","HEBER VALLEY CLINIC","Antidepressant Medication Management - Acute Phase Treatment","64","38","59","1473 S HIGHWAY 40
HEBER CITY, UT 840323522
(40.489307, -111.409493)","HEBER CITY","840323522","1063616282"
"2016","GRANGER MEDICAL CLINIC INC","GRANGER MEDICAL RIVERTON","Antidepressant Medication Management - Acute Phase Treatment","74","25","34","12391 S 4000 W
RIVERTON, UT 840967012
(40.526062, -111.986181)","RIVERTON","840967012","1881797876"
"2016","IHC HEALTH SERVICES INC","SOUTH OGDEN CLINIC","Antidepressant Medication Management - Acute Phase Treatment","67","12","18","975 CHAMBERS ST
SOUTH OGDEN, UT 844034591
(41.164784, -111.953021)","SOUTH OGDEN","844034591","1922143643"
"2016","MOUNTAINSTAR MEDICAL GROUP-OGDEN REGIONAL MEDICAL CENTER, LLC","MOUNTAINSTAR PRIMARY CARE, LLC","Antidepressant Medication Management - Acute Phase Treatment","76","42","55","5405 S 500 E
OGDEN, UT 844056957
(41.165508, -111.968571)","OGDEN","844056957","1356588008"
"2016","IHC HEALTH SERVICES INC","INTERMOUNTAIN CEDAR CITY CLINIC","Antidepressant Medication Management - Acute Phase Treatment","68","13","19","1303 N MAIN ST
CEDAR CITY, UT 847219746
(37.700591, -113.063985)","CEDAR CITY","847219746","1922132828"
"2016","KATIE A JULIEN MD PC",,"Antidepressant Medication Management - Acute Phase Treatment","78","14","18","1575 W 7000 S
WEST JORDAN, UT 840843431
(40.624047, -111.936022)","WEST JORDAN","840843431","1528231107"
"2016","COPE FAMILY MEDICINE LC",,"Antidepressant Medication Management - Acute Phase Treatment","53","10","19","620 MEDICAL DR
BOUNTIFUL, UT 840105084
(40.886964, -111.868937)","BOUNTIFUL","840105084","1548360217"
"2016","MEDICAL ARTS CENTER CLINIC OF BRIGHAM CITY INC",,"Antidepressant Medication Management - Acute Phase Treatment","53","17","32","984 MEDICAL DR STE 1
BRIGHAM CITY, UT 843024712
(41.490495, -112.02489)","BRIGHAM CITY","843024712","1649375270"
"2016","IHC HEALTH SERVICES INC","IMED PHYSICIANS BILLING","Antidepressant Medication Management - Acute Phase Treatment","85","11","13","5121 COTTONWOOD ST
MURRAY, UT 841075701
(40.659921, -111.893853)","MURRAY","841075701","1629260880"
"2016","MOUNTAINLANDS COMMUNITY HEALTH CENTER, INC",,"Antidepressant Medication Management - Acute Phase Treatment","68","13","19","589 S STATE ST
PROVO, UT 846065056
(40.226132, -111.643771)","PROVO","846065056","1427075134"
"2016","PREMIER FAMILY MEDICAL",,"Antidepressant Medication Management - Acute Phase Treatment","65","60","93","226 N 100 E
AMERICAN FORK, UT 84003
(40.379016, -111.792205)","AMERICAN FORK","84003","1922442904"
"2016","PREMIER FAMILY MEDICAL",,"Antidepressant Medication Management - Acute Phase Treatment","76","71","93","830 N 2000 W
PLEASANT GROVE, UT 84062
(40.372683, -111.76919)","PLEASANT GROVE","84062","1750725735"
"2016","UTAH NAVAJO HEALTH SYSTEM, INCORPORATED","MONTEZUMA CREEK COMMUNITY HEALTH CENTER","Antidepressant Medication Management - Acute Phase Treatment","56","10","18","EAST HIGHWAY 262
MONTEZUMA CREEK, UT 845340130","MONTEZUMA CREEK","845340130","1811991151"
"2016","MIDTOWN COMMUNITY HEALTH CENTER INC",,"Antidepressant Medication Management - Acute Phase Treatment","35","17","48","2240 ADAMS AVE
OGDEN, UT 844011511
(41.225968, -111.967542)","OGDEN","844011511","1548267420"
"2016","MOUNTAINSTAR MEDICAL GROUP-ST. MARKS HOSPITAL, LLC","ST. MARK'S MILLCREEK PRIMARY CARE","Antidepressant Medication Management - Acute Phase Treatment","67","91","136","4465 S 900 E
SALT LAKE CITY, UT 841242456
(40.675431, -111.865542)","SALT LAKE CITY","841242456","1073795258"
"2016","PREMIER FAMILY MEDICAL LLC",,"Antidepressant Medication Management - Acute Phase Treatment","54","15","28","3000 N TRIUMPH BLVD #220
LEHI, UT 84043
(40.425854, -111.880293)","LEHI","84043","1003202730"
"2016","MOAB FAMILY MEDICINE PC",,"Antidepressant Medication Management - Acute Phase Treatment","58","7","12","476 WILLIAMS WAY
MOAB, UT 845322065
(38.574281, -109.560686)","MOAB","845322065","1528070489"
"2016","IHC HEALTH SERVICES INC","INTERMOUNTAIN RIVER ROAD FAMILY MEDICINE","Antidepressant Medication Management - Acute Phase Treatment","61","17","28","577 S RIVER RD
ST GEORGE, UT 847902097
(37.097071, -113.557159)","ST GEORGE","847902097","1417092883"
"2016","IHC HEALTH SERVICES INC","BOUNTIFUL CLINIC","Antidepressant Medication Management - Acute Phase Treatment","75","54","72","390 N MAIN ST
BOUNTIFUL, UT 840106046
(40.893513, -111.880712)","BOUNTIFUL","840106046","1588799654"
"2016","FUTURA MEDICAL CLINIC",,"Antidepressant Medication Management - Acute Phase Treatment","68","45","66","BLDG H-11 FREEPORT CENTER
CLEARFIELD, UT 84016","CLEARFIELD","84016","1518250109"
"2016","HUNTER MEDICAL CENTER, INC","JORDAN MEADOWS MEDICAL CENTER.","Antidepressant Medication Management - Acute Phase Treatment","52","13","25","3354 W 7800 S
WEST JORDAN, UT 840884506
(40.609462, -111.971076)","WEST JORDAN","840884506","1205957131"
"2016","IHC HEALTH SERVICES INC","AVENUES SPECIALTY CLINIC","Antidepressant Medication Management - Acute Phase Treatment","63","10","16","324 10TH AVE
SALT LAKE CITY, UT 841032853
(40.780769, -111.880078)","SALT LAKE CITY","841032853","1689709859"
"2016","WESTSIDE MEDICAL PC",,"Antidepressant Medication Management - Acute Phase Treatment","54","56","104","1477 NORTH 2000 WEST
CLINTON, UT 840158213
(41.135186, -112.064483)","CLINTON","840158213","1558439117"
"2016","GRANGER MEDICAL CLINIC INC",,"Antidepressant Medication Management - Acute Phase Treatment","71","158","224","3725 W 4100 S
WEST VALLEY, UT 841205530
(40.682036, -111.980047)","WEST VALLEY","841205530","1184657041"
"2016","GRANGER MEDICAL CLINIC INC","GRANGER MEDICAL WEST JORDAN","Antidepressant Medication Management - Acute Phase Treatment","66","63","95","3181 W 9000 SO
WEST JORDAN, UT 84088
(40.587747, -111.966201)","WEST JORDAN","84088","1104857549"
"2016","FOOTHILL CLINIC, LLC","FOOTHILL FAMILY CLINIC","Antidepressant Medication Management - Acute Phase Treatment","70","33","47","2295 FOOTHILL DR
SALT LAKE CITY, UT 841094000
(40.721445, -111.811779)","SALT LAKE CITY","841094000","1407947005"
"2016","IHC HEALTH SERVICES INC","ROSE CANYON CLINIC","Antidepressant Medication Management - Acute Phase Treatment","79","26","33","5541 W 13400 S
RIVERTON, UT 84096
(40.507872, -112.024691)","RIVERTON","84096","1407116742"
"2016","IHC HEALTH SERVICES INC","BUDGE CLINIC","Antidepressant Medication Management - Acute Phase Treatment","76","19","25","1350 N 500 E
LOGAN, UT 843412400
(41.756297, -111.820549)","LOGAN","843412400","1912023300"
"2016","IHC HEALTH SERVICES INC","INTERMOUNTAIN FILLMORE CLINIC","Antidepressant Medication Management - Acute Phase Treatment","53","8","15","700 S HIGHWAY 99
FILLMORE, UT 846315134
(38.953602, -112.340186)","FILLMORE","846315134","1023159381"
"2016","HEALTH CLINICS OF UTAH",,"Antidepressant Medication Management - Acute Phase Treatment","64","9","14","2540 WASHINGTON BLVD
OGDEN, UT 844013122
(41.219824, -111.970501)","OGDEN","844013122","1225193584"
"2016","BEAR RIVER MEDICAL ARTS PC",,"Antidepressant Medication Management - Acute Phase Treatment","62","8","13","300 W 1400 S
GARLAND, UT 843129393
(41.735453, -112.181629)","GARLAND","843129393","1932195682"
"2016","IHC HEALTH SERVICES INC","INTERMOUNTAIN HIGHLAND CLINIC","Antidepressant Medication Management - Acute Phase Treatment","60","12","20","10968 N ALPINE HWY
HIGHLAND, UT 840038874
(40.430763, -111.785287)","HIGHLAND","840038874","1083742589"
"2016","IHC HEALTH SERVICES INC","COTTONWOOD FAMILY MEDICINE","Antidepressant Medication Management - Acute Phase Treatment","73","32","44","181 E MEDICAL TOWER DR
MURRAY, UT 841074872
(40.644425, -111.886649)","MURRAY","841074872","1285769422"
"2016","IHC HEALTH SERVICES INC","PARK CITY CLINIC-ROUND VALLEY","Antidepressant Medication Management - Acute Phase Treatment","69","11","16","750 ROUND VALLEY DR
PARK CITY, UT 840607548
(40.686267, -111.466357)","PARK CITY","840607548","1033474648"
"2016","IHC HEALTH SERVICES INC","SOUTH SANDY CLINIC","Antidepressant Medication Management - Acute Phase Treatment","79","15","19","955 E 11400 S
SANDY, UT 840946946
(40.544257, -111.863937)","SANDY","840946946","1992830103"
"2016","IHC HEALTH SERVICES INC","INTERMOUNTAIN MANTI CLINIC","Antidepressant Medication Management - Acute Phase Treatment","60","9","15","159 N MAIN ST
MANTI, UT 846421257
(39.268109, -111.637008)","MANTI","846421257","1356485411"
"2016","ALPINE MEDICAL GROUP","ALPINE INTERNAL MEDICINE","Antidepressant Medication Management - Acute Phase Treatment","56","9","16","1060 E 100 S
SALT LAKE CITY, UT 841021501
(40.767181, -111.860415)","SALT LAKE CITY","841021501","1740216860"
