"number","pipeline","title","labels","body","workgroups","milestone","estimate","url","created_at","updated_at","position","closed_at"
"10187","On Deck","V7 BUG: DS Activate Upon Payment is not functioning properly","Workgroup: ROW, Type: Bug Report, Impact: 2-Major, Need: 1-Must Have, Product: AMANDA, Project: AMANDA V7 Upgrade","When the activate upon payment function is yes for DS permits, once they make a payment and the permit gets issued. 
AMANDA reflects that the Portal issued the permit. For AMANDA 6, we had worked DS permits that didn't have a web application process (like the ones pending and attached to BPs) that it would reflect the person who created the invoice. 
However since it doesn't work correctly now AMANDA V7.. to better reflect who issued it, I believe using the person who completed the DS Permitting Review process would work better.


![MicrosoftTeams-image (17).png](https://images.zenhubusercontent.com/5e8dfbfabf171441c3a5684e/81257ba0-46a6-466b-815c-b69d2afe34eb)","ROW",,,"https://api.github.com/repos/cityofaustin/atd-data-tech/issues/10187","2022-09-06T19:05:35.000","2022-09-06T19:05:37.000","1",
"10186","In Progress","V7 BUG: UC Folder-Data Workbooks pulling the 1st attempt rather than the most recent attempt of Permit Compl...","Workgroup: ROW, Type: Bug Report, Impact: 3-Minor, Product: AMANDA, Project: AMANDA V7 Upgrade","<!-- Email -->
<!-- jaclyn.lozano@austintexas.gov -->

> What application are you using?

AMANDA

> Describe the problem.

UC Folder-Data Workbooks pulling the 1st attempt rather than the most recent attempt of Permit Completeness Check process. 

> Is there anything else we should know?

Example folder: 2021-155245 UC
Process Tab-Permit Completeness Check-2 attempts(#1 on 10/21 was 90 Submittal and #2 on 04/22 was 100 Submittal) When generating the Data Workbook, 90 Submittal will populate rather than the 100 Submittal.   

Internet Browser: Edge

> Requested By
Jaclyn L.

[Attachment](https://api.knack.com/v1/applications/595d00ebd315cc4cb98daff4/download/asset/631771cc2a497e00212c1d99/01.jpg) (277.12kb)

Request ID: DTS22-105125

","ROW",,"3","https://api.github.com/repos/cityofaustin/atd-data-tech/issues/10186","2022-09-06T16:14:22.000","2022-09-06T18:20:00.000","6",
"10162","Needs Scoping","Portal Updates for Neighborhood Block Party (NBP) Applications","Workgroup: OSE, Epic, Type: Enhancement, Product: AMANDA","CM Ellis has asked that ATD make it easier for NBP applicants to submit an application. <-- Need this to be the concise, ""media savvy"" description of the project -->

###
**Stakeholder:** Jim D.

Portal Updates for Neighborhood Block Party (NBP) Applications

> Describe the outcome you'd like to see when this feature is implemented.

CM Ellis has asked that we make it easier for NBP applicants to submit an application

> Describe any workarounds you currently have in place or alternative solutions you've considered.

N/A

> Is there anything else we should know?

Sep. 13, 1-2p

> Requested By
Tracy L.

Request ID: DTS22-105100

","OSE",,,"https://api.github.com/repos/cityofaustin/atd-data-tech/issues/10162","2022-09-01T00:16:16.000","2022-09-06T15:43:05.000","17",
"10179","Closed","Update Active Parking Permits 09/05/2022","Workgroup: OSE, Service: Geo, Product: AMANDA",,"OSE",,,"https://api.github.com/repos/cityofaustin/atd-data-tech/issues/10179","2022-09-05T19:38:50.000","2022-09-05T19:48:47.000",,"2022-09-05T19:48:47.000"
"10178","Closed","Update AMANDA street events 09/05/2022","Workgroup: OSE, Service: Geo, Product: AMANDA",,"OSE",,,"https://api.github.com/repos/cityofaustin/atd-data-tech/issues/10178","2022-09-05T19:37:39.000","2022-09-05T19:37:45.000",,"2022-09-05T19:37:45.000"
"9949","Ready to Deploy","V7 Bug: System inserting duplicate/extra fees on EX (Ready for UAT on TEST)","Workgroup: ROW, Type: Bug Report, Impact: 2-Major, Product: AMANDA, Provider: CTM, Provider: LaunchIT, Project: AMANDA V7 Upgrade","

**Example:**
- ROW ID:  12985057
<img width=""1126"" alt=""Screen Shot 2022-08-04 at 4 45 22 PM"" src=""https://user-images.githubusercontent.com/49930868/182958457-47edf408-0062-481a-ae33-2ccac0f88d1c.png"">

","ROW",,"3","https://api.github.com/repos/cityofaustin/atd-data-tech/issues/9949","2022-08-04T21:42:41.000","2022-09-02T20:19:14.000","0",
"10091","Review/QA","V7 Permissions - Print Folder Reports - Darren & Blake","Workgroup: ROW, Type: IT Support, Type: Bug Report, Impact: 3-Minor, Product: AMANDA, Status: Awaiting Response, Project: AMANDA V7 Upgrade","### Per Darren & Blake, they are unable to generate folder reports for Traffic Control Inspections (50516, 50568, 50514, 50563). 
_Darren sent this screenshot:_

![image](https://user-images.githubusercontent.com/49930868/186202505-c3e2aeeb-d981-4b99-87f1-23361dbbbf1b.png)
","ROW",,"2","https://api.github.com/repos/cityofaustin/atd-data-tech/issues/10091","2022-08-23T15:44:28.000","2022-09-02T19:21:31.000","7",
"9969","Ready to Deploy","Feature (RW-Valet Annual): Update folder status with renewal (Ready for PROD Deployment)","Workgroup: ROW, Need: 2-Should Have, Type: Enhancement, Product: AMANDA","Acceptance Criteria (Permit Renewal)

The following steps were performed in RW-Valet Parking Annual Folder for Renewal
-- A bill was created for fees to be paid
-- The fees in the folder were paid (through portal or Back Office)
-- In the Annual Valet Permitting Process, Process info fields were updated with new Issue date and new Expiry Date
-- Attempt 'Update issue and expiry dates' was made in the annual valet permitting process, along with attempt comments.

Expected result: Folder should update folder status from 'Expired' to 'Active', and also update issue and expiry dates based on process info.

Actual result: Folder updated issue and expiry dates, but did not update folder status to 'Active'","ROW",,"3","https://api.github.com/repos/cityofaustin/atd-data-tech/issues/9969","2022-08-09T20:07:06.000","2022-09-02T19:15:57.000","2",
"9869","In Progress","Remove Banner Permit applications from AMANDA Portal","Workgroup: SMB, Need: 1-Must Have, Type: Enhancement, Product: AMANDA","### Banner permit applications are no longer submitted using the AB+C Portal. We need to remove it. 
<img width=""749"" alt=""Screen Shot 2022-07-27 at 3 31 35 PM"" src=""https://user-images.githubusercontent.com/49930868/181366710-98a2adbc-11b9-4c38-87f9-cf9eba815fe0.png"">

","SMB",,"2","https://api.github.com/repos/cityofaustin/atd-data-tech/issues/9869","2022-07-27T20:33:07.000","2022-09-02T18:57:08.000","21",
"9895","Closed","V7 Bug: Unable to update info 'Event End Date' on RW-TURP (On PROD & Working)","Workgroup: ROW, Type: Bug Report, Impact: 2-Major, Product: AMANDA, Project: AMANDA V7 Upgrade","<img width=""1109"" alt=""Screen Shot 2022-08-02 at 12 46 39 PM"" src=""https://user-images.githubusercontent.com/49930868/182440608-c5605f93-239a-4d28-8a0f-27170b4eb620.png"">
","ROW",,,"https://api.github.com/repos/cityofaustin/atd-data-tech/issues/9895","2022-08-02T17:48:37.000","2022-09-02T18:15:45.000","12","2022-09-02T18:15:45.000"
