"hr_f_year_id","department_desc","position_title_desc","staffing_level_desc","employee_ethnicity_desc","employee_gender","generation_type","employee_class_id","employee_class_desc","eeoc_class_id","eeoc_class_desc","age_group","effective_date","city_name","county_code","county_name","state_name","zip_code","employee_count","average_age","avg_hourly_rate"
"2015","Small & Minority Business Rsrc","Mgr, Business Development","Manager","Black or African American","M","Baby Boomer","2","Standard/Exempt","20","Professionals","50-59",,"Austin","TX","78767","4849","Williamson","1","54",
"2011","Emergency Medical Services","EMS Clinical Spec - Field","Worker","White","F","Generation X","14","EMS48/Non-Exempt","40","Protect/Svc","30-39",,"Leander","TX","78646-0232","4718","Williamson","1","35",
"2017","Police","Police Officer","Worker","Choose Not To Disclose","M","Millennial","3","Police/Non-Exempt","40","Protect/Svc","30-39",,"Austin","TX","78748","4845","Travis","1","34",
"2012","Austin Transportation","Ofcr, Transp Mblty Svc Ld","Worker","Black or African American","F","Generation X","1","Standard/Non-Exempt","40","Protect/Svc","30-39",,"Manor","TX","78653","4845","Travis","1","31",
"2010","Police","Police Sergeant","Worker","White","M","Baby Boomer","3","Police/Non-Exempt","40","Protect/Svc","40-49",,"Austin","TX","78717","4849","Williamson","1","46",
"2018","Emergency Medical Services","Supv II, Inventory Control","Supervisor","Black or African American","M","Baby Boomer","2","Standard/Exempt","20","Professionals","50-59","2017-11-26T00:00:00.000","Pflugerville","TX","78660","4845","Travis","1","53","28"
"2018","Office Of The City Auditor","Auditor III","Worker","Black or African American","F","Generation X","2","Standard/Exempt","20","Professionals","40-49","2017-11-26T00:00:00.000","Cedar Park","TX","78613","4849","Williamson","1","40","39"
"2021","Animal Services","Animal Care Worker","Worker","Hispanic or Latino","F","Millennial","1","Standard/Non-Exempt","80","Serv/Maint","20-29","2021-04-26T00:00:00.000","Austin","TX","78745","4845","Travis","1","21","15"
"2015","Austin Transportation","Ofcr, Transp Mblty Svc I","Worker","Black or African American","M","Generation X","1","Standard/Non-Exempt","40","Protect/Svc","40-49",,"Austin","TX","78741","4845","Travis","1","41",
"2018","Emergency Medical Services","EMS Medic - Field","Worker","White","M","Millennial","23","EMS42/Non-Exempt","40","Protect/Svc","20-29","2018-06-24T00:00:00.000","Kyle","TX","78640","4820","Hays","1","28","20"
"2016","Housing and Planning","Records Analyst","Worker","Black or African American","F","Baby Boomer","1","Standard/Non-Exempt","20","Professionals","50-59",,"Round Rock","TX","78683","4849","Williamson","1","53",
"2015","Parks and Recreation","Recreation Programs Specialist","Worker","Hispanic or Latino","F","Millennial","1","Standard/Non-Exempt","50","Para-Prof","20-29",,"Mc Kinney","TX","75070","4808","Collin","1","25",
"2014","Police","Police Officer","Worker","Hispanic or Latino","F","Millennial","3","Police/Non-Exempt","40","Protect/Svc","30-39",,"Austin","TX","78736","4845","Travis","1","30",
"2015","Emergency Medical Services","Supv II, Inventory Control","Supervisor","Black or African American","M","Baby Boomer","2","Standard/Exempt","20","Professionals","50-59",,"Pflugerville","TX","78660","4845","Travis","1","50",
"2021","Aviation","Guest Svcs Spec","Worker","White","M","Baby Boomer","1","Standard/Non-Exempt","60","Admin/Supp","60-69","2020-09-13T00:00:00.000","Driftwood","TX","78619","4820","Hays","1","64","24"
"2015","Building Services","IT Application Analyst","Worker","White","F","Generation X","1","Standard/Non-Exempt","30","Technicians","30-39",,"Dripping Spgs","TX","78620","4820","Hays","1","33",
"2021","Police","Administrative Specialist","Worker","Hispanic or Latino","M","Baby Boomer","1","Standard/Non-Exempt","60","Admin/Supp","60-69","2020-09-13T00:00:00.000","Kyle","TX","78640","4820","Hays","1","62","27"
"2017","Austin Energy","Supv, Customer Service","Supervisor","Hispanic or Latino","F","Generation X","2","Standard/Exempt","20","Professionals","50-59",,"Hutto","TX","78634","4849","Williamson","1","51",
"2021","Aviation","Guest Svcs Spec","Worker","Hispanic or Latino","M","Millennial","1","Standard/Non-Exempt","60","Admin/Supp","30-39","2021-07-04T00:00:00.000","Austin","TX","78745","4845","Travis","1","34","21"
"2011","Police","Police Sergeant","Worker","White","M","Baby Boomer","3","Police/Non-Exempt","40","Protect/Svc","50-59",,"Austin","TX","78738","4845","Travis","1","52",
"2011","Fire","Firefighter","Worker","White","M","Generation X","5","Fire Kelly","40","Protect/Svc","40-49",,"Temple","TX","76502","4802","Bell","1","43",
"2018","Austin Water","AW Treatment O & M Tech Sr","Worker","Hispanic or Latino","M","Millennial","1","Standard/Non-Exempt","70","Skill Craft","20-29","2017-11-26T00:00:00.000","Austin","TX","78744","4845","Travis","1","29","18"
"2019","Housing and Planning","IT Business Systems Analyst Sr","Worker","Choose Not To Disclose","M","Generation X","2","Standard/Exempt","20","Professionals","50-59","2018-09-30T00:00:00.000","Austin","TX","78739","4845","Travis","1","51","45"
"2011","Emergency Medical Services","EMS Medic - Field","Worker","White","M","Generation X","14","EMS48/Non-Exempt","40","Protect/Svc","40-49",,"Locust Grove","AR","72555","0513","Stone","1","45",
"2014","Development Services","Environmental Review Spec Sr","Worker","White","M","Baby Boomer","2","Standard/Exempt","20","Professionals","50-59",,"Jonestown","TX","78645","4845","Travis","1","55",
"2010","Aviation","Supv, Building & Grounds","Supervisor","White","M","Baby Boomer","1","Standard/Non-Exempt","50","Para-Prof","40-49",,"Round Rock","TX","78665","4849","Williamson","1","48",
"2018","Public Works","Street & Bridge Ops Tech I","Worker","Black or African American","M","Generation X","1","Standard/Non-Exempt","80","Serv/Maint","30-39","2017-11-26T00:00:00.000","Leander","TX","78641","4849","Williamson","1","37","18"
"2013","Fleet Mobility Services","Div Mgr, Fleet","Manager","White","M","Baby Boomer","2","Standard/Exempt","20","Professionals","40-49",,"San Marcos","TX","78666","4820","Hays","1","49",
"2015","Public Works","Coord, Project","Worker","Asian","M","Baby Boomer","1","Standard/Non-Exempt","50","Para-Prof","50-59",,"Austin","TX","78733","4845","Travis","1","55",
"2016","Austin Energy","Coord, Client Relationship","Supervisor","White","M","Generation X","2","Standard/Exempt","20","Professionals","50-59",,"Round Rock","TX","78681","4849","Williamson","1","50",
"2019","Austin Water","Water Protection Specialist Sr","Worker","White","M","Baby Boomer","1","Standard/Non-Exempt","50","Para-Prof","60-69","2018-11-11T00:00:00.000","Austin","TX","78704","4845","Travis","1","66","35"
"2012","Austin Water","Pretreatment Complnc Spec Sr","Worker","White","M","Baby Boomer","1","Standard/Non-Exempt","20","Professionals","50-59",,"Austin","TX","787350000","4845","Travis","1","53",
"2020","Austin Energy","Distribution Electrician III","Worker","White","M","Millennial","1","Standard/Non-Exempt","70","Skill Craft","30-39",,"Martindale","TX","78655","4805","Caldwell","1","37",
"2016","Emergency Medical Services","Supv II, Inventory Control","Supervisor","Black or African American","M","Baby Boomer","2","Standard/Exempt","20","Professionals","50-59",,"Pflugerville","TX","78660","4845","Travis","1","51",
"2013","Parks and Recreation","Recreation Programs Specialist","Worker","White","F","Millennial","1","Standard/Non-Exempt","50","Para-Prof","20-29",,"Austin","TX","78722","4845","Travis","1","29",
"2021","Emergency Medical Services","Supv II, Inventory Control","Supervisor","Black or African American","M","Baby Boomer","2","Standard/Exempt","20","Professionals","50-59","2020-09-13T00:00:00.000","Pflugerville","TX","78660","4845","Travis","1","56","30"
"2018","Public Works","Engineer B","Worker","White","M","Baby Boomer","2","Standard/Exempt","20","Professionals","60-69","2017-11-26T00:00:00.000","Georgetown","TX","78633","4849","Williamson","1","67","48"
"2017","Austin Energy","Accountant IV","Worker","Hispanic or Latino","F","Generation X","2","Standard/Exempt","20","Professionals","40-49",,"Austin","TX","78748","4845","Travis","1","46",
"2019","Police","911 Call Taker","Worker","Black or African American","M","Generation X","1","Standard/Non-Exempt","30","Technicians","50-59","2018-09-30T00:00:00.000","Austin","TX","78723","4845","Travis","1","51","21"
"2012","Austin Water","Coord, Util Logistics&Plng","Worker","White","M","Baby Boomer","2","Standard/Exempt","50","Para-Prof","50-59",,"Elgin","TX","78621","4802","Bastrop","1","51",
"2011","Small & Minority Business Rsrc","Bus Development Counselor II","Worker","Black or African American","F","Baby Boomer","2","Standard/Exempt","20","Professionals","50-59",,"Austin","TX","787230000","4845","Travis","1","58",
"2018","Austin Resource Recovery","Austin Rsc Recovery Operator","Worker","Black or African American","M","Millennial","1","Standard/Non-Exempt","80","Serv/Maint","30-39","2018-08-19T00:00:00.000","Manor","TX","78653","4845","Travis","1","35","18"
"2019","Parks and Recreation","Recreation Programs Specialist","Worker","White","F","Millennial","1","Standard/Non-Exempt","50","Para-Prof","20-29","2019-06-09T00:00:00.000","Christmas Valley","OR","97641","0603","Lake","1","29","16"
"2020","Emergency Medical Services","Supv II, Inventory Control","Supervisor","Black or African American","M","Baby Boomer","2","Standard/Exempt","20","Professionals","50-59",,"Pflugerville","TX","78660","4845","Travis","1","55",
"2013","Parks and Recreation","Prgm Supv, Recreation","Supervisor","White","F","Generation X","2","Standard/Exempt","20","Professionals","30-39",,"Driftwood","TX","78619","4820","Hays","1","32",
"2017","Emergency Medical Services","Supv II, Inventory Control","Supervisor","Black or African American","M","Baby Boomer","2","Standard/Exempt","20","Professionals","50-59",,"Pflugerville","TX","78660","4845","Travis","1","52",
"2010","Fire","Firefighter","Worker","Hispanic or Latino","M","Baby Boomer","5","Fire Kelly","40","Protect/Svc","50-59",,"Austin","TX","787440000","4845","Travis","1","58",
"2019","Emergency Medical Services","Supv II, Inventory Control","Supervisor","Black or African American","M","Baby Boomer","2","Standard/Exempt","20","Professionals","50-59","2018-09-30T00:00:00.000","Pflugerville","TX","78660","4845","Travis","1","54","28"
"2010","Police","Police Sergeant","Worker","White","M","Generation X","3","Police/Non-Exempt","40","Protect/Svc","40-49",,"AUSTIN","TX","78704","4845","Travis","1","42",
"2019","Austin Energy","Supv, Customer Service","Supervisor","Two or more races","F","Baby Boomer","2","Standard/Exempt","20","Professionals","50-59","2019-05-26T00:00:00.000","Austin","TX","78725","4845","Travis","1","55","34"
"2010","Fire","Fire Specialist","Worker","White","M","Baby Boomer","5","Fire Kelly","40","Protect/Svc","50-59",,"Austin","TX","787490000","4845","Travis","3","57",
"2019","Police","Police Officer","Worker","Asian","M","Millennial","3","Police/Non-Exempt","40","Protect/Svc","30-39","2018-12-23T00:00:00.000","Austin","TX","78717","4849","Williamson","1","34","35"
"2022","Police","Police Corporal/Detective","Worker","Black or African American","M","Generation X","3","Police/Non-Exempt","40","Protect/Svc","50-59","2022-07-17T00:00:00.000","Austin","TX","78744","4845","Travis","1","53","54"
