"case_id","priority","status","address","house_number","street_name","city","state","zip_code","opened_date","closed_date","department","case_type","description","inspector","date_updated","last_update","violationcasenumber","violationcaselink","parcelid","location","latitude","longitude","repeatoffenderrelated","shorttermrentalrelated","servicerequestnumber","reportedby"
"2022-113635 CC","2","Closed","1302 E 3RD STREET","1302","E 3RD ST","AUSTIN","TX","78702","2022-07-28T00:00:00.000","2022-07-30T00:00:00.000","Code Enforcement","Complaints","Land Use Violation(s)","Catherine Sharick|512-415-0003","2022-07-30T18:22:52.000","Closed/Duplicate Case",,,"0204062301","
,  
(30.26158907, -97.73032153)","30.26158907","-97.73032153","No","Yes","22-00271585","Anonymous"
"2021-145021 CC","5","Closed","502 W LONGSPUR BOULEVARD Unit 7105","502","W LONGSPUR BLVD","AUSTIN","TX","78753","2021-09-17T00:00:00.000","2021-09-22T00:00:00.000","Code Enforcement","Complaints","Structure Condition Violation(s)","Javier Salas|512-939-9949","2021-09-22T00:00:00.000","Contact Performed",,,"0243170501","
,  
(30.36685696, -97.6919649)","30.36685696","-97.6919649","Yes",,"21-00427095","Complainant"
"2022-113881 CC","2","Closed","1163 WEBBERVILLE ROAD","1163","WEBBERVILLE RD","AUSTIN","TX","78721","2022-07-30T00:00:00.000","2022-08-01T00:00:00.000","Code Enforcement","Complaints","Land Use Violation(s)","Willis Adams|512-599-1593","2022-08-01T09:33:04.000","Closed/Duplicate Case",,,"0209190410","
,  
(30.27731486, -97.68593769)","30.27731486","-97.68593769","No","Yes","22-00273709","Anonymous"
"2022-108899 CC","5","Closed","401 W SLAUGHTER LANE","401","W SLAUGHTER LN","AUSTIN","TX","78748","2022-07-21T00:00:00.000","2022-07-27T00:00:00.000","Code Enforcement","Complaints","Property Abatement","Donna Dunn|512-460-9726","2022-07-27T09:55:06.000","Inspection Performed/Abated by Community Court",,,"0430111508","
,  
(30.1691315, -97.79627672)","30.1691315","-97.79627672","No",,"22-00260910","Complainant"
"2021-121034 CC","5","Closed","9911 DESSAU RD",,,,,,"2021-08-06T00:00:00.000","2021-08-12T00:00:00.000","Code Enforcement","Complaints","Property Abatement","Javier Salas|512-939-9949","2021-08-12T00:00:00.000","Inspection Performed",,,,"
,  
(30.51081514, -97.74700986)","30.51081514","-97.74700986","No",,"21-00363796","Complainant"
"2020-024997 CC","5","Closed","100 E 27TH STREET Rm 109","100","E 27TH ST","AUSTIN","TX","78712","2020-02-13T00:00:00.000","2020-02-13T00:00:00.000","Code Enforcement","Complaints","Land Use Violation(s)","Khary Dumas|512-974-3038","2020-02-13T00:00:00.000","Inspection Performed",,,"0215030202","
,  
(30.29257505, -97.73771491)","30.29257505","-97.73771491","No",,"20-00055132","Complainant"
"2019-187827 CC",,"Closed","1105 ¿ Brass St",,,,,,"2019-09-19T00:00:00.000","2019-10-10T00:00:00.000","Code Enforcement","Complaints","Land Use Violation(s)","Joseph Yost|(512)974-9085","2019-10-10T07:50:42.000","No Violation(s) Found/Inspection Performed",,,,"
,  
(30.51081514, -97.74700986)","30.51081514","-97.74700986","No",,,"Investigator"
"2022-113817 CC","2","Closed","12220 HUNTERS CHASE DRIVE","12220","HUNTERS CHASE DR","AUSTIN","TX","78729","2022-07-30T00:00:00.000","2022-08-01T00:00:00.000","Code Enforcement","Complaints","Structure Condition Violation(s)","Marc Allen|512-952-2398","2022-08-01T10:27:11.000","No Violation(s) Found/Inspection Performed",,,,"
,  
(30.44139324, -97.77530058)","30.44139324","-97.77530058","No",,"22-00273079","Anonymous"
"2020-014037 CC","2","Closed","2705 HOEKE LANE Unit 36","2705","HOEKE LN","AUSTIN","TX","78744","2020-01-30T00:00:00.000","2020-06-09T00:00:00.000","Code Enforcement","Complaints","Structure Condition Violation(s)","Javier Salas|512-974-3532","2020-06-09T00:00:00.000","Information Update","2020 015605-CV",,"0314200110","
,  
(30.21263537, -97.68990154)","30.21263537","-97.68990154","No",,"20-00037018","Complainant"
"2022-113430 CC","5","Closed","8312 N IH 35 SVRD SB",,,,,,"2022-07-28T00:00:00.000","2022-07-28T00:00:00.000","Code Enforcement","Complaints","Property Abatement","|512-964-5404","2022-07-28T12:41:54.000","Referred to Appropriate Agency",,,,"
,  
(30.51081514, -97.74700986)","30.51081514","-97.74700986","No",,"22-00271096","Complainant"
