Incident Number,Highest Offense Description,Highest Offense Code,Family Violence,Occurred Date Time,Occurred Date,Occurred Time,Report Date Time,Report Date,Report Time,Location Type,Address,Zip Code,Council District,APD Sector,APD District,PRA,Census Tract,Clearance Status,Clearance Date,UCR Category,Category Description,X-coordinate,Y-coordinate,Latitude,Longitude,Location,Zip Codes,Single Member Council Districts,BOUNDARIES_single_member_districts,Zoning Review Cases_data
20173651868,FAMILY DISTURBANCE,3400,N,12/31/2017 11:55:00 PM,12/31/2017,2355,12/31/2017 11:55:00 PM,12/31/2017,2355,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,700 E 7TH ST,78701,9,GE,2,382,11,,,,,3116612,3116612,30.26744445,-97.73553891,"(30.26744445, -97.73553891)",2856,9,10,
20173651870,FAMILY DISTURBANCE,3400,N,12/31/2017 11:50:00 PM,12/31/2017,2350,12/31/2017 11:51:00 PM,12/31/2017,2351,RESIDENCE / HOME,1708 PATTON LN,78723,1,ID,3,294,21.12,N,01/05/2018,,,3131031,3131031,30.31932083,-97.68843077,"(30.31932083, -97.68843077)",3239,1,8,
20173651829,DEADLY CONDUCT,408,N,12/31/2017 11:39:00 PM,12/31/2017,2339,12/31/2017 11:39:00 PM,12/31/2017,2339,RESIDENCE / HOME,1220 CAMINO LA COSTA,78752,4,ID,1,265,434,N,01/18/2018,13A,Aggravated Assault,3129001,3129001,30.32504448,-97.69470984,"(30.32504448, -97.69470984)",3641,4,9,202
20173651815,POSSESSION OF MARIJUANA,1803,N,12/31/2017 11:36:00 PM,12/31/2017,2336,12/31/2017 11:36:00 PM,12/31/2017,2336,CHURCH / SYNAGOGUE / TEMPLE / MOSQUE,6014 CAMERON RD,78723,1,ID,5,292,21,C,01/01/2018,,,3127685,3127685,30.31813447,-97.69907077,"(30.31813447, -97.69907077)",3239,1,8,3498
20173651812,POSSESSION OF MARIJUANA,1803,N,12/31/2017 11:34:00 PM,12/31/2017,2334,12/31/2017 11:34:00 PM,12/31/2017,2334,COMMERCIAL / OFFICE BUILDING,13625 POND SPRINGS RD,78729,6,AD,5,163,204,C,01/01/2018,,,3097649,3097649,30.45502239,-97.79068274,"(30.45502239, -97.79068274)",3245,6,6,
20173651785,AGG ASLT STRANGLE/SUFFOCATE,410,Y,12/31/2017 11:27:00 PM,12/31/2017,2327,12/31/2017 11:27:00 PM,12/31/2017,2327,RESIDENCE / HOME,2124 BURTON DR,78741,3,HE,2,457,23.15,O,01/05/2018,13A,Aggravated Assault,3117533,3117533,30.23178511,-97.73358097,"(30.23178511, -97.73358097)",3256,3,3,378
20173651655,PUBLIC INTOXICATION,2300,N,12/31/2017 11:22:00 PM,12/31/2017,2322,12/31/2017 11:23:00 PM,12/31/2017,2323,FIELD / WOODS,5207 TAHOE TRL,78745,5,DA,4,506,303,C,12/31/2017,,,3095735,3095735,30.22355981,-97.80283764,"(30.22355981, -97.80283764)",3259,5,1,3819
20173651528,BURGLARY OF VEHICLE,601,N,12/31/2017 11:12:00 PM,12/31/2017,2312,12/31/2017 11:12:00 PM,12/31/2017,2312,PARKING /DROP LOT/ GARAGE,2101 BURTON DR,78741,3,HE,2,457,23.15,N,01/18/2018,23F,Theft,3118036,3118036,30.23256094,-97.73196691,"(30.23256094, -97.73196691)",3256,3,3,378
20173651750,ASSAULT WITH INJURY,900,N,12/31/2017 11:10:00 PM,12/31/2017,2310,12/31/2017 11:10:00 PM,12/31/2017,2310,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,300 FERGUSON DR,78753,4,ED,1,240,410,N,01/02/2018,,,3131586,3131586,30.37632539,-97.68510677,"(30.37632539, -97.68510677)",3642,4,9,1404
20173651704,ASSAULT BY THREAT FAM/DATING,901,Y,12/31/2017 11:03:00 PM,12/31/2017,2303,12/31/2017 11:03:00 PM,12/31/2017,2303,RESIDENCE / HOME,2303 VENTURA DR,78741,3,HE,2,482,23,N,01/02/2018,,,3116484,3116484,30.2172974,-97.73729294,"(30.2172974, -97.73729294)",3256,3,3,
